#Ejercicio,Org.,Econ.,Denominació (cat),Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2024,,34906  ,SERVEIS CULTURALS TEATRE ARTESÀ                   ,6,49236.81,49242.81,49236.81
2024,,34907  ,CESSIÓ D'ESPAIS MPALS RODATGES I REPORT FOTOGRAFIC,3000,0,3000,6600
2024,,36000  ,VENDA MATERIAL REBUTJABLE                         ,25000,0,25000,16865
2024,,36001  ,VENDA DE PUBLICACIONS                             ,100,0,100,0
2024,,36002  ,VENDA D'ELECTRICITAT                              ,33400,0,33400,42306.09
2024,,36003  ,"PRESTACIO SERVEIS MEDI AMBIENT (PAPER, VIDRE, CART",459396,0,459396,386178.53
2024,,36004  ,VENDA ELECTRICITAT FOTOVOLTAIQUES AMB CONVENI     ,1,0,1,0
2024,,389    ,REINTEGRAMENTS PRESSUPOSTOS TANCATS               ,5000,0,5000,25507.07
2024,,38901  ,REINTEGRAMENTS ANUNCIS                            ,5000,0,5000,0
2024,,39100  ,MULTES INFRACCIONS URBANISTIQUES                  ,2000,0,2000,28900
2024,,39120  ,MULTES CIRCULACIÓ                                 ,475250,0,475250,635856.95
2024,,39190  ,ALTRES MULTES I SANCIONS (ABANS MULTES ORDENANCES),50000,0,50000,105003.9
2024,,39200  ,RECÀRREC DECLARACIO EXTEMPORANEA                  ,6100,0,6100,2603.38
2024,,39211  ,RECÀRREC CONSTRENYIMENT                           ,42957,0,42957,30871.72
2024,,393    ,INTERESSOS DE DEMORA                              ,62332,0,62332,39245.4
2024,,398    ,INDEMNITZACIONS D'ASSEGURANCES NO VIDA            ,28092,0,28092,39004.97
2024,,399    ,ALTRES INGRESOS DIVERSOS                          ,85000,0,85000,126786.78
2024,,39901  ,ALTRES INGRESOS EXECUCIONS SUBSIDIÀRIES           ,13700,0,13700,-9782.8
2024,,42000  ,PARTICIPACIÓ EN TRIBUTS DE L'ESTAT                ,21000000,0,21000000,17004079.15
2024,,42090  ,ALTRES TRANSFERÈNCIES CORRENTS DE L'AGE           ,62311,15330,77641,69437.26
2024,,441    ,TRANSFERÈNCIES D'EMPRESES ENTITAT LOCAL           ,6,0,6,0
2024,,45000  ,FONS COOPERACIÓ LOCAL CATALUNYA                   ,423468,0,423468,0
2024,,45001  ,ALTRES TRANSFERÈNCIES DE LA GENERALITAT           ,224339,107260,331599,371568.94
2024,,45002  ,SUBV. GENERALITAT ACCIO SOCIAL - RESTA CONTRACTE P,1457898,0,1457898,1416568.67
2024,,45003  ,SUBV. GENERALITAT ACCIO SOCIAL - SAD DEPENDÈNCIA  ,1159545,0,1159545,1041193.18
2024,,45004  ,SUBV. GENERALITAT ACCIO SOCIAL - SUPORT SOCIAL    ,81259,0,81259,223625.78
2024,,45005  ,SUBV. GENERALITAT ACCIO SOCIAL - SERVEI ATENCIO DO,100552,0,100552,0
2024,,45006  ,SUBV. GENERALITAT ACCIO SOCIAL - ATENCIÓ PERS SENS,266539,0,266539,86625.29
2024,,45007  ,SUBV. GENERALITAT ACCIO SOCIAL - SAD SOCIAL       ,290065,0,290065,0
2024,,45030  ,SUBV. GENERALITAT EDUCACIÓ                        ,1393800,0,1393800,442102
2024,,45050  ,SUBV. GENERALITAT OCUPACIÓ-DESENVOLUPAMENT LOCAL  ,6,968724.75,968730.75,1838596.26
2024,,450802 ,SUBVENCIONS GENERALITAT CULTURA                   ,469797,0,469797,283799.88
2024,,450803 ,SUBVENCIONS GENERALITAT TURISME                   ,96577,0,96577,169984.9
2024,,45102  ,SUBV. DE L'AGENCIA D'HABITATGE DE CATALUNYA       ,6,0,6,18270
2024,,45300  ,"SUBV.SOCIETATS, ENS PÚBLICS I ALTRES DEPENENTS CCA",6,0,6,0
2024,,46100  ,SUBVENCIONS DIPUTACIO                             ,280515,12517,293032,328252.98
2024,,46101  ,SUBV. DIPUTACIÓ FORMACIÓ-OCUPACIÓ                 ,6,237235.67,237241.67,285822.19
2024,,46102  ,SUBV. DIPUTACIÓ SERVEIS SOCIALS                   ,573434,0,573434,230231.05
2024,,46103  ,SUBV. DIPUTACIÓ EDUCACIÓ                          ,93390,0,93390,67120.13
2024,,46104  ,SUBV. DIPUTACIÓ ESPORTS                           ,34000,0,34000,37977.25
2024,,46105  ,SUBV. DIPUTACIÓ SALUT PUBLICA                     ,157476,0,157476,98533.67
2024,,46106  ,"SUBV. DIPUTACIÓ, CULTURA                          ",40551,18200,58751,54210
2024,,46107  ,SUBV. DIPUTACIÓ MEDI AMBIENT                      ,16752,0,16752,0
2024,,46108  ,"SUBV. DIPUTACIÓ CONVIVÈNCIA, CIVISME, COOP, FEMINI",97093,0,97093,141450
2024,,46109  ,SUBV DIPUTACIÓ PROGRAMA COMPLEMENTARI SUPORT      ,6,0,6,0
2024,,46110  ,SUBV. DIPUTACIÓ - HABITATGE                       ,6,83225.25,83231.25,123953.61
2024,,462    ,TRANSFERENCIES CORRENTS D'AJUNTAMENTS             ,6,0,6,25986.47
2024,,4641   ,TRANSF CORRENTS D'ÀREA METROPOLITANA FORMACIÓ-OCUP,6,0,6,-59103.55
2024,,4643   ,ALTRES TRANSFERÈNCIES CORRENTS D'ÀREA METROPOLITAN,6,0,6,-23760.62
2024,,4644   ,TRANSF CORRENTS D'AMB PLA DE BARRIS (BARRIS CREATI,371800,0,371800,547064
2024,,465    ,TRANSFERENCIES CORRENTS ENS COMARCALS             ,0,24000,24000,62117.7
2024,,470    ,SUBVENCIONS D'EMPRESES                            ,5000,15000,20000,20000
2024,,112    ,IMPOST BÉNS IMMOBLES RÚSTICS                      ,9833,0,9833,10599.57
2024,,113    ,IMPOST BÉNS IMMOBLES DE NATURALESA URBANA         ,20900000,0,20900000,21096591.9
2024,,114    ,IMPOST BÉNS IMMOBLES CARACTERÍSTIQUES ESPECIALS   ,37577554,0,37577554,36195720.59
2024,,115    ,IMPOST VEHICLES TRACCIÓ MECÀNICA                  ,2876035,0,2876035,2799275.33
2024,,116    ,IMPOST INCREMENT VALOR DELS TERRENYS              ,1950000,0,1950000,1428327.42
2024,,130    ,IMPOST ACTIVITATS ECONÒMIQUES                     ,7800000,0,7800000,8146865.3
2024,,290    ,"IMPOST CONSTRUCCIONS, INSTAL LACIONS I OBRES      ",2000000,0,2000000,777050.02
2024,,302    ,TAXA RECOLLIDA BROSSA COMERCIAL                   ,64200,0,64200,74227.93
2024,,76101  ,TRANSFERENCIES DE CAPITAL DIPUTACIÓ TURISME       ,0,253825,253825,253825
2024,,751    ,SUBV ORG AUTONOMOS I AGENCIES COMUNITAT AUTO      ,0,300000,300000,0
2024,,740    ,TRANSFERÈNCIA DE CAPITAL PRAT NORD                ,0,0,0,1901488.4
2024,,720    ,TRANSFERENCIES DE CAPITAL ADMIN GENERAL DE L'ESTAT,0,0,0,121619.5
2024,,765    ,TRANSFERÈNCIES CAPITAL CONSELL COMARCAL           ,0,0,0,58581.1
2024,,75030  ,TRANSFERENCIA CAPITAL GENERALITAT-ENSENYAMENT     ,0,0,0,313623.59
2024,,602    ,PARCEL·LES SOBRANTS DE LA VIA PUBLICA             ,0,0,0,4952.68
2024,,480    ,SUBVENCIONS FORMACIÓ I OCUPACIÓ                   ,6,0,6,32787.8
2024,,481    ,SUBVENCIONS INSTITUC I FAMIL SENSE ÀNIM DE LUCRE  ,6,0,6,0
2024,,490    ,SUBV. FONS SOCIAL EUROPEU                         ,6,0,6,0
2024,,491    ,TRANSFERENCIA FONS EUROPEU MOVES                  ,6,0,6,0
2024,,514    ,INTERESSOS DE PRÈSTEC DE STATS MERCANTIL MPALS    ,753074,0,753074,47438.22
2024,,52     ,INTERESSOS DE DIPÓSITS                            ,1000000,0,1000000,1530973.94
2024,,541    ,PRODUCTE ARRENDAMENTS IMMOBLES                    ,66000,0,66000,398.88
2024,,550    ,CONCESSIONS ADMINISTRATIVES                       ,270000,0,270000,218907.04
2024,,559    ,ALTRES CONCESSIONS I APROFITAMENTS                ,45000,0,45000,61617.56
2024,,39210  ,RECÀRREC EXECUTIU                                 ,0,0,0,30
2024,,34908  ,SERVEIS ACTIVITATS ENVELLIMENT ACTIU              ,89100,0,89100,14410
2024,,399012 ,ALTRES INGRESOS DIVERSOS EDUCACIO                 ,59994,0,59994,0
2024,,45008  ,"SUBV. GENERALITAT BENESTAR, POL IGUALTAT I CIUTADA",25600,0,25600,0
2024,,45009  ,SUBV. GENERALITAT ACCIO SOCIAL - LA BOTIGA        ,28364,0,28364,0
2024,,45010  ,SUBV. GENERALITAT ACCIO SOCIAL - SERV AT SOC I SA ,1000,0,1000,0
2024,,450804 ,SUBVENCIONS GENERALITAT JOVENTUT                  ,18742,0,18742,0
2024,,45301  ,SUBV. AGENCIA DE RESIDUS DE CATALUNYA             ,340534,0,340534,0
2024,,46111  ,"SUBV. DIPUTACIÓ, JOVENTUT                         ",19513,0,19513,64000
2024,,601    ,VENDA DE FINQUES RÚSTIQUES                        ,1581000,0,1581000,1581019.68
2024,,76100  ,TRANSF CAPITAL DIPUTACIÓ DE BARCELONA             ,700000,0,700000,503284.31
2024,,76102  ,TRANS DE CAPITAL DIPUTACIÓ DE BARCELONA -HABITATGE,6,0,6,0
2024,,764    ,TRANSF CAPITAL AREA METROPOLITANA DE BARCELONA    ,1526168,0,1526168,0
2024,,7641   ,TRANSF CAPITAL AMB PLA DE BARRIS (BARRIS CREATIUS),45000,0,45000,0
2024,,797    ,"TRANSF CAPITAL NEXT GENER-EU, PLA RECU, TRANSF I R",6,0,6,0
2024,,7972   ,"TRANSF CAPITAL NEXT GENER-EU, PANELLS ZBE MITMA   ",594000,0,594000,0
2024,,7973   ,"TRANSF CAPITAL NEXT GENER-EU, LINIA 1 GDS         ",5351772,0,5351772,0
2024,,82120  ,REINTREGRAMENT PRESTECS SECTOR PUBLIC LOCAL       ,700026,0,700026,251856.77
2024,,830    ,BESTRETES REINTEGRABLES PERSONAL                  ,35000,0,35000,14348.61
2024,,87010  ,ROMANENT TRESORERIA DESPESES FINANÇAMENT AFECTAT  ,3000000,1318256.15,4318256.15,0
2024,,91101  ,PRESTECS REBUTS A LLARG TERMINI ENS SECTOR PÚBLIC ,4683750,0,4683750,0
2024,,91301  ,PRESTECS REBUTS A LLARG TERMINI FORA DEL SECTOR PÚ,2675755,0,2675755,0
2024,,75060  ,"OTRAS TRANSF DE CAPITAL (ACCESIBILITAT, DIGITAL)  ",0,0,0,179825.99
2024,,87000  ,ROMANENT TRESORERIA DESPESES GENERALS             ,0,39044880.92,39044880.92,0
2024,,75002  ,SERVEIS SOCIALS I POLITIQUES D'IGUALTAT           ,0,0,0,445499.95
2024,,549    ,ALTRES RENDES DE BENS IMMOBLES                    ,0,0,0,9351.49
