#Ejercicio,Org.,Econ.,Denominación (castellano),Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2015,     ,36001  ,VENTA DE PUBLICACIONES                             ,100,0,100,364.98
2015,     ,36002  ,VENTA DE ELECTRICIDAD                             ,25000,0,25000,51095.36
2015,     ,36003  ,"PRESTACIÓN SERVICIOS MEDIO AMBIENTE (PAPEL, VIDRIO, CART",300000,0,300000,402189.75
2015,     ,389    ,REINTEGROS PRESUPUESTOS CERRADOS          ,5000,0,5000,17306.16
2015,     ,38901  ,REINTEGROS ANUNCIOS                            ,5000,0,5000,11293.07
2015,     ,39100  ,MULTAS INFRACCIONES URBANISTICAS           ,5000,0,5000,22400
2015,     ,39120  ,MULTAS CIRCULACIÓN                                 ,400000,0,400000,1299270.84
2015,     ,39190  ,OTRAS MULTAS Y SANCIONES                          ,45000,0,45000,189605.03
2015,     ,39200  ,RECARGO DECLARACION EXTEMPORÁNEA                  ,10000,0,10000,7264.49
2015,     ,39211  ,RECARGO APREMIO,20000,0,20000,44572.97
2015,     ,393    ,INTERESES DE DEMORA                              ,55000,0,55000,78453.25
2015,     ,398    ,INDEMNIZACIONES DE SEGUROS NO VIDA     ,25000,0,25000,129873.91
2015,     ,399    ,OTROS INGRESOS DIVERSOS                          ,50000,0,50000,112636.76
2015,     ,42000  ,PARTICIPACIÓN EN TRIBUTOS DEL ESTADO                ,12755248,0,12755248,12849705.94
2015,     ,441    ,TRANSFERENCIAS DE EMPRESAS ENTIDAD LOCAL           ,0,10756.69,10756.69,10756.69
2015,     ,45000  ,FONDO COOPERACIÓN LOCAL CATALUÑA                   ,378110,0,378110,1192997.88
2015,     ,45001  ,OTRAS TRANSFERENCIAS DE LA GENERALITAT           ,15000,234663.99,249663.99,309312.15
2015,     ,45002  ,SUBV. GENERALITAT SERVICIOS SOCIALES/IGUALDAD        ,1775000,52000,1827000,3162590.32
2015,     ,45030  ,SUBV. GENERALITAT EDUCACIÓN                        ,1000,0,1000,94038.21
2015,     ,45050  ,SUBV. GENERALITAT OCUPACIÓN-DESARROLLO LOCAL  ,6,853750.42,853756.42,682882.32
2015,     ,450801 ,SUBV. GENERALITAT SANIDAD-CONSUMO                  ,1000,0,1000,12968.39
2015,     ,450802 ,SUBVENCIONES GENERALITAT CULTURA-JUVENTUD          ,6,0,6,25600
2015,     ,450803 ,SUBVENCIONES GENERALITAT TURISMO,0,0,0,70427.42
2015,     ,453    ,"DE SOCIEDADES,ENTES PUBL Y OTROS DEPEN CCAA         ",0,0,0,12904.99
2015,     ,46100  ,SUBVENCIONES DIPUTACIÓN                             ,0,0,0,72593.86
2015,     ,46101  ,SUBV. DIPUTACIÓN FORMACIÓN-OCUPACIÓN                 ,6,445389.64,445395.64,420642.43
2015,     ,46102  ,SUBV. DIPUTACIÓN SERVICIOS SOCIALES                   ,267190,0,267190,306682.72
2015,     ,46103  ,SUBV. DIPUTACIÓN EDUCACIÓN,223512,0,223512,892785.85
2015,     ,46104  ,SUBV. DIPUTACIÓN DEPORTES                           ,20551,0,20551,5919
2015,     ,46105  ,SUBV. DIPUTACIÓN SALUD PÚBLICA                     ,60000,0,60000,124380.66
2015,     ,46106  ,"SUBV. DIPUTACIÓN, CULTURA-JUVENTUD                 ",6700,0,6700,6700
2015,     ,46107  ,SUBV. DIPUTACIÓN MEDIO AMBIENTE                      ,6,0,6,0
2015,     ,46108  ,SUBV DIPUTACIÓN PROMOCIÓN MUJER,33985,0,33985,33985.75
2015,     ,46109  ,SUBV DIPUTACIÓN PROGRAMA COMPLEMENTARIO SOPORTE      ,158860,0,158860,0
2015,     ,462    ,TRANSFERENCIAS CORRIENTES DE AYUNTAMIENTOS             ,6,0,6,25590.19
2015,     ,464    ,TRANSFERENCIAS CORRIENTES DE AREAS METROPOLITANAS    ,6,297160.29,297166.29,302605.84
2015,     ,465    ,TRANSFERENCIAS CORRIENTES ENTES COMARCALES             ,6,0,6,7357.77
2015,     ,470    ,SUBVENCIONES DE EMPRESAS                            ,5000,8702.48,13702.48,8702.48
2015,     ,480    ,SUBVENCIONES FORMACIÓN Y OCUPACIÓN                   ,6,94000,94006,94000
2015,     ,490    ,SUBV. FONDO SOCIAL EUROPEO                         ,6,0,6,0
2015,     ,491    ,FEDER                                             ,0,0,0,90979.58
2015,     ,514    ,INTERESES DE SOCIEDADES MERCANTILES                ,0,0,0,2491.91
2015,     ,52     ,INTERESES DE DEPÓSITOS                            ,400000,0,400000,446201.32
2015,     ,541    ,PRODUCTO ALQUILERES INMUEBLES                    ,50000,0,50000,15993.88
2015,     ,550    ,CONCESIONES ADMINISTRATIVAS                       ,135000,0,135000,163310.03
2015,     ,75080  ,OTROS TRANSF DE CAPITAL COMUNIDAD AUTONOMA       ,0,0,0,273133.47
2015,     ,753    ,"TRANS CAPITAL SOCIEDAD MERCANTILES, EEPP, OTROS OR",0,0,0,1583873.49
2015,     ,761    ,TRANSF CAPITAL DIPUTACIÓN DE BARCELONA             ,0,0,0,334104.64
2015,     ,764    ,TRANSF CAPITAL AREA METROPOLITANA DE BARCELONA    ,1226662,0,1226662,1967591.49
2015,     ,830    ,ANTICIPOS REINTEGRABLES PERSONAL                  ,1000,52500,53500,50907.21
2015,     ,87000  ,REMANENTE TESORERIA GASTOS AFECTADOS   ,0,18373015.94,18373015.94,0
