#Ejercicio,Org.,Prog.,Econ.,Denominación (cast.),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas,n
2020,031  ,1532 ,2191   ,SUBM. MOBILIARIO URBANO,031,15  ,21    ,188490,0,188490,52475.85,
2020,031  ,1532 ,22101  ,"CONSUMO AGUA VIAS PÚBLICAS, PARQUES, ETC",031,15  ,22    ,225000,0,225000,208950.31,
2020,031  ,1532 ,223    ,GASTOS TRANSPORTES,031,15  ,22    ,3000,0,3000,0,
2020,031  ,1532 ,22699  ,CONSERV Y MANT V PÚBLICA GASTOS DIVERSOS,031,15  ,22    ,3000,0,3000,2154.12,
2020,031  ,1532 ,226991 ,OTROS GASTOS EJECUCIONES SUBSIDIARIAS,031,1532,226991,6,1893.55,1899.55,1893.55,
2020,031  ,160  ,22700  ,"ALCANTARILLADO, CONT PREST SERVICIOS",031,16  ,22    ,752896,0,752896,595329.67,
2020,031  ,1621 ,22700  ,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",031,16  ,22    ,3346559,0,3346559,3067867.38,
2020,031  ,163  ,22700  ,LIMPIEZA VIARIA,031,16  ,22    ,6768640,0,6768640,6529176.03,
2020,031  ,165  ,22100  ,CONSUMO ELÉCTRICO ALUMBRADO PÚBLICO,031,16  ,22    ,612365,0,612365,599510.23,
2020,031  ,165  ,22199  ,"ALUMBRADO PÚBLICO, MATERIAL TÉCNICO",031,16  ,22    ,30000,0,30000,28306.31,
2020,031  ,165  ,22799  ,"ALUMBRADO PÚBLICO, PREST SERVICIOS",031,16  ,22    ,729046,0,729046,628882.29,
2020,031  ,171  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,1   ,1     ,51877,0,51877,51921.64,
2020,031  ,171  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1   ,1     ,19514,0,19514,2639.65,
2020,031  ,171  ,210    ,CONSERV-MANTENIMIENTO PARQUES Y JARDINES,031,17  ,21    ,1466635,50480.24,1517115.24,1419218.64,
2020,031  ,459  ,619    ,MEJORA CAMINOS RURALES,031,459 ,619   ,20000,0,20000,0,
2020,031  ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,,9   ,1     ,60683,0,60683,60398.95,
2020,031  ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9   ,1     ,16406,0,16406,10403.19,
2020,031  ,920  ,212    ,EDIFICIOS-INSTL MPALS CONSERV-REPARACIÓN,031,92  ,21    ,780292,0,780292,298793.82,
2020,031  ,920  ,22100  ,ELECTRICIDAD EDIFICIOS MPALS,031,92  ,22    ,315568,0,315568,207873.85,
2020,031  ,920  ,22101  ,CONSUMO AGUA EDIFICIOS MPALS,031,92  ,22    ,41000,0,41000,40130.52,
2020,031  ,920  ,22102  ,CONSUMO GAS EDIFICIOS MUNICIPALES,031,92  ,22    ,11031,0,11031,8291.91,
2020,031  ,920  ,22700  ,LIMPIEZA EDIFICIOS MUNICIPALES,031,92  ,22    ,584630,0,584630,536757.85,
2020,031  ,920  ,22799  ,CONTR PREST SERVICIOS INFRAES VARIAS,031,92  ,22    ,247133,0,247133,17840.93,
2020,032  ,170  ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,,1   ,1     ,70198,0,70198,69951.28,
2020,032  ,170  ,12000  ,SUELDOS DEL GRUPO A1,,1   ,1     ,32013,0,32013,31816.12,
2020,032  ,170  ,12001  ,SUELDOS DEL GRUPO A2,,1   ,1     ,14075,0,14075,0,
2020,032  ,170  ,12003  ,SUELDOS DEL GRUPO C1,,1   ,1     ,32340,0,32340,32077.96,
2020,032  ,170  ,12004  ,SUELDOS DEL GRUPO C2,,1   ,1     ,27412,0,27412,34128.17,
2020,032  ,170  ,12006  ,TRIENIOS,,1   ,1     ,15165,0,15165,15609.82,
2020,032  ,170  ,12100  ,COMPLEMENTO DE DESTINO,,1   ,1     ,48898,0,48898,44348.46,
2020,032  ,170  ,12101  ,COMPLEMENTO ESPECÍFICO,,1   ,1     ,114485,0,114485,117177.64,
2020,032  ,170  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,1   ,1     ,196598,0,196598,164203.67,
2020,032  ,170  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1   ,1     ,166688,0,166688,144722.86,
2020,032  ,170  ,22602  ,GASTOS DIFUSIÓN AMBIENTAL,032,17  ,22    ,23000,0,23000,23961.5,
2020,032  ,170  ,226021 ,GASTOS DIFUSIÓN PLAYA,032,17  ,22    ,6000,0,6000,0,
2020,032  ,170  ,22699  ,GASTOS DIVERSOS CALIDAD AMBIENTAL,032,17  ,22    ,810,0,810,354.38,
2020,032  ,170  ,227991 ,CONTR PREST SERV PLAYA,032,17  ,22    ,20000,0,20000,20136.27,
2020,032  ,170  ,227992 ,CONTR PREST SERVICIOS EDUCACIÓN AMBIENTAL,032,17  ,22    ,133103,0,133103,114656.43,
2020,032  ,170  ,227993 ,ESTUDIOS Y TRABAJOS TÉCNICOS,032,17  ,22    ,40000,0,40000,7656.88,
2020,032  ,170  ,489    ,TRANSF CORRIENTES EDUC PROM AMBIENTAL,032,17  ,48    ,20700,0,20700,15709.92,
2020,032  ,170  ,48901  ,CUOTAS-APORTACIONES DIVERSAS,032,17  ,48    ,3630,0,3630,600,
2020,032  ,170  ,48904  ,TRANSF CORRIENTE CRAM,032,170 ,48904 ,30000,51000,81000,81000,
2020,032  ,1721 ,12000  ,SUELDOS DEL GRUPO A1,,1   ,1     ,16007,0,16007,15928.12,
2020,032  ,1721 ,12006  ,TRIENIOS,,1   ,1     ,4403,0,4403,4380.32,
2020,032  ,1721 ,12100  ,COMPLEMENTO DE DESTINO,,1   ,1     ,7785,0,7785,7746.2,
2020,032  ,1721 ,12101  ,COMPLEMENTO ESPECÍFICO,,1   ,1     ,13357,0,13357,13304.06,
2020,013  ,1320 ,124    ,RETRIBUCIONES FUNC PRÁCTICAS,,1   ,1     ,417849,0,417849,362767.87,
2020,013  ,1320 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,1   ,1     ,239032,0,239032,251485.88,
2020,013  ,1320 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,,1   ,1     ,6720,0,6720,7770.6,
2020,013  ,1320 ,13002  ,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,,1   ,1     ,19776,0,19776,22080.8,
2020,013  ,1320 ,131    ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,,1   ,1     ,3576,0,3576,0,
2020,013  ,1320 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,,1   ,1     ,115992,0,115992,159385.08,
2020,013  ,1320 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1   ,1     ,1744321,0,1744321,1299560.77,
2020,021  ,150  ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,,1   ,1     ,160731,0,160731,118307.32,
2020,021  ,150  ,12000  ,SUELDOS DEL GRUPO A1,,1   ,1     ,80031,0,80031,64118.19,
2020,021  ,150  ,12003  ,SUELDOS DEL GRUPO C1,,1   ,1     ,32340,0,32340,27443.56,
2020,021  ,150  ,12004  ,SUELDOS DEL GRUPO C2,,1   ,1     ,73098,0,73098,63916.86,
2020,021  ,150  ,12006  ,TRIENIOS,,1   ,1     ,35786,0,35786,28775.6,
2020,021  ,150  ,12100  ,COMPLEMENTO DE DESTINO,,1   ,1     ,90071,0,90071,76118.87,
2020,021  ,150  ,12101  ,COMPLEMENTO ESPECÍFICO,,1   ,1     ,242039,0,242039,207796.44,
2020,021  ,150  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,1   ,1     ,35863,0,35863,0,
2020,021  ,150  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1   ,1     ,190193,0,190193,117431.31,
2020,021  ,150  ,22699  ,GASTOS DIVERSOS,021,15  ,22    ,15000,0,15000,925.06,
2020,021  ,150  ,22706  ,ESTUDIOS Y TRABAJOS TÉCNICOS,021,15  ,22    ,62316,18000,80316,78141.11,
2020,021  ,150  ,489    ,CUOTAS-APORTACIONES DIVERSAS,021,15  ,48    ,11000,0,11000,10074.97,
2020,021  ,150  ,609    ,INV NUEVA EN INSTALACIONES,021,150 ,609   ,100000,19115.58,119115.58,43155.04,
2020,021  ,150  ,639    ,INV DE MEJORA EN INSTALACIONES,021,150 ,639   ,100000,189400.35,289400.35,108282.17,
2020,021  ,150  ,640    ,"REDACCIÓN DE PROYECTOS, ESTUDIOS, DIRECCIONES OBRAS",021,150 ,640   ,50000,2870944.58,2920944.58,213063.31,
2020,021  ,151  ,464    ,APORTACIÓN CONVENIO DISCIPLINA URBANÍSTICA AMB,021,151 ,464   ,11103,0,11103,11102.61,
2020,021  ,1511 ,12000  ,SUELDOS DEL GRUPO A1,,1   ,1     ,16007,0,16007,14523.97,
2020,021  ,1511 ,12001  ,SUELDOS DEL GRUPO A2,,1   ,1     ,14075,0,14075,14006.28,
2020,021  ,1511 ,12006  ,TRIENIOS,,1   ,1     ,5846,0,5846,5438.18,
2020,021  ,1511 ,12100  ,COMPLEMENTO DE DESTINO,,1   ,1     ,17800,0,17800,16974.77,
2020,021  ,1511 ,12101  ,COMPLEMENTO ESPECÍFICO,,1   ,1     ,58120,0,58120,60382.47,
2020,021  ,1511 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1   ,1     ,28563,0,28563,24270.05,
2020,021  ,1512 ,12000  ,SUELDOS DEL GRUPO A1,,1   ,1     ,128050,0,128050,111736.05,
2020,021  ,1512 ,12001  ,SUELDOS DEL GRUPO A2,,1   ,1     ,112600,0,112600,88833.39,
2020,021  ,1512 ,12003  ,SUELDOS DEL GRUPO C1,,1   ,1     ,21560,0,21560,17655.39,
2020,021  ,1512 ,12006  ,TRIENIOS,,1   ,1     ,56251,0,56251,40486.8,
2020,021  ,1512 ,12100  ,COMPLEMENTO DE DESTINO,,1   ,1     ,130489,0,130489,106723.29,
2020,021  ,1512 ,12101  ,COMPLEMENTO ESPECÍFICO,,1   ,1     ,383194,0,383194,422083.73,
2020,021  ,1512 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,1   ,1     ,30541,0,30541,41003.79,
2020,021  ,1512 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1   ,1     ,241867,0,241867,150437.12,
2020,021  ,1513 ,12000  ,SUELDOS DEL GRUPO A1,,1   ,1     ,64025,0,64025,60893.16,
2020,021  ,1513 ,12001  ,SUELDOS DEL GRUPO A2,,1   ,1     ,42225,0,42225,28012.56,
2020,021  ,1513 ,12003  ,SUELDOS DEL GRUPO C1,,1   ,1     ,43120,0,43120,42805.33,
2020,021  ,1513 ,12004  ,SUELDOS DEL GRUPO C2,,1   ,1     ,36549,0,36549,41469.62,
2020,021  ,1513 ,12006  ,TRIENIOS,,1   ,1     ,27232,0,27232,25940.91,
2020,021  ,1513 ,12100  ,COMPLEMENTO DE DESTINO,,1   ,1     ,86137,0,86137,79275.66,
2020,021  ,1513 ,12101  ,COMPLEMENTO ESPECÍFICO,,1   ,1     ,218543,0,218543,216731.07,
2020,021  ,1513 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,1   ,1     ,40263,0,40263,40079.08,
2020,021  ,1513 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1   ,1     ,165222,0,165222,150325.43,
2020,021  ,1521 ,467    ,APORT. CONSORCIO PRAT NORD,021,1521,467   ,40091,0,40091,20400,
2020,021  ,1531 ,609    ,INV NUEVA INFRAESTRUCTURA Y BIENES USO GRAL,021,1531,609   ,100000,830984.98,930984.98,426466.36,
2020,021  ,1531 ,619    ,INV MEJORA INFRAESTRUCTURA Y BIENES USO GRAL,021,1531,619   ,200000,452339.03,652339.03,410535.55,
2020,021  ,333  ,622    ,INVERSIÓN NUEVA EN EQUIPAMIENTOS Y SERVICIOS,021,333 ,622   ,900000,1807010.63,2707010.63,1256682.06,
2020,021  ,440  ,12001  ,SUELDOS DEL GRUPO A2,,4   ,1     ,14075,0,14075,14006.28,
2020,021  ,440  ,12006  ,TRIENIOS,,4   ,1     ,3005,0,3005,2990.06,
2020,021  ,440  ,12100  ,COMPLEMENTO DE DESTINO,,4   ,1     ,6714,0,6714,6680.66,
2020,021  ,440  ,12101  ,COMPLEMENTO ESPECÍFICO,,4   ,1     ,20672,0,20672,20583.22,
2020,021  ,440  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,4   ,1     ,11678,0,11678,11627.45,
2020,021  ,4411 ,22602  ,PUBLICIDAD-DIFUSIÓN TRANSPORTE,021,44  ,22    ,5000,0,5000,4483.19,
2020,021  ,4411 ,22701  ,PRESTACIÓN DE SERVICIOS MOBILIDAD,021,44  ,22    ,17000,0,17000,16061.4,
2020,021  ,4411 ,464    ,TRANSF TRANSPORTE URBANO,021,44  ,46    ,339000,0,339000,285926.25,
2020,021  ,4411 ,489    ,CUOTA-APORTACIONES DIVERSAS,021,44  ,48    ,1200,0,1200,1200,
2020,021  ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,,9   ,1     ,121365,0,121365,118935.25,
2020,021  ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9   ,1     ,32811,0,32811,31795.68,
2020,021  ,933  ,632    ,INV MEJORA EQUIPAMIENTOS Y SERVICIOS,021,933 ,632   ,200000,1187911.07,1387911.07,357162.1,
2020,031  ,1321 ,12000  ,SUELDOS DEL GRUPO A1,,1   ,1     ,32013,0,32013,31856.24,
2020,031  ,1321 ,12003  ,SUELDOS DEL GRUPO C1,,1   ,1     ,21560,0,21560,17628.78,
2020,031  ,1321 ,12004  ,SUELDOS DEL GRUPO C2,,1   ,1     ,45687,0,45687,45153.56,
2020,031  ,1321 ,12006  ,TRIENIOS,,1   ,1     ,14060,0,14060,12412.34,
2020,031  ,1321 ,12100  ,COMPLEMENTO DE DESTINO,,1   ,1     ,42728,0,42728,40300.57,
2020,031  ,1321 ,12101  ,COMPLEMENTO ESPECÍFICO,,1   ,1     ,104005,0,104005,114260.21,
2020,031  ,1321 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1   ,1     ,81493,0,81493,70565.39,
2020,031  ,135  ,12001  ,SUELDOS DEL GRUPO A2,,1   ,1     ,14075,0,14075,14006.28,
2020,031  ,135  ,12006  ,TRIENIOS,,1   ,1     ,6513,0,6513,6481.66,
2020,031  ,135  ,12100  ,COMPLEMENTO DE DESTINO,,1   ,1     ,6714,0,6714,6680.66,
2020,031  ,135  ,12101  ,COMPLEMENTO ESPECÍFICO,,1   ,1     ,12529,0,12529,12479.88,
2020,031  ,135  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,1   ,1     ,50380,0,50380,48846.26,
2020,031  ,135  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1   ,1     ,26323,0,26323,25842.41,
2020,031  ,135  ,22199  ,MATERIAL DIVERSO-PROTECCIÓN CIVIL,031,13  ,22    ,4000,60000,64000,45461.35,
2020,031  ,135  ,22602  ,PUBLICIDAD Y DIFUSIÓN-PROTECCIÓN CIVIL,031,13  ,22    ,1000,0,1000,0,
2020,031  ,135  ,22706  ,ESTUDIOS Y TRABAJOS TÉCNICOS PROTECCIÓN CIVIL,031,13  ,22    ,6000,0,6000,0,
2020,031  ,1500 ,12000  ,SUELDOS DEL GRUPO A1,,1   ,1     ,16007,0,16007,15928.12,
2020,031  ,1500 ,12003  ,SUELDOS DEL GRUPO C1,,1   ,1     ,32340,0,32340,32104,
2020,031  ,1500 ,12004  ,SUELDOS DEL GRUPO C2,,1   ,1     ,73098,0,73098,50494.65,
2020,031  ,1500 ,12005  ,SUELDOS DEL GRUPO E,,1   ,1     ,8374,0,8374,2039.9,
2020,031  ,1500 ,12006  ,TRIENIOS,,1   ,1     ,20005,0,20005,16222.77,
2020,031  ,1500 ,12100  ,COMPLEMENTO DE DESTINO,,1   ,1     ,55740,0,55740,43646.85,
2020,031  ,1500 ,12101  ,COMPLEMENTO ESPECÍFICO,,1   ,1     ,170132,0,170132,169974.72,
2020,031  ,1500 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,1   ,1     ,271797,0,271797,265577.27,
2020,031  ,1500 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,,1   ,1     ,480,0,480,0,
2020,031  ,1500 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,,1   ,1     ,1800,0,1800,1972.42,
2020,031  ,1500 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1   ,1     ,217003,0,217003,160179.09,
2020,031  ,1500 ,214    ,REPARACIÓN VEHÍCULOS,031,15  ,21    ,71160,0,71160,39006.25,
