#Ejercicio,Org.,Econ.,Denominación (cast.),Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2020,,33901  ,TASAS QUIOSCOS                                    ,110000,0,110000,6511.97
2020,,33902  ,TASAS PARADAS EN LA VIA PÚBLICA                    ,44000,0,44000,6791.92
2020,,34901  ,HUERTOS LÚDICOS                                      ,15302,0,15302,12852.5
2020,,34902  ,SERVICIOS CULTURALES,500,0,500,0
2020,,34903  ,SERVICIOS CULTURALES TEATRE MODERN                   ,6,4141.1,4147.1,4355.1
2020,,34904  ,SERVICIOS PROMOCIÓN ECONÓMICA                        ,3060,0,3060,463.74
2020,,34905  ,SERVICIOS/ACTIVIDADES MEDIO AMBIENTE (ACTIVIDADES)      ,38000,0,38000,4135
2020,,34906  ,"SERVICIOS CULTURALES TEATRO ""ARTESÀ""",6,15153.02,15159.02,14967.52
2020,,36000  ,VENTA MATERIAL RECHAZO                         ,3000,0,3000,21612
2020,,36001  ,VENTA DE PUBLICACIONES                             ,100,0,100,0
2020,,36002  ,VENTA DE ELECTRICIDAD                             ,40000,0,40000,30155.05
2020,,36003  ,"PRESTACIÓN SERVICIOS MEDIO AMBIENTE (PAPEL, VIDRIO, CART",425000,0,425000,316784.55
2020,,389    ,REINTEGROS PRESUPUESTOS CERRADOS          ,5000,0,5000,20672.01
2020,,38901  ,REINTEGROS ANUNCIOS                            ,5000,0,5000,0
2020,,39100  ,MULTAS INFRACCIONES URBANISTICAS           ,10000,0,10000,4500
2020,,39120  ,MULTAS CIRCULACIÓN                                 ,520000,0,520000,653570.41
2020,,39190  ,OTRAS MULTAS Y SANCIONES                          ,50000,0,50000,52055.42
2020,,39200  ,RECARGO DECLARACION EXTEMPORÁNEA                  ,1000,0,1000,1120.8
2020,,39211  ,RECARGO APREMIO,37000,0,37000,26077.61
2020,,393    ,INTERESES DE DEMORA                              ,55000,0,55000,108781.14
2020,,398    ,INDEMNIZACIONES DE SEGUROS NO VIDA     ,70000,0,70000,55542.41
2020,,399    ,OTROS INGRESOS DIVERSOS                          ,100000,0,100000,33681.57
2020,,39901  ,OTROS INGRESOS EJECUCIONES SUBSIDIARIAS           ,6,868.96,874.96,29342.44
2020,,42000  ,PARTICIPACIÓN EN TRIBUTOS DEL ESTADO                ,15015000,0,15015000,11083116.85
2020,,42090  ,OTRAS TRANSFERENCIAS CORRIENTES DE LA AGE,1000,0,1000,0
2020,,441    ,TRANSFERENCIAS DE EMPRESAS ENTIDAD LOCAL,6,6800,6806,6800
2020,,45000  ,FONDO COOPERACIÓN LOCAL CATALUÑA                   ,389179,0,389179,389592.25
2020,,45001  ,OTRAS TRANSFERENCIAS DE LA GENERALITAT           ,66727,0,66727,59320
2020,,45002  ,SUBV. GENERALITAT SERVICIOS SOCIALES/IGUALDAD        ,2346296,0,2346296,1226733.12
2020,,45030  ,SUBV. GENERALITAT EDUCACIÓN                        ,80790,0,80790,653223.57
2020,,45050  ,SUBV. GENERALITAT OCUPACIÓN-DESARROLLO LOCAL  ,6,914495.46,914501.46,933402.28
2020,,450802 ,SUBVENCIONES GENERALITAT CULTURA-JUVENTUD          ,34000,0,34000,36100
2020,,450803 ,SUBVENCIONES GENERALITAT TURISMO,134000,0,134000,74463.3
2020,,45300  ,"SUBV. SOCIEDADES, ENTIDADES PÚBLICAS Y OTRAS DEPENDIENTES CCAA",10000,0,10000,0
2020,,46100  ,SUBVENCIONES DIPUTACIÓN                             ,100000,0,100000,228613.08
2020,,46101  ,SUBV. DIPUTACIÓN FORMACIÓN-OCUPACIÓN                 ,6,127433.21,127439.21,107451.51
2020,,46102  ,SUBV. DIPUTACIÓN SERVICIOS SOCIALES                   ,518368,0,518368,301247.96
2020,,46103  ,SUBV. DIPUTACIÓN EDUCACIÓN,481587,0,481587,32535
2020,,46104  ,SUBV. DIPUTACIÓN DEPORTES                           ,25528,0,25528,4627.47
2020,,46105  ,SUBV. DIPUTACIÓN SALUD PÚBLICA                     ,188992,0,188992,175434.38
2020,,46106  ,"SUBV. DIPUTACIÓN, CULTURA-JUVENTUD                 ",42852,0,42852,11417.56
2020,,46107  ,SUBV. DIPUTACIÓN MEDIO AMBIENTE,4408,0,4408,0
2020,,46108  ,SUBV DIPUTACIÓN PROMOCIÓN MUJER,20047,0,20047,20307.66
2020,,46109  ,SUBV DIPUTACIÓN PROGRAMA COMPLEMENTARIO SOPORTE      ,100000,0,100000,0
2020,,481    ,SUBVENCIONES INSTITUC Y FAMIL SIN ÀNIMO DE LUCRO,0,0,0,50
2020,,600    ,VENTA DE SOLARES,0,0,0,302592.1
2020,,462    ,TRANSFERENCIAS CORRIENTES DE AYUNTAMIENTOS             ,6,0,6,18613.7
2020,,4641   ,TRANSFERENCIAS CORRIENTES DE AREA METROPOLITANA FORM,6,0,6,104903.89
2020,,4642   ,TRANSFERENCIAS CORRIENTES DE AREA METROPOLITANA POBRE,60312,0,60312,0
2020,,4643   ,TRANSFERENCIAS CORRIENTES DE AREA METROPOLITANA,8000,0,8000,28199.09
2020,,465    ,TRANSFERENCIAS CORRIENTES ENTES COMARCALES             ,6,40896.86,40902.86,40902.86
2020,,467    ,TRANSFERENCIAS CORRIENTES DE CONSORCIOS,12000,0,12000,10406.57
2020,,470    ,SUBVENCIONES DE EMPRESAS                            ,5000,0,5000,25000
2020,,480    ,SUBVENCIONES FORMACIÓN Y OCUPACIÓN                   ,6,0,6,0
2020,,490    ,SUBV. FONDO SOCIAL EUROPEO                         ,6,0,6,0
2020,,514    ,INTERESES DE SOCIEDADES MERCANTILES                ,190464,0,190464,94146.53
2020,,52     ,INTERESES DE DEPÓSITOS                            ,50000,0,50000,26726.94
2020,,541    ,PRODUCTO ALQUILERES INMUEBLES                    ,77725,0,77725,19431.13
2020,,550    ,CONCESIONES ADMINISTRATIVAS                       ,230000,0,230000,207203.69
2020,,559    ,OTRAS CONCESIONES Y APROVECHAMIENTOS,16330,0,16330,20344.43
2020,,761    ,TRANSF CAPITAL DIPUTACIÓN DE BARCELONA             ,635266,0,635266,1186716.74
2020,,764    ,TRANSF CAPITAL AREA METROPOLITANA DE BARCELONA    ,1307515,0,1307515,45095.04
2020,,82120  ,REINTEGRO PRÉSTAMOS SECTOR PÚBLICO LOCAL,710552,0,710552,350012.74
2020,,830    ,ANTICIPOS REINTEGRABLES PERSONAL                  ,1000,15000,16000,12495.96
2020,,602    ,PARCELAS SOBRANTES DE LA VIA PÚBLICA,0,0,0,129339.53
2020,,87000  ,REMANENTE TESORERIA GASTOS GENERALES,0,19134405.24,19134405.24,0
