#Ejercicio,Org.,Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2016,     ,48001  ,TRANSF. FAMILIES I  INST. SENSE ÀNIM DE LUCRE     ,0,10176.81,10176.81,10176.81
2016,     ,490    ,SUBV. FONS SOCIAL EUROPEU                         ,6,,6.0,
2016,     ,514    ,INTERESSOS DE SOCIETATS MERCANTILS                ,56058,,56058.0,56057.16
2016,     ,52     ,INTERESSOS DE DIPÓSITS                            ,200000,,200000.0,258047.21
2016,     ,541    ,PRODUCTE ARRENDAMENTS IMMOBLES                    ,14000,,14000.0,3602.16
2016,     ,550    ,CONCESSIONS ADMINISTRATIVES                       ,135000,,135000.0,340774.24
2016,     ,603    ,PATRIMONI MUNICIPAL DEL SOL                       ,0,4699463.48,4699463.48,
2016,     ,75080  ,ALTRES TRANSF DE CAPITAL COMUNITAT AUTONOMA       ,0,,,-1359.55
2016,     ,764    ,TRANSF CAPITAL AREA METROPOLITANA DE BARCELONA    ,1226663,90759.87,1317422.87,151253.57
2016,     ,82120  ,REINTEGRAMENT PRESTECS SECTOR PUBLIC LOCAL        ,0,,,315814.96
2016,     ,830    ,BESTRETES REINTEGRABLES PERSONAL                  ,1000,28000.0,29000.0,28692.94
2016,     ,87000  ,ROMANENT TRESORERIA DESPESES GENERALS             ,0,18932554.18,18932554.18,
