#ejercicio,Org.,Prog.,Econ.,Denominación (CASTELLANO),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2016,12.  ,920  ,626    ,MATERIAL INVENTARIABLE. EQUIPOS PROCESOS INFORMÁTICOS,12.,920  ,626   ,285000,147518.09,432518.09,197469.16
2016,12.  ,920  ,629    ,MATERIAL INVENTARIABLE DIVERSO,12.,920  ,629   ,270000,166537.19,436537.19,391260.85
2016,12.  ,920  ,830    ,ANTICIPOS REINTEGRABLES PERSONAL,12.,920  ,830   ,1000,28000,29000,28692.94
2016,12.  ,9204 ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,   ,9    ,1     ,21666,0,21666,21665.66
2016,12.  ,9204 ,11001  ,RETRIBUCIONES COMPLEMENTARIAS PERSONAL EVENTUAL,   ,9    ,1     ,50018,0,50018,50018.08
2016,12.  ,9204 ,12003  ,SUELDOS DEL GRUPO C1,   ,9    ,1     ,19968,0,19968,0
2016,12.  ,9204 ,12004  ,SUELDOS DEL GRUPO C2,   ,9    ,1     ,59238,0,59238,23973.69
2016,12.  ,9204 ,12006  ,TRIENIOS,   ,9    ,1     ,2451,0,2451,4739.59
2016,12.  ,9204 ,120099 ,RETRIBUCIONES BÁSICAS SUPLENCIAS,   ,9    ,1     ,20592,0,20592,16423.12
2016,12.  ,9204 ,12100  ,COMPLEMENTO DE DESTINO,   ,9    ,1     ,30561,0,30561,9844.27
2016,12.  ,9204 ,12101  ,COMPLEMENTO ESPECÍFICO,   ,9    ,1     ,77260,0,77260,25805.19
2016,12.  ,9204 ,121031 ,OTROS COMPLEMENTOS,   ,9    ,1     ,630900,0,630900,504414.89
2016,12.  ,9204 ,121039 ,RETRIBUCIONES COMPLEMENTARIAS SUPLENCIAS,   ,9    ,1     ,37127,0,37127,23263.36
2016,12.  ,9204 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,   ,9    ,1     ,19686,0,19686,0
2016,12.  ,9204 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,   ,9    ,1     ,1500,0,1500,2850.61
2016,12.  ,9204 ,130021 ,INCENTIVO PRODUCTIVIDAD PERSONAL LABORAL FIJO,   ,9    ,1     ,104573,0,104573,236733.81
2016,12.  ,9204 ,131    ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,   ,9    ,1     ,1000,0,1000,0
2016,12.  ,9204 ,131021 ,INCENTIVO PRODUCTIVIDAD NO ABSENTISMO LABORAL TEMP,   ,9    ,1     ,3852,0,3852,3809
2016,12.  ,9204 ,13199  ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL-SUPLENCIAS,   ,9    ,1     ,24086,0,24086,3591.8
2016,12.  ,9204 ,1432   ,INCENTIVO PRODUCTIVIDAD NO ABSENTISMO OTRA PERSONA,   ,9    ,1     ,3852,0,3852,4040.4
2016,12.  ,9204 ,15001  ,INCENTIVO PRODUCTIVIDAD NO ABSENTISMO,   ,9    ,1     ,277772,0,277772,278503.24
2016,12.  ,9204 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,   ,9    ,1     ,1500,0,1500,6727.69
2016,12.  ,9204 ,16000  ,CUOTAS SEGURIDAD SOCIAL,   ,9    ,1     ,66331,0,66331,45015.83
2016,12.  ,9204 ,16104  ,INDEMNIZACIÓN JUBILACIONES ANTICIPADAS,   ,9    ,1     ,90000,0,90000,69341.67
2016,12.  ,9204 ,16200  ,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,   ,9    ,1     ,60000,0,60000,57949.78
2016,12.  ,9205 ,12000  ,SUELDOS DEL GRUPO A1,   ,9    ,1     ,14825,0,14825,14824.22
2016,12.  ,9205 ,12001  ,SUELDOS DEL GRUPO A2,   ,9    ,1     ,13036,0,13036,13035.6
2016,12.  ,9205 ,12003  ,SUELDOS DEL GRUPO C1,   ,9    ,1     ,9984,0,9984,9983.82
2016,12.  ,9205 ,12004  ,SUELDOS DEL GRUPO C2,   ,9    ,1     ,33850,0,33850,31909.16
2016,12.  ,9205 ,12006  ,TRIENIOS,   ,9    ,1     ,22824,0,22824,22462.99
2016,12.  ,9205 ,12100  ,COMPLEMENTO DE DESTINO,   ,9    ,1     ,33841,0,33841,32975.28
2016,12.  ,9205 ,12101  ,COMPLEMENTO ESPECÍFICO,   ,9    ,1     ,81882,0,81882,82114.81
2016,12.  ,9205 ,16000  ,CUOTAS SEGURIDAD SOCIAL,   ,9    ,1     ,52108,0,52108,53077.93
2016,12.  ,9206 ,12000  ,SUELDOS DEL GRUPO A1,   ,9    ,1     ,44473,0,44473,44472.66
2016,12.  ,9206 ,12001  ,SUELDOS DEL GRUPO A2,   ,9    ,1     ,13036,0,13036,13132.46
2016,12.  ,9206 ,12003  ,SUELDOS DEL GRUPO C1,   ,9    ,1     ,39936,0,39936,37529.69
2016,12.  ,9206 ,12004  ,SUELDOS DEL GRUPO C2,   ,9    ,1     ,33850,0,33850,33173.64
2016,12.  ,9206 ,12006  ,TRIENIOS,   ,9    ,1     ,40134,0,40134,39379.67
2016,12.  ,9206 ,12100  ,COMPLEMENTO DE DESTINO,   ,9    ,1     ,59653,0,59653,58316.19
2016,12.  ,9206 ,12101  ,COMPLEMENTO ESPECÍFICO,   ,9    ,1     ,148625,0,148625,149040.54
2016,12.  ,9206 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,   ,9    ,1     ,70653,0,70653,70652.84
2016,12.  ,9206 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,   ,9    ,1     ,2618,0,2618,3475.81
2016,12.  ,9206 ,16000  ,CUOTAS SEGURIDAD SOCIAL,   ,9    ,1     ,118186,0,118186,118841.46
2016,12.  ,9207 ,12000  ,SUELDOS DEL GRUPO A1,   ,9    ,1     ,59297,0,59297,25564.2
2016,12.  ,9207 ,12001  ,SUELDOS DEL GRUPO A2,   ,9    ,1     ,91250,0,91250,75511.75
2016,12.  ,9207 ,12003  ,SUELDOS DEL GRUPO C1,   ,9    ,1     ,29952,0,29952,29951.46
2016,12.  ,9207 ,12004  ,SUELDOS DEL GRUPO C2,   ,9    ,1     ,8463,0,8463,8462.46
2016,12.  ,9207 ,12006  ,TRIENIOS,   ,9    ,1     ,31460,0,31460,30462.74
2016,12.  ,9207 ,12100  ,COMPLEMENTO DE DESTINO,   ,9    ,1     ,92274,0,92274,66861.53
2016,12.  ,9207 ,12101  ,COMPLEMENTO ESPECÍFICO,   ,9    ,1     ,248423,0,248423,171761.6
2016,12.  ,9207 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,   ,9    ,1     ,76130,0,76130,91051.48
2016,12.  ,9207 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,   ,9    ,1     ,921,0,921,668
2016,12.  ,9207 ,16000  ,CUOTAS SEGURIDAD SOCIAL,   ,9    ,1     ,159796,0,159796,126603.48
2016,12.  ,9208 ,12000  ,SUELDOS DEL GRUPO A1,   ,9    ,1     ,29649,0,29649,18017.1
2016,12.  ,9208 ,12003  ,SUELDOS DEL GRUPO C1,   ,9    ,1     ,9984,0,9984,3173.83
2016,12.  ,9208 ,12004  ,SUELDOS DEL GRUPO C2,   ,9    ,1     ,8463,0,8463,9206.71
2016,12.  ,9208 ,12006  ,TRIENIOS,   ,9    ,1     ,10606,0,10606,9368.45
2016,12.  ,9208 ,12100  ,COMPLEMENTO DE DESTINO,   ,9    ,1     ,20426,0,20426,12554.55
2016,12.  ,9208 ,12101  ,COMPLEMENTO ESPECÍFICO,   ,9    ,1     ,41907,0,41907,36767.38
2016,12.  ,9208 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,   ,9    ,1     ,59477,0,59477,59476.72
2016,12.  ,9208 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,   ,9    ,1     ,506,0,506,580.55
2016,12.  ,9208 ,16000  ,CUOTAS SEGURIDAD SOCIAL,   ,9    ,1     ,47083,0,47083,42502.16
2016,12.  ,9209 ,12004  ,SUELDOS DEL GRUPO C2,   ,9    ,1     ,8463,0,8463,8462.46
2016,12.  ,9209 ,12005  ,SUELDOS DEL GRUPO E,   ,9    ,1     ,23267,0,23267,23002.85
2016,12.  ,9209 ,12006  ,TRIENIOS,   ,9    ,1     ,7089,0,7089,6175.13
2016,12.  ,9209 ,12100  ,COMPLEMENTO DE DESTINO,   ,9    ,1     ,12330,0,12330,12164.66
2016,12.  ,9209 ,12101  ,COMPLEMENTO ESPECÍFICO,   ,9    ,1     ,33580,0,33580,41583.33
2016,12.  ,9209 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,   ,9    ,1     ,260070,0,260070,255658.75
2016,12.  ,9209 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,   ,9    ,1     ,3111,0,3111,4065.4
2016,12.  ,9209 ,16000  ,CUOTAS SEGURIDAD SOCIAL,   ,9    ,1     ,100661,0,100661,97363.21
2016,12.  ,922  ,466    ,TRANSF FMC,12.,922  ,466   ,13000,0,13000,10453.96
2016,12.  ,9231 ,12003  ,SUELDOS DEL GRUPO C1,   ,9    ,1     ,9984,0,9984,9911.1
2016,12.  ,9231 ,12004  ,SUELDOS DEL GRUPO C2,   ,9    ,1     ,8463,0,8463,8462.46
2016,12.  ,9231 ,12006  ,TRIENIOS,   ,9    ,1     ,4724,0,4724,4691.31
2016,12.  ,9231 ,12100  ,COMPLEMENTO DE DESTINO,   ,9    ,1     ,7991,0,7991,7955.58
2016,12.  ,9231 ,12101  ,COMPLEMENTO ESPECÍFICO,   ,9    ,1     ,22304,0,22304,22443.66
2016,12.  ,9231 ,16000  ,CUOTAS SEGURIDAD SOCIAL,   ,9    ,1     ,14583,0,14583,14607.6
2016,12.  ,924  ,22705  ,GASTOS ELECCIONES,12 ,92   ,22    ,15000,0,15000,7087.11
2016,12.  ,925  ,12004  ,SUELDOS DEL GRUPO C2,   ,9    ,1     ,67700,0,67700,67057.15
2016,12.  ,925  ,12005  ,SUELDOS DEL GRUPO E,   ,9    ,1     ,15511,0,15511,15510.88
2016,12.  ,925  ,12006  ,TRIENIOS,   ,9    ,1     ,15755,0,15755,14792.1
2016,12.  ,925  ,12100  ,COMPLEMENTO DE DESTINO,   ,9    ,1     ,35189,0,35189,34773.42
2016,12.  ,925  ,12101  ,COMPLEMENTO ESPECÍFICO,   ,9    ,1     ,122343,0,122343,121883.06
2016,12.  ,925  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,   ,9    ,1     ,66994,0,66994,66994.28
2016,12.  ,925  ,16000  ,CUOTAS SEGURIDAD SOCIAL,   ,9    ,1     ,85342,0,85342,85445.23
2016,12.  ,929  ,22699  ,"GASTOS DIVERSOS, INDEMNIZACIONES, ETC.",12 ,92   ,22    ,40000,0,40000,42562.7
2016,12.  ,929  ,226991 ,OTROS GASTOS GENERALES,12 ,92   ,22    ,100000,-55400,44600,671.37
2016,12.  ,931  ,12000  ,SUELDOS DEL GRUPO A1,   ,9    ,1     ,44473,0,44473,43500.73
2016,12.  ,931  ,12003  ,SUELDOS DEL GRUPO C1,   ,9    ,1     ,19968,0,19968,19967.64
2016,12.  ,931  ,12004  ,SUELDOS DEL GRUPO C2,   ,9    ,1     ,33850,0,33850,31896.25
2016,12.  ,931  ,12006  ,TRIENIOS,   ,9    ,1     ,29175,0,29175,25784.91
2016,12.  ,931  ,12100  ,COMPLEMENTO DE DESTINO,   ,9    ,1     ,50860,0,50860,49041.45
2016,12.  ,931  ,12101  ,COMPLEMENTO ESPECÍFICO,   ,9    ,1     ,155311,0,155311,155783.73
2016,12.  ,931  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,   ,9    ,1     ,726,0,726,519.49
2016,12.  ,931  ,16000  ,CUOTAS SEGURIDAD SOCIAL,   ,9    ,1     ,71583,0,71583,72608.36
2016,44   ,2312 ,12001  ,SUELDOS DEL GRUPO A2,   ,2    ,1     ,13036,0,13036,13035.6
2016,44   ,2312 ,12004  ,SUELDOS DEL GRUPO C2,   ,2    ,1     ,16925,0,16925,17818.78
2016,44   ,2312 ,12006  ,TRIENIOS,   ,2    ,1     ,1373,0,1373,1332.43
2016,44   ,2312 ,120099 ,RETRIBUCIONES BÁSICAS SUPLENCIAS,   ,2    ,1     ,2533,0,2533,13593.8
2016,44   ,2312 ,12100  ,COMPLEMENTO DE DESTINO,   ,2    ,1     ,12620,0,12620,12940.91
2016,44   ,2312 ,12101  ,COMPLEMENTO ESPECÍFICO,   ,2    ,1     ,28733,0,28733,30897.52
2016,44   ,2312 ,121031 ,OTROS COMPLEMENTOS,   ,2    ,1     ,1622,0,1622,2851.14
2016,44   ,2312 ,121039 ,RETRIBUCIONES COMPLEMENTARIAS SUPLENCIAS,   ,2    ,1     ,32652,0,32652,22015.94
2016,44   ,2312 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,   ,2    ,1     ,289962,0,289962,317810.85
2016,44   ,2312 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,   ,2    ,1     ,1197,0,1197,3194.23
2016,44   ,2312 ,13002  ,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,   ,2    ,1     ,23221,0,23221,22797.38
2016,44   ,2312 ,131    ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,   ,2    ,1     ,22337,0,22337,32979.46
2016,44   ,2312 ,13199  ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL-SUPLENCIAS,   ,2    ,1     ,30150,0,30150,20850.99
2016,44   ,2312 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,   ,2    ,1     ,897,0,897,921.61
2016,44   ,2312 ,16000  ,CUOTAS SEGURIDAD SOCIAL,   ,2    ,1     ,155752,0,155752,157778.49
2016,44   ,2312 ,22100  ,ELECTRICIDAD HUERTOS LÚDICOS,44 ,23   ,22    ,4000,0,4000,2475.19
2016,44   ,2312 ,22101  ,CONSUMO AGUA HUERTOS LÚDICOS,44 ,23   ,22    ,12718,0,12718,15718
2016,44   ,2312 ,22104  ,VESTUARIO RESIDENCIA DE ANCIANOS,44 ,23   ,22    ,3150,0,3150,2351.18
2016,44   ,2312 ,22105  ,ALIMENTOS RESIDENCIA DE ANCIANOS,44 ,23   ,22    ,68000,0,68000,56878.75
2016,44   ,2312 ,22199  ,MATERIAL TÉCNICO RESIDENCIA DE ANCIANOS,44 ,23   ,22    ,10000,0,10000,9683.04
2016,44   ,2312 ,221991 ,SUMINISTROS DIVERSOS,44 ,23   ,22    ,6,0,6,4318.5
2016,44   ,2312 ,226023 ,PUBLICIDAD-DIFUSIÓN PERSONAS MAYORES,44 ,23   ,22    ,1800,0,1800,3857.2
2016,44   ,2312 ,226992 ,GASTOS DIVERSOS RESIDENCIA DE ANCIANOS,44 ,23   ,22    ,5400,0,5400,3486.56
2016,44   ,2312 ,226994 ,GASTOS DIVERSOS ACTIVIDADES PERSONAS MAYORES,44 ,23   ,22    ,1542,0,1542,685.7
2016,44   ,2312 ,227994 ,GESTIÓN HUERTOS LÚDICOS,44 ,23   ,22    ,30763,0,30763,31612.09
2016,51   ,2412 ,12100  ,COMPLEMENTO DE DESTINO,51 ,2412 ,12100 ,48210,10000,58210,56947.09
2016,51   ,2412 ,12101  ,COMPLEMENTO ESPECÍFICO,51 ,2412 ,12101 ,80256,20000,100256,98070.06
2016,51   ,2412 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL ,51 ,2412 ,13000 ,159905,0,159905,132499.58
2016,51   ,2412 ,1431   ,RETRIBUCIONES OTRO PERSONAL,51 ,2412 ,1431  ,25607,0,25607,2986.36
2016,51   ,2412 ,16000  ,CUOTAS SEGURIDAD SOCIAL,51 ,2412 ,16000 ,145349,10036.89,155385.89,146979.41
2016,51   ,2412 ,206    ,ALQUILER EQUIPOS PROCESO INFORMACIÓN,51 ,2412 ,206   ,13800,0,13800,6974.9
2016,51   ,2412 ,22199  ,SUMINISTROS DIVERSOS-FORMACIÓN Y OCUPACIÓN,51 ,2412 ,22199 ,57899,60749.92,118648.92,69762.99
2016,51   ,2413 ,1430   ,PLANES DE OCUPACIÓN,51 ,2413 ,1430  ,30000,1044318.53,1074318.53,686081.18
2016,51   ,2413 ,1431   ,RETRIBUCIONES OTRO PERSONAL,51 ,2413 ,1431  ,128132,92465.27,220597.27,220597.27
2016,51   ,2413 ,16000  ,CUOTAS SEGURIDAD SOCIAL,51 ,2413 ,16000 ,41131,313737,354868,306803.39
2016,51   ,419  ,489    ,APORT. CONSEJO REGULADOR IGP RAZA PRAT,51 ,419  ,489   ,6000,0,6000,6000
2016,51   ,430  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,   ,4    ,1     ,66844,0,66844,59581.64
2016,51   ,430  ,16000  ,CUOTAS SEGURIDAD SOCIAL,   ,4    ,1     ,21248,0,21248,18621.01
2016,51   ,430  ,22602  ,PUBLICIDAD Y DIFUSIÓN,51 ,43   ,22    ,4881,0,4881,15759.03
2016,51   ,430  ,22699  ,GASTOS VARIOS DINAMIZACIÓN COMERCIAL,51 ,43   ,22    ,2736,0,2736,594.54
2016,51   ,430  ,22799  ,CONTR PREST SERVICIOS DINAMIZACIÓN COMERCIAL,51 ,43   ,22    ,37620,0,37620,25134.93
