#Ejercicio,Org.,Prog.,Econ.,Denominación (cast.),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2022,031  ,1532 ,226991 ,OTROS GASTOS EJECUCIONES SUBSIDIARIAS,031,1532 ,226991,6.0,0.0,6.0,0.0
2022,031  ,160  ,22700  ,"ALCANTARILLADO, CONT PREST SERVICIOS",031,16   ,22    ,752896.0,0.0,752896.0,701506.05
2022,031  ,1621 ,22700  ,"RECOGIDA, ELIMINACIÓN Y TRATAMIENTO DE RESIDUOS",031,16   ,22    ,3268059.0,0.0,3268059.0,3161422.83
2022,031  ,163  ,22700  ,LIMPIEZA VIARIA,031,16   ,22    ,6737186.0,750000.0,7487186.0,6607526.94
2022,031  ,165  ,22100  ,CONSUMO ELÉCTRICO ALUMBRADO PÚBLICO,031,16   ,22    ,770078.0,38768.75,808846.75,611953.97
2022,031  ,165  ,22199  ,"ALUMBRADO PÚBLICO, MATERIAL TÉCNICO",031,16   ,22    ,30000.0,0.0,30000.0,1997.05
2022,031  ,165  ,22799  ,"ALUMBRADO PÚBLICO, PREST SERVICIOS",031,16   ,22    ,913886.0,0.0,913886.0,797898.8
2022,031  ,171  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,1    ,1     ,53728.0,0.0,53728.0,54518.25
2022,031  ,171  ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,,1    ,1     ,450.0,0.0,450.0,0.0
2022,031  ,171  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1    ,1     ,19661.0,0.0,19661.0,6421.68
2022,031  ,171  ,210    ,CONSERV-MANTENIMIENTO PARQUES Y JARDINES,031,17   ,21    ,1466635.0,54876.34,1521511.34,1436333.9
2022,031  ,336  ,609    ,INV NOVA PROYECTOS PARTICIPATIVOS EN INFRAESTRUCTURAS,031,336  ,609   ,125000.0,24000.0,149000.0,0.0
2022,031  ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,,9    ,1     ,62162.0,0.0,62162.0,63075.6
2022,031  ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,16169.0,0.0,16169.0,16168.56
2022,031  ,920  ,212    ,EDIFICIOS-INSTL MPALS CONSERV-REPARACIÓN,031,92   ,21    ,829075.0,-2541.15,826533.85,628995.82
2022,031  ,920  ,22100  ,ELECTRICIDAD EDIFICIOS MPALS,031,92   ,22    ,275122.0,0.28,275122.28,271695.52
2022,031  ,920  ,22101  ,CONSUMO AGUA EDIFICIOS MPALS,031,92   ,22    ,41000.0,0.0,41000.0,40240.09
2022,031  ,920  ,22102  ,CONSUMO GAS EDIFICIOS MUNICIPALES,031,92   ,22    ,11735.0,11033.33,22768.33,11469.33
2022,031  ,920  ,22700  ,LIMPIEZA EDIFICIOS MUNICIPALES,031,92   ,22    ,622312.0,304379.68,926691.68,626043.42
2022,031  ,920  ,22799  ,CONTR PREST SERVICIOS INFRAES VARIAS,031,92   ,22    ,247133.0,856.68,247989.68,205348.63
2022,032  ,170  ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,,1    ,1     ,71993.0,0.0,71993.0,73051.16
2022,032  ,1721 ,12101  ,COMPLEMENTO ESPECÍFICO,,1    ,1     ,13693.0,0.0,13693.0,14358.07
2022,032  ,170  ,12000  ,SUELDOS DEL GRUPO A1,,1    ,1     ,32786.0,0.0,32786.0,33267.8
2022,032  ,170  ,12001  ,SUELDOS DEL GRUPO A2,,1    ,1     ,14416.0,0.0,14416.0,14373.39
2022,032  ,170  ,12003  ,SUELDOS DEL GRUPO C1,,1    ,1     ,33122.0,0.0,33122.0,33406.31
2022,032  ,170  ,12004  ,SUELDOS DEL GRUPO C2,,1    ,1     ,37545.0,0.0,37545.0,37471.38
2022,032  ,170  ,12006  ,TRIENIOS,,1    ,1     ,17238.0,0.0,17238.0,18108.83
2022,032  ,170  ,12100  ,COMPLEMENTO DE DESTINO,,1    ,1     ,52783.0,0.0,52783.0,53644.47
2022,032  ,170  ,12101  ,COMPLEMENTO ESPECÍFICO,,1    ,1     ,131062.0,0.0,131062.0,133751.14
2022,032  ,170  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,1    ,1     ,153336.0,0.0,153336.0,188481.09
2022,032  ,170  ,131    ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,,1    ,1     ,32418.0,0.0,32418.0,0.0
2022,032  ,170  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1    ,1     ,174682.0,0.0,174682.0,180646.51
2022,032  ,170  ,209    ,CANON FOTOVOLTAICAS,032,17   ,20    ,1.0,0.0,1.0,0.0
2022,032  ,170  ,22602  ,GASTOS DIFUSIÓN AMBIENTAL,032,17   ,22    ,21000.0,5307.0,26307.0,18690.62
2022,032  ,170  ,226021 ,GASTOS DIFUSIÓN PLAYA,032,17   ,22    ,4000.0,0.0,4000.0,0.0
2022,032  ,170  ,22699  ,GASTOS DIVERSOS CALIDAD AMBIENTAL,032,17   ,22    ,810.0,0.0,810.0,110.0
2022,032  ,170  ,227991 ,CONTR PREST SERV PLAYA,032,17   ,22    ,25000.0,0.0,25000.0,2815.0
2022,032  ,170  ,227992 ,CONTR PREST SERVICIOS EDUCACIÓN AMBIENTAL,032,17   ,22    ,133103.0,178.2,133281.2,109070.97
2022,032  ,170  ,227993 ,ESTUDIOS Y TRABAJOS TÉCNICOS,032,17   ,22    ,38000.0,0.0,38000.0,32015.4
2022,032  ,170  ,489    ,TRANSF CORRIENTES EDUC PROM AMBIENTAL,032,17   ,48    ,10500.0,0.0,10500.0,3900.0
2022,032  ,170  ,48901  ,CUOTAS-APORTACIONES DIVERSAS,032,17   ,48    ,3630.0,0.0,3630.0,1000.0
2022,032  ,170  ,48904  ,TRANSF CORRIENTE CRAM,032,170  ,48904 ,30000.0,0.0,30000.0,18000.0
2022,032  ,1721 ,12000  ,SUELDOS DEL GRUPO A1,,1    ,1     ,16393.0,0.0,16393.0,16424.42
2022,032  ,1721 ,12006  ,TRIENIOS,,1    ,1     ,5137.0,0.0,5137.0,5145.85
2022,032  ,1721 ,12100  ,COMPLEMENTO DE DESTINO,,1    ,1     ,7973.0,0.0,7973.0,7993.18
2022,032  ,1721 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,1    ,1     ,28107.0,0.0,28107.0,28519.27
2022,021  ,1512 ,12001  ,SUELDOS DEL GRUPO A2,,1    ,1     ,144151.0,0.0,144151.0,135487.35
2022,021  ,1512 ,12003  ,SUELDOS DEL GRUPO C1,,1    ,1     ,22081.0,0.0,22081.0,21190.3
2022,021  ,1512 ,12006  ,TRIENIOS,,1    ,1     ,51127.0,0.0,51127.0,51487.75
2022,021  ,1512 ,12100  ,COMPLEMENTO DE DESTINO,,1    ,1     ,132627.0,0.0,132627.0,124373.39
2022,021  ,1512 ,12101  ,COMPLEMENTO ESPECÍFICO,,1    ,1     ,390694.0,0.0,390694.0,379434.69
2022,021  ,1512 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,1    ,1     ,73532.0,0.0,73532.0,72688.11
2022,021  ,1512 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1    ,1     ,250975.0,0.0,250975.0,240793.22
2022,021  ,1513 ,12000  ,SUELDOS DEL GRUPO A1,,1    ,1     ,81965.0,0.0,81965.0,79561.37
2022,021  ,1513 ,12001  ,SUELDOS DEL GRUPO A2,,1    ,1     ,43246.0,0.0,43246.0,42978.04
2022,021  ,1513 ,12003  ,SUELDOS DEL GRUPO C1,,1    ,1     ,33122.0,0.0,33122.0,33200.04
2022,021  ,1513 ,12004  ,SUELDOS DEL GRUPO C2,,1    ,1     ,46790.0,0.0,46790.0,45107.7
2022,021  ,1513 ,12006  ,TRIENIOS,,1    ,1     ,26299.0,0.0,26299.0,24241.12
2022,021  ,1513 ,12100  ,COMPLEMENTO DE DESTINO,,1    ,1     ,92284.0,0.0,92284.0,91266.75
2022,021  ,1513 ,12101  ,COMPLEMENTO ESPECÍFICO,,1    ,1     ,239430.0,0.0,239430.0,239157.16
2022,021  ,1513 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,1    ,1     ,41771.0,0.0,41771.0,71585.53
2022,021  ,1513 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1    ,1     ,186160.0,0.0,186160.0,175004.88
2022,021  ,1521 ,209    ,CÁNONES CONVENIOS VIVIENDA,021,15   ,20    ,125000.0,39200.0,164200.0,150363.5
2022,021  ,1521 ,227991 ,PRESTACIÓN DE SERVICIOS OFICINA DE VIVIENDA,021,15   ,22    ,466320.0,0.0,466320.0,466320.0
2022,021  ,1521 ,449    ,TRANSF CORR GESTIÓN ALQUILER VIVIENDA SOCIAL,021,15   ,44    ,430000.0,350000.0,780000.0,142939.21
2022,021  ,1521 ,44901  ,TRANSF CORR GESTIÓN CONVENIO VIVIENDA,021,15   ,44    ,217662.0,0.0,217662.0,120000.0
2022,021  ,1521 ,467    ,APORT. CONSORCIO PRAT NORD,021,1521 ,467   ,60440.0,0.0,60440.0,0.0
2022,021  ,1521 ,48903  ,TRANSF CORRIENTES AYUDA AL ALQUILER,021,15   ,48    ,260000.0,27709.59,287709.59,62707.06
2022,021  ,1532 ,619    ,INV MEJORA INFRAESTRUCTURAS BIENES USO GRAL (ESPACIO PÚBLICO),021,1532 ,619   ,2791245.0,8820028.39,11611273.39,2621870.32
2022,021  ,1532 ,6191   ,INV REPOSICIÓN PROYECTOS PARTICIPATIVOS INFRAEST Y BIENES URB,021,1532 ,6191  ,835000.0,0.0,835000.0,0.0
2022,021  ,15321,619    ,MEJORA DEL ESPACIO PÚBLICO,021,15321,619   ,800000.0,0.0,800000.0,28509.08
2022,021  ,231  ,48905  ,SUBVENCIONES Y AJUDAS VIVIENDA,021,23   ,48    ,90000.0,0.0,90000.0,41930.88
2022,021  ,342  ,619    ,INV NOVA PROYECTOS PARTICIPATIVOS INFRAEST Y BIENES USO GRAL,021,342  ,619   ,430000.0,0.0,430000.0,0.0
2022,021  ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,,9    ,1     ,121085.0,0.0,121085.0,63075.6
2022,021  ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,32338.0,0.0,32338.0,16168.56
2022,021  ,933  ,632    ,INV MEJORA EQUIPAMIENTOS Y SERVICIOS,021,933  ,632   ,1501602.0,2445516.0,3947118.0,2030322.24
2022,031  ,1321 ,12000  ,SUELDOS DEL GRUPO A1,,1    ,1     ,32786.0,0.0,32786.0,32974.52
2022,031  ,1321 ,12003  ,SUELDOS DEL GRUPO C1,,1    ,1     ,11041.0,0.0,11041.0,10418.14
2022,031  ,1321 ,12004  ,SUELDOS DEL GRUPO C2,,1    ,1     ,84222.0,0.0,84222.0,82473.36
2022,031  ,1321 ,12006  ,TRIENIOS,,1    ,1     ,17918.0,0.0,17918.0,16945.43
2022,031  ,1321 ,12100  ,COMPLEMENTO DE DESTINO,,1    ,1     ,55961.0,0.0,55961.0,55735.45
2022,031  ,1321 ,12101  ,COMPLEMENTO ESPECÍFICO,,1    ,1     ,138147.0,0.0,138147.0,164920.19
2022,031  ,1321 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1    ,1     ,101375.0,0.0,101375.0,90915.42
2022,031  ,1321 ,22699  ,GASTOS DIVERSOS - VIA PÚBLICA,031,13   ,22    ,1000.0,0.0,1000.0,0.0
2022,031  ,135  ,12000  ,SUELDOS DEL GRUPO A1,,1    ,1     ,16393.0,0.0,16393.0,16625.38
2022,031  ,135  ,12001  ,SUELDOS DEL GRUPO A2,,1    ,1     ,14416.0,0.0,14416.0,14626.98
2022,031  ,135  ,12006  ,TRIENIOS,,1    ,1     ,6660.0,0.0,6660.0,7880.09
2022,031  ,135  ,12100  ,COMPLEMENTO DE DESTINO,,1    ,1     ,15991.0,0.0,15991.0,16218.18
2022,031  ,135  ,12101  ,COMPLEMENTO ESPECÍFICO,,1    ,1     ,35792.0,0.0,35792.0,36300.1
2022,031  ,135  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1    ,1     ,23011.0,0.0,23011.0,26629.34
2022,031  ,135  ,22199  ,MATERIAL DIVERSO-PROTECCIÓN CIVIL,031,13   ,22    ,30000.0,0.0,30000.0,10152.5
2022,031  ,135  ,22602  ,PUBLICIDAD Y DIFUSIÓN-PROTECCIÓN CIVIL,031,13   ,22    ,1000.0,0.0,1000.0,2500.0
2022,031  ,135  ,22706  ,ESTUDIOS Y TRABAJOS TÉCNICOS PROTECCIÓN CIVIL,031,13   ,22    ,5000.0,0.0,5000.0,2419.6
2022,031  ,1500 ,12000  ,SUELDOS DEL GRUPO A1,,1    ,1     ,16393.0,0.0,16393.0,16633.9
2022,031  ,1500 ,12003  ,SUELDOS DEL GRUPO C1,,1    ,1     ,33122.0,0.0,33122.0,32003.22
2022,031  ,1500 ,12004  ,SUELDOS DEL GRUPO C2,,1    ,1     ,65506.0,0.0,65506.0,48713.25
2022,031  ,1500 ,12006  ,TRIENIOS,,1    ,1     ,20082.0,0.0,20082.0,16734.12
2022,031  ,1500 ,12100  ,COMPLEMENTO DE DESTINO,,1    ,1     ,50357.0,0.0,50357.0,43391.46
2022,031  ,1500 ,12101  ,COMPLEMENTO ESPECÍFICO,,1    ,1     ,146325.0,0.0,146325.0,141737.41
2022,031  ,1500 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,1    ,1     ,292017.0,0.0,292017.0,267828.73
2022,031  ,1500 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,,1    ,1     ,1000.0,0.0,1000.0,1974.46
2022,031  ,1500 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,,1    ,1     ,2350.0,0.0,2350.0,10451.37
2022,031  ,1500 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1    ,1     ,190342.0,0.0,190342.0,130780.24
2022,021  ,1521 ,621    ,ADQUISICIÓN TERRENOS Y BIENES NATURALES,021,1521 ,621   ,0.0,1458016.0,1458016.0,1453013.13
2022,042  ,338  ,227991 ,CONT. SERVICIOS ELEMENTOS CABALGATA DE REYES,042,33   ,22    ,0.0,200000.0,200000.0,0.0
2022,012  ,920  ,227064 ,ESTUDIOS Y TRABAJOS TÉCNICOS SERV. CENTRALES Y ECONOMÍA,012,92   ,22    ,0.0,250000.0,250000.0,12210.42
2022,031  ,1532 ,609    ,INV. SEÑALIZACIÓN CAMINOS DELTA-ESPACIO PÚBLICO,031,1532 ,609   ,0.0,50000.0,50000.0,0.0
2022,051  ,326  ,227993 ,SERV. COMPL. DE EDUCACIÓN EN DESARROLO ECONOMICO,051,32   ,22    ,0.0,3600.0,3600.0,2722.5
2022,031  ,323  ,619    ,INVERSIÓN DE MEJOR EN CENTROS EDUCATIVOS,031,323  ,619   ,0.0,100000.0,100000.0,32867.52
2022,012  ,920  ,227992 ,CONTR PREST SERVICIOS SITIC,012,92   ,22    ,215000.0,0.0,215000.0,22007.48
2022,012  ,920  ,227993 ,CONTR PRESTACIÓN SERVICIO LOGÍSTICA,012,92   ,22    ,15000.0,0.0,15000.0,0.0
2022,012  ,920  ,23010  ,DIETAS PERSONAL DIRECTIVO,012,92   ,23    ,2000.0,0.0,2000.0,0.0
2022,012  ,920  ,23020  ,DIETAS PERSONAL NO DIRECTIVO,012,92   ,23    ,3316.0,0.0,3316.0,1010.09
2022,012  ,920  ,23110  ,LOCOMOCIÓN PERSONAL DIRECTIVO,012,92   ,23    ,2000.0,0.0,2000.0,0.0
2022,012  ,920  ,23120  ,LOCOMOCIÓN PERSONAL NO DIRECTIVO,012,92   ,23    ,4168.0,0.0,4168.0,7373.03
2022,012  ,920  ,233    ,ASISTENCIA TRIBUNALES,012,92   ,23    ,1800.0,0.0,1800.0,274.7
2022,012  ,920  ,467    ,ECONOMIA-TRANSF. LOCALRET,012,920  ,467   ,8000.0,0.0,8000.0,7650.05
2022,012  ,920  ,489    ,BECAS PERSONAL COLABORADOR,012,92   ,48    ,40000.0,1656.53,41656.53,23843.26
2022,012  ,920  ,622    ,INVERSIÓN EDIFICIOS Y OTROS,012,920  ,622   ,50000.0,1510434.4,1560434.4,1151650.29
2022,012  ,920  ,626    ,MATERIAL INVENTARIABLE. EQUIPOS PROCESOS INFORMÁTICOS,012,920  ,626   ,30000.0,667907.44,697907.44,591512.49
2022,012  ,920  ,629    ,MATERIAL INVENTARIABLE DIVERSO,012,920  ,629   ,50000.0,257866.12,307866.12,212959.86
2022,012  ,920  ,830    ,ANTICIPOS REINTEGRABLES PERSONAL,012,920  ,830   ,1000.0,30000.0,31000.0,23599.73
2022,012  ,92010,12000  ,SUELDOS DEL GRUPO A1,,9    ,1     ,57376.0,0.0,57376.0,33267.79
2022,012  ,92010,12003  ,SUELDOS DEL GRUPO C1,,9    ,1     ,11041.0,0.0,11041.0,11202.68
2022,012  ,92010,12006  ,TRIENIOS,,9    ,1     ,9231.0,0.0,9231.0,9364.11
2022,012  ,92010,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,33579.0,0.0,33579.0,23607.21
2022,012  ,92010,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,78426.0,0.0,78426.0,64676.01
2022,012  ,92010,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,50495.0,0.0,50495.0,34775.68
2022,012  ,9204 ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,,9    ,1     ,95344.0,0.0,95344.0,96747.0
2022,012  ,9204 ,12000  ,SUELDOS DEL GRUPO A1,,9    ,1     ,16393.0,0.0,16393.0,33267.8
2022,012  ,9204 ,12001  ,SUELDOS DEL GRUPO A2,,9    ,1     ,7208.0,0.0,7208.0,0.0
2022,012  ,9204 ,12003  ,SUELDOS DEL GRUPO C1,,9    ,1     ,27601.0,0.0,27601.0,0.0
2022,012  ,9204 ,12004  ,SUELDOS DEL GRUPO C2,,9    ,1     ,51319.0,0.0,51319.0,35050.13
2022,012  ,9204 ,12006  ,TRIENIOS,,9    ,1     ,10632.0,0.0,10632.0,19815.75
2022,012  ,9204 ,120099 ,RETRIBUCIONES BÁSICAS SUPLENCIAS,,9    ,1     ,53989.0,0.0,53989.0,18907.05
2022,012  ,9204 ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,57545.0,0.0,57545.0,30967.8
2022,012  ,9204 ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,106864.0,0.0,106864.0,88938.26
2022,012  ,9204 ,121035 ,RETRIBUCIONES COMPLEMENTARIAS SUPLENCIAS,,9    ,1     ,56000.0,0.0,56000.0,9727.49
2022,012  ,9204 ,121039 ,RETRIBUCIONES COMPLEMENTARIAS SUPLENCIAS,,9    ,1     ,75021.0,0.0,75021.0,26967.71
2022,012  ,9204 ,13000  ,RETRIBUCIONES BÁSICAS LABORAL FIJO,,9    ,1     ,11790.0,0.0,11790.0,1503.22
2022,012  ,9204 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,,9    ,1     ,8891.0,0.0,8891.0,11388.03
2022,012  ,9204 ,130021 ,INCENTIVO PRODUCTIVIDAD PERSONAL LABORAL FIJO,,9    ,1     ,203821.0,0.0,203821.0,149886.3
2022,012  ,9204 ,131    ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,,9    ,1     ,56978.0,0.0,56978.0,2587.7
2022,012  ,9204 ,131021 ,INCENTIVO PRODUCTIVIDAD NO ABSENTISMO LABORAL TEMP,,9    ,1     ,9231.0,0.0,9231.0,8784.0
