#Ejercicio,Org.,Econ.,Denominación (cast.),Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2022,,34904  ,SERVICIOS PROMOCIÓN ECONÓMICA                        ,14200,0,14200,3799.42
2022,,34905  ,SERVICIOS/ACTIVIDADES MEDIO AMBIENTE (ACTIVIDADES)      ,38000,0,38000,18870.46
2022,,34906  ,"SERVICIOS CULTURALES TEATRO ""ARTESÀ""",6,61025.87,61031.87,67419.87
2022,,36000  ,VENTA MATERIAL RECHAZO                         ,49000,0,49000,33752
2022,,36001  ,VENTA DE PUBLICACIONES                             ,100,0,100,18
2022,,36002  ,VENTA DE ELECTRICIDAD                             ,40000,0,40000,16839.62
2022,,36003  ,"PRESTACIÓN SERVICIOS MEDIO AMBIENTE (PAPEL, VIDRIO, CART",425000,0,425000,350065.04
2022,,36004  ,VENTA ELECTRICIDAD FOTOVOLTAICA CON CONVENIO,1,0,1,0
2022,,389    ,REINTEGROS PRESUPUESTOS CERRADOS          ,5000,0,5000,91950.22
2022,,38901  ,REINTEGROS ANUNCIOS                            ,5000,0,5000,0
2022,,39100  ,MULTAS INFRACCIONES URBANISTICAS           ,63592,0,63592,300
2022,,39120  ,MULTAS CIRCULACIÓN                                 ,475250,0,475250,740240.04
2022,,39190  ,OTRAS MULTAS Y SANCIONES                          ,50000,0,50000,120625.65
2022,,39200  ,RECARGO DECLARACION EXTEMPORÁNEA                  ,369,0,369,22319.45
2022,,39211  ,RECARGO APREMIO,42957,0,42957,306759.82
2022,,393    ,INTERESES DE DEMORA                              ,62332,0,62332,395625.5
2022,,398    ,INDEMNIZACIONES DE SEGUROS NO VIDA     ,28092,0,28092,55369.11
2022,,399    ,OTROS INGRESOS DIVERSOS                          ,78500,0,78500,88613.65
2022,,39901  ,OTROS INGRESOS EJECUCIONES SUBSIDIARIAS           ,6,0,6,8870.67
2022,,42000  ,PARTICIPACIÓN EN TRIBUTOS DEL ESTADO                ,15918634,0,15918634,13419492.94
2022,,42090  ,OTRAS TRANSFERENCIAS CORRIENTES DE LA AGE,1000,0,1000,0
2022,,441    ,TRANSFERENCIAS DE EMPRESAS ENTIDAD LOCAL,6,0,6,0
2022,,45000  ,FONDO COOPERACIÓN LOCAL CATALUÑA                   ,390409,0,390409,397151.71
2022,,45001  ,OTRAS TRANSFERENCIAS DE LA GENERALITAT           ,86429,0,86429,281140.12
2022,,45002  ,SUBV. GENERALITAT SERVICIOS SOCIALES/IGUALDAD        ,1949747,0,1949747,233687.7
2022,,45003  ,SUBV. GENERALITAT ACCIÓN SOCIAL-SAD DEPENDENCIA,1110000,0,1110000,257191.94
2022,,45004  ,SUBV. GENERALITAT ACCIÓN SOCIAL-SOPORTE SOCIAL,81259,0,81259,4322.9
2022,,45005  ,SUBV. GENERALITAT ACCIÓN SOCIAL-SERVICIO ATENCIÓN DOMICILIARIA,54082,0,54082,0
2022,,45006  ,SUBV. GENERALITAT ACCIÓN SOCIAL-ATENCIÓN PERS SIN,20000,0,20000,0
2022,,45030  ,SUBV. GENERALITAT EDUCACIÓN                        ,931473,144000,1075473,294055.79
2022,,45050  ,SUBV. GENERALITAT OCUPACIÓN-DESARROLLO LOCAL  ,6,757210.02,757216.02,1112360.81
2022,,450802 ,SUBVENCIONES GENERALITAT CULTURA-JUVENTUD          ,258498,0,258498,359552.35
2022,,450803 ,SUBVENCIONES GENERALITAT TURISMO,64187,0,64187,0
2022,,45300  ,"SUBV. SOCIEDADES, ENTIDADES PÚBLICAS Y OTRAS DEPENDIENTES CCAA",6,0,6,0
2022,,46100  ,SUBVENCIONES DIPUTACIÓN                             ,569492,0,569492,28465.07
2022,,46101  ,SUBV. DIPUTACIÓN FORMACIÓN-OCUPACIÓN                 ,6,242411.38,242417.38,378854.83
2022,,46102  ,SUBV. DIPUTACIÓN SERVICIOS SOCIALES                   ,481802,0,481802,983294.21
2022,,46103  ,SUBV. DIPUTACIÓN EDUCACIÓN,102828,0,102828,139153.98
2022,,46104  ,SUBV. DIPUTACIÓN DEPORTES                           ,30041,0,30041,54535.77
2022,,46105  ,SUBV. DIPUTACIÓN SALUD PÚBLICA                     ,156302,0,156302,120394
2022,,46106  ,"SUBV. DIPUTACIÓN, CULTURA-JUVENTUD                 ",52493,21333.33,73826.33,72703.02
2022,,46107  ,SUBV. DIPUTACIÓN MEDIO AMBIENTE,6,0,6,0
2022,,46108  ,"SUBV. DIPUTACIÓN CONVIVENCIA, CIVISMO, COOP, FEMINI",88120,0,88120,15485.99
2022,,46109  ,SUBV DIPUTACIÓN PROGRAMA COMPLEMENTARIO SOPORTE      ,6,0,6,0
2022,,462    ,TRANSFERENCIAS CORRIENTES DE AYUNTAMIENTOS             ,6,0,6,0
2022,,4641   ,TRANSF CORRIENTES DEL ÁREA METROPOLITANA FORMACIÓN -OCUP,6,153716,153722,153716
2022,,4642   ,TRANSF CORRIENTES DEL ÁREA METROPOLITANA COHESIÓN SOCIAL,217417,0,217417,131258.5
2022,,4643   ,OTRAS TRANSFERENCIAS CORRIENTES DEL ÁREA METROPOLITANA,6,54215,54221,311367.93
2022,,4644   ,TRANSF CORRIENTES DEL ÁREA METROPOLITANA PLAN DE BARRIOS,6,0,6,0
2022,,465    ,TRANSFERENCIAS CORRIENTES ENTES COMARCALES             ,55000,48840,103840,98340
2022,,467    ,TRANSFERENCIAS CORRIENTES DE CONSORCIOS,15000,0,15000,13430.57
2022,,470    ,SUBVENCIONES DE EMPRESAS                            ,5000,0,5000,20000
2022,,480    ,SUBVENCIONES FORMACIÓN Y OCUPACIÓN                   ,6,41926.97,41932.97,41926.97
2022,,481    ,SUBVENCIONES INSTITUC Y FAMIL SIN ÁNIMO DE LUCRO,6,0,6,5824
2022,,491    ,TRANFERENCIA FONDOS EUROPEOS MOVES,41000,0,41000,0
2022,,514    ,INTERESES DE SOCIEDADES MERCANTILES                ,172542,0,172542,75161.88
2022,,52     ,INTERESES DE DEPÓSITOS                            ,6,0,6,0
2022,,541    ,PRODUCTO ALQUILERES INMUEBLES                    ,116000,0,116000,166885.04
2022,,550    ,CONCESIONES ADMINISTRATIVAS                       ,270000,0,270000,272225.36
2022,,559    ,OTRAS CONCESIONES Y APROVECHAMIENTOS,16330,0,16330,28415.48
2022,,75030  ,TRANSF CAPITAT GENERALITAT DE CATALUNYA-EDUCACIÓN,521620,0,521620,0
2022,,751    ,TRANSFERENCIA DE CAPITAL AGENCIA CATALANA DEL AGUA,496114,0,496114,34282.72
2022,,761    ,TRANSF CAPITAL DIPUTACIÓN DE BARCELONA             ,2480693,0,2480693,735377.04
2022,,764    ,TRANSF CAPITAL AREA METROPOLITANA DE BARCELONA    ,3658638,0,3658638,0
2022,,797    ,"FONDOS NEXT GENERETION EU. PLAN RECUPERACIÓN, TRANSF",30000,0,30000,0
2022,,82120  ,REINTEGRO PRÉSTAMOS SECTOR PÚBLICO LOCAL,700026,0,700026,250142.8
2022,,830    ,ANTICIPOS REINTEGRABLES PERSONAL                  ,1000,18500,19500,18128.32
2022,,765    ,TRANFERENCIAS CAPITAL CONSEJO COMARCAL,0,0,0,527229.9
2022,,87000  ,REMANENTE TESORERIA GASTOS GENERALES,0,36528433.68,36528433.68,0
2022,,34907  ,CESIÓN DE ESPACIOS MUNICIPALES RODAJES Y REPORT FOTOG,0,0,0,806
2022,,720    ,TRANSFERENCIAS DE CAPITAL ADMIN GENERAL DEL ESTADO,0,0,0,121619.5
,,,,,,,
,,,,,,,
