#Ejercicio,Org.,Econ.,Denominación (castellano),Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2014,     ,32902  ,CONTROL SANITARIO DE ESTABLECIMIENTOS                   ,1000,0,1000,720
2014,     ,32903  ,OTRAS TASAS REALIZ.ACT. COMPETENCIA LOCAL        ,0,0,0,26349.01
2014,     ,331    ,TASAS VADOS                                       ,545400,0,545400,563296.7
2014,     ,332    ,UTILITZACIÓN PRIVATIVA/APROVECHAMIENTO EMP SUMINISTRA,1100000,0,1100000,1337626.24
2014,     ,333    ,UTILITZACIÓN PRIVATIVA/APROVECHAMIENTO EMP TELECOMUNIC,6,0,6,39885.47
2014,     ,335    ,TASAS VELADORES Y SILLAS                    ,103000,0,103000,131100.91
2014,     ,338    ,TASA COMPENSACIÓN TELEFÓNICA ESPAÑA                ,250000,0,250000,205462.71
2014,     ,339    ,OTRAS UTILITZACIONS PRIVATIVES DEL DOMINI PUBLIC ,120000,0,120000,307550.2
2014,     ,33901  ,TASAS QUIOSCOS                                    ,80000,0,80000,46585
2014,     ,33902  ,TASAS PARADAS EN LA VIA PÚBLICA                    ,40000,0,40000,53749
2014,     ,34901  ,HUERTOS LÚDICOS                                      ,10300,0,10300,11025
2014,     ,34902  ,SERVICIOS CULTURALES,1000,2078.35,3078.35,3307.77
2014,     ,34903  ,SERVICIOS CULTURALES TEATRE MODERN                   ,6,36754.07,36760.07,41155.16
2014,     ,34904  ,SERVICIOS PROMOCIÓN ECONÓMICA                        ,5000,0,5000,1627.32
2014,     ,34905  ,SERVICIOS/ACTIVIDADES MEDIO AMBIENTE (ACTIVIDADES)      ,45000,0,45000,54915
2014,     ,36000  ,VENTA MATERIAL RECHAZO                         ,10000,0,10000,15875.24
2014,     ,36001  ,VENTA DE PUBLICACIONES                             ,100,0,100,894.75
2014,     ,36002  ,VENTA DE ELECTRICIDAD                             ,30000,0,30000,30695.1
2014,     ,36003  ,"PRESTACIÓN SERVICIOS MEDIO AMBIENTE (PAPEL, VIDRIO, CART",260000,0,260000,403687.24
2014,     ,389    ,REINTEGROS PRESUPUESTOS CERRADOS          ,5000,0,5000,8864.61
2014,     ,38901  ,REINTEGROS ANUNCIOS                            ,5000,0,5000,9409.27
2014,     ,39100  ,MULTAS INFRACCIONES URBANISTICAS           ,5000,0,5000,6250
2014,     ,39120  ,MULTAS CIRCULACIÓN                                 ,500000,0,500000,1002402.5
2014,     ,39190  ,OTRAS MULTAS Y SANCIONES                          ,40000,0,40000,117134.38
2014,     ,39200  ,RECARGO DECLARACION EXTEMPORÁNEA                  ,10000,0,10000,9475.37
2014,     ,39211  ,RECARGO APREMIO,20000,0,20000,43253.08
2014,     ,393    ,INTERESES DE DEMORA                              ,50000,0,50000,738601.79
2014,     ,398    ,INDEMNIZACIONES DE SEGUROS NO VIDA     ,20000,0,20000,93063.7
2014,     ,399    ,OTROS INGRESOS DIVERSOS                          ,50000,0,50000,78962.56
2014,     ,42000  ,PARTICIPACIÓN EN TRIBUTOS DEL ESTADO                ,12755248,0,12755248,12777161.36
2014,     ,441    ,TRANSFERENCIAS DE EMPRESAS ENTIDAD LOCAL           ,0,10756.69,10756.69,10756.69
2014,     ,45000  ,FONDO COOPERACIÓN LOCAL CATALUÑA                   ,378110,0,378110,55775.68
2014,     ,45001  ,OTRAS TRANSFERENCIAS DE LA GENERALITAT           ,15000,234664,249664,278485
2014,     ,45002  ,SUBV. GENERALITAT SERVICIOS SOCIALES/IGUALDAD        ,1750000,0,1750000,2612758.95
2014,     ,45030  ,SUBV. GENERALITAT EDUCACIÓN                        ,225312,0,225312,805020
2014,     ,45050  ,SUBV. GENERALITAT OCUPACIÓN-DESARROLLO LOCAL  ,6,1555307.28,1555313.28,1424589.97
2014,     ,450801 ,SUBV. GENERALITAT SANIDAD-CONSUMO                  ,44960,0,44960,15037.14
2014,     ,450802 ,SUBVENCIONES GENERALITAT CULTURA-JUVENTUD          ,6,0,6,25694
2014,     ,450803 ,SUBVENCIO GENERALITAT TURISMO                     ,0,49714.43,49714.43,72263.35
2014,     ,46100  ,SUBV. DIPUTACIÓN,0,0,0,61352.59
2014,     ,46101  ,SUBV. DIPUTACIÓN FORMACIÓN-OCUPACIÓN                 ,6,181939,181945,195499
2014,     ,46102  ,SUBV. DIPUTACIÓN SERVICIOS SOCIALES                   ,448000,0,448000,357995.98
2014,     ,46103  ,SUBV. DIPUTACIÓN EDUCACIÓN,278000,0,278000,42105.57
2014,     ,46104  ,SUBV. DIPUTACIÓN DEPORTES                           ,24000,0,24000,38444
2014,     ,46105  ,SUBV. DIPUTACIÓN SALUD PÚBLICA                     ,58000,0,58000,41860
2014,     ,46106  ,"SUBV. DIPUTACIÓN, CULTURA-JUVENTUD                 ",17000,0,17000,19220.88
2014,     ,46107  ,SUBV. DIPUTACIÓN MEDIO AMBIENTE                      ,6,0,6,6900
2014,     ,46108  ,SUBV DIPUTACIÓN PROMOCIÓN MUJER,31100,0,31100,0
2014,     ,46109  ,SUBV DIPUTACIÓN PROGRAMA COMPLEMENTARIO SOPORTE      ,244105,0,244105,0
2014,     ,462    ,TRANSFERENCIAS CORRIENTES DE AYUNTAMIENTOS             ,6,0,6,31776
2014,     ,464    ,TRANSFERENCIAS CORRIENTES DE AREAS METROPOLITANAS    ,6,369569.1,369575.1,428106.25
2014,     ,465    ,TRANSFERENCIAS CORRIENTES ENTES COMARCALES             ,6,0,6,22200.46
2014,     ,470    ,SUBVENCIONES DE EMPRESAS                            ,5000,28702.48,33702.48,31702.48
2014,     ,480    ,SUBVENCIONES FORMACIÓN Y OCUPACIÓN                   ,6,104568.4,104574.4,104568.4
2014,     ,490    ,SUBV. FONDO SOCIAL EUROPEO                         ,6,0,6,0
2014,     ,491    ,FEDER                                             ,0,21375,21375,40680.21
2014,     ,52     ,INTERESES DE DEPÓSITOS                            ,600000,0,600000,739961.55
2014,     ,541    ,PRODUCTO ALQUILERES INMUEBLES                    ,50000,0,50000,53577.06
2014,     ,550    ,CONCESIONES ADMINISTRATIVAS                       ,135000,0,135000,232062.47
2014,     ,603    ,PATRIMONI PÚBLICO DEL SUELO                          ,0,0,0,664005.6
2014,     ,75080  ,OTRAS TRANS CAPITAL ADM GRAL GENERALITAT         ,0,0,0,33600
2014,     ,753    ,"TRANS CAPITAL SOCIED MERCANTILES,EEPP,OTROS ORGANI",0,0,0,846893.9
2014,     ,761    ,TRANSF CAPITAL DIPUTACIÓN DE BARCELONA             ,125000,0,125000,1557100.59
2014,     ,764    ,TRANSF CAPITAL AREA METROPOLITANA DE BARCELONA    ,1226662,0,1226662,2843568.32
2014,     ,830    ,ANTICIPOS REINTEGRABLES PERSONAL                  ,1000,165665.78,166665.78,164950.78
2014,     ,87000  ,ROMANENTE TESORIA GASTOS GENERALES      ,0,25462207.88,25462207.88,0
