#Ejercicio,Org.,Econ.,Denominació (cat),Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2020,,46104  ,SUBV. DIPUTACIÓ ESPORTS                           ,25528,0,25528,0
2020,,46105  ,SUBV. DIPUTACIÓ SALUT PUBLICA                     ,188992,0,188992,148464.09
2020,,46106  ,"SUBV. DIPUTACIÓ, CULTURA-JOVENTUT                 ",42852,0,42852,3000
2020,,46107  ,SUBV. DIPUTACIÓ MEDI AMBIENT                      ,4408,0,4408,0
2020,,46108  ,SUBV DIPUTACIÓ PROMOCIO DONA                      ,20047,0,20047,20307.66
2020,,46109  ,SUBV DIPUTACIÓ PROGRAMA COMPLEMENTARI SUPORT      ,100000,0,100000,0
2020,,481    ,SUBVENCIONS INSTITUC I FAMIL SENSE ÀNIM DE LUCRE  ,0,0,0,50
2020,,600    ,VENDA DE SOLARS                                   ,0,0,0,302592.1
2020,,462    ,TRANSFERENCIES CORRENTS D'AJUNTAMENTS             ,6,0,6,18613.7
2020,,4641   ,TRANSFERENCIES CORRENTS D'AREA METROPOLITANA  FORM,6,0,6,64903.89
2020,,4642   ,TRANSFERENCIES CORRENTS D'AREA METROPOLITANA POBRE,60312,0,60312,0
2020,,4643   ,TRANSFERENCIES CORRENTS D'AREA METROPOLITANA      ,8000,0,8000,28199.09
2020,,465    ,TRANSFERENCIES CORRENTS ENS COMARCALS             ,6,16962.86,16968.86,40902.86
2020,,467    ,TRANSFERENCIES CORRENTS DE CONSORCIS              ,12000,0,12000,10406.57
2020,,470    ,SUBVENCIONS D'EMPRESES                            ,5000,0,5000,25000
2020,,480    ,SUBVENCIONS FORMACIÓ I OCUPACIÓ                   ,6,0,6,0
2020,,490    ,SUBV. FONS SOCIAL EUROPEU                         ,6,0,6,0
2020,,514    ,INTERESSOS DE SOCIETATS MERCANTILS                ,190464,0,190464,94146.53
2020,,52     ,INTERESSOS DE DIPÓSITS                            ,50000,0,50000,16907.9
2020,,541    ,PRODUCTE ARRENDAMENTS IMMOBLES                    ,77725,0,77725,19431.13
2020,,550    ,CONCESSIONS ADMINISTRATIVES                       ,230000,0,230000,173191.2
2020,,559    ,ALTRES CONCESSIONS I APROFITAMENTS                ,16330,0,16330,20344.43
2020,,761    ,TRANSF CAPITAL DIPUTACIÓ DE BARCELONA             ,635266,0,635266,0
2020,,764    ,TRANSF CAPITAL AREA METROPOLITANA DE BARCELONA    ,1307515,0,1307515,45095.04
2020,,82120  ,REINTREGRAMENT PRESTECS SECTOR PUBLIC LOCAL       ,710552,0,710552,350012.74
2020,,830    ,BESTRETES REINTEGRABLES PERSONAL                  ,1000,9000,10000,8070.94
2020,,602    ,PARCELES SOBRANTS DE LA VIA PUBLICA               ,0,0,0,129339.53
2020,,87000  ,ROMANENT TRESORERIA DESPESES GENERALS             ,0,15717796.87,15717796.87,0
