#ejercicio,Org.,Prog.,Econ.,Denominación (cat),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2020,031  ,160  ,22700  ,"CLAVEGUERAM, CONT PREST SERVEIS                   ",031,16   ,22    ,752896,,,
2020,031  ,1621 ,22700  ,"RECOLLIDA, ELIMINACIÓ I TRACTAMENT DE RESIDUS     ",031,16   ,22    ,3346559,,,
2020,031  ,163  ,22700  ,NETEJA VIARIA                                     ,031,16   ,22    ,6768640,,,
2020,031  ,165  ,22100  ,CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC                 ,031,16   ,22    ,612365,,,
2020,031  ,165  ,22199  ,"ENLLUMENAT PÚBLIC, MATERIAL TÈCNIC                ",031,16   ,22    ,30000,,,
2020,031  ,165  ,22799  ,"ENLLUMENAT PÚBLIC, PREST SERVEIS                  ",031,16   ,22    ,729046,,,
2020,031  ,171  ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,51877,,,
2020,031  ,171  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,19514,,,
2020,031  ,171  ,210    ,CONSERV-MANTENIMENT PARCS I JARDINS               ,031,17   ,21    ,1466635,,,
2020,031  ,459  ,619    ,MILLORA CAMINS RURALS                             ,031,459  ,619   ,20000,,,
2020,031  ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,,9    ,1     ,60683,,,
2020,031  ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,16406,,,
2020,031  ,920  ,212    ,EDIFICIS-INSTAL MPALS CONSERV-REPARACIÓ           ,031,92   ,21    ,780292,,,
2020,031  ,920  ,22100  ,ELECTRICITAT EDIFICIS MPALS                       ,031,92   ,22    ,315568,,,
2020,031  ,920  ,22101  ,CONSUM AIGUA EDIFICIS MPALS                       ,031,92   ,22    ,41000,,,
2020,031  ,920  ,22102  ,CONSUM GAS EDIFICIS MUNICIPALS                    ,031,92   ,22    ,11031,,,
2020,031  ,920  ,22700  ,NETEJA EDIFICIS MUNICIPALS                        ,031,92   ,22    ,584630,,,
2020,031  ,920  ,22799  ,CONTR PREST SERVEIS INFRAES VÀRIES                ,031,92   ,22    ,247133,,,
2020,032  ,170  ,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,,1    ,1     ,70198,,,
2020,032  ,170  ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,32013,,,
2020,032  ,170  ,12001  ,SOUS DEL GRUP A2                                  ,,1    ,1     ,14075,,,
2020,032  ,170  ,12003  ,SOUS DEL GRUP C1                                  ,,1    ,1     ,32340,,,
2020,032  ,170  ,12004  ,SOUS DEL GRUP C2                                  ,,1    ,1     ,27412,,,
2020,032  ,170  ,12006  ,TRIENNIS                                          ,,1    ,1     ,15165,,,
2020,032  ,170  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,48898,,,
2020,032  ,170  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,114485,,,
2020,032  ,170  ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,196598,,,
2020,032  ,170  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,166688,,,
2020,032  ,170  ,22602  ,DESP DIFUSIÓ AMBIENTAL                            ,032,17   ,22    ,23000,,,
2020,032  ,170  ,226021 ,DESP DIFUSIÓ PLATJA                               ,032,17   ,22    ,6000,,,
2020,032  ,170  ,22699  ,DESP DIVERSES QUALITAT AMBIENTAL                  ,032,17   ,22    ,810,,,
2020,032  ,170  ,227991 ,CONTR PREST SERV PLATJA                           ,032,17   ,22    ,20000,,,
2020,032  ,170  ,227992 ,CONTR PREST SERVEIS EDUCACIÓ AMBIENTAL            ,032,17   ,22    ,133103,,,
2020,032  ,170  ,227993 ,ESTUDIS I TREBALLS TÈCNICS                        ,032,17   ,22    ,40000,,,
2020,032  ,170  ,489    ,TRANSF CORRENTS EDUC PROM AMBIENTAL               ,032,17   ,48    ,20700,,,
2020,032  ,170  ,48901  ,QUOTES-APORTACIONS DIVERSES                       ,032,17   ,48    ,3630,,,
2020,032  ,170  ,48904  ,TRANSF CORRENT CRAM                               ,032,170  ,48904 ,30000,,,
2020,032  ,1721 ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,16007,,,
2020,032  ,1721 ,12006  ,TRIENNIS                                          ,,1    ,1     ,4403,,,
2020,032  ,1721 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,7785,,,
2020,032  ,1721 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,13357,,,
2020,013  ,1320 ,124    ,RETRIBUCIONS FUNC PRÀCTIQUES                      ,,1    ,1     ,417849,,,
2020,013  ,1320 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,239032,,,
2020,013  ,1320 ,13001  ,HORES EXTRAORDINÀRIES PERSONAL LABORAL FIX        ,,1    ,1     ,6720,,,
2020,013  ,1320 ,13002  ,ALTRES REMUNERACIONS PERSONAL LABORAL FIX         ,,1    ,1     ,19776,,,
2020,013  ,1320 ,131    ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL            ,,1    ,1     ,3576,,,
2020,013  ,1320 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,,1    ,1     ,115992,,,
2020,013  ,1320 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,1744321,,,
2020,021  ,150  ,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,,1    ,1     ,160731,,,
2020,021  ,150  ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,80031,,,
2020,021  ,150  ,12003  ,SOUS DEL GRUP C1                                  ,,1    ,1     ,32340,,,
2020,021  ,150  ,12004  ,SOUS DEL GRUP C2                                  ,,1    ,1     ,73098,,,
2020,021  ,150  ,12006  ,TRIENNIS                                          ,,1    ,1     ,35786,,,
2020,021  ,150  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,90071,,,
2020,021  ,150  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,242039,,,
2020,021  ,150  ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,35863,,,
2020,021  ,150  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,190193,,,
2020,021  ,150  ,22699  ,DESP DIVERSES                                     ,021,15   ,22    ,15000,,,
2020,021  ,150  ,22706  ,ESTUDIS I TREBALLS TÈCNICS                        ,021,15   ,22    ,62316,,,
2020,021  ,150  ,489    ,QUOTES-APORTACIONS DIVERSES                       ,021,15   ,48    ,11000,,,
2020,021  ,150  ,609    ,INV NOVA EN INSTAL LACIONS                        ,021,150  ,609   ,100000,,,
2020,021  ,150  ,639    ,INV DE MILLORA EN INSTAL LACIONS                  ,021,150  ,639   ,100000,,,
2020,021  ,150  ,640    ,"REDACCIÓ DE PROJECTES, ESTUDIS, DIRECCIONS OBRES  ",021,150  ,640   ,50000,,,
2020,021  ,151  ,464    ,APORTACIÓ CONVENI DISCIPLINA URBANÍSTICA AMB      ,021,151  ,464   ,11103,,,
2020,021  ,1511 ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,16007,,,
2020,021  ,1511 ,12001  ,SOUS DEL GRUP A2                                  ,,1    ,1     ,14075,,,
2020,021  ,1511 ,12006  ,TRIENNIS                                          ,,1    ,1     ,5846,,,
2020,021  ,1511 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,17800,,,
2020,021  ,1511 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,58120,,,
2020,021  ,1511 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,28563,,,
2020,021  ,1512 ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,128050,,,
2020,021  ,1512 ,12001  ,SOUS DEL GRUP A2                                  ,,1    ,1     ,112600,,,
2020,021  ,1512 ,12003  ,SOUS DEL GRUP C1                                  ,,1    ,1     ,21560,,,
2020,021  ,1512 ,12006  ,TRIENNIS                                          ,,1    ,1     ,56251,,,
2020,021  ,1512 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,130489,,,
2020,021  ,1512 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,383194,,,
2020,021  ,1512 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,30541,,,
2020,021  ,1512 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,241867,,,
2020,021  ,1513 ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,64025,,,
2020,021  ,1513 ,12001  ,SOUS DEL GRUP A2                                  ,,1    ,1     ,42225,,,
2020,021  ,1513 ,12003  ,SOUS DEL GRUP C1                                  ,,1    ,1     ,43120,,,
2020,021  ,1513 ,12004  ,SOUS DEL GRUP C2                                  ,,1    ,1     ,36549,,,
2020,021  ,1513 ,12006  ,TRIENNIS                                          ,,1    ,1     ,27232,,,
2020,021  ,1513 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,86137,,,
2020,021  ,1513 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,218543,,,
2020,021  ,1513 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,40263,,,
2020,021  ,1513 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,165222,,,
2020,021  ,1521 ,467    ,APORT. CONSORCI PRAT NORD                         ,021,1521 ,467   ,40091,,,
2020,021  ,1531 ,609    ,INV NOVA INFRAESTRUCTURA I BÉNS ÚS GRAL           ,021,1531 ,609   ,100000,,,
2020,021  ,1531 ,619    ,INV MILLORA INFRAESTRUCT I BÉNS ÚS GRAL           ,021,1531 ,619   ,200000,,,
2020,021  ,333  ,622    ,INVERSIO NOVA EN EQUIPAMENTS I SERVEIS            ,021,333  ,622   ,900000,,,
2020,021  ,440  ,12001  ,SOUS DEL GRUP A2                                  ,,4    ,1     ,14075,,,
2020,021  ,440  ,12006  ,TRIENNIS                                          ,,4    ,1     ,3005,,,
2020,021  ,440  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,4    ,1     ,6714,,,
2020,021  ,440  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,4    ,1     ,20672,,,
2020,021  ,440  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,4    ,1     ,11678,,,
2020,021  ,4411 ,22602  ,PUBLICITAT-DIFUSIÓ TRANSPORT                      ,021,44   ,22    ,5000,,,
2020,021  ,4411 ,22701  ,PRESTACIÓ DE SERVEIS MOBILITAT                    ,021,44   ,22    ,17000,,,
2020,021  ,4411 ,464    ,TRANSF TRANSPORT URBÀ                             ,021,44   ,46    ,339000,,,
2020,021  ,4411 ,489    ,QUOTA-APORTACIONS DIVERSES                        ,021,44   ,48    ,1200,,,
2020,021  ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,,9    ,1     ,121365,,,
2020,021  ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,32811,,,
2020,021  ,933  ,632    ,INV MILLORA EQUIPAMENTS I SERVEIS                 ,021,933  ,632   ,200000,,,
2020,031  ,1321 ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,32013,,,
2020,031  ,1321 ,12003  ,SOUS DEL GRUP C1                                  ,,1    ,1     ,21560,,,
2020,031  ,1321 ,12004  ,SOUS DEL GRUP C2                                  ,,1    ,1     ,45687,,,
2020,031  ,1321 ,12006  ,TRIENNIS                                          ,,1    ,1     ,14060,,,
2020,031  ,1321 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,42728,,,
2020,031  ,1321 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,104005,,,
2020,031  ,1321 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,81493,,,
2020,031  ,135  ,12001  ,SOUS DEL GRUP A2                                  ,,1    ,1     ,14075,,,
2020,031  ,135  ,12006  ,TRIENNIS                                          ,,1    ,1     ,6513,,,
2020,031  ,135  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,6714,,,
2020,031  ,135  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,12529,,,
2020,031  ,135  ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,50380,,,
2020,031  ,135  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,26323,,,
2020,031  ,135  ,22199  ,MATERIAL DIVERS - PROTECCIÓ CIVIL                 ,031,13   ,22    ,4000,,,
2020,031  ,135  ,22602  ,PUBLICITAT I DIFUSIÓ - PROTECCIÓ CIVIL            ,031,13   ,22    ,1000,,,
2020,031  ,135  ,22706  ,ESTUDIS I TREBALLS TÈCNICS PROTECCIÓ CIVIL        ,031,13   ,22    ,6000,,,
2020,031  ,1500 ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,16007,,,
2020,031  ,1500 ,12003  ,SOUS DEL GRUP C1                                  ,,1    ,1     ,32340,,,
2020,031  ,1500 ,12004  ,SOUS DEL GRUP C2                                  ,,1    ,1     ,73098,,,
2020,031  ,1500 ,12005  ,SOUS DEL GRUP E                                   ,,1    ,1     ,8374,,,
2020,031  ,1500 ,12006  ,TRIENNIS                                          ,,1    ,1     ,20005,,,
2020,031  ,1500 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,55740,,,
2020,031  ,1500 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,170132,,,
2020,031  ,1500 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,271797,,,
2020,031  ,1500 ,13001  ,HORES EXTRAORDINÀRIES PERSONAL LABORAL FIX        ,,1    ,1     ,480,,,
2020,031  ,1500 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,,1    ,1     ,1800,,,
2020,031  ,1500 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,217003,,,
2020,031  ,1500 ,214    ,REPARAC VEHICLES                                  ,031,15   ,21    ,71160,,,
2020,031  ,1500 ,221031 ,COMBUSTIBLE VEHICLES                              ,031,15   ,22    ,76552,,,
2020,031  ,1500 ,22104  ,VESTUARI BRIGADA                                  ,031,15   ,22    ,66000,,,
2020,031  ,1500 ,22199  ,"BRIGADA, MATERIAL TÈCNIC                          ",031,15   ,22    ,38800,,,
2020,031  ,1500 ,224    ,ASSEGURANCES VEHICLES                             ,031,15   ,22    ,23723,,,
2020,031  ,1501 ,12004  ,SOUS DEL GRUP C2                                  ,,1    ,1     ,36549,,,
2020,031  ,1501 ,12005  ,SOUS DEL GRUP E                                   ,,1    ,1     ,16748,,,
2020,031  ,1501 ,12006  ,TRIENNIS                                          ,,1    ,1     ,4843,,,
2020,012  ,931  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,216044,,,
2020,012  ,931  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,120611,,,
2020,012  ,932  ,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,48019,,,
2020,012  ,932  ,12001  ,SOUS DEL GRUP A2                                  ,,9    ,1     ,14075,,,
2020,012  ,932  ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,53900,,,
2020,012  ,932  ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,54824,,,
2020,012  ,920  ,22799  ,CONTR PRESTACIÓ DE SERVEIS                        ,012,92   ,22    ,200000,,,
2020,012  ,920  ,23010  ,DIETES PERSONAL DIRECTIU                          ,012,92   ,23    ,2658,,,
2020,012  ,920  ,23020  ,DIETES PERSONAL NO DIRECTIU                       ,012,92   ,23    ,2658,,,
2020,012  ,920  ,23110  ,LOCOMOCIÓ PERSONAL DIRECTIU                       ,012,92   ,23    ,3562,,,
2020,012  ,920  ,23120  ,LOCOMOCIÓ PERSONAL NO DIRECTIU                    ,012,92   ,23    ,3606,,,
2020,012  ,920  ,233    ,ASSISTÈNCIA TRIBUNALS                             ,012,92   ,23    ,1800,,,
2020,012  ,920  ,467    ,ECONOMIA-TRANSF.LOCALRET                          ,012,920  ,467   ,8000,,,
2020,012  ,920  ,489    ,BEQUES PERSONAL COL·LABORADOR                     ,012,92   ,48    ,40000,,,
2020,012  ,920  ,622    ,INVERSIÓ EDIFICIS I ALTRES                        ,012,920  ,622   ,181000,,,
2020,012  ,920  ,624    ,INVERSIÓ ELEMENTS DE TRANSPORT                    ,012,920  ,624   ,100000,,,
2020,012  ,920  ,626    ,MATERIAL INVENTARIABLE. EQUIPS PROCESOS INFORMÀTIC,012,920  ,626   ,100000,,,
