#Ejercicio,Org.,Econ.,Denominación (cast.),Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2018,,36002  ,VENTA DE ELECTRICIDAD,45000,0,45000,43252.24
2018,,36003  ,"PRESTACIÓN SERVICIOS MEDIO AMBIENTE (PAPEL, VIDRIO, CART...)",330000,0,330000,428446.88
2018,,389    ,REINTEGROS PRESUPUESTOS CERRADOS,5000,0,5000,45090.15
2018,,38901  ,REINTEGRO ANUNCIOS,5000,0,5000,10239.25
2018,,39100  ,MULTAS INFRACCIONES URBANÍSTICAS,10000,0,10000,10500
2018,,39120  ,MULTAS DE CIRCULACIÓN,500000,0,500000,2642717
2018,,39190  ,OTRAS MULTAS Y SANCIONES,50000,0,50000,161181.58
2018,,39200  ,RECARGO DECLARACIÓN EXTEMPORÁNEA,7000,0,7000,1426.75
2018,,39211  ,RECARGO DE CONSTREÑIMIENTO,36000,0,36000,60365.13
2018,,393    ,INTERESES DE DEMORA,55000,0,55000,88760.56
2018,,398    ,INDEMNIZACIONES DE SEGUROS NO VIDA,90000,0,90000,25695.19
2018,,399    ,OTROS INGRESOS DIVERSOS,100000,0,100000,118262.73
2018,,39901  ,OTROS INGRESOS EJECUCIONES SUBSIDIARIAS,6,37519.77,37525.77,48448.61
2018,,42000  ,PARTICIPACIÓN EN TRIBUTOS DEL ESTADO,14952912,0,14952912,14544101.13
2018,,45000  ,FONDO COOPERACIÓN LOCAL CATALUÑA,387634,0,387634,388409.84
2018,,45001  ,OTRAS TRANSFERENCIAS DE LA GENERALITAT,34500,11937.76,46437.76,165387.85
2018,,45002  ,SUBV. GENERALITAT SERVICIOS SOCIALES/IGUALDAD,2222799,0,2222799,2105240.01
2018,,45030  ,SUBV. GENERALITAT EDUCACIÓN,1000,0,1000,80790.2
2018,,45050  ,SUBV. GENERALITAT OCUPACIÓN-DESARROLLO LOCAL,6,1198575.65,1198581.65,1244823.09
2018,,450801 ,SUBV. GENERALITAT SANIDAD-CONSUMO,1000,0,1000,0
2018,,450802 ,SUBV. GENERALITAT CULTURA-JUVENTUD,1800,0,1800,72400
2018,,450803 ,SUBV. GENERALITAT TURISMO,56732,0,56732,134115.12
2018,,45300  ,"DE SOCIEDADES, ENTES PÚBLICOS I OTROS DEPENDIENTES CCAA",10000,0,10000,9135
2018,,46100  ,SUBVENCIONES DIPUTACIÓN,10000,198158.9,208158.9,109206
2018,,46101  ,SUBV. DIPUTACIÓN FORMACIÓN-OCUPACIÓN,6,264476.6,264482.6,443085.3
2018,,481    ,DE INSTITUCIONES SIN ÁNIMO DE LUCRO,0,0,0,3000
