#ejercicio,Org.,Prog.,Econ.,Denominación (CATALAN),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2014,03   ,3201 ,22602  ,PUBLICITAT DIFUSIÓ DIRECCIÓ PROM ESCOL            ,03,32   ,22    ,8748,0,8748,17102.05
2014,03   ,3201 ,22699  ,DESP DIVERSES                                     ,03,32   ,22    ,2217,0,2217,1268.98
2014,03   ,3202 ,12000  ,SOUS DEL GRUP A1                                  ,  ,3    ,1     ,13309,0,13309,0
2014,03   ,3202 ,12001  ,SOUS DEL GRUP A2                                  ,  ,3    ,1     ,69047,0,69047,70005.54
2014,03   ,3202 ,12003  ,SOUS DEL GRUP C1                                  ,  ,3    ,1     ,8640,0,8640,8640.24
2014,03   ,3202 ,12004  ,SOUS DEL GRUP C2                                  ,  ,3    ,1     ,14382,0,14382,15039.24
2014,03   ,3202 ,12006  ,TRIENNIS                                          ,  ,3    ,1     ,23510,0,23510,23130.26
2014,03   ,3202 ,120091 ,ALTRES RETRIBUCIONS BÀSIQUES                      ,  ,3    ,1     ,26312,0,26312,17356.11
2014,03   ,3202 ,12100  ,COMPLEMENT DE DESTINACIO                          ,  ,3    ,1     ,45322,0,45322,38457.25
2014,03   ,3202 ,12101  ,COMPLEMENT ESPECIFIC                              ,  ,3    ,1     ,121280,0,121280,124593
2014,03   ,3202 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,  ,3    ,1     ,30657,0,30657,28267.66
2014,03   ,3202 ,13199  ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL-SUPLENCIES ,  ,3    ,1     ,16531,0,16531,0
2014,03   ,3202 ,151    ,GRATIFICACIO SERVEIS FUNCIONARIS                  ,  ,3    ,1     ,1829,0,1829,2172.81
2014,03   ,3202 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,  ,3    ,1     ,107832,-11000,96832,95970.65
2014,03   ,3202 ,226991 ,DESP DIVERSES MILLORA ENSENYAMENT PÚBLIC          ,03,32   ,22    ,11746,0,11746,8246.73
2014,03   ,3202 ,227992 ,PREST. SERVEIS ESCOLES BARRI SANT COSME           ,03,32   ,22    ,29280,0,29280,24400
2014,03   ,3203 ,12001  ,SOUS DEL GRUP A2                                  ,  ,3    ,1     ,11508,0,11508,5753.88
2014,03   ,3202 ,227991 ,PREST SERV PROJECTES SOCIOEDUCATIUS               ,03,32   ,22    ,107882,0,107882,134728.77
2014,03   ,3203 ,12006  ,TRIENNIS                                          ,  ,3    ,1     ,2503,0,2503,1251.72
2014,03   ,3203 ,120091 ,ALTRES RETRIBUCIONS BÀSIQUES                      ,  ,3    ,1     ,2403,0,2403,1279.55
2014,03   ,922  ,12100  ,COMPLEMENT DE DESTINACIO                          ,  ,9    ,1     ,3660,0,3660,3876.31
2014,03   ,922  ,12101  ,COMPLEMENT ESPECIFIC                              ,  ,9    ,1     ,9099,0,9099,10195.76
2014,03   ,922  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,  ,9    ,1     ,6850,0,6850,7442.37
2014,04   ,221  ,164    ,AJUDA FAMILIAR                                    ,  ,2    ,1     ,1429,0,1429,1429.08
2014,04   ,340  ,12000  ,SOUS DEL GRUP A1                                  ,  ,3    ,1     ,13309,0,13309,8478.87
2014,04   ,340  ,12003  ,SOUS DEL GRUP C1                                  ,  ,3    ,1     ,17280,0,17280,17280.48
2014,04   ,340  ,12004  ,SOUS DEL GRUP C2                                  ,  ,3    ,1     ,7191,0,7191,7191
2014,04   ,340  ,12006  ,TRIENNIS                                          ,  ,3    ,1     ,6069,0,6069,5512.16
2014,04   ,340  ,120091 ,ALTRES RETRIBUCIONS BÀSIQUES                      ,  ,3    ,1     ,9132,0,9132,5860.76
2014,04   ,340  ,120099 ,RETRIBUCIONS BÀSIQUES SUPLÈNCIES                  ,  ,3    ,1     ,2108,0,2108,0
2014,04   ,340  ,12100  ,COMPLEMENT DE DESTINACIO                          ,  ,3    ,1     ,17437,0,17437,14898.07
2014,04   ,340  ,12101  ,COMPLEMENT ESPECIFIC                              ,  ,3    ,1     ,48557,0,48557,46914.45
2014,04   ,340  ,121039 ,RETRIBUCIONS COMPLEMENTARIES SUPLENCIES           ,  ,3    ,1     ,3143,0,3143,0
2014,04   ,340  ,151    ,GRATIFICACIO SERVEIS FUNCIONARIS                  ,  ,3    ,1     ,78,0,78,317.32
2014,04   ,340  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,  ,3    ,1     ,36696,0,36696,36247.23
2014,04   ,340  ,22602  ,PUBLICITAT-DIFUSIÓ                                ,04,34   ,22    ,9295,0,9295,9764.76
2014,04   ,340  ,22706  ,ESTUDIS I TREBALLS TÈCNICS                        ,04,34   ,22    ,900,0,900,0
2014,04   ,3411 ,12004  ,SOUS DEL GRUP C2                                  ,  ,3    ,1     ,7191,0,7191,7151.05
2014,04   ,3411 ,12006  ,TRIENNIS                                          ,  ,3    ,1     ,1504,0,1504,1495.25
2014,04   ,3411 ,120091 ,ALTRES RETRIBUCIONS BÀSIQUES                      ,  ,3    ,1     ,2074,0,2074,1536.4
2014,04   ,3411 ,12100  ,COMPLEMENT DE DESTINACIO                          ,  ,3    ,1     ,3121,0,3121,3103.5
2014,04   ,3411 ,12101  ,COMPLEMENT ESPECIFIC                              ,  ,3    ,1     ,8972,0,8972,9575.24
2014,04   ,3411 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,  ,3    ,1     ,5761,0,5761,6059.29
2014,04   ,3411 ,22199  ,FOMENT ASSOC.ESPORTIU-MATERIAL-TROFEUS            ,04,34   ,22    ,10800,0,10800,10970.95
2014,04   ,3411 ,227991 ,PREST. SERVEIS COMPETICIO JJEE FUTBOL-BASQUET     ,04,34   ,22    ,38300,0,38300,31351.3
2014,04   ,3423 ,120091 ,ALTRES RETRIBUCIONS BÀSIQUES                      ,  ,3    ,1     ,15903,0,15903,9730.08
2014,04   ,3423 ,120099 ,RETRIBUCIONS BASIQUES SUPLENCIES                  ,  ,3    ,1     ,11903,0,11903,5914.32
2014,04   ,3423 ,12100  ,COMPLEMENT DE DESTINACIO                          ,  ,3    ,1     ,25934,0,25934,25676.73
2014,04   ,3423 ,12101  ,COMPLEMENT ESPECIFIC                              ,  ,3    ,1     ,84495,0,84495,85784.77
2014,04   ,3423 ,121031 ,ALTRES COMPLEMENTS                                ,  ,3    ,1     ,8582,0,8582,8947.15
2014,04   ,3423 ,121039 ,RETRIBUCIONS COMPLEMENTARIES SUPLENCIES           ,  ,3    ,1     ,19477,0,19477,10049.1
2014,04   ,3423 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,  ,3    ,1     ,171890,0,171890,168325.78
2014,04   ,3423 ,13001  ,HORES EXTRAORDINARIES PERSONAL LABORAL FIX        ,  ,3    ,1     ,5949,0,5949,5344.4
2014,04   ,3423 ,13002  ,ALTRES REMUNERACIONS PERSONAL LABORAL FIX         ,  ,3    ,1     ,11610,0,11610,12570.41
2014,04   ,3423 ,151    ,GRATIFICACIO SERVEIS FUNCIONARIS                  ,  ,3    ,1     ,6877,0,6877,6518.84
2014,04   ,3423 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,  ,3    ,1     ,132176,0,132176,146377.03
2014,04   ,3423 ,212    ,"CEM ESTRUCH, CONSERVACIÓ I REPARACIÓ              ",04,34   ,21    ,165240,0,165240,153781.57
2014,04   ,3423 ,22100  ,ELECTRICITAT CEM ESTRUCH                          ,04,34   ,22    ,140000,0,140000,117766.16
2014,04   ,3423 ,22102  ,CONSUM GAS CEM ESTRUCH                            ,04,34   ,22    ,89455,0,89455,89455
2014,04   ,3423 ,22700  ,NETEJA CEM ESTRUCH                                ,04,34   ,22    ,489608,0,489608,489608.28
2014,04   ,3424 ,22100  ,ELECTRICITAT CEM JULIO MÉNDEZ                     ,04,34   ,22    ,28000,0,28000,28000
2014,04   ,3424 ,22102  ,CONSUM GAS CEM JULIO MÉNDEZ                       ,04,34   ,22    ,11000,0,11000,10071.86
2014,04   ,3424 ,227991 ,CONSERV I GEST CEM JULIO MENDEZ                   ,04,34   ,22    ,450120,0,450120,423067.82
2014,04   ,3425 ,22100  ,ELECTRICITAT CEM FONDO D'EN PEIXO                 ,04,34   ,22    ,60000,0,60000,54925.39
2014,04   ,3425 ,22102  ,CONSUM GAS CEM FONDO D'EN PEIXO                   ,04,34   ,22    ,45000,0,45000,0
2014,04   ,3425 ,227991 ,CONTR PREST SERVEIS FONDO D'EN PEIXO              ,04,34   ,22    ,775610,0,775610,770033.24
2014,04   ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,  ,9    ,1     ,55400,0,55400,55400.1
2014,04   ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,  ,9    ,1     ,14050,0,14050,14049.84
2014,04   ,922  ,11000  ,RETRIBUCIONS BASIQUES PERSONAL EVENTUAL           ,  ,9    ,1     ,21309,0,21309,21308.6
2014,04   ,3411 ,227992 ,PREST SERVEIS FORMACIÓ ENTITATS                   ,04,34   ,22    ,5000,0,5000,0
2014,04   ,3411 ,48901  ,TRANSF CORRENTS ASSOC. ESPORTIU                   ,04,34   ,48    ,80000,0,80000,80000
2014,04   ,3411 ,48902  ,CONVENI CB PRAT PROMOCIÓ BASQUET                  ,04,3411 ,48902 ,180000,30000,210000,210000
2014,04   ,3411 ,48903  ,CONVENI AE PRAT PROMOCIÓ FUTBOL                   ,04,3411 ,48903 ,214000,30000,244000,244000
2014,04   ,3411 ,48904  ,CONVENI CD JUVENTUD PRAT                          ,04,3411 ,48904 ,12000,0,12000,12000
2014,04   ,3411 ,48905  ,CONVENI PRATENC AA                                ,04,3411 ,48905 ,57000,0,57000,57000
2014,04   ,3411 ,48906  ,BEQUES INDIVIDUALS ESPORT ESCOLAR                 ,04,34   ,48    ,20000,0,20000,9751.13
2014,04   ,3412 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,  ,3    ,1     ,39487,0,39487,40720.77
2014,04   ,3412 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,  ,3    ,1     ,12201,0,12201,12318.54
2014,04   ,3412 ,224    ,ASSEGURANCES JOCS ESPORTIUS ESCOLARS              ,04,34   ,22    ,16500,0,16500,10331.52
2014,04   ,3412 ,226093 ,DESP NIT DE L'ESPORT                              ,04,34   ,22    ,7500,0,7500,4859.64
2014,04   ,3412 ,226096 ,DESP FESTA DE LA BICICLETA                        ,04,34   ,22    ,12200,0,12200,9254.63
2014,04   ,3412 ,227991 ,DESP CURSA POPULAR                                ,04,34   ,22    ,14580,0,14580,6019.95
2014,04   ,3412 ,227992 ,DINAMITZACIÓ ESPORTIVA SANT COSME                 ,04,34   ,22    ,28080,0,28080,26781.25
2014,04   ,3412 ,227993 ,CAMPANYA NATACIO ESCOLAR AMB EDUCACIO             ,04,34   ,22    ,13000,0,13000,9233.72
2014,04   ,342  ,212    ,MANTENIMENT ALTRES INSTAL·LACIONS ESPORTIVES      ,04,34   ,21    ,23746,0,23746,15221.38
2014,04   ,342  ,22101  ,CONSUM AIGUA ESPORTS                              ,04,34   ,22    ,100698,0,100698,115227.91
2014,04   ,342  ,22104  ,VESTUARI PERSONAL ESPORTS                         ,04,34   ,22    ,12150,0,12150,5639.97
2014,04   ,342  ,22199  ,ESPORTS-SUBM. DIVERS MATERIAL                     ,04,34   ,22    ,19500,0,19500,33482.26
2014,04   ,342  ,22699  ,DESP DIVERSES ESPORTS                             ,04,34   ,22    ,4860,0,4860,4612.74
2014,04   ,342  ,227991 ,CONTR PREST SERVEIS ESPORTS                       ,04,34   ,22    ,1009648,0,1009648,891492.94
2014,04   ,342  ,227993 ,CONTR PREST SERVEIS CM VELA                       ,04,34   ,22    ,6000,0,6000,3845.84
2014,04   ,342  ,48901  ,TRANSF CORRENTS ESPORT ESCOLAR                    ,04,34   ,48    ,112000,0,112000,112000
2014,04   ,342  ,227992 ,DESP DIVERSES ACTIVITATS ESTIU                    ,04,34   ,22    ,12150,0,12150,3950.04
2014,04   ,342  ,48904  ,"CONVENI CP PRAT, GESTIO PISTA JARDINS RIB         ",04,342  ,4890  ,7600,0,7600,7600
2014,04   ,3421 ,12000  ,SOUS DEL GRUP A1                                  ,  ,3    ,1     ,13309,0,13309,13308.6
2014,04   ,3421 ,12001  ,SOUS DEL GRUP A2                                  ,  ,3    ,1     ,11508,0,11508,12466.74
2014,04   ,3421 ,12003  ,SOUS DEL GRUP C1                                  ,  ,3    ,1     ,17280,0,17280,17280.48
2014,04   ,3421 ,12004  ,SOUS DEL GRUP C2                                  ,  ,3    ,1     ,7191,0,7191,6513.74
2014,04   ,3421 ,12005  ,SOUS DEL GRUP E                                   ,  ,3    ,1     ,19745,0,19745,27172.86
2014,04   ,3421 ,12006  ,TRIENNIS                                          ,  ,3    ,1     ,12436,0,12436,12646.51
2014,04   ,3421 ,120091 ,ALTRES RETRIBUCIONS BÀSIQUES                      ,  ,3    ,1     ,17127,0,17127,14929.59
2014,04   ,3421 ,120099 ,RETRIBUCIONS BÀSIQUES SUPLÈNCIES                  ,  ,3    ,1     ,9439,0,9439,11291.42
2014,04   ,3421 ,12100  ,COMPLEMENT DE DESTINACIO                          ,  ,3    ,1     ,28909,0,28909,31738.63
2014,04   ,3421 ,12101  ,COMPLEMENT ESPECIFIC                              ,  ,3    ,1     ,83972,0,83972,104029.39
2014,04   ,3421 ,121031 ,ALTRES COMPLEMENTS                                ,  ,3    ,1     ,7486,0,7486,8193.73
2014,04   ,3421 ,121039 ,RETRIBUCIONS COMPLEMENTARIES SUPLENCIES           ,  ,3    ,1     ,15709,0,15709,19344.58
2014,04   ,3421 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,  ,3    ,1     ,163227,0,163227,156545.2
2014,04   ,3421 ,13001  ,HORES EXTRAORDINARIES PERSONAL LABORAL FIX        ,  ,3    ,1     ,4758,0,4758,3415.04
2014,04   ,3421 ,13002  ,ALTRES REMUNERACIONS PERSONAL LABORAL FIX         ,  ,3    ,1     ,16874,0,16874,14876.81
2014,04   ,3421 ,151    ,GRATIFICACIO SERVEIS FUNCIONARIS                  ,  ,3    ,1     ,5324,0,5324,4408.99
2014,04   ,3421 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,  ,3    ,1     ,135549,0,135549,149813.23
2014,04   ,3421 ,212    ,CEMS CONSERVACIÓ I REPARACIÓ                      ,04,34   ,21    ,289800,0,289800,213054.9
2014,04   ,3421 ,22100  ,ELECTRICITAT CEMS                                 ,04,34   ,22    ,165616,0,165616,118284.07
2014,04   ,3421 ,22102  ,CONSUM GAS CEMS                                   ,04,34   ,22    ,112911,0,112911,112911
2014,04   ,3421 ,22700  ,NETEJA CEMS                                       ,04,34   ,22    ,594358,0,594358,594357.84
2014,04   ,3423 ,12001  ,SOUS DEL GRUP A2                                  ,  ,3    ,1     ,23016,0,23016,22056.54
2014,04   ,3423 ,12005  ,SOUS DEL GRUP E                                   ,  ,3    ,1     ,46071,0,46071,46351.29
2014,04   ,3423 ,12006  ,TRIENNIS                                          ,  ,3    ,1     ,5223,0,5223,4648.48
2014,03   ,3203 ,12100  ,COMPLEMENT DE DESTINACIO                          ,  ,3    ,1     ,4199,0,4199,2099.58
2014,03   ,3203 ,12101  ,COMPLEMENT ESPECIFIC                              ,  ,3    ,1     ,7547,0,7547,4570.35
2014,03   ,3203 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,  ,3    ,1     ,8983,0,8983,4529.11
2014,03   ,3206 ,22699  ,DESP DIVERSES                                     ,03,32   ,22    ,1932,0,1932,0
2014,03   ,3206 ,22799  ,PREST SERV CIUTAT DELS INFANTS                    ,03,32   ,22    ,10260,0,10260,10824.58
2014,03   ,321  ,489    ,TRANSF CORRENTS AMPAS                             ,03,32   ,48    ,24300,0,24300,30281.03
2014,03   ,3211 ,12001  ,SOUS DEL GRUP A2                                  ,  ,3    ,1     ,11508,0,11508,11507.76
2014,03   ,3211 ,12003  ,SOUS DEL GRUP C1                                  ,  ,3    ,1     ,43201,0,43201,43325.19
2014,03   ,3211 ,12005  ,SOUS DEL GRUP E                                   ,  ,3    ,1     ,13163,0,13163,10120.16
2014,03   ,3211 ,12006  ,TRIENNIS                                          ,  ,3    ,1     ,16210,0,16210,15583.59
2014,03   ,3211 ,120091 ,ALTRES RETRIBUCIONS BÀSIQUES                      ,  ,3    ,1     ,18222,0,18222,13552.99
2014,03   ,3211 ,120099 ,RETRIBUCIONS BÀSIQUES SUPLÈNCIES                  ,  ,3    ,1     ,12140,0,12140,2436.2
2014,03   ,3211 ,12100  ,COMPLEMENT DE DESTINACIO                          ,  ,3    ,1     ,27664,0,27664,26584.65
2014,03   ,3211 ,12101  ,COMPLEMENT ESPECIFIC                              ,  ,3    ,1     ,75113,0,75113,87858.35
2014,03   ,3211 ,121039 ,RETRIBUCIONS COMPLEMENTARIES SUPLENCIES           ,  ,3    ,1     ,19205,0,19205,1843.74
2014,03   ,3211 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,  ,3    ,1     ,75645,0,75645,83860.73
2014,03   ,3211 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,  ,3    ,1     ,93521,0,93521,79165.95
2014,03   ,3211 ,212    ,ESCOLA BRESSOL-CONSERV. I REPARACIÓ               ,03,32   ,21    ,23835,0,23835,36112.11
2014,03   ,3211 ,221001 ,ELECTRICITAT ESCOLES BRESSOL                      ,03,32   ,22    ,5556,0,5556,4657.27
2014,03   ,3211 ,221011 ,CONSUM AIGUA ESCOLA BRESSOL                       ,03,32   ,22    ,1399,0,1399,1803.73
2014,03   ,3211 ,221021 ,SUBMINISTRAMENT GAS-ESCOLA BRESSOL                ,03,32   ,22    ,12156,0,12156,4357.7
2014,03   ,3211 ,221041 ,VESTUARI ESCOLA BRESSOL                           ,03,32   ,22    ,1800,0,1800,2283.95
2014,03   ,3211 ,22105  ,ALIMENTS-ESCOLA BRESSOL                           ,03,32   ,22    ,25000,0,25000,21972.72
2014,03   ,3211 ,22199  ,SUBMINISTRAMENT DIVERSOS-ESCOLA BRESSOL           ,03,32   ,22    ,10661,0,10661,8086.18
2014,03   ,3211 ,226992 ,DESP DIVERSES-ESCOLA BRESSOL                      ,03,32   ,22    ,4050,0,4050,1339.11
2014,03   ,3211 ,227001 ,NETEJA ESCOLES BRESSOL                            ,03,32   ,22    ,72223,0,72223,72222.96
2014,03   ,3211 ,227992 ,CONTR PREST SERVEIS AUX ESCOLA BRESSOL            ,03,32   ,22    ,95543,0,95543,85719.94
2014,03   ,3211 ,227994 ,CONTR PREST SERVEIS ESCOLA BRESSOL EL CABUSSET    ,03,32   ,22    ,355500,0,355500,273827.58
2014,03   ,3211 ,227995 ,CONTR PREST SERVEIS ESCOLA BRESSOL LA GRANOTA     ,03,32   ,22    ,242550,0,242550,234544
2014,03   ,3211 ,227996 ,CONTR PREST SERV ESCOLA BRESSOL LA BLAVETA        ,03,32   ,22    ,381000,0,381000,330833.2
2014,03   ,3211 ,489    ,TRANSF CORRENTS ESCOLES BRESSOL                   ,03,32   ,48    ,1,50000,50001,33525
2014,03   ,3212 ,12005  ,SOUS DEL GRUP E                                   ,  ,3    ,1     ,19745,0,19745,22545.66
2014,03   ,3212 ,12006  ,TRIENNIS                                          ,  ,3    ,1     ,2343,0,2343,2152.48
2014,03   ,3212 ,120091 ,ALTRES RETRIBUCIONS BÀSIQUES                      ,  ,3    ,1     ,4923,0,4923,4133.77
2014,03   ,3212 ,120099 ,RETRIBUCIONS BÀSIQUES SUPLÈNCIES                  ,  ,3    ,1     ,506,0,506,1830.95
2014,03   ,3212 ,12100  ,COMPLEMENT DE DESTINACIO                          ,  ,3    ,1     ,7343,0,7343,8384.53
2014,03   ,3212 ,12101  ,COMPLEMENT ESPECIFIC                              ,  ,3    ,1     ,25562,0,25562,31472.9
2014,03   ,3212 ,121039 ,RETRIBUCIONS COMPLEMENTÀRIES SUPLENCIES           ,  ,3    ,1     ,764,0,764,2687.36
2014,03   ,3212 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,  ,3    ,1     ,241706,0,241706,252298.27
2014,03   ,3212 ,13001  ,HORES EXTRAORDINARIES PERSONAL LABORAL FIX        ,  ,3    ,1     ,852,0,852,1376.24
2014,03   ,3212 ,13199  ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL-SUPLENCIES ,  ,3    ,1     ,22255,0,22255,25544.18
2014,03   ,3212 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,  ,3    ,1     ,102016,0,102016,94151.99
2014,03   ,3212 ,212    ,ESCOLES-CONSERVACIÓ I REPARACIÓ                   ,03,32   ,21    ,652200,0,652200,600186.88
2014,03   ,3212 ,221002 ,SUBM. ENERGIA ELÈCTRICA ESCOLES                   ,03,32   ,22    ,217789,0,217789,193912.2
2014,03   ,3212 ,221012 ,CONSUM AIGUA ESCOLES                              ,03,32   ,22    ,40704,0,40704,61208.52
2014,03   ,3212 ,221022 ,ESCOLES-SUBM. GAS                                 ,03,32   ,22    ,240000,0,240000,178044.27
2014,03   ,3212 ,221042 ,VESTUARI EDUCACIÓ                                 ,03,32   ,22    ,12150,0,12150,193.52
2014,03   ,3212 ,226991 ,DESP DIVERSES ACT. FORMACIO PARES I MARES         ,03,32   ,22    ,900,0,900,0
2014,03   ,3212 ,227002 ,NETEJA ESCOLES                                    ,03,32   ,22    ,1896303,0,1896303,1896302.52
2014,03   ,3212 ,227991 ,PREST SERV FORMACIO PARES I MARES                 ,03,32   ,22    ,8910,0,8910,10258.05
2014,03   ,3212 ,227993 ,PREST SERVEIS-PATI OBERT                          ,03,32   ,22    ,29000,0,29000,25839.28
2014,03   ,324  ,226992 ,CAMPANYA ANEM AL TEATRE                           ,03,32   ,22    ,5000,0,5000,2974.3
2014,03   ,324  ,22799  ,"NATACIÓ ESCOLAR (AUTOCARS), ETC.                  ",03,32   ,22    ,3000,0,3000,2913.9
2014,03   ,324  ,48901  ,TRANSF CORRENTS PROJECTES PEDAGÒGICS              ,03,32   ,48    ,20250,0,20250,36665.5
2014,03   ,324  ,48903  ,ACTIVITATS PROJECTE APRENENTATGE ANGLES           ,03,32   ,48    ,9900,0,9900,3688.42
2014,03   ,324  ,48904  ,TRANSF CORRENTS ENSENYAMENT MUSICAL               ,03,32   ,48    ,6000,0,6000,0
2014,03   ,324  ,48905  ,TRANSF CORRENTS SUPORT SOCIOEDU  I LLIBRES TEXT   ,03,32   ,48    ,70000,0,70000,51917.5
2014,03   ,324  ,48906  ,TRANSF CORRENTS PLA EDUCATIU D'ENTORN             ,03,32   ,48    ,10104,0,10104,14941.2
2014,03   ,324  ,48907  ,TRANSF CORRENTS ESCOLES PROG ESTALVI ENERGÈTIC    ,03,32   ,48    ,20000,0,20000,19897
2014,03   ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,  ,9    ,1     ,55400,0,55400,55400.1
2014,03   ,922  ,12003  ,SOUS DEL GRUP C1                                  ,  ,9    ,1     ,8640,0,8640,8640.24
2014,03   ,922  ,12006  ,TRIENNIS                                          ,  ,9    ,1     ,3157,0,3157,3217.77
2014,03   ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,  ,9    ,1     ,14050,0,14050,14049.84
2014,03   ,922  ,120091 ,ALTRES RETRIBUCIONS BÀSIQUES                      ,  ,9    ,1     ,2625,0,2625,1969.92
2014,01   ,491  ,4491   ,APORT. PRAT COMUNICACIÓ SL                        ,01,491  ,4491  ,585113,0,585113,580000
2014,01   ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,  ,9    ,1     ,70300,0,70300,70300.02
2014,01   ,912  ,11000  ,RETRIBUCIONS BASIQUES PERSONAL EVENTUAL           ,  ,9    ,1     ,36365,0,36365,29244.83
2014,01   ,912  ,11001  ,RETRIBUCIONS COMPLEMENTÀRIES PERSONAL EVENTUAL    ,  ,9    ,1     ,44215,0,44215,36944.91
2014,01   ,912  ,12000  ,SOUS DEL GRUP A1                                  ,  ,9    ,1     ,13309,0,13309,958.98
2014,01   ,912  ,12003  ,SOUS DEL GRUP C1                                  ,  ,9    ,1     ,8640,0,8640,8640.24
2014,01   ,912  ,12004  ,SOUS DEL GRUP C2                                  ,  ,9    ,1     ,21573,0,21573,21573
2014,01   ,912  ,12006  ,TRIENNIS                                          ,  ,9    ,1     ,7067,0,7067,7067.19
