#Ejercicio,Org.,Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2014,     ,338    ,TAXA COMPENSACIÓ TELEFÒNICA ESPAÑA                ,250000,,250000.0,205462.71
2014,     ,339    ,ALTRES UTILITZACIONS PRIVATIVES DEL DOMINI PUBLIC ,120000,,120000.0,307550.2
2014,     ,33901  ,TAXES QUIOSCOS                                    ,80000,,80000.0,46585.0
2014,     ,33902  ,TAXES PARADES A LA VIA PÚBLICA                    ,40000,,40000.0,53749.0
2014,     ,34901  ,HORTS LÚDICS                                      ,10300,,10300.0,11025.0
2014,     ,34902  ,SERVEIS CULTURALS                                 ,1000,2078.35,3078.35,3307.77
2014,     ,34903  ,SERVEIS CULTURALS TEATRE MODERN                   ,6,36754.07,36760.07,41155.16
2014,     ,34904  ,SERVEIS PROMOCIO ECONOMICA                        ,5000,,5000.0,1627.32
2014,     ,34905  ,SERVEIS/ACTIVITATS MEDI AMBIENT (ACTIVITATS)      ,45000,,45000.0,54915.0
2014,     ,36000  ,VENDA MATERIAL REBUTJABLE                         ,10000,,10000.0,15875.24
2014,     ,36001  ,VENDA DE PUBLICACIONS                             ,100,,100.0,894.75
2014,     ,36002  ,VENDA D'ELECTRICITAT                              ,30000,,30000.0,30695.1
2014,     ,36003  ,"PRESTACIO SERVEIS MEDI AMBIENT (PAPER, VIDRE, CART",260000,,260000.0,403687.24
2014,     ,389    ,REINTEGRAMENTS PRESSUPOSTOS TANCATS               ,5000,,5000.0,8864.61
2014,     ,38901  ,REINTEGRAMENTS ANUNCIS                            ,5000,,5000.0,9409.27
2014,     ,39100  ,MULTES INFRACCIONS URBANISTIQUES                  ,5000,,5000.0,6250.0
2014,     ,39120  ,MULTES CIRCULACIÓ                                 ,500000,,500000.0,1002402.5
2014,     ,39190  ,ALTRES MULTES I SANCIONS                          ,40000,,40000.0,117134.38
2014,     ,39200  ,RECÀRREC DECLARACIO EXTEMPORANEA                  ,10000,,10000.0,9475.37
2014,     ,39211  ,RECÀRREC CONSTRENYIMENT                           ,20000,,20000.0,43253.08
2014,     ,393    ,INTERESSOS DE DEMORA                              ,50000,,50000.0,738601.79
2014,     ,398    ,INDEMNITZACIONS D'ASSEGURANCES NO VIDA            ,20000,,20000.0,93063.7
2014,     ,399    ,ALTRES INGRESOS DIVERSOS                          ,50000,,50000.0,78962.56
2014,     ,42000  ,PARTICIPACIÓ EN TRIBUTS DE L'ESTAT                ,12755248,,12755248.0,12777161.36
2014,     ,441    ,TRANSFÈRENCIES D'EMPRESES ENTITAT LOCAL           ,0,10756.69,10756.69,10756.69
2014,     ,45000  ,FONS COOPERACIÓ LOCAL CATALUNYA                   ,378110,,378110.0,55775.68
2014,     ,45001  ,ALTRES TRANSFERÈNCIES DE LA GENERALITAT           ,15000,234664.0,249664.0,278485.0
2014,     ,45002  ,SUBV. GENERALITAT SERVEIS SOCIALS/IGUALTAT        ,1750000,,1750000.0,2612758.95
2014,     ,45030  ,SUBV. GENERALITAT EDUCACIÓ                        ,225312,,225312.0,805020.0
2014,     ,45050  ,SUBV. GENERALITAT OCUPACIÓ-DESENVOLUPAMENT LOCAL  ,6,1555307.28,1555313.28,1424589.97
2014,     ,450801 ,SUBV. GENERALITAT SANITAT-CONSUM                  ,44960,,44960.0,15037.14
2014,     ,450802 ,SUBVENCIONS GENERALITAT CULTURA-JOVENTUT          ,6,,6.0,25694.0
2014,     ,450803 ,SUBVENCIO GENERALITAT TURISME                     ,0,49714.43,49714.43,72263.35
2014,     ,46100  ,SUBV. DIPUTACIO                                   ,0,,,61352.59
2014,     ,46101  ,SUBV. DIPUTACIÓ FORMACIÓ-OCUPACIÓ                 ,6,181939.0,181945.0,195499.0
2014,     ,46102  ,SUBV. DIPUTACIÓ SERVEIS SOCIALS                   ,448000,,448000.0,357995.98
2014,     ,46103  ,SUBV. DIPUTACIÓ EDUCACIÓ                          ,278000,,278000.0,42105.57
2014,     ,46104  ,SUBV. DIPUTACIÓ ESPORTS                           ,24000,,24000.0,38444.0
2014,     ,46105  ,SUBV. DIPUTACIÓ SALUT PUBLICA                     ,58000,,58000.0,41860.0
2014,     ,46106  ,"SUBV. DIPUTACIÓ, CULTURA-JOVENTUT                 ",17000,,17000.0,19220.88
2014,     ,46107  ,SUBV. DIPUTACIÓ MEDI AMBIENT                      ,6,,6.0,6900.0
2014,     ,46108  ,SUBV DIPUTACIÓ PROMOCIO DONA                      ,31100,,31100.0,
2014,     ,46109  ,SUBV DIPUTACIÓ PROGRAMA COMPLEMENTARI SUPORT      ,244105,,244105.0,
2014,     ,462    ,TRANSFERENCIES CORRENTS D'AJUNTAMENTS             ,6,,6.0,31776.0
2014,     ,464    ,TRANSFERENCIES CORRENTS D'AREAS METROPOLITANAS    ,6,369569.1,369575.1,428106.25
2014,     ,465    ,TRANSFERENCIES CORRENTS ENS COMARCALS             ,6,,6.0,22200.46
2014,     ,470    ,SUBVENCIONS D'EMPRESES                            ,5000,28702.48,33702.48,31702.48
2014,     ,480    ,SUBVENCIONS FORMACIÓ I OCUPACIÓ                   ,6,104568.4,104574.4,104568.4
2014,     ,490    ,SUBV. FONS SOCIAL EUROPEU                         ,6,,6.0,
2014,     ,491    ,FEDER                                             ,0,21375.0,21375.0,40680.21
2014,     ,52     ,INTERESSOS DE DIPÓSITS                            ,600000,,600000.0,739961.55
2014,     ,541    ,PRODUCTE ARRENDAMENTS IMMOBLES                    ,50000,,50000.0,53577.06
2014,     ,550    ,CONCESSIONS ADMINISTRATIVES                       ,135000,,135000.0,232062.47
2014,     ,603    ,PATRIMONI PÚBLIC DEL SÒL                          ,0,,,664005.6
2014,     ,75080  ,ALTRES TRANS CAPITAL ADM GRAL GENERALITAT         ,0,,,33600.0
2014,     ,753    ,"TRANS CAPITAL SOCIET MERCANTILS,EEPP,ALTRES ORGANI",0,,,846893.9
2014,     ,761    ,TRANSF CAPITAL DIPUTACIO DE BARCELONA             ,125000,,125000.0,1557100.59
2014,     ,764    ,TRANSF CAPITAL AREA METROPOLITANA DE BARCELONA    ,1226662,,1226662.0,2843568.32
2014,     ,830    ,BESTRETES REINTEGRABLES PERSONAL                  ,1000,165665.78,166665.78,164950.78
2014,     ,87000  ,ROMANENT TRESORIA DESPESES GENERALS               ,0,25462207.88,25462207.88,
