#Ejercicio,Org.,Econ.,Denominació (cat),Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2023,,4642   ,TRANSF CORRENTS D'ÀREA METROPOLITANA COHESIÓ SOCIA,298432,0,298432,18999.88
2023,,4643   ,ALTRES TRANSFERÈNCIES CORRENTS D'ÀREA METROPOLITAN,6,0,6,105539.77
2023,,4644   ,TRANSF CORRENTS D'ÀREA METROPOLITANA PLA DE BARRIS,6,354448.74,354454.74,0
2023,,465    ,TRANSFERENCIES CORRENTS ENS COMARCALS             ,55000,0,55000,0
2023,,467    ,TRANSFERENCIES CORRENTS DE CONSORCIS              ,13431,0,13431,0
2023,,470    ,SUBVENCIONS D'EMPRESES                            ,5000,0,5000,0
2023,,480    ,SUBVENCIONS FORMACIÓ I OCUPACIÓ                   ,6,0,6,73916
2023,,481    ,SUBVENCIONS INSTITUC I FAMIL SENSE ÀNIM DE LUCRE  ,6,0,6,0
2023,,490    ,SUBV. FONS SOCIAL EUROPEU                         ,6,0,6,0
2023,,491    ,TRANSFERENCIA FONS EUROPEU MOVES                  ,6,0,6,0
2023,,514    ,INTERESSOS DE SOCIETATS MERCANTILS                ,169384,0,169384,0
2023,,52     ,INTERESSOS DE DIPÓSITS                            ,6,0,6,0
2023,,541    ,PRODUCTE ARRENDAMENTS IMMOBLES                    ,90000,0,90000,13467.56
2023,,550    ,CONCESSIONS ADMINISTRATIVES                       ,270000,0,270000,98009.15
2023,,559    ,ALTRES CONCESSIONS I APROFITAMENTS                ,16330,0,16330,57554.18
2023,,75030  ,TRANSF CAPITALGENERALITAT DE CATALUNYA-ENSENYAMENT,347735,0,347735,0
2023,,76100  ,TRANSF CAPITAL DIPUTACIÓ DE BARCELONA             ,209813,0,209813,0
2023,,76102  ,TRANSFERÈNCIA DE CAPITAL DIPUTACIÓ DE BARCELONA - ,6,0,6,80000
2023,,764    ,TRANSF CAPITAL AREA METROPOLITANA DE BARCELONA    ,1526168,0,1526168,0
2023,,82120  ,REINTREGRAMENT PRESTECS SECTOR PUBLIC LOCAL       ,700026,0,700026,0
2023,,112    ,IMPOST BÉNS IMMOBLES RÚSTICS                      ,9833,0,9833,0
2023,,113    ,IMPOST BÉNS IMMOBLES DE NATURALESA URBANA         ,18700000,0,18700000,-344.33
2023,,114    ,IMPOST BÉNS IMMOBLES CARACTERÍSTIQUES ESPECIALS   ,40927369,0,40927369,0
2023,,115    ,IMPOST VEHICLES TRACCIÓ MECÀNICA                  ,2876035,0,2876035,34183.86
2023,,116    ,IMPOST INCREMENT VALOR DEL TERRENYS               ,1700000,0,1700000,-1039591.35
2023,,130    ,IMPOST ACTIVITATS ECONÒMIQUES                     ,7600000,0,7600000,-54.04
2023,,290    ,"IMPOST CONSTRUCCIONS,INSTAL-LACIONS I OBRES       ",1500000,0,1500000,370277.39
2023,,302    ,TAXA RECOLLIDA BROSSA COMERCIAL                   ,64200,0,64200,0
2023,,30901  ,VIGILÀNCIA ESPECIAL                               ,4271,0,4271,2692.25
2023,,311    ,RESIDÈNCIA D'AVIS                                 ,166000,0,166000,52470.37
2023,,31101  ,TAXA PRESTACIO SERVEIS SOCIALS                    ,140000,0,140000,34239.32
2023,,312    ,ESCOLA BRESSOL                                    ,156000,0,156000,39386.79
2023,,31301  ,CURSETS I ACTIVITATS ESPORTIVES                   ,160000,0,160000,-50
2023,,31302  ,INSTAL.LACIONS ESPORTIVES                         ,20000,0,20000,199.8
2023,,31303  ,SERVEIS ESPORTIUS                                 ,2000000,0,2000000,-2225.22
2023,,31905  ,CONTROL SANITARI GOSSOS                           ,45000,0,45000,799.2
2023,,321    ,TAXA LLICÈNCIES D'OBRES                           ,800000,0,800000,160823.87
2023,,323    ,TAXA PERMISOS AMBIENTALS                          ,288809,0,288809,96055.12
2023,,325    ,EXPEDICIÓ DE DOCUMENTS                            ,22868,0,22868,9982.28
2023,,326    ,RETIRADA DE VEHICLES                              ,85000,0,85000,26758
2023,,32901  ,MERCAT MUNICIPAL                                  ,28924,0,28924,13131.75
2023,,32902  ,CONTROL SANITARI D'ESTABLIMENTS                   ,1300,0,1300,1332
2023,,331    ,TAXES GUALS                                       ,660000,0,660000,37849.94
2023,,332    ,UTILITZACIO PRIVATIVA/APROFITAMENT EMP SUBMINISTRA,1120000,0,1120000,122069.66
2023,,333    ,UTILITZACIO PRIVATIVA/APROFITAMENT EMP TELECOMUNIC,36000,0,36000,0
2023,,335    ,TAXES VETLLADORS I CADIRES                        ,95000,0,95000,110477.41
2023,,338    ,TAXA COMPENSACIÓ TELEFÒNICA ESPAÑA                ,196000,0,196000,50627.36
2023,,339    ,ALTRES UTILITZACIONS PRIVATIVES DEL DOMINI PUBLIC ,185017,0,185017,3920.8
2023,,33901  ,TAXES QUIOSCOS                                    ,47000,0,47000,8965.4
2023,,33902  ,TAXES PARADES A LA VIA PÚBLICA                    ,25000,0,25000,1911
2023,,34901  ,HORTS LÚDICS                                      ,20000,0,20000,12048.67
2023,,34902  ,SERVEIS CULTURALS                                 ,6,0,6,0
2023,,34903  ,SERVEIS CULTURALS TEATRE MODERN                   ,6,0,6,1400.8
2023,,34904  ,SERVEIS PROMOCIO ECONOMICA                        ,9000,0,9000,0
2023,,34905  ,SERVEIS/ACTIVITATS MEDI AMBIENT (ACTIVITATS)      ,18800,0,18800,4800
