#Ejercicio,Org.,Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2012,     ,398    ,INDEMNITZACIONS D'ASSEGURANCES NO VIDA            ,20000,,20000.0,159169.4
2012,     ,399    ,ALTRES INGRESOS DIVERSOS                          ,50000,,50000.0,91612.88
2012,     ,42000  ,PARTICIPACIÓ EN TRIBUTS DE L'ESTAT                ,11075000,,11075000.0,11994831.92
2012,     ,441    ,TRANSF. SOCIETAT MERCANTIL DE ENTITAT LOCAL       ,0,10756.69,10756.69,10756.69
2012,     ,45000  ,FONS COOPERACIÓ LOCAL CATALUNYA                   ,540000,,540000.0,378109.62
2012,     ,45001  ,ALTRES TRANSFERÈNCIES DE LA GENERALITAT           ,75000,234664.0,309664.0,439884.11
2012,     ,45002  ,SUBV. GENERALITAT SERVEIS SOCIALS/IGUALTAT        ,1650000,,1650000.0,1996125.16
2012,     ,45030  ,SUBV. GENERALITAT EDUCACIÓ                        ,824000,27636.0,851636.0,685531.65
2012,     ,45050  ,SUBV. GENERALITAT OCUPACIÓ-DESENVOLUPAMENT LOCAL  ,6,476171.55,476177.55,317727.59
2012,     ,450801 ,SUBV. GENERALITAT SANITAT-CONSUM                  ,95000,,95000.0,105081.32
2012,     ,450802 ,SUBVENCIONS GENERALITAT CULTURA-JOVENTUT          ,49000,,49000.0,47335.51
2012,     ,46100  ,SUBV. D'ENS LOCALS                                ,0,15000.0,15000.0,99220.8
2012,     ,46101  ,SUBV. DIPUTACIÓ FORMACIÓ-OCUPACIÓ                 ,6,85428.77,85434.77,89616.77
2012,     ,46102  ,SUBV. DIPUTACIÓ SERVEIS SOCIALS                   ,180000,,180000.0,191048.31
2012,     ,46103  ,SUBV. DIPUTACIÓ EDUCACIÓ                          ,53094,5800.0,58894.0,54497.81
2012,     ,46104  ,SUBV. DIPUTACIÓ ESPORTS                           ,20000,,20000.0,27090.0
2012,     ,46105  ,SUBV. DIPUTACIÓ SALUT PUBLICA                     ,55000,,55000.0,55317.0
2012,     ,46106  ,"SUBV. DIPUTACIÓ, CULTURA-JOVENTUT                 ",52500,,52500.0,128829.0
2012,     ,46107  ,SUBV. DIPUTACIÓ MEDI AMBIENT                      ,35000,,35000.0,
2012,     ,46108  ,SUBV DIPUTACIÓ PROMOCIO DONA                      ,14400,,14400.0,22914.54
2012,     ,46109  ,SUB.DIPUTACIO PROGRAMA COMPLENT. SUPORT SOLVENCIA ,0,,,244105.47
2012,     ,462    ,TRANSFERENCIES CORRENTS D'AJUNTAMENTS             ,0,,,12325.98
2012,     ,464    ,TRANSFERENCIES CORRENTS D'AREAS METROP.           ,0,151215.0,151215.0,188493.44
2012,     ,467    ,SUBVENCIONS DE CONSORCIS                          ,0,,,11220.0
2012,     ,470    ,SUBVENCIONS D'EMPRESES                            ,20000,,20000.0,5483.02
2012,     ,480    ,SUBVENCIONS FORMACIÓ I OCUPACIÓ                   ,6,101500.0,101506.0,101697.34
2012,     ,490    ,SUBV. FONS SOCIAL EUROPEU                         ,6,,6.0,
2012,     ,52     ,INTERESSOS DE DIPÓSITS                            ,400000,,400000.0,777399.54
2012,     ,541    ,PRODUCTE ARRENDAMENTS IMMOBLES                    ,50000,,50000.0,50192.64
2012,     ,550    ,CONCESSIONS ADMINISTRATIVES                       ,130000,,130000.0,242710.16
2012,     ,603    ,VENDES PATRIMONI MPAL DEL SOL                     ,0,,,996008.4
2012,     ,75060  ,"TRANSF CAPITAL GENERALITAT, CONVENIS              ",0,,,4624395.22
2012,     ,75080  ,ALTRES TRANFERENCIES CAPITAL GENERALITAT          ,0,,,1974953.13
2012,     ,751    ,D'ORANISMES AUTONOMS I AGENCIES DE LES CCAA       ,0,,,12443.4
2012,     ,753    ,"TRANSF CAPITAL STATS MERCANTILS, EEPP I ALTRES ORG",200000,674883.73,874883.73,1082744.95
2012,     ,764    ,TRANSF CAPITAL AREA METROPOLITANA DE BARCELONA    ,1226662,,1226662.0,535583.34
2012,     ,791    ,FEDER                                             ,0,,,913031.82
2012,     ,792    ,FONS DE COHESIO                                   ,0,,,263689.1
2012,     ,830    ,BESTRETES REINTEGRABLES PERSONAL                  ,1000,12000.0,13000.0,10720.0
2012,     ,87000  ,ROMANENT TRESORERIA DESPESES GENERALS             ,0,25611789.37,25611789.37,
2012,     ,87010  ,ROMANENT TRESORERIA DESPESES AFECTADES            ,0,2125051.18,2125051.18,
