#Ejercicio,Org.,Prog.,Econ.,Denominación (cat),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2022,031  ,1532 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,98810,0,98810,69892.22
2022,031  ,1532 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,341694,0,341694,262706.61
2022,031  ,1532 ,121031 ,ALTRES COMPLEMENTS                                ,,1    ,1     ,3700,0,3700,4817.7
2022,031  ,1532 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,432001,0,432001,498443.54
2022,031  ,1532 ,13001  ,HORES EXTRAORDINÀRIES PERSONAL LABORAL FIX        ,,1    ,1     ,6930,0,6930,11539.68
2022,031  ,1532 ,13002  ,ALTRES REMUNERACIONS PERSONAL LABORAL FIX         ,,1    ,1     ,10500,0,10500,8104.99
2022,031  ,1532 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,,1    ,1     ,6530,0,6530,13464.14
2022,031  ,1532 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,381128,0,381128,337691.1
2022,031  ,1532 ,210    ,VIES PÚBLIQUES CONSERV-REPARACIÓ                  ,031,15   ,21    ,550000,1329.92,551329.92,203354.64
2022,031  ,1532 ,213    ,"BRIGADA, CONSERV-REP MÀQUINES-INSTAL              ",031,15   ,21    ,5000,0,5000,0
2022,031  ,1532 ,2191   ,SUBM. MOBILIARI URBÀ                              ,031,15   ,21    ,188490,-35000,153490,88765.11
2022,032  ,1721 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,23994,0,23994,25236.25
2022,032  ,1721 ,22199  ,GESTIÓ-ESPAIS NATURALS                            ,032,17   ,22    ,23400,0,23400,11411.04
2022,032  ,1721 ,227991 ,PREST SERVEIS -ESPAIS NATURALS-PLATJA             ,032,17   ,22    ,56664,3605.8,60269.8,38311.05
2022,032  ,1722 ,22601  ,DESPESES DIVERSES                                 ,032,17   ,22    ,450,0,450,0
2022,032  ,1722 ,22701  ,ESTUDIS I TREBALLS TÈCNICS                        ,032,17   ,22    ,50000,3169.62,53169.62,55531.9
2022,032  ,1722 ,227991 ,CONTR PREST CONTROL ENERGÈTIC                     ,032,17   ,22    ,50565,0,50565,36786.64
2022,032  ,1722 ,227992 ,DESPLEGAMENT OFICINA D'ENERGIA I CLIMA            ,032,17   ,22    ,89000,0,89000,69450.57
2022,032  ,1722 ,467    ,APORT. CONSORCI ESPAIS NATURALS DEL DELTA         ,032,1722 ,467   ,60000,0,60000,60000
2022,032  ,1722 ,479    ,LÍNIA AJUTS MOBILITAT DESCARBONITZADA EMPRESA     ,032,1722 ,479   ,82000,0,82000,0
2022,032  ,2311 ,4892   ,LÍNIA AJUTS VULNERABILITAT ENERGÈTICA             ,032,2311 ,4892  ,39000,70000,109000,0
2022,032  ,2311 ,4894   ,LÍNIA AJUTS REHABILITACIO ENERGETICA FAMÍLIES VULN,032,2311 ,4894  ,50000,0,50000,0
2022,032  ,419  ,22199  ,SUBMINISTRAMENTS DIVERSOS AGRICULTURA             ,032,41   ,22    ,15000,0,15000,0
2022,032  ,419  ,22602  ,PUBLICITAT I DIFUSIÓ AGRICULTURA                  ,032,41   ,22    ,7704,0,7704,3333.55
2022,032  ,419  ,22699  ,DESPESES DIVERSES AGRICULTURA                     ,032,41   ,22    ,500,0,500,0
2022,032  ,419  ,22799  ,PRESTACIÓ SERVEIS AGRIGULTURA                     ,032,41   ,22    ,54900,-1000,53900,80016.41
2022,032  ,419  ,2279901,ESTRATÈGIA ALIMENTACIÓ SOSTENIBLE                 ,032,41   ,22    ,7100,0,7100,0
2022,032  ,419  ,489    ,TRANSF CORRENT AGRICULTURA                        ,032,41   ,48    ,17000,0,17000,15000
2022,032  ,419  ,48901  ,TRANSF CORRENT PARC AGRARI                        ,032,419  ,48901 ,21000,0,21000,21000
2022,032  ,419  ,48902  ,TRANSF CORRENT ESPIGOLADORS                       ,032,419  ,48902 ,12000,0,12000,7200
2022,032  ,419  ,48903  ,QUOTES-APORTACIONS DIVERSES                       ,032,41   ,48    ,1000,0,1000,1000
2022,032  ,419  ,48904  ,CONVENI FUNDESPLAI EXPOSICIÓ ALIMENTACIÓ          ,032,419  ,48904 ,15000,0,15000,9000
2022,041  ,320  ,22199  ,SUBMINISTRAMENTS DIVERSOS                         ,041,32   ,22    ,2000,0,2000,0
2022,041  ,320  ,22602  ,PUBLICITAT DIFUSIÓ PROM ESCOL                     ,041,32   ,22    ,11600,0,11600,22831.44
2022,031  ,1532 ,22101  ,"CONSUM AIGUA VIES PÚBLIQUES, PARCS, ETC           ",031,15   ,22    ,225000,0,225000,228540.81
2022,031  ,1532 ,223    ,DESP TRANSPORTS                                   ,031,15   ,22    ,3000,0,3000,2253.49
2022,031  ,1532 ,22699  ,CONSERV I MANT V PÚBLICA DESP DIVERSES            ,031,15   ,22    ,3000,0,3000,4537.64
2022,031  ,1532 ,226991 ,ALTRES DESPESES EXECUCIONS SUBSIDIÀRIES           ,031,1532 ,226991,6,0,6,0
2022,031  ,160  ,22700  ,"CLAVEGUERAM, CONT PREST SERVEIS                   ",031,16   ,22    ,752896,0,752896,701506.05
2022,031  ,1621 ,22700  ,"RECOLLIDA, ELIMINACIÓ I TRACTAMENT DE RESIDUS     ",031,16   ,22    ,3268059,0,3268059,3161422.83
2022,031  ,163  ,22700  ,NETEJA VIARIA                                     ,031,16   ,22    ,6737186,750000,7487186,6607526.93
2022,031  ,165  ,22100  ,CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC                 ,031,16   ,22    ,770078,38768.75,808846.75,611953.97
2022,031  ,165  ,22199  ,"ENLLUMENAT PÚBLIC, MATERIAL TÈCNIC                ",031,16   ,22    ,30000,0,30000,1997.05
2022,031  ,165  ,22799  ,"ENLLUMENAT PÚBLIC, PREST SERVEIS                  ",031,16   ,22    ,913886,0,913886,797898.8
2022,031  ,171  ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,53728,0,53728,54518.25
2022,031  ,171  ,13001  ,HORES EXTRAORDINÀRIES PERSONAL LABORAL FIX        ,,1    ,1     ,450,0,450,0
2022,031  ,171  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,19661,0,19661,6421.68
2022,031  ,171  ,210    ,CONSERV-MANTENIMENT PARCS I JARDINS               ,031,17   ,21    ,1466635,54876.34,1521511.34,1436333.9
2022,031  ,336  ,609    ,INV NOVA PROJ PARTIPATIUS EN INFRAESTRUCTURES     ,031,336  ,609   ,125000,24000,149000,0
2022,031  ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,,9    ,1     ,62162,0,62162,63075.6
2022,031  ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,16169,0,16169,16168.56
2022,031  ,920  ,212    ,EDIFICIS-INSTAL MPALS CONSERV-REPARACIÓ           ,031,92   ,21    ,829075,-2541.15,826533.85,628995.82
2022,031  ,920  ,22100  ,ELECTRICITAT EDIFICIS MPALS                       ,031,92   ,22    ,275122,0.28,275122.28,271695.52
2022,031  ,920  ,22101  ,CONSUM AIGUA EDIFICIS MPALS                       ,031,92   ,22    ,41000,0,41000,40240.09
2022,031  ,920  ,22102  ,CONSUM GAS EDIFICIS MUNICIPALS                    ,031,92   ,22    ,11735,11033.33,22768.33,11469.33
2022,031  ,920  ,22700  ,NETEJA EDIFICIS MUNICIPALS                        ,031,92   ,22    ,622312,304379.68,926691.68,626043.42
2022,031  ,920  ,22799  ,CONTR PREST SERVEIS INFRAES VÀRIES                ,031,92   ,22    ,247133,856.68,247989.68,205348.63
2022,032  ,170  ,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,,1    ,1     ,71993,0,71993,73051.16
2022,032  ,1721 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,13693,0,13693,14358.07
2022,032  ,170  ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,32786,0,32786,33267.8
2022,032  ,170  ,12001  ,SOUS DEL GRUP A2                                  ,,1    ,1     ,14416,0,14416,14373.39
2022,032  ,170  ,12003  ,SOUS DEL GRUP C1                                  ,,1    ,1     ,33122,0,33122,33406.31
2022,032  ,170  ,12004  ,SOUS DEL GRUP C2                                  ,,1    ,1     ,37545,0,37545,37471.38
2022,032  ,170  ,12006  ,TRIENNIS                                          ,,1    ,1     ,17238,0,17238,18108.83
2022,032  ,170  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,52783,0,52783,53644.47
2022,032  ,170  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,131062,0,131062,133751.14
2022,032  ,170  ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,153336,0,153336,188481.09
2022,032  ,170  ,131    ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL            ,,1    ,1     ,32418,0,32418,0
2022,032  ,170  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,174682,0,174682,180646.51
2022,032  ,170  ,209    ,CANON FOTOVOLTAIQUES                              ,032,17   ,20    ,1,0,1,0
2022,032  ,170  ,22602  ,DESP DIFUSIÓ AMBIENTAL                            ,032,17   ,22    ,21000,5307,26307,18690.62
2022,032  ,170  ,226021 ,DESP DIFUSIÓ PLATJA                               ,032,17   ,22    ,4000,0,4000,0
2022,032  ,170  ,22699  ,DESP DIVERSES QUALITAT AMBIENTAL                  ,032,17   ,22    ,810,0,810,110
2022,032  ,170  ,227991 ,CONTR PREST SERV PLATJA                           ,032,17   ,22    ,25000,0,25000,2815
2022,032  ,170  ,227992 ,CONTR PREST SERVEIS EDUCACIÓ AMBIENTAL            ,032,17   ,22    ,133103,178.2,133281.2,109070.97
2022,032  ,170  ,227993 ,ESTUDIS I TREBALLS TÈCNICS                        ,032,17   ,22    ,38000,0,38000,32015.4
2022,032  ,170  ,489    ,TRANSF CORRENTS EDUC PROM AMBIENTAL               ,032,17   ,48    ,10500,0,10500,6300
2022,032  ,170  ,48901  ,QUOTES-APORTACIONS DIVERSES                       ,032,17   ,48    ,3630,0,3630,1000
2022,032  ,170  ,48904  ,TRANSF CORRENT CRAM                               ,032,170  ,48904 ,30000,0,30000,18000
2022,032  ,1721 ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,16393,0,16393,16424.42
2022,032  ,1721 ,12006  ,TRIENNIS                                          ,,1    ,1     ,5137,0,5137,5145.85
2022,032  ,1721 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,7973,0,7973,7993.18
2022,032  ,1721 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,28107,0,28107,28519.27
2022,021  ,1512 ,12001  ,SOUS DEL GRUP A2                                  ,,1    ,1     ,144151,0,144151,135487.35
2022,021  ,1512 ,12003  ,SOUS DEL GRUP C1                                  ,,1    ,1     ,22081,0,22081,21190.3
2022,021  ,1512 ,12006  ,TRIENNIS                                          ,,1    ,1     ,51127,0,51127,51487.75
2022,021  ,1512 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,132627,0,132627,124373.39
2022,021  ,1512 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,390694,0,390694,379434.69
2022,021  ,1512 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,73532,0,73532,72688.11
2022,021  ,1512 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,250975,0,250975,240793.22
2022,021  ,1513 ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,81965,0,81965,79561.37
2022,021  ,1513 ,12001  ,SOUS DEL GRUP A2                                  ,,1    ,1     ,43246,0,43246,42978.04
2022,021  ,1513 ,12003  ,SOUS DEL GRUP C1                                  ,,1    ,1     ,33122,0,33122,33200.04
2022,021  ,1513 ,12004  ,SOUS DEL GRUP C2                                  ,,1    ,1     ,46790,0,46790,45107.7
2022,021  ,1513 ,12006  ,TRIENNIS                                          ,,1    ,1     ,26299,0,26299,24241.12
2022,021  ,1513 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,92284,0,92284,91266.75
2022,021  ,1513 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,239430,0,239430,239157.16
2022,021  ,1513 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,41771,0,41771,71585.53
2022,021  ,1513 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,186160,0,186160,175004.88
2022,021  ,1521 ,209    ,CÀNONS CONVENIS HABITATGE                         ,021,15   ,20    ,125000,39200,164200,150363.5
2022,021  ,1521 ,227991 ,PRESTACIÓ DE SERVEIS OFICINA D'HABITATGE          ,021,15   ,22    ,466320,0,466320,466320
2022,021  ,1521 ,449    ,TRANF CORR GESTIO LLOGUER HABITATGE SOCIAL        ,021,15   ,44    ,430000,350000,780000,142939.21
2022,021  ,1521 ,44901  ,TRANSF CORRENTS GESTIO CONVENI HABITATGE          ,021,15   ,44    ,217662,0,217662,120000
2022,021  ,1521 ,467    ,APORT. CONSORCI PRAT NORD                         ,021,1521 ,467   ,60440,0,60440,0
2022,021  ,1521 ,48903  ,TRANSF CORRENTS AJUTS AL LLOGUER                  ,021,15   ,48    ,260000,27709.59,287709.59,60607.06
2022,021  ,1532 ,619    ,INV MILLORA INFRAESTRUCT BÉNS ÚS GRAL(ESPAI PUBLIC,021,1532 ,619   ,2791245,8820028.39,11611273.39,2621870.32
2022,021  ,1532 ,6191   ,INV REPOSICIO PROJ PARTICIPATIUS INFRAEST I BENS U,021,1532 ,6191  ,835000,0,835000,0
2022,021  ,15321,619    ,MILLORA DE L'ESPAI PUBLIC                         ,021,15321,619   ,800000,0,800000,28509.08
2022,021  ,231  ,48905  ,SUBVENCIONS I AJUTS HABITATGE                     ,021,23   ,48    ,90000,0,90000,41930.88
2022,021  ,342  ,619    ,INV NOVA PROJ PARTICIPATIUS INFRAEST I BENS US GRA,021,342  ,619   ,430000,0,430000,0
2022,021  ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,,9    ,1     ,121085,0,121085,63075.6
2022,021  ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,32338,0,32338,16168.56
2022,021  ,933  ,632    ,INV MILLORA EQUIPAMENTS I SERVEIS                 ,021,933  ,632   ,1501602,2445516,3947118,2030322.24
2022,031  ,1321 ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,32786,0,32786,32974.52
2022,031  ,1321 ,12003  ,SOUS DEL GRUP C1                                  ,,1    ,1     ,11041,0,11041,10418.14
2022,031  ,1321 ,12004  ,SOUS DEL GRUP C2                                  ,,1    ,1     ,84222,0,84222,82473.36
2022,031  ,1321 ,12006  ,TRIENNIS                                          ,,1    ,1     ,17918,0,17918,16945.43
2022,031  ,1321 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,55961,0,55961,55735.45
2022,031  ,1321 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,138147,0,138147,164920.19
2022,031  ,1321 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,101375,0,101375,90915.42
2022,031  ,1321 ,22699  ,DESPESES DIVERSES - VIA PÚBLICA                   ,031,13   ,22    ,1000,0,1000,0
2022,031  ,135  ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,16393,0,16393,16625.38
2022,031  ,135  ,12001  ,SOUS DEL GRUP A2                                  ,,1    ,1     ,14416,0,14416,14626.98
2022,031  ,135  ,12006  ,TRIENNIS                                          ,,1    ,1     ,6660,0,6660,7880.09
2022,031  ,135  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,15991,0,15991,16218.18
2022,031  ,135  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,35792,0,35792,36300.1
2022,031  ,135  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,23011,0,23011,26629.34
2022,031  ,135  ,22199  ,MATERIAL DIVERS - PROTECCIÓ CIVIL                 ,031,13   ,22    ,30000,0,30000,10152.5
2022,031  ,135  ,22602  ,PUBLICITAT I DIFUSIÓ - PROTECCIÓ CIVIL            ,031,13   ,22    ,1000,0,1000,2500
2022,031  ,135  ,22706  ,ESTUDIS I TREBALLS TÈCNICS PROTECCIÓ CIVIL        ,031,13   ,22    ,5000,0,5000,2419.6
2022,031  ,1500 ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,16393,0,16393,16633.9
2022,031  ,1500 ,12003  ,SOUS DEL GRUP C1                                  ,,1    ,1     ,33122,0,33122,32003.22
2022,031  ,1500 ,12004  ,SOUS DEL GRUP C2                                  ,,1    ,1     ,65506,0,65506,48713.25
2022,031  ,1500 ,12006  ,TRIENNIS                                          ,,1    ,1     ,20082,0,20082,16734.12
2022,031  ,1500 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,50357,0,50357,43391.46
2022,031  ,1500 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,146325,0,146325,141737.41
2022,031  ,1500 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,292017,0,292017,267828.73
2022,031  ,1500 ,13001  ,HORES EXTRAORDINÀRIES PERSONAL LABORAL FIX        ,,1    ,1     ,1000,0,1000,1974.46
2022,031  ,1500 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,,1    ,1     ,2350,0,2350,10451.37
2022,031  ,1500 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,190342,0,190342,130780.24
2022,021  ,1521 ,621    ,ADQUISICIÓ TERRENYS I BENS NATURALS               ,021,1521 ,621   ,0,1458016,1458016,1453013.13
2022,042  ,338  ,227991 ,CONT. SERVEIS ELEMENTS CAVALCADA DE REIS          ,042,33   ,22    ,0,200000,200000,0
2022,012  ,920  ,227064 ,ESTUDIS I TREBALLS TÈCNICS SER CENTRALS I ECONOMIA,012,92   ,22    ,0,250000,250000,12210.42
2022,031  ,1532 ,609    ,INV. SENYALITZACIO CAMINS DELTA - ESPAI PUBLIC   ,031,1532 ,609   ,0,50000,50000,0
2022,051  ,326  ,227993 ,SERV. COMPL. D'EDUCACIÓ A DESENVOLUPAMENT ECONÒMIC,051,32   ,22    ,0,3600,3600,2722.5
2022,031  ,323  ,619    ,INVERSIÓ DE MILLORA EN CENTRES EDUCATIUS          ,031,323  ,619   ,0,100000,100000,32867.52
2022,012  ,920  ,227992 ,CONTR PREST SERVEIS SITIC                         ,012,92   ,22    ,215000,0,215000,22007.48
2022,012  ,920  ,227993 ,CONTR PRESTACIO SERVEIS LOGISTICA                 ,012,92   ,22    ,15000,0,15000,0
2022,012  ,920  ,23010  ,DIETES PERSONAL DIRECTIU                          ,012,92   ,23    ,2000,0,2000,0
2022,012  ,920  ,23020  ,DIETES PERSONAL NO DIRECTIU                       ,012,92   ,23    ,3316,0,3316,1314.77
2022,012  ,920  ,23110  ,LOCOMOCIÓ PERSONAL DIRECTIU                       ,012,92   ,23    ,2000,0,2000,0
2022,012  ,920  ,23120  ,LOCOMOCIÓ PERSONAL NO DIRECTIU                    ,012,92   ,23    ,4168,0,4168,7536.61
2022,012  ,920  ,233    ,ASSISTÈNCIA TRIBUNALS                             ,012,92   ,23    ,1800,0,1800,274.7
2022,012  ,920  ,467    ,ECONOMIA-TRANSF.LOCALRET                          ,012,920  ,467   ,8000,0,8000,7650.05
2022,012  ,920  ,489    ,BEQUES PERSONAL COL·LABORADOR                     ,012,92   ,48    ,40000,1656.53,41656.53,23843.26
2022,012  ,920  ,622    ,INVERSIÓ EDIFICIS I ALTRES                        ,012,920  ,622   ,50000,1510434.4,1560434.4,1151650.29
2022,012  ,920  ,626    ,MATERIAL INVENTARIABLE. EQUIPS PROCESOS INFORMÀTIC,012,920  ,626   ,30000,667907.44,697907.44,591512.49
2022,012  ,920  ,629    ,MATERIAL INVENTARIABLE DIVERS                     ,012,920  ,629   ,50000,257866.12,307866.12,212959.86
2022,012  ,920  ,830    ,BESTRETES REINTEGRABLES PERSONAL                  ,012,920  ,830   ,1000,30000,31000,23673.67
2022,012  ,92010,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,57376,0,57376,33267.79
2022,012  ,92010,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,11041,0,11041,11202.68
2022,012  ,92010,12006  ,TRIENNIS                                          ,,9    ,1     ,9231,0,9231,9364.11
2022,012  ,92010,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,33579,0,33579,23607.21
2022,012  ,92010,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,78426,0,78426,64676.01
2022,012  ,92010,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,50495,0,50495,34775.68
2022,012  ,9204 ,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,,9    ,1     ,95344,0,95344,96747
2022,012  ,9204 ,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,16393,0,16393,33267.8
2022,012  ,9204 ,12001  ,SOUS DEL GRUP A2                                  ,,9    ,1     ,7208,0,7208,0
2022,012  ,9204 ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,27601,0,27601,0
2022,012  ,9204 ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,51319,0,51319,35050.13
2022,012  ,9204 ,12006  ,TRIENNIS                                          ,,9    ,1     ,10632,0,10632,19815.75
2022,012  ,9204 ,120099 ,RETRIBUCIONS BÀSIQUES SUPLÈNCIES                  ,,9    ,1     ,53989,0,53989,18907.05
2022,012  ,9204 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,57545,0,57545,30967.8
2022,012  ,9204 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,106864,0,106864,88938.26
2022,012  ,9204 ,121035 ,RETRIBUCIONS COMPLEMENTÀRIES SUPLÈNCIES           ,,9    ,1     ,56000,0,56000,9727.49
2022,012  ,9204 ,121039 ,RETRIBUCIONS COMPLEMENTÀRIES SUPLÈNCIES           ,,9    ,1     ,75021,0,75021,26967.71
2022,012  ,9204 ,13000  ,RETRIBUCIONS BÀSIQUES LABORAL FIX                 ,,9    ,1     ,11790,0,11790,1503.22
2022,012  ,9204 ,13001  ,HORES EXTRAORDINÀRIES PERSONAL LABORAL FIX        ,,9    ,1     ,8891,0,8891,11388.03
2022,012  ,9204 ,130021 ,INCENTIU PRODUCTIVITAT PERSONAL LABORAL FIX       ,,9    ,1     ,203821,0,203821,149886.3
2022,012  ,9204 ,131    ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL            ,,9    ,1     ,56978,0,56978,2587.7
2022,012  ,9204 ,131021 ,INCENTIU PRODUCTIVITAT NO ABSENTISME LABORAL TEMP ,,9    ,1     ,9231,0,9231,8784
2022,012  ,9204 ,13199  ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL-SUPLÈNCIES ,,9    ,1     ,38100,0,38100,231.6
2022,032  ,134  ,22799  ,CONT. SERVEIS VEHICLE ELECTRIC COMPARTIT          ,032,13   ,22    ,0,312500,312500,150000
2022,032  ,150  ,640    ,INVERSIÓ NOVA EN INSTAL·LACIONS                   ,032,150  ,640   ,0,23210.22,23210.22,0
2022,011  ,336  ,22609  ,CONSERVACIÓ I RESTAURACIÓ DOCUMENTACIÓ            ,011,33   ,22    ,10000,0,10000,8852.46
2022,011  ,336  ,227993 ,SUPORT ARXIVÍSTIC-ORGANITZACIÓ DIPÒSITS           ,011,33   ,22    ,15000,0,15000,14996.74
2022,011  ,491  ,4491   ,APORT. PRAT COMUNICACIÓ SL                        ,011,491  ,4491  ,794738,0,794738,794000
2022,011  ,491  ,741    ,APORT. INVERSIONS PRAT COMUNICACIÓ SL             ,011,491  ,741   ,6500,0,6500,6223.53
2022,011  ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,,9    ,1     ,72166,0,72166,72595.35
2022,011  ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,16169,0,16169,16168.56
2022,011  ,912  ,23000  ,ÒRGANS DE GOVERN-DIETES                           ,011,91   ,23    ,1900,0,1900,201.9
2022,011  ,912  ,23100  ,ÒRGANS DE GOVERN-LOCOMOCIÓ                        ,011,91   ,23    ,7600,0,7600,4413.74
2022,011  ,9201 ,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,,9    ,1     ,188072,0,188072,190838.22
2022,011  ,9201 ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,11041,0,11041,11202.68
2022,011  ,9201 ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,28074,0,28074,28042.41
