#Ejercicio,Org.,Econ.,Denominació (cat),Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2022,,761    ,TRANSF CAPITAL DIPUTACIÓ DE BARCELONA             ,2480693,50000,2530693,785377.04
2022,,764    ,TRANSF CAPITAL AREA METROPOLITANA DE BARCELONA    ,3658638,0,3658638,0
2022,,797    ,"FONS NEXT GENERATION EU. PLA RECUPERACIO, TRANSF I",30000,0,30000,1813387.5
2022,,82120  ,REINTREGRAMENT PRESTECS SECTOR PUBLIC LOCAL       ,700026,0,700026,250142.8
2022,,830    ,BESTRETES REINTEGRABLES PERSONAL                  ,1000,30000,31000,23673.67
2022,,765    ,TRANSFERÈNCIES CAPITAL CONSELL COMARCAL           ,0,0,0,527229.9
2022,,87000  ,ROMANENT TRESORERIA DESPESES GENERALS             ,0,39161236.38,39161236.38,0
2022,,34907  ,CESSIÓ D'ESPAIS MPALS RODATGES I REPORT FOTOGR    ,0,0,0,1846
2022,,720    ,TRANSFERENCIES DE CAPITAL ADMIN GENERAL DE L'ESTAT,0,0,0,121619.5
2022,,549    ,ALTRES RENDES DE BENS IMMOBLES                    ,0,0,0,17444.45
2022,,45102  ,SUBV. DE L'AGENCIA D'HABITATGE DE CATALUNYA       ,0,0,0,66870
2022,,8601   ,INGRESSOS PARTICIPACIONS CAPITAL ENTITATS FORA SP ,0,0,0,2000
2022,,750301 ,ALTRES SUBVENCIONS DE LA GENERALITAT              ,0,0,0,0
2022,,76100  ,TRANSFERENCIES DE CAPITAL DIPUTACIÓ               ,0,0,0,0
2022,,791    ,DEL FONDO DE DESARROLLO REGIONAL (FEDER)          ,0,0,0,0
