#Ejercicio,Org.,Prog.,Econ.,Denominación (cat),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2022,012  ,920  ,830    ,BESTRETES REINTEGRABLES PERSONAL                  ,012,920  ,830   ,1000.0,30000.0,31000.0,23599.73
2022,012  ,92010,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,57376.0,0.0,57376.0,33267.79
2022,012  ,92010,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,11041.0,0.0,11041.0,11202.68
2022,012  ,92010,12006  ,TRIENNIS                                          ,,9    ,1     ,9231.0,0.0,9231.0,9364.11
2022,012  ,92010,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,33579.0,0.0,33579.0,23607.21
2022,012  ,92010,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,78426.0,0.0,78426.0,64676.01
2022,012  ,92010,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,50495.0,0.0,50495.0,34775.68
2022,012  ,9204 ,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,,9    ,1     ,95344.0,0.0,95344.0,96747.0
2022,012  ,9204 ,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,16393.0,0.0,16393.0,33267.8
2022,012  ,9204 ,12001  ,SOUS DEL GRUP A2                                  ,,9    ,1     ,7208.0,0.0,7208.0,0.0
2022,012  ,9204 ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,27601.0,0.0,27601.0,0.0
2022,012  ,9204 ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,51319.0,0.0,51319.0,35050.13
2022,012  ,9204 ,12006  ,TRIENNIS                                          ,,9    ,1     ,10632.0,0.0,10632.0,19815.75
2022,012  ,9204 ,120099 ,RETRIBUCIONS BÀSIQUES SUPLÈNCIES                  ,,9    ,1     ,53989.0,0.0,53989.0,18907.05
2022,012  ,9204 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,57545.0,0.0,57545.0,30967.8
2022,012  ,9204 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,106864.0,0.0,106864.0,88938.26
2022,012  ,9204 ,121035 ,RETRIBUCIONS COMPLEMENTÀRIES SUPLÈNCIES           ,,9    ,1     ,56000.0,0.0,56000.0,9727.49
2022,012  ,9204 ,121039 ,RETRIBUCIONS COMPLEMENTÀRIES SUPLÈNCIES           ,,9    ,1     ,75021.0,0.0,75021.0,26967.71
2022,012  ,9204 ,13000  ,RETRIBUCIONS BÀSIQUES LABORAL FIX                 ,,9    ,1     ,11790.0,0.0,11790.0,1503.22
