#ejercicio,Org.,Prog.,Econ.,Denominación (CASTELLANO),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2012,18   ,232  ,226993 ,GASTOS DIVERSOS ACTIVIDADES INMIGRACIÓN,18,23   ,22   ,4617,0,4617,250
2012,18   ,232  ,227993 ,CONTR PREST SERVICIOS INMIGRACIÓN,18,23   ,22   ,36000,0,36000,30267.68
2012,18   ,922  ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,  ,9    ,1    ,14677,0,14677,16864.56
2012,18   ,922  ,11001  ,RETRIBUCIONES COMPLEMENTARIAS PERSONAL EVENTUAL,  ,9    ,1    ,35973,0,35973,30834.36
2012,18   ,922  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1    ,12019,0,12019,11952.42
2012,18   ,9241 ,22799  ,CONTR PREST SERVICIOS PARTICIPACIÓN CIUDADANA,18,92   ,22   ,22000,37800,59800,53028
2012,18   ,924  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,9    ,1    ,58001,0,58001,53860.49
2012,18   ,924  ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,  ,9    ,1    ,687,0,687,315.16
2012,18   ,924  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1    ,18259,0,18259,18871.48
2012,18   ,9241 ,22699  ,GASTOS DIVERSOS PARTICIPACIÓN CIUDADANA,18,92   ,22   ,3848,0,3848,1594.1
2012,18   ,9241 ,22706  ,ESTUDIOS Y TRABAJOS TÉCNICOS PARTICIPACIÓN,18,92   ,22   ,4000,0,4000,0
2012,17   ,334  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,3    ,1    ,59427,0,59427,54759.77
2012,17   ,334  ,13199  ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL-SUPLENCIAS,  ,3    ,1    ,2092,0,2092,21024.61
2012,17   ,334  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,3    ,1    ,19125,0,19125,5178.48
2012,17   ,334  ,226021 ,GASTOS DIVERSOS DIFUSIÓN-INFORMACIÓN JUVENIL,17,33   ,22   ,810,0,810,636.8
2012,17   ,334  ,226022 ,GASTOS DIVERSOS ACTIVIDADES DE VERANO,17,33   ,22   ,6000,0,6000,3902.91
2012,17   ,334  ,22699  ,"GASTOS ENTIDADES OCIO, PRATIJOC",17,33   ,22   ,9500,0,9500,5242.64
2012,17   ,334  ,22799  ,PLAN JOVEN,17,33   ,22   ,140737,0,140737,140737.18
2012,17   ,334  ,4891   ,TRANSF CORRIENTES ENTIDADES JUVENILES,17,33   ,48   ,5000,0,5000,5000
2012,17   ,334  ,4894   ,TRANSF CORRIENTES OCIO ENTIDADES,17,33   ,48   ,51450,0,51450,51450
2012,17   ,334  ,4895   ,TRANSF CORRIENTES AGRUPACIÓ CONXITA BUSQUETS,17,334  ,4895 ,7200,0,7200,7200
2012,17   ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,  ,9    ,1    ,32800,0,32800,30379.08
2012,17   ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1    ,10676,0,10676,10625.56
2012,18   ,231  ,12001  ,SUELDOS DEL GRUPO A2,  ,2    ,1    ,23016,0,23016,18249.44
2012,18   ,231  ,12004  ,SUELDOS DEL GRUPO C2,  ,2    ,1    ,14382,0,14382,12274.96
2012,18   ,231  ,12006  ,TRIENIOS,  ,2    ,1    ,5019,0,5019,3733.25
2012,18   ,231  ,12009  ,OTRAS RETRIBUCIONES BÁSICAS,  ,2    ,1    ,8484,0,8484,2811.55
2012,18   ,231  ,12100  ,COMPLEMENTO DE DESTINO,  ,2    ,1    ,14909,0,14909,12125.64
2012,18   ,231  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,2    ,1    ,41563,0,41563,35531.22
2012,18   ,231  ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,  ,2    ,1    ,699,0,699,0
2012,18   ,231  ,131    ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,  ,2    ,1    ,29886,0,29886,28511.78
2012,18   ,231  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,2    ,1    ,863,0,863,352.72
2012,18   ,231  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,2    ,1    ,43987,0,43987,42119.83
2012,18   ,231  ,202    ,ALQUILERES,18,23   ,20   ,1000,0,1000,1000
2012,14   ,922  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1    ,4933,0,4933,4905.55
2012,16   ,150  ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,  ,1    ,1    ,17499,0,17499,20424.9
2012,16   ,150  ,11001  ,RETRIBUCIONES COMPLEMENTARIAS PERSONAL EVENTUAL,  ,1    ,1    ,48673,0,48673,41720.04
2012,16   ,150  ,12000  ,SUELDOS DEL GRUPO A1,  ,1    ,1    ,39926,0,39926,41058.66
2012,16   ,150  ,12001  ,SUELDOS DEL GRUPO A2,  ,1    ,1    ,46031,0,46031,45785.8
2012,16   ,150  ,12003  ,SUELDOS DEL GRUPO C1,  ,1    ,1    ,17280,0,17280,17024.33
2012,16   ,150  ,12004  ,SUELDOS DEL GRUPO C2,  ,1    ,1    ,21573,0,21573,20042.82
2012,16   ,150  ,12006  ,TRIENIOS,  ,1    ,1    ,20463,0,20463,20249.1
2012,16   ,150  ,12009  ,OTRAS RETRIBUCIONES BÁSICAS,  ,1    ,1    ,29161,0,29161,9918.74
2012,16   ,150  ,12100  ,COMPLEMENTO DE DESTINO,  ,1    ,1    ,58436,0,58436,58263.67
2012,16   ,150  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,1    ,1    ,182831,0,182831,176180.31
2012,16   ,150  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,1    ,1    ,63659,0,63659,25420.62
2012,16   ,150  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,1    ,1    ,3921,0,3921,158.72
2012,16   ,150  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,1    ,1    ,141327,0,141327,131966.14
2012,16   ,150  ,22699  ,GASTOS DIVERSOS,16,15   ,22   ,9000,0,9000,2741.48
2012,16   ,150  ,640    ,"REDACCIÓN PROYECTOS, ESTUDIOS, DIRECCIONES OBRAS",16,150  ,640  ,30000,704613.84,734613.84,132162.69
2012,16   ,155  ,609    ,INV NUEVA INFRAESTRUCTURA Y BIENES USO GRAL,16,155  ,609  ,675000,5943314.81,6618314.81,2023020.45
2012,16   ,155  ,619    ,INV MEJORA INFRAESTRUCTURA Y BIENES USO GRAL,16,155  ,619  ,200000,2709558,2909558,34514.98
2012,16   ,151  ,632    ,INV MEJORA EQUIPAMIENTOS Y SERVICIOS,16,151  ,632  ,615000,2124796,2739796,354945.87
2012,16   ,151  ,639    ,INV MEJORA INSTALACIONES,16,151  ,639  ,100000,400000,500000,174041.26
2012,16   ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,  ,9    ,1    ,55400,0,55400,51442.95
2012,16   ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1    ,12744,0,12744,12708.11
2012,16   ,920  ,609    ,INV NUEVA EN INSTALACIONES,16,920  ,609  ,93000,200000,293000,26803.31
2012,17   ,323  ,22799  ,PREST SERVICIOS AULAS DE ESTUDIO,17,32   ,22   ,50000,0,50000,41666.36
2012,14   ,2311 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,2    ,1    ,306151,0,306151,284767.93
2012,14   ,2311 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,  ,2    ,1    ,3143,0,3143,994
2012,14   ,2311 ,13002  ,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,  ,2    ,1    ,18983,0,18983,21107.06
2012,14   ,2311 ,131    ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,  ,2    ,1    ,18877,0,18877,20574.14
2012,14   ,2311 ,13199  ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL-SUPLENCIAS,  ,2    ,1    ,60093,0,60093,42818.56
2012,14   ,2311 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,2    ,1    ,522,0,522,1622.76
2012,14   ,2311 ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,2    ,1    ,170259,0,170259,167227.93
2012,14   ,2311 ,22104  ,VESTUARIO RESIDENCIA DE ANCIANOS,14,23   ,22   ,2880,0,2880,3248.2
2012,14   ,2311 ,22105  ,ALIMENTOS RESIDENCIA DE ANCIANOS,14,23   ,22   ,66916,0,66916,52012.08
2012,14   ,2311 ,22199  ,MATERIAL TÉCNICO RESIDENCIA DE ANCIANOS,14,23   ,22   ,7107,0,7107,14117.61
2012,14   ,2311 ,226992 ,GASTOS DIVERSOS RESIDENCIA DE ANCIANOS,14,23   ,22   ,5130,0,5130,3609.63
2012,14   ,233  ,227991 ,CONTR PRESTACIÓN SERVICIOS SAD,14,23   ,22   ,286000,0,286000,248250.06
2012,14   ,233  ,227992 ,CONTR PRESTACIÓN SERVICIOS SAD DEPENDENCIA,14,23   ,22   ,850000,0,850000,815636.98
2012,14   ,233  ,227993 ,CONTR TELEASISTENCIA,14,23   ,22   ,112000,0,112000,99113.24
2012,14   ,233  ,465    ,TRANSF CORRIENTES EAIA CONSELL COMARCAL,14,23   ,46   ,3000,0,3000,2852.06
2012,14   ,233  ,46501  ,TRANSF TRANSPORTE ADAPTADO-CONSELL COMARCAL,14,23   ,46   ,120000,0,120000,117302.8
2012,14   ,324  ,4891   ,TRANSF CORRIENTES BECAS COMEDOR ESCOLAR,14,32   ,48   ,126700,0,126700,113943.4
2012,14   ,324  ,4892   ,TRANSF CORRIENTES GUARDERÍAS,14,32   ,48   ,61800,38000,99800,86006.3
2012,14   ,337  ,4891   ,TRANSF ACTIVIDADES DE OCIO,14,33   ,48   ,30000,7000,37000,21064.01
2012,14   ,337  ,4892   ,TRANSF ACTIVIDADES DE VERANO,14,33   ,48   ,19000,0,19000,17038
2012,14   ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,  ,9    ,1    ,55400,0,55400,51311.04
2012,14   ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1    ,12744,0,12744,12672.7
2012,14   ,922  ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,  ,9    ,1    ,10161,0,10161,9065.75
2012,14   ,922  ,11001  ,RETRIBUCIONES COMPLEMENTARIAS PERSONAL EVENTUAL,  ,9    ,1    ,20237,0,20237,17493.25
2012,14   ,231  ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,  ,2    ,1    ,140,0,140,179.85
2012,14   ,231  ,131    ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,  ,2    ,1    ,208622,0,208622,168223.07
2012,14   ,231  ,13199  ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL-SUPLENCIAS,  ,2    ,1    ,75458,0,75458,26642.91
2012,14   ,231  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,2    ,1    ,106,0,106,157.58
2012,14   ,231  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,2    ,1    ,369499,0,369499,306639.21
2012,14   ,231  ,212    ,CONSERVACIÓN-REPARACIÓN EDIFICIOS S. SOCIALES,14,23   ,21   ,30272,0,30272,21265.62
2012,14   ,231  ,22100  ,ELECTRICIDAD EDIFICIOS SERVICIOS SOCIALES,14,23   ,22   ,12519,0,12519,23041.57
2012,14   ,231  ,22101  ,CONSUMO AGUA EDIFICIOS SERVICIOS SOCIALES,14,23   ,22   ,4448,0,4448,4448
2012,14   ,231  ,22102  ,CONSUMO GAS EDIFICIOS SERVICIOS SOCIALES,14,23   ,22   ,14625,0,14625,11583.43
2012,14   ,231  ,226991 ,PLAN LOCAL DE INCLUSIÓN,14,23   ,22   ,5000,0,5000,0
2012,14   ,231  ,22700  ,LIMPIEZA EDIFICIOS SERVICIOS SOCIALES,14,23   ,22   ,167961,5830,173791,186483.54
2012,14   ,231  ,227991 ,CONTR PREST SERVICIOS,14,23   ,22   ,67392,0,67392,50137.32
2012,14   ,231  ,227992 ,PRESTACIÓN SERVICIOS INFANCIA-ADOLESCENCIA,14,23   ,22   ,200000,0,200000,179133.85
2012,14   ,231  ,489    ,TRANSF. CORRIENTES SOPORTE SOCIAL.,14,23   ,48   ,110000,0,110000,110796.71
2012,14   ,231  ,4891   ,TRANSF CORRIENTES PROGRAMA SOCIAL VIVIENDAS TRANSITORIAS,14,23   ,48   ,18746,0,18746,17440
2012,14   ,2311 ,12001  ,SUELDOS DEL GRUPO A2,  ,2    ,1    ,11508,0,11508,10301.3
2012,14   ,2311 ,12004  ,SUELDOS DEL GRUPO C2,  ,2    ,1    ,14382,0,14382,14202.23
2012,14   ,2311 ,12006  ,TRIENIOS,  ,2    ,1    ,5090,0,5090,4603.27
2012,14   ,2311 ,12009  ,OTRAS RETRIBUCIONES BÁSICAS,  ,2    ,1    ,7223,0,7223,3061.88
2012,14   ,2311 ,12099  ,RETRIBUCIONES BÁSICAS SUPLENCIAS,  ,2    ,1    ,18173,0,18173,15048.97
2012,14   ,2311 ,12100  ,COMPLEMENTO DE DESTINO,  ,2    ,1    ,11518,0,11518,10886.89
2012,14   ,2311 ,12101  ,COMPLEMENTO ESPECÍFICO,  ,2    ,1    ,30073,0,30073,31855.39
2012,14   ,2311 ,12103  ,OTROS COMPLEMENTOS,  ,2    ,1    ,2699,0,2699,2617.56
2012,14   ,2311 ,12199  ,RETRIBUCIONES COMPLEMENTARIAS SUPLENCIAS,  ,2    ,1    ,30666,0,30666,24732.39
2012,14   ,230  ,12009  ,OTRAS RETRIBUCIONES BÁSICAS,  ,2    ,1    ,16750,0,16750,5581.95
2012,14   ,230  ,12100  ,COMPLEMENTO DE DESTINO,  ,2    ,1    ,35523,0,35523,34476.81
2012,14   ,230  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,2    ,1    ,87048,0,87048,87472.15
2012,14   ,230  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,2    ,1    ,124688,0,124688,135109.52
2012,14   ,230  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,2    ,1    ,106021,0,106021,109798.68
2012,14   ,230  ,22602  ,PUBLICIDAD Y DIFUSIÓN,14,23   ,22   ,5000,0,5000,3416.84
2012,14   ,230  ,226991 ,OTROS GASTOS DIRECCIÓN SERVICIOS SOCIALES,14,23   ,22   ,3000,0,3000,1393.39
2012,14   ,230  ,4891   ,TRANSF CORRIENTES CARITAS,14,230  ,4891 ,28000,0,28000,28000
2012,14   ,230  ,4892   ,TRANSF CORRIENTES CENTRE PROM. SOCIAL,14,230  ,4892 ,25000,0,25000,25000
2012,14   ,230  ,4893   ,TRANSF CORRIENTES ENTIDADES  ,14,23   ,48   ,9200,0,9200,8200
2012,14   ,230  ,4894   ,TRANSF CORRIENTES SAO,14,230  ,4894 ,12000,0,12000,12000
2012,14   ,230  ,4895   ,TRANSF CORRIENTES CRUZ ROJA,14,230  ,4895 ,12000,0,12000,12000
2012,14   ,231  ,12001  ,SUELDOS DEL GRUPO A2,  ,2    ,1    ,103570,0,103570,100383.08
2012,14   ,231  ,12004  ,SUELDOS DEL GRUPO C2,  ,2    ,1    ,35955,0,35955,34675.45
2012,14   ,231  ,12006  ,TRIENIOS,  ,2    ,1    ,2815,0,2815,3825.66
2012,14   ,231  ,12009  ,OTRAS RETRIBUCIONES BÁSICAS,  ,2    ,1    ,28272,0,28272,10620.4
2012,14   ,231  ,12099  ,RETRIBUCIONES BÁSICAS SUPLENCIAS,  ,2    ,1    ,7290,0,7290,6522.94
2012,14   ,231  ,12100  ,COMPLEMENTO DE DESTINO,  ,2    ,1    ,56087,0,56087,54353.67
2012,14   ,231  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,2    ,1    ,146686,0,146686,145934.56
2012,14   ,231  ,12199  ,RETRIBUCIONES COMPLEMENTARIAS SUPLENCIAS,  ,2    ,1    ,9715,0,9715,8660.96
2012,14   ,231  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,2    ,1    ,559357,0,559357,435245.68
2012,12   ,132  ,22602  ,PUBLICIDAD Y PROPAGANDA-SEG. CIUDADANA,12,13   ,22   ,900,0,900,637.2
2012,12   ,132  ,22699  ,GASTOS DIVERSOS-POLÍCIA LOCAL,12,13   ,22   ,21375,0,21375,6217.95
2012,12   ,132  ,22706  ,ESTUDIOS Y TRABAJOS TÉCNICOS  ,12,13   ,22   ,9000,0,9000,0
2012,12   ,132  ,22799  ,CONTR PREST SERVICIOS SEG CIUTADANA,12,13   ,22   ,249900,0,249900,238492.69
2012,12   ,132  ,23020  ,POLICIA LOCAL-DIETAS,12,13   ,23   ,5220,0,5220,107.72
2012,12   ,132  ,23120  ,POLICÍA LOCAL-TRASLADOS,12,13   ,23   ,5220,0,5220,3197.16
2012,12   ,132  ,481    ,FORMACIÓN Y BECAS,12,13   ,48   ,10000,0,10000,3722
2012,12   ,1321 ,12000  ,SUELDOS DEL GRUPO A1,  ,1    ,1    ,13309,0,13309,11549.42
2012,12   ,1321 ,12001  ,SUELDOS DEL GRUPO A2,  ,1    ,1    ,11508,0,11508,16826.49
2012,12   ,1321 ,12003  ,SUELDOS DEL GRUPO C1,  ,1    ,1    ,8640,0,8640,8617.01
2012,12   ,1321 ,12004  ,SUELDOS DEL GRUPO C2,  ,1    ,1    ,50337,0,50337,45521.31
2012,12   ,1321 ,12006  ,TRIENIOS,  ,1    ,1    ,12889,0,12889,10857.02
2012,12   ,1321 ,12009  ,OTRAS RETRIBUCIONES BÁSICAS,  ,1    ,1    ,20952,0,20952,8350.98
2012,12   ,1321 ,12099  ,RETRIBUCIONES BÁSICAS SUPLENCIAS,  ,1    ,1    ,4678,0,4678,2976.28
2012,12   ,1321 ,12100  ,COMPLEMENTO DE DESTINO,  ,1    ,1    ,36700,0,36700,35609.01
2012,12   ,1321 ,12101  ,COMPLEMENTO ESPECÍFICO,  ,1    ,1    ,101688,0,101688,128836.25
2012,12   ,1321 ,12199  ,RETRIBUCIONES COMPLEMENTARIAS SUPLENCIAS,  ,1    ,1    ,6310,0,6310,3988.62
2012,12   ,1321 ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,1    ,1    ,67275,0,67275,59957.8
2012,12   ,134  ,22199  ,MATERIAL DIVERSO-PROTECCIÓN CIVIL,12,13   ,22   ,4500,0,4500,0
2012,12   ,134  ,22602  ,PUBLICIDAD Y DIFUSIÓN-PROTECCIÓN CIVIL,12,13   ,22   ,810,0,810,0
2012,14   ,230  ,12000  ,SUELDOS DEL GRUPO A1,  ,2    ,1    ,26617,0,26617,25623.77
2012,14   ,230  ,12001  ,SUELDOS DEL GRUPO A2,  ,2    ,1    ,34523,0,34523,32796.26
2012,14   ,230  ,12003  ,SUELDOS DEL GRUPO C1,  ,2    ,1    ,8640,0,8640,8574.83
2012,14   ,230  ,12004  ,SUELDOS DEL GRUPO C2,  ,2    ,1    ,7191,0,7191,6901.49
2012,14   ,230  ,12006  ,TRIENIOS,  ,2    ,1    ,7207,0,7207,7146.06
2012,12   ,132  ,12001  ,SUELDOS DEL GRUPO A2,  ,1    ,1    ,23016,0,23016,22806.54
2012,12   ,132  ,12003  ,SUELDOS DEL GRUPO C1,  ,1    ,1    ,86402,0,86402,59882.24
2012,12   ,132  ,12004  ,SUELDOS DEL GRUPO C2,  ,1    ,1    ,834156,0,834156,734541.48
2012,12   ,132  ,12006  ,TRIENIOS,  ,1    ,1    ,132468,0,132468,124894.75
2012,12   ,132  ,12009  ,OTRAS RETRIBUCIONES BÁSICAS,  ,1    ,1    ,272689,0,272689,92223.35
2012,12   ,132  ,12099  ,RETRIBUCIONES BÁSICAS SUPLENCIAS,  ,1    ,1    ,2397,0,2397,0
2012,12   ,132  ,12100  ,COMPLEMENTO DE DESTINO,  ,1    ,1    ,498091,0,498091,419433.18
2012,12   ,132  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,1    ,1    ,2056333,0,2056333,1783521.31
2012,12   ,132  ,12103  ,OTROS COMPLEMENTOS,  ,1    ,1    ,578628,0,578628,499171.67
2012,12   ,132  ,12199  ,RETRIBUCIONES COMPLEMENTARIAS SUPLENCIAS,  ,1    ,1    ,3175,0,3175,0
2012,12   ,132  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,1    ,1    ,269735,0,269735,215122.46
2012,12   ,132  ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,  ,1    ,1    ,8967,0,8967,4318.92
2012,12   ,132  ,13002  ,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,  ,1    ,1    ,10697,0,10697,15742.16
2012,12   ,132  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,1    ,1    ,86092,0,86092,91504.51
2012,12   ,132  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,1    ,1    ,1429895,0,1429895,1279315.79
2012,12   ,132  ,212    ,CONSERVACIÓN EDIFICIO INSTAL SEG CIUDADANA,12,13   ,21   ,18857,0,18857,37397.52
2012,12   ,132  ,214    ,POLICÍA LOCAL-VEHÍCULOS,12,13   ,21   ,80000,0,80000,59689.51
2012,12   ,132  ,22100  ,SUBM. ENERGÍA ELÉCTRICA SEGURIDAD CIUDADANA,12,13   ,22   ,29284,0,29284,46478.2
2012,12   ,132  ,22101  ,CONSUMO AGUA SEG CIUDADANA,12,13   ,22   ,3224,0,3224,3224
2012,12   ,132  ,22102  ,SEGURIDAD CIUDADANA-GAS,12,13   ,22   ,7190,0,7190,0
2012,12   ,132  ,22103  ,POLICÍA LOCA-COMBUSTIBLE,12,13   ,22   ,83500,0,83500,65291.2
2012,12   ,132  ,22104  ,POLICÍA LOCAL-VESTUARIO Y EQUIPO,12,13   ,22   ,97335,0,97335,33864.43
2012,12   ,132  ,22199  ,"POLICÍA LOCAL, SUM. DIVERSOS",12,13   ,22   ,16686,0,16686,14343.57
2012,12   ,132  ,224    ,POLICÍA LOCAL-SEGUROS,12,13   ,22   ,12515,0,12515,7900.17
2012,11   ,3132 ,12006  ,TRIENIOS,  ,3    ,1    ,3338,0,3338,3337.92
2012,11   ,3132 ,12009  ,OTRAS RETRIBUCIONES BÁSICAS,  ,3    ,1    ,4465,0,4465,954.62
2012,11   ,3132 ,12100  ,COMPLEMENTO DE DESTINO,  ,3    ,1    ,8128,0,8128,4467.96
2012,11   ,3132 ,12101  ,COMPLEMENTO ESPECÍFICO,  ,3    ,1    ,19747,0,19747,10263.72
2012,11   ,3132 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,3    ,1    ,37806,0,37806,35468.05
2012,11   ,3132 ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,3    ,1    ,26106,0,26106,20494.62
2012,11   ,3132 ,22113  ,MATERIAL SANIDAD AMBIENTAL,11,31   ,22   ,5000,0,5000,6164.52
2012,11   ,3132 ,22699  ,GASTOS DIVERSOS CONTROL ALIMENTARIO,11,31   ,22   ,10000,0,10000,483.6
2012,11   ,3132 ,227991 ,PREST SERV CONTROL SANITARIO ANIMAL,11,31   ,22   ,66500,0,66500,70160.5
2012,11   ,3132 ,227992 ,TRABAJOS TÉCNICOS ANÁLISIS AGUA Y ALIMENTOS,11,31   ,22   ,63000,0,63000,61117.93
2012,11   ,3132 ,227993 ,"CONTRATO DDD (DESRATIZACIÓN, DESINSEC",11,31   ,22   ,42000,0,42000,37524.18
2012,11   ,3132 ,465    ,"TRANSF. CORRIENTES COMARCAS, CONV MOSQUITOS",11,31   ,46   ,20000,0,20000,19370.79
2012,11   ,3133 ,22699  ,GASTOS DIVERSOS CURT,11,31   ,22   ,1900,0,1900,112.7
2012,11   ,3133 ,22799  ,CONTR PREST SERVICIOS DROGODEPENDENCIAS,11,31   ,22   ,81087,0,81087,79727.19
