#Ejercicio,Org.,Econ.,Denominació (cat),Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2021,,42090  ,ALTRES TRANSFERÈNCIES CORRENTS DE L'AGE           ,1000,0,1000,0
2021,,441    ,TRANSFERÈNCIES D'EMPRESES ENTITAT LOCAL           ,6,0,6,11110
2021,,45000  ,FONS COOPERACIÓ LOCAL CATALUNYA                   ,389592,0,389592,249339.04
2021,,45001  ,ALTRES TRANSFERÈNCIES DE LA GENERALITAT           ,114929,66519.85,181448.85,204147.85
2021,,45002  ,SUBV. GENERALITAT SERVEIS SOCIALS/IGUALTAT        ,2880326,0,2880326,1978694.84
2021,,45030  ,SUBV. GENERALITAT EDUCACIÓ                        ,781801,0,781801,752746.27
2021,,45050  ,SUBV. GENERALITAT OCUPACIÓ-DESENVOLUPAMENT LOCAL  ,6,870360.46,870366.46,1144063.9
2021,,450802 ,SUBVENCIONS GENERALITAT CULTURA-JOVENTUT          ,197751,0,197751,57110
2021,,450803 ,SUBVENCIONS GENERALITAT TURISME                   ,74463,0,74463,64187.55
2021,,45300  ,"SUBV.SOCIETATS, ENS PÚBLICS I ALTRES DEPENENTS CCA",10000,0,10000,0
2021,,46100  ,SUBVENCIONS DIPUTACIO                             ,100000,0,100000,122211.64
2021,,46101  ,SUBV. DIPUTACIÓ FORMACIÓ-OCUPACIÓ                 ,6,345270.1,345276.1,427313.94
2021,,46102  ,SUBV. DIPUTACIÓ SERVEIS SOCIALS                   ,680629,0,680629,354948.97
2021,,46103  ,SUBV. DIPUTACIÓ EDUCACIÓ                          ,439830,0,439830,268804.18
2021,,46104  ,SUBV. DIPUTACIÓ ESPORTS                           ,23000,0,23000,29500
2021,,46105  ,SUBV. DIPUTACIÓ SALUT PUBLICA                     ,200109,0,200109,242117.13
2021,,46106  ,"SUBV. DIPUTACIÓ, CULTURA-JOVENTUT                 ",17000,0,17000,47022.89
2021,,46107  ,SUBV. DIPUTACIÓ MEDI AMBIENT                      ,4408,0,4408,0
2021,,46108  ,SUBV DIPUTACIÓ PROMOCIO DONA                      ,114604,0,114604,34143.32
2021,,46109  ,SUBV DIPUTACIÓ PROGRAMA COMPLEMENTARI SUPORT      ,150000,0,150000,0
2021,,462    ,TRANSFERENCIES CORRENTS D'AJUNTAMENTS             ,6,0,6,43875
2021,,4641   ,TRANSFERENCIES CORRENTS D'AREA METROPOLITANA  FORM,6,228292.61,228298.61,148419.46
2021,,4642   ,TRANSFERENCIES CORRENTS D'AREA METROPOLITANA POBRE,318917,0,318917,45142.97
2021,,4643   ,TRANSFERENCIES CORRENTS D'AREA METROPOLITANA      ,50000,0,50000,9892.95
2021,,465    ,TRANSFERENCIES CORRENTS ENS COMARCALS             ,6,50560,50566,101463.74
2021,,467    ,TRANSFERENCIES CORRENTS DE CONSORCIS              ,15000,0,15000,11528.79
2021,,470    ,SUBVENCIONS D'EMPRESES                            ,5000,0,5000,20356.7
2021,,480    ,SUBVENCIONS FORMACIÓ I OCUPACIÓ                   ,6,0,6,71197.06
2021,,481    ,SUBVENCIONS INSTITUC I FAMIL SENSE ÀNIM DE LUCRE  ,6,0,6,0
2021,,490    ,SUBV. FONS SOCIAL EUROPEU                         ,6,0,6,0
2021,,514    ,INTERESSOS DE SOCIETATS MERCANTILS                ,183385,0,183385,90646.39
2021,,52     ,INTERESSOS DE DIPÓSITS                            ,50000,0,50000,0
2021,,541    ,PRODUCTE ARRENDAMENTS IMMOBLES                    ,77725,0,77725,75296.4
2021,,550    ,CONCESSIONS ADMINISTRATIVES                       ,230000,0,230000,255980.15
2021,,559    ,ALTRES CONCESSIONS I APROFITAMENTS                ,16330,0,16330,20344.43
2021,,761    ,TRANSF CAPITAL DIPUTACIÓ DE BARCELONA             ,613923,0,613923,0
2021,,764    ,TRANSF CAPITAL AREA METROPOLITANA DE BARCELONA    ,3052336,0,3052336,0
2021,,791    ,FONS EUROPEU DE DESENVOLUPAMENT REGIONAL (FEDER)  ,1159170,0,1159170,0
2021,,82120  ,REINTREGRAMENT PRESTECS SECTOR PUBLIC LOCAL       ,700026,0,700026,350012.74
2021,,830    ,BESTRETES REINTEGRABLES PERSONAL                  ,1000,19453.25,20453.25,19053.94
2021,,87000  ,ROMANENT TRESORERIA DESPESES GENERALS             ,0,29207314.18,29207314.18,0
,,,,,,,
,,,,,,,
