#Ejercicio,Org.,Econ.,Denominació (cat),Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2021,,34906  ,SERVEIS CULTURALS TEATRE ARTESÀ                   ,6.0,60412.0,60418.0,59427.0
2021,,36000  ,VENDA MATERIAL REBUTJABLE                         ,29000.0,0.0,29000.0,55302.0
2021,,36001  ,VENDA DE PUBLICACIONS                             ,100.0,0.0,100.0,996.7
2021,,36002  ,VENDA D'ELECTRICITAT                              ,40000.0,0.0,40000.0,49047.75
2021,,36003  ,"PRESTACIO SERVEIS MEDI AMBIENT (PAPER, VIDRE, CART",425000.0,0.0,425000.0,585104.76
2021,,389    ,REINTEGRAMENTS PRESSUPOSTOS TANCATS               ,5000.0,0.0,5000.0,56413.39
2021,,38901  ,REINTEGRAMENTS ANUNCIS                            ,5000.0,0.0,5000.0,0.0
2021,,765    ,TRANSFERÈNCIES CAPITAL CONSELL COMARCAL           ,0.0,585811.0,585811.0,0.0
2021,,39100  ,MULTES INFRACCIONS URBANISTIQUES                  ,8000.0,0.0,8000.0,87596.62
2021,,39120  ,MULTES CIRCULACIÓ                                 ,520000.0,0.0,520000.0,767610.0
2021,,39190  ,ALTRES MULTES I SANCIONS                          ,50000.0,0.0,50000.0,225257.77
2021,,39200  ,RECÀRREC DECLARACIO EXTEMPORANEA                  ,1000.0,0.0,1000.0,4661.02
2021,,39211  ,RECÀRREC CONSTRENYIMENT                           ,59000.0,0.0,59000.0,67357.3
2021,,87010  ,ROMANENT TRESORERIA AFECTADA AL PATRIMONI MPAL SÒL,0.0,3989447.7,3989447.7,0.0
2021,,393    ,INTERESSOS DE DEMORA                              ,100000.0,0.0,100000.0,85019.78
2021,,398    ,INDEMNITZACIONS D'ASSEGURANCES NO VIDA            ,110000.0,0.0,110000.0,45457.14
2021,,399    ,ALTRES INGRESOS DIVERSOS                          ,95000.0,0.0,95000.0,153452.26
2021,,39901  ,ALTRES INGRESOS EXECUCIONS SUBSIDIÀRIES           ,6.0,11950.4,11956.4,30457.29
2021,,42000  ,PARTICIPACIÓ EN TRIBUTS DE L'ESTAT                ,15360345.0,0.0,15360345.0,15440632.82
2021,,42090  ,ALTRES TRANSFERÈNCIES CORRENTS DE L'AGE           ,1000.0,0.0,1000.0,23870.47
2021,,441    ,TRANSFERÈNCIES D'EMPRESES ENTITAT LOCAL           ,6.0,12230.0,12236.0,17280.0
2021,,45000  ,FONS COOPERACIÓ LOCAL CATALUNYA                   ,389592.0,0.0,389592.0,692225.02
2021,,45001  ,ALTRES TRANSFERÈNCIES DE LA GENERALITAT           ,114929.0,66519.85,181448.85,204147.85
2021,,45002  ,SUBV. GENERALITAT SERVEIS SOCIALS/IGUALTAT        ,2880326.0,0.0,2880326.0,3469618.57
2021,,45030  ,SUBV. GENERALITAT EDUCACIÓ                        ,781801.0,0.0,781801.0,773046.27
2021,,45050  ,SUBV. GENERALITAT OCUPACIÓ-DESENVOLUPAMENT LOCAL  ,6.0,1205036.21,1205042.21,1168353.99
2021,,450802 ,SUBVENCIONS GENERALITAT CULTURA-JOVENTUT          ,197751.0,0.0,197751.0,128948.12
2021,,450803 ,SUBVENCIONS GENERALITAT TURISME                   ,74463.0,0.0,74463.0,78188.59
2021,,45300  ,"SUBV.SOCIETATS, ENS PÚBLICS I ALTRES DEPENENTS CCA",10000.0,0.0,10000.0,11000.0
2021,,46100  ,SUBVENCIONS DIPUTACIO                             ,100000.0,0.0,100000.0,147436.0
2021,,46101  ,SUBV. DIPUTACIÓ FORMACIÓ-OCUPACIÓ                 ,6.0,345270.1,345276.1,436895.19
2021,,46102  ,SUBV. DIPUTACIÓ SERVEIS SOCIALS                   ,680629.0,0.0,680629.0,561658.67
2021,,46103  ,SUBV. DIPUTACIÓ EDUCACIÓ                          ,439830.0,0.0,439830.0,378081.62
2021,,46104  ,SUBV. DIPUTACIÓ ESPORTS                           ,23000.0,0.0,23000.0,43787.99
2021,,46105  ,SUBV. DIPUTACIÓ SALUT PUBLICA                     ,200109.0,0.0,200109.0,282117.13
2021,,46106  ,"SUBV. DIPUTACIÓ, CULTURA-JOVENTUT                 ",17000.0,0.0,17000.0,67445.89
2021,,46107  ,SUBV. DIPUTACIÓ MEDI AMBIENT                      ,4408.0,0.0,4408.0,0.0
2021,,46108  ,SUBV DIPUTACIÓ PROMOCIO DONA                      ,114604.0,0.0,114604.0,34143.32
2021,,46109  ,SUBV DIPUTACIÓ PROGRAMA COMPLEMENTARI SUPORT      ,150000.0,0.0,150000.0,0.0
2021,,462    ,TRANSFERENCIES CORRENTS D'AJUNTAMENTS             ,6.0,0.0,6.0,87307.86
2021,,4641   ,TRANSFERENCIES CORRENTS D'AREA METROPOLITANA  FORM,6.0,276216.5,276222.5,338947.36
2021,,4642   ,TRANSFERENCIES CORRENTS D'AREA METROPOLITANA POBRE,318917.0,0.0,318917.0,45142.97
2021,,4643   ,TRANSFERENCIES CORRENTS D'AREA METROPOLITANA      ,50000.0,0.0,50000.0,42512.74
2021,,465    ,TRANSFERENCIES CORRENTS ENS COMARCALS             ,6.0,50560.0,50566.0,104121.4
2021,,467    ,TRANSFERENCIES CORRENTS DE CONSORCIS              ,15000.0,0.0,15000.0,11528.79
2021,,470    ,SUBVENCIONS D'EMPRESES                            ,5000.0,0.0,5000.0,20356.7
2021,,480    ,SUBVENCIONS FORMACIÓ I OCUPACIÓ                   ,6.0,0.0,6.0,71197.06
2021,,481    ,SUBVENCIONS INSTITUC I FAMIL SENSE ÀNIM DE LUCRE  ,6.0,0.0,6.0,6098.4
2021,,490    ,SUBV. FONS SOCIAL EUROPEU                         ,6.0,0.0,6.0,0.0
2021,,514    ,INTERESSOS DE SOCIETATS MERCANTILS                ,183385.0,0.0,183385.0,179542.71
2021,,52     ,INTERESSOS DE DIPÓSITS                            ,50000.0,0.0,50000.0,0.0
2021,,541    ,PRODUCTE ARRENDAMENTS IMMOBLES                    ,77725.0,5181.56,82906.56,149264.32
2021,,550    ,CONCESSIONS ADMINISTRATIVES                       ,230000.0,0.0,230000.0,271622.4
2021,,559    ,ALTRES CONCESSIONS I APROFITAMENTS                ,16330.0,0.0,16330.0,20344.43
2021,,761    ,TRANSF CAPITAL DIPUTACIÓ DE BARCELONA             ,613923.0,0.0,613923.0,0.0
2021,,764    ,TRANSF CAPITAL AREA METROPOLITANA DE BARCELONA    ,3052336.0,0.0,3052336.0,522423.59
2021,,791    ,FONS EUROPEU DE DESENVOLUPAMENT REGIONAL (FEDER)  ,1159170.0,0.0,1159170.0,0.0
2021,,82120  ,REINTREGRAMENT PRESTECS SECTOR PUBLIC LOCAL       ,700026.0,0.0,700026.0,700025.48
2021,,830    ,BESTRETES REINTEGRABLES PERSONAL                  ,1000.0,25453.25,26453.25,25021.94
2021,,87000  ,ROMANENT TRESORERIA DESPESES GENERALS             ,0.0,34600583.12,34600583.12,0.0
2021,,771    ,TRANSF CAPITAL  JUNTES DE  COMPENSACIÓ PAU1 I PAU2,0.0,-551596.98,-551596.98,515596.98
