#a,Org.,Prog.,Econ.,Denominación (cat),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2021,012  ,9209 ,120099 ,RETRIBUCIONS BÀSIQUES SUPLÈNCIES                  ,,9    ,1     ,8368.0,0.0,8368.0,708.1
2021,012  ,9209 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,19523.0,0.0,19523.0,4183.17
2021,012  ,9209 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,54336.0,0.0,54336.0,12296.33
2021,012  ,9209 ,121039 ,RETRIBUCIONS COMPLEMENTÀRIES SUPLÈNCIES           ,,9    ,1     ,11633.0,0.0,11633.0,1020.8
2021,012  ,9209 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,9    ,1     ,260802.0,0.0,260802.0,65633.45
2021,012  ,9209 ,13199  ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL-SUPLÈNCIES ,,9    ,1     ,20726.0,0.0,20726.0,0.0
2021,012  ,9209 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,128732.0,0.0,128732.0,24461.94
2021,012  ,922  ,466    ,TRANSF FMC                                        ,012,922  ,466   ,13000.0,0.0,13000.0,10847.31
2021,012  ,922  ,4661   ,TRANSF ASSOCIACIÓ CATALANA DE MUNICIPIS           ,012,922  ,4661  ,9904.0,0.0,9904.0,0.0
2021,012  ,922  ,4662   ,TRANSF FEMP QUOTA RED EELL ODS                    ,012,922  ,4662  ,4000.0,0.0,4000.0,2000.0
2021,012  ,9231 ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,10824.0,0.0,10824.0,2365.26
2021,012  ,9231 ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,9175.0,0.0,9175.0,1968.54
2021,012  ,9231 ,12006  ,TRIENNIS                                          ,,9    ,1     ,6295.0,0.0,6295.0,1369.5
2021,012  ,9231 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,10040.0,0.0,10040.0,2151.36
2021,032  ,170  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,161053.0,0.0,161053.0,41039.4
2021,032  ,170  ,22602  ,DESP DIFUSIÓ AMBIENTAL                            ,032,17   ,22    ,23000.0,0.0,23000.0,0.0
2021,032  ,170  ,226021 ,DESP DIFUSIÓ PLATJA                               ,032,17   ,22    ,6000.0,0.0,6000.0,0.0
2021,032  ,170  ,22699  ,DESP DIVERSES QUALITAT AMBIENTAL                  ,032,17   ,22    ,810.0,0.0,810.0,0.0
2021,032  ,170  ,227991 ,CONTR PREST SERV PLATJA                           ,032,17   ,22    ,27000.0,0.0,27000.0,0.0
2021,032  ,170  ,227992 ,CONTR PREST SERVEIS EDUCACIÓ AMBIENTAL            ,032,17   ,22    ,133103.0,0.0,133103.0,13624.9
2021,032  ,170  ,227993 ,ESTUDIS I TREBALLS TÈCNICS                        ,032,17   ,22    ,40000.0,0.0,40000.0,0.0
2021,032  ,170  ,489    ,TRANSF CORRENTS EDUC PROM AMBIENTAL               ,032,17   ,48    ,20700.0,0.0,20700.0,0.0
2021,032  ,170  ,48901  ,QUOTES-APORTACIONS DIVERSES                       ,032,17   ,48    ,3630.0,0.0,3630.0,0.0
2021,032  ,170  ,48904  ,TRANSF CORRENT CRAM                               ,032,170  ,48904 ,30000.0,0.0,30000.0,0.0
2021,032  ,1721 ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,16072.0,0.0,16072.0,3643.17
2021,032  ,1721 ,12006  ,TRIENNIS                                          ,,1    ,1     ,4992.0,0.0,4992.0,1094.13
2021,032  ,1721 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,7816.0,0.0,7816.0,1674.84
2021,032  ,1721 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,13424.0,0.0,13424.0,2876.55
2021,032  ,1721 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,30174.0,0.0,30174.0,4314.53
2021,032  ,1721 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,24304.0,0.0,24304.0,5257.46
2021,032  ,1721 ,22199  ,GESTIÓ-ESPAIS NATURALS                            ,032,17   ,22    ,23400.0,0.0,23400.0,1972.54
2021,032  ,1721 ,227991 ,PREST SERVEIS -ESPAIS NATURALS-PLATJA             ,032,17   ,22    ,88664.0,0.0,88664.0,2107.74
2021,032  ,1722 ,22601  ,DESPESES DIVERSES                                 ,032,17   ,22    ,500.0,0.0,500.0,0.0
2021,041  ,3231 ,121039 ,RETRIBUCIONS COMPLEMENTÀRIES SUPLÈNCIES           ,,3    ,1     ,7314.0,0.0,7314.0,0.0
2021,041  ,3231 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,3    ,1     ,88188.0,0.0,88188.0,23749.65
2021,041  ,3231 ,13199  ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL-SUPLÈNCIES ,,3    ,1     ,6712.0,0.0,6712.0,0.0
2021,041  ,3231 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,3    ,1     ,115219.0,0.0,115219.0,17470.07
2021,041  ,3231 ,212    ,ESCOLA BRESSOL-CONSERV. I REPARACIÓ               ,041,32   ,21    ,62882.0,0.0,62882.0,7821.94
2021,041  ,3231 ,221001 ,ELECTRICITAT ESCOLES BRESSOL                      ,041,32   ,22    ,3894.0,0.0,3894.0,331.67
2021,041  ,3231 ,221011 ,CONSUM AIGUA ESCOLA BRESSOL                       ,041,32   ,22    ,1805.0,0.0,1805.0,474.34
2021,041  ,3231 ,221021 ,SUBMINISTRAMENT GAS-ESCOLA BRESSOL                ,041,32   ,22    ,3625.0,0.0,3625.0,1053.23
2021,041  ,3231 ,221041 ,VESTUARI ESCOLA BRESSOL                           ,041,32   ,22    ,2500.0,0.0,2500.0,0.0
2021,041  ,3231 ,22105  ,ALIMENTS-ESCOLA BRESSOL                           ,041,32   ,22    ,43318.0,0.0,43318.0,3542.41
2021,041  ,3231 ,22199  ,SUBMINISTRAMENT DIVERSOS-ESCOLA BRESSOL           ,041,32   ,22    ,6600.0,0.0,6600.0,2048.87
2021,041  ,3231 ,226992 ,DESP DIVERSES-ESCOLA BRESSOL                      ,041,32   ,22    ,11800.0,0.0,11800.0,2627.03
2021,041  ,3231 ,227001 ,NETEJA ESCOLES BRESSOL                            ,041,32   ,22    ,352212.0,0.0,352212.0,58373.36
2021,041  ,3231 ,227992 ,CONTR PREST SERVEIS AUX ESCOLA BRESSOL            ,041,32   ,22    ,131872.0,0.0,131872.0,24411.94
2021,041  ,3231 ,227994 ,CONTR PREST SERVEIS ESCOLA BRESSOL EL CABUSSET    ,041,32   ,22    ,365206.0,0.0,365206.0,60624.22
2021,041  ,3231 ,227995 ,CONTR PREST SERVEIS ESCOLA BRESSOL LA GRANOTA     ,041,32   ,22    ,343000.0,0.0,343000.0,52981.66
2021,041  ,3231 ,227996 ,CONTR PREST SERV ESCOLA BRESSOL LA BLAVETA        ,041,32   ,22    ,424712.0,0.0,424712.0,68352.0
2021,041  ,3231 ,489    ,TRANSF CORRENTS ESCOLES BRESSOL                   ,041,32   ,48    ,133000.0,0.0,133000.0,0.0
2021,041  ,3232 ,12005  ,SOUS DEL GRUP E                                   ,,3    ,1     ,50449.0,0.0,50449.0,8511.46
2021,041  ,3232 ,12006  ,TRIENNIS                                          ,,3    ,1     ,4897.0,0.0,4897.0,507.3
2021,041  ,3232 ,120099 ,RETRIBUCIONS BÀSIQUES SUPLÈNCIES                  ,,3    ,1     ,5394.0,0.0,5394.0,0.0
2021,041  ,3232 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,19452.0,0.0,19452.0,3146.72
2021,041  ,3232 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,3    ,1     ,62215.0,0.0,62215.0,19795.33
2021,041  ,3232 ,121039 ,RETRIBUCIONS COMPLEMENTÀRIES SUPLÈNCIES           ,,3    ,1     ,8946.0,0.0,8946.0,0.0
2021,041  ,3232 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,3    ,1     ,254444.0,0.0,254444.0,61563.12
2021,051  ,433  ,22706  ,DOTACIÓ PREMIS PLANS D'EMPRESA                    ,051,43   ,22    ,12000.0,0.0,12000.0,0.0
2021,051  ,2415 ,1430   ,PLANS OCUPACIÓ AMB                                ,051,2415 ,1430  ,69843.0,2879.0,72722.0,57679.96
2021,051  ,2415 ,16000  ,QUOTES SEGURETAT AMB                              ,051,2415 ,16000 ,100.0,39351.47,39451.47,19546.87
2021,051  ,2416 ,1430   ,PLANS OCUPACIO DIPUTACIÓ                          ,051,2416 ,1430  ,18000.0,0.0,18000.0,5711.03
2021,051  ,2416 ,16000  ,QUOTES SEGURETAT SOCIAL DIBA                      ,051,2416 ,16000 ,1000.0,0.0,1000.0,2171.88
2021,051  ,419  ,489    ,APORT. CONSELL REGULADOR IGP RAÇA PRAT            ,051,419  ,489   ,6000.0,0.0,6000.0,0.0
2021,051  ,419  ,48901  ,TRANSF CORRENTS ASSOC CRIADORS RAÇA PRAT          ,051,419  ,48901 ,8000.0,0.0,8000.0,0.0
2021,051  ,4311 ,22199  ,SUBMINISTRAMENTS DIVERSOS                         ,051,43   ,22    ,19043.0,0.0,19043.0,1139.88
2021,051  ,4311 ,22602  ,"PUBLICITAT I DIFUSIÓ, FIRES, MOSTRES, EXP         ",051,43   ,22    ,7670.0,0.0,7670.0,0.0
2021,051  ,4311 ,22699  ,"DESP DIVERSES FIRA AVÍCOLA, MOSTRA                ",051,43   ,22    ,1616.0,0.0,1616.0,0.0
2021,051  ,4311 ,22799  ,"CONTR PREST SERVEIS -FIRA AVÍCOLA, MOSTRA CIAL    ",051,43   ,22    ,250000.0,0.0,250000.0,450.41
2021,051  ,4311 ,227991 ,CONTR PREST SERVEIS PRODUCTE LOCAL                ,051,43   ,22    ,50000.0,0.0,50000.0,7307.8
2021,051  ,4311 ,227992 ,PREST SERVEIS ACTIV GASTRONÒMIQUES FIRA           ,051,43   ,22    ,54000.0,0.0,54000.0,0.0
2021,051  ,433  ,12001  ,SOUS DEL GRUP A2                                  ,,4    ,1     ,56530.0,0.0,56530.0,10850.62
2021,051  ,433  ,12003  ,SOUS DEL GRUP C1                                  ,,4    ,1     ,32472.0,0.0,32472.0,6333.65
2021,051  ,433  ,12004  ,SOUS DEL GRUP C2                                  ,,4    ,1     ,18350.0,0.0,18350.0,1968.54
2021,051  ,433  ,12006  ,TRIENNIS                                          ,,4    ,1     ,19459.0,0.0,19459.0,3500.52
2021,051  ,433  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,4    ,1     ,44150.0,0.0,44150.0,7890.5
2021,051  ,433  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,4    ,1     ,91999.0,0.0,91999.0,21832.93
2021,051  ,433  ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL            ,,4    ,1     ,88289.0,0.0,88289.0,19219.17
2021,051  ,433  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,4    ,1     ,109622.0,0.0,109622.0,18039.0
2021,051  ,433  ,22199  ,SUBMINISTRAMENTS DIVERSOS                         ,051,43   ,22    ,2500.0,0.0,2500.0,0.0
2021,051  ,433  ,22602  ,PUBLICITAT I DIFUSIÓ                              ,051,43   ,22    ,14000.0,0.0,14000.0,0.0
2021,051  ,433  ,22699  ,DESP VÀRIES ACTIVITAT ECONÒMICA                   ,051,43   ,22    ,1500.0,0.0,1500.0,0.0
2021,051  ,433  ,22707  ,DOTACIÓ PREMIS DELTA                              ,051,43   ,22    ,4000.0,0.0,4000.0,0.0
2021,012  ,9231 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,17290.0,0.0,17290.0,4569.12
2021,012  ,924  ,22705  ,DESPESES ELECCIONS                                ,012,92   ,22    ,30000.0,0.0,30000.0,12367.22
2021,012  ,924  ,619    ,INV MILLORA PRESSUPOSTOS PARTICIPATIUS            ,012,924  ,619   ,1000000.0,0.0,1000000.0,0.0
2021,012  ,925  ,12001  ,SOUS DEL GRUP A2                                  ,,9    ,1     ,14133.0,0.0,14133.0,0.0
2021,012  ,925  ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,91746.0,0.0,91746.0,17760.61
2021,012  ,925  ,12005  ,SOUS DEL GRUP E                                   ,,9    ,1     ,16817.0,0.0,16817.0,3603.48
2021,012  ,925  ,12006  ,TRIENNIS                                          ,,9    ,1     ,21447.0,0.0,21447.0,3948.39
2021,012  ,925  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,57004.0,0.0,57004.0,10011.94
2021,012  ,925  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,170114.0,0.0,170114.0,38169.85
2021,012  ,925  ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,9    ,1     ,75509.0,0.0,75509.0,16766.37
2021,012  ,925  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,124374.0,0.0,124374.0,24036.02
2021,012  ,929  ,22699  ,"DESP DIVERSES, INDEMNITZACIONS, ETC               ",012,92   ,22    ,45000.0,0.0,45000.0,250.0
2021,012  ,931  ,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,64286.0,0.0,64286.0,7286.34
2021,012  ,931  ,12001  ,SOUS DEL GRUP A2                                  ,,9    ,1     ,14133.0,0.0,14133.0,3150.18
2021,012  ,931  ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,21648.0,0.0,21648.0,4730.52
2021,012  ,931  ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,45873.0,0.0,45873.0,9536.46
2021,012  ,931  ,12006  ,TRIENNIS                                          ,,9    ,1     ,23842.0,0.0,23842.0,3333.69
2021,012  ,931  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,73300.0,0.0,73300.0,10947.05
2021,012  ,931  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,209864.0,0.0,209864.0,37452.17
2021,012  ,931  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,111673.0,0.0,111673.0,22846.98
2021,012  ,932  ,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,48215.0,0.0,48215.0,10929.51
2021,012  ,932  ,12001  ,SOUS DEL GRUP A2                                  ,,9    ,1     ,14133.0,0.0,14133.0,3150.18
2021,012  ,932  ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,54120.0,0.0,54120.0,11826.3
2021,012  ,932  ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,55048.0,0.0,55048.0,11811.24
2021,041  ,3232 ,13199  ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL-SUPLÈNCIES ,,3    ,1     ,9030.0,0.0,9030.0,0.0
2021,041  ,3232 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,3    ,1     ,135494.0,0.0,135494.0,28855.07
2021,041  ,3232 ,212    ,ESCOLES-CONSERVACIÓ I REPARACIÓ                   ,041,32   ,21    ,843024.0,0.0,843024.0,100773.97
2021,041  ,3232 ,221002 ,SUBM. ENERGIA ELÈCTRICA ESCOLES                   ,041,32   ,22    ,135438.0,0.0,135438.0,12232.13
2021,041  ,3232 ,221012 ,CONSUM AIGUA ESCOLES                              ,041,32   ,22    ,61210.0,0.0,61210.0,15906.16
2021,041  ,3232 ,221022 ,ESCOLES-SUBM. GAS                                 ,041,32   ,22    ,112874.0,0.0,112874.0,36405.99
2021,041  ,3232 ,221042 ,VESTUARI EDUCACIÓ                                 ,041,32   ,22    ,12150.0,0.0,12150.0,5049.67
2021,041  ,3232 ,227002 ,NETEJA ESCOLES                                    ,041,32   ,22    ,2164659.0,0.0,2164659.0,358757.12
2021,041  ,326  ,22699  ,DESP DIVERSES SERVEIS COMPLEMENTARIS              ,041,32   ,22    ,1500.0,0.0,1500.0,204.97
2021,041  ,326  ,226991 ,DESP DIVERSES ACT. FORMACIÓ PARES I MARES         ,041,32   ,22    ,900.0,0.0,900.0,0.0
2021,041  ,326  ,2279901,PREST SERV CAMINS ESCOLARS                        ,041,32   ,22    ,7000.0,0.0,7000.0,0.0
2021,041  ,326  ,2279902,PREST SERVEIS VETLLADORS EXTRAESCOLARS            ,041,32   ,22    ,15000.0,0.0,15000.0,0.0
2021,041  ,326  ,2279903,PREST SERVEIS PROJECTE NOVES OPORTUNITATS         ,041,32   ,22    ,55000.0,0.0,55000.0,0.0
2021,041  ,326  ,227991 ,PREST SERV FORMACIÓ PARES I MARES                 ,041,32   ,22    ,5910.0,0.0,5910.0,0.0
2021,041  ,326  ,227992 ,"LECTURA, ÈXIT EDUCATIU I COMUNITAT (LECXIT)       ",041,32   ,22    ,47500.0,0.0,47500.0,0.0
2021,041  ,326  ,227993 ,PREST SERV CIUTAT DELS INFANTS                    ,041,32   ,22    ,12600.0,0.0,12600.0,1863.4
2021,041  ,326  ,227994 ,PREST SERVEIS-PATI OBERT                          ,041,32   ,22    ,26400.0,0.0,26400.0,1156.89
2021,041  ,326  ,227995 ,PLA EDUCATIU D'ENTORN                             ,041,32   ,22    ,143233.0,0.0,143233.0,22621.35
2021,041  ,326  ,227996 ,DINÀMICA EDUCATIVA                                ,041,32   ,22    ,13000.0,0.0,13000.0,0.0
2021,041  ,326  ,227997 ,SUPORT FP I ESTUDIS POST-OBLIGATORIS              ,041,32   ,22    ,53151.0,0.0,53151.0,6721.02
2021,041  ,326  ,227998 ,PROGRAMA EDUCACIÓ-CULTURA-COMUNITAT (ECC)         ,041,32   ,22    ,242000.0,0.0,242000.0,40333.34
2021,041  ,326  ,227999 ,PROJECTE D'IMPULS DE L'ANGLÈS                     ,041,32   ,22    ,356401.0,0.0,356401.0,66640.0
2021,041  ,326  ,489    ,TRANSF CORRENTS AMPAS                             ,041,32   ,48    ,36450.0,0.0,36450.0,0.0
2021,041  ,326  ,48901  ,TRANSF CORRENTS PROJECTES PEDAGÒGICS              ,041,32   ,48    ,15000.0,0.0,15000.0,0.0
2021,041  ,326  ,48902  ,TRANSF CORRENTS FUNDACIO MAIN -UEC-               ,041,326  ,48902 ,12000.0,0.0,12000.0,12000.0
2021,051  ,433  ,22799  ,CONTR PREST SERVEIS-ACTIV.ECONÒMICA               ,051,43   ,22    ,50000.0,0.0,50000.0,0.0
2021,051  ,433  ,227991 ,CONTR PREST SERVEIS DESENV SECTORS ESTRATÈGICS    ,051,43   ,22    ,45000.0,0.0,45000.0,4235.0
2021,051  ,433  ,227992 ,CONTR PREST SERVEIS PLATAFORMES I BBDD (CONEIXEMEN,051,43   ,22    ,15000.0,0.0,15000.0,343.26
2021,051  ,433  ,48907  ,"TRANSF CORRENTS, AJUTS EMPRENEDORIA               ",051,43   ,48    ,200000.0,0.0,200000.0,0.0
2021,051  ,433  ,4891   ,"TRANSF CORRENTS, QUOTES DIVERSES                  ",051,43   ,48    ,34000.0,0.0,34000.0,1148.9
2021,051  ,433  ,48912  ,PLA MESURES XOC I REACTIVACIO ECONOMICA           ,051,433  ,48912 ,500000.0,0.0,500000.0,0.0
2021,051  ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,,9    ,1     ,60943.0,0.0,60943.0,11463.01
2021,051  ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,15898.0,0.0,15898.0,3488.7
2021,052  ,430  ,12001  ,SOUS DEL GRUP A2                                  ,,4    ,1     ,14133.0,0.0,14133.0,0.0
2021,052  ,430  ,12004  ,SOUS DEL GRUP C2                                  ,,4    ,1     ,9175.0,0.0,9175.0,1968.54
2021,052  ,430  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,4    ,1     ,8664.0,0.0,8664.0,706.95
2021,052  ,430  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,4    ,1     ,17924.0,0.0,17924.0,2009.37
2021,052  ,430  ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,4    ,1     ,40745.0,0.0,40745.0,8892.54
2021,052  ,430  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,4    ,1     ,28740.0,0.0,28740.0,5037.78
2021,052  ,430  ,22199  ,SUBM DIVERSOS DINAMITZACIÓ COMERCIAL              ,052,43   ,22    ,10000.0,0.0,10000.0,0.0
2021,052  ,430  ,22602  ,PUBLICITAT I DIFUSIÓ                              ,052,43   ,22    ,4881.0,0.0,4881.0,0.0
2021,052  ,430  ,22699  ,DESP VÀRIES DINAMITZACIÓ COMERCIAL                ,052,43   ,22    ,2800.0,0.0,2800.0,0.0
2021,052  ,430  ,22799  ,CONTR PREST SERVEIS DINAMITZACIÓ COMERCIAL        ,052,43   ,22    ,68552.0,0.0,68552.0,6888.53
