#ejercicio,Org.,Prog.,Econ.,Denominación (CATALAN),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2016,11.  ,9202 ,12001  ,SOUS DEL GRUP A2                                  ,   ,9    ,1     ,26072,0,26072,26071.2
2016,11.  ,9202 ,12003  ,SOUS DEL GRUP C1                                  ,   ,9    ,1     ,9984,0,9984,9983.82
2016,11.  ,9202 ,12006  ,TRIENNIS                                          ,   ,9    ,1     ,3255,0,3255,3254.56
2016,11.  ,9202 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,   ,9    ,1     ,21061,0,21061,14842.66
2016,11.  ,9202 ,12101  ,COMPLEMENT ESPECÍFIC                              ,   ,9    ,1     ,42622,0,42622,30698.22
2016,11.  ,9202 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,   ,9    ,1     ,29255,0,29255,29254.4
2016,11.  ,9202 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,   ,9    ,1     ,858,0,858,409.71
2016,11.  ,9202 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,   ,9    ,1     ,58693,0,58693,39037.51
2016,11.  ,9202 ,226021 ,COMUNICACIÓ SOCIAL-DIFUSIÓ                        ,11 ,92   ,22    ,140000,0,140000,199797.12
2016,11.  ,9202 ,226023 ,COMUNICACIÓ INSTITUCIONAL                         ,11 ,92   ,22    ,170000,50000,220000,184738.91
2016,11.  ,9203 ,12000  ,SOUS DEL GRUP A1                                  ,   ,9    ,1     ,29649,0,29649,29648.44
2016,11.  ,9203 ,12003  ,SOUS DEL GRUP C1                                  ,   ,9    ,1     ,9984,0,9984,9983.82
2016,11.  ,9203 ,12004  ,SOUS DEL GRUP C2                                  ,   ,9    ,1     ,16925,0,16925,17558.14
2016,11.  ,9203 ,12006  ,TRIENNIS                                          ,   ,9    ,1     ,16755,0,16755,15878.22
2016,11.  ,9203 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,   ,9    ,1     ,33610,0,33610,33421.14
2016,11.  ,9203 ,12101  ,COMPLEMENT ESPECÍFIC                              ,   ,9    ,1     ,116955,0,116955,116990.43
2016,11.  ,9203 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,   ,9    ,1     ,1226,0,1226,895.52
2016,11.  ,9203 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,   ,9    ,1     ,41019,0,41019,42520.12
2016,12.  ,011  ,31000  ,INTERESSOS PRÉSTECS LLARG TERMINI                 ,12.,011  ,31000 ,138873,0,138873,93277.9
2016,12.  ,011  ,31001  ,INTERESSOS ENDEUTAMENT CURT TERMINI               ,12 ,01   ,31    ,1000,0,1000,0
2016,12.  ,011  ,311    ,COMISSIONS-DESPESES OP. CRÈDIT                    ,12 ,01   ,31    ,1000,0,1000,67.01
2016,12.  ,011  ,359    ,ALTRES DESPESES FINANCERES                        ,12 ,01   ,35    ,10000,0,10000,8403.52
2016,12.  ,011  ,913    ,AMORT. PRESTECS ENTITATS FINANCERES               ,12.,011  ,913   ,2835573,225210.8,3060783.8,3059782.95
2016,12.  ,161  ,467    ,TRANSF CONGIAC                                    ,12.,161  ,467   ,1,9500,9501,9500
2016,12.  ,161  ,740    ,TRANSF CAPITAL APSA                               ,12.,161  ,740   ,350000,0,350000,150000
2016,12.  ,221  ,16205  ,ASSEGURANÇA VIDA I ACCIDENTS                      ,   ,2    ,1     ,45000,0,45000,24006.17
2016,12.  ,221  ,164    ,AJUDA FAMILIAR                                    ,   ,2    ,1     ,13767,0,13767,15010.67
2016,12.  ,419  ,621    ,ADQUISICIÓ DE TERRENYS                            ,12.,419  ,621   ,600000,75000,675000,675000
2016,12.  ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,   ,9    ,1     ,92315,0,92315,109898.51
2016,12.  ,912  ,10001  ,ALTRES REMUNERACIONS ÒRGANS DE GOVERN             ,   ,9    ,1     ,95748,0,95748,99797.71
2016,12.  ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,   ,9    ,1     ,26061,0,26061,31978.23
2016,12.  ,912  ,489    ,TRANSF CORRENTS GRUPS MUNICIPALS                  ,12 ,91   ,48    ,175500,0,175500,166150
2016,12.  ,920  ,202    ,ARRENDAMENTS VARIS                                ,12 ,92   ,20    ,155000,0,155000,160074.1
2016,12.  ,920  ,209    ,CÀNONS VARIS                                      ,12 ,92   ,20    ,22546,42071.62,64617.62,42071.62
2016,12.  ,920  ,216    ,MANTENIMENT EQUIPS INFORMÀTICS/PROGRAMARI         ,12 ,92   ,21    ,320000,26500,346500,309609.99
2016,12.  ,920  ,22000  ,MATERIAL D'OFICINA                                ,12 ,92   ,22    ,105000,0,105000,109266.57
2016,12.  ,920  ,22002  ,MATERIAL INFORMÀTIC NO INVENTARIABLE              ,12 ,92   ,22    ,170000,-40000,130000,59311.54
2016,12.  ,920  ,22104  ,VESTUARI                                          ,12 ,92   ,22    ,22000,0,22000,12363.85
2016,12.  ,920  ,22200  ,SERVEIS COMUNICACIÓ TELECOMUNICACIONS             ,12 ,92   ,22    ,220000,-81780,138220,91794.82
2016,12.  ,920  ,22201  ,SERVEIS COMUNICACIÓ POSTALS                       ,12 ,92   ,22    ,162000,0,162000,78578.97
2016,12.  ,920  ,224    ,ASSEGURANCES                                      ,12 ,92   ,22    ,192000,0,192000,132566.02
2016,12.  ,920  ,22500  ,TRIBUTS ESTATALS (Impost producció elèctrica)     ,12 ,92   ,22    ,1400,0,1400,1961.22
2016,12.  ,920  ,22602  ,"ANUNCIS, PÚBLICACIONS, ETC.                       ",12 ,92   ,22    ,20655,0,20655,13680.48
2016,12.  ,920  ,22603  ,ANUNCIS DIARIS OFICIALS                           ,12 ,92   ,22    ,21870,0,21870,36823.98
2016,12.  ,920  ,22604  ,DESP DEFENSA JURÍDICA I REGISTRAL                 ,12 ,92   ,22    ,27000,0,27000,17201.8
2016,12.  ,920  ,227061 ,ESTUDIS I TREBALLS TÈCNICS                        ,12 ,92   ,22    ,25000,0,25000,3811.5
2016,12.  ,920  ,227062 ,ESTUDIS I TREBALLS TÈCNICS TIC                    ,12 ,92   ,22    ,184000,0,184000,95712.23
2016,12.  ,920  ,22799  ,CONTR PRESTACIÓ DE SERVEIS                        ,12 ,92   ,22    ,161439,0,161439,90403.12
2016,12.  ,920  ,23010  ,DIETES PERSONAL DIRECTIU                          ,12 ,92   ,23    ,2658,0,2658,0
2016,12.  ,920  ,23020  ,DIETES PERSONAL NO DIRECTIU                       ,12 ,92   ,23    ,2658,0,2658,4120.93
2016,12.  ,920  ,23110  ,LOCOMOCIO PERSONAL DIRECTIU                       ,12 ,92   ,23    ,3562,0,3562,421.25
2016,12.  ,920  ,23120  ,LOCOMOCIO PERSONAL NO DIRECTIU                    ,12 ,92   ,23    ,3606,0,3606,4362.42
2016,12.  ,920  ,233    ,ASSISTÈNCIA TRIBUNALS                             ,12 ,92   ,23    ,900,0,900,3476
2016,12.  ,920  ,467    ,ECONOMIA-TRANSF.LOCALRET                          ,12.,920  ,467   ,8000,0,8000,7420.02
2016,12.  ,920  ,489    ,BEQUES PERSONAL COL·LABORADOR                     ,12 ,92   ,48    ,32000,0,32000,28794.32
2016,12.  ,920  ,624    ,INVERSIÓ ELEMENTS DE TRANSPORT                    ,12.,920  ,624   ,100000,65019.7,165019.7,99594.49
2016,12.  ,920  ,626    ,MATERIAL INVENTARIABLE. EQUIPS PROCESOS INFORMATIC,12.,920  ,626   ,285000,147518.09,432518.09,197469.16
2016,12.  ,920  ,629    ,MATERIAL INVENTARIABLE DIVERS                     ,12.,920  ,629   ,270000,166537.19,436537.19,391260.85
2016,12.  ,920  ,830    ,BESTRETES REINTEGRABLES PERSONAL                  ,12.,920  ,830   ,1000,28000,29000,28692.94
2016,12.  ,9204 ,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,   ,9    ,1     ,21666,0,21666,21665.66
2016,12.  ,9204 ,11001  ,RETRIBUCIONS COMPLEMENTÀRIES PERSONAL EVENTUAL    ,   ,9    ,1     ,50018,0,50018,50018.08
2016,12.  ,9204 ,12003  ,SOUS DEL GRUP C1                                  ,   ,9    ,1     ,19968,0,19968,0
2016,12.  ,9204 ,12004  ,SOUS DEL GRUP C2                                  ,   ,9    ,1     ,59238,0,59238,23973.69
2016,12.  ,9204 ,12006  ,TRIENNIS                                          ,   ,9    ,1     ,2451,0,2451,4739.59
2016,12.  ,9204 ,120099 ,RETRIBUCIONS BÀSIQUES SUPLÈNCIES                  ,   ,9    ,1     ,20592,0,20592,16423.12
2016,12.  ,9204 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,   ,9    ,1     ,30561,0,30561,9844.27
2016,12.  ,9204 ,12101  ,COMPLEMENT ESPECÍFIC                              ,   ,9    ,1     ,77260,0,77260,25805.19
2016,12.  ,9204 ,121031 ,ALTRES COMPLEMENTS                                ,   ,9    ,1     ,630900,0,630900,504414.89
2016,12.  ,9204 ,121039 ,RETRIBUCIONS COMPLEMENTÀRIES SUPLÈNCIES           ,   ,9    ,1     ,37127,0,37127,23263.36
2016,12.  ,9204 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,   ,9    ,1     ,19686,0,19686,0
2016,12.  ,9204 ,13001  ,HORES EXTRAORDINÀRIES PERSONAL LABORAL FIX        ,   ,9    ,1     ,1500,0,1500,2850.61
2016,12.  ,9204 ,130021 ,INCENTIU PRODUCTIVITAT PERSONAL LABORAL FIX       ,   ,9    ,1     ,104573,0,104573,236733.81
2016,12.  ,9204 ,131    ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL            ,   ,9    ,1     ,1000,0,1000,0
2016,12.  ,9204 ,131021 ,INCENTIU PRODUCTIVITAT NO ABSENTISME LABORAL TEMP ,   ,9    ,1     ,3852,0,3852,3809
2016,12.  ,9204 ,13199  ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL-SUPLÈNCIES ,   ,9    ,1     ,24086,0,24086,3591.8
2016,12.  ,9204 ,1432   ,INCENTIU PRODUCTIVITAT NO ABSENTISME ALTRE PERSONA,   ,9    ,1     ,3852,0,3852,4040.4
2016,12.  ,9204 ,15001  ,INCENTIU PRODUCTIVITAT NO ABSENTISME              ,   ,9    ,1     ,277772,0,277772,278503.24
2016,12.  ,9204 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,   ,9    ,1     ,1500,0,1500,6727.69
2016,12.  ,9204 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,   ,9    ,1     ,66331,0,66331,45015.83
2016,12.  ,9204 ,16104  ,INDEMNITZACIÓ JUBILACIONS ANTICIPADES             ,   ,9    ,1     ,90000,0,90000,69341.67
2016,12.  ,9204 ,16200  ,FORMACIO I PERFECCIONAMENT DEL PERSONAL           ,   ,9    ,1     ,60000,0,60000,57949.78
2016,12.  ,9205 ,12000  ,SOUS DEL GRUP A1                                  ,   ,9    ,1     ,14825,0,14825,14824.22
2016,12.  ,9205 ,12001  ,SOUS DEL GRUP A2                                  ,   ,9    ,1     ,13036,0,13036,13035.6
2016,12.  ,9205 ,12003  ,SOUS DEL GRUP C1                                  ,   ,9    ,1     ,9984,0,9984,9983.82
2016,12.  ,9205 ,12004  ,SOUS DEL GRUP C2                                  ,   ,9    ,1     ,33850,0,33850,31909.16
2016,12.  ,9205 ,12006  ,TRIENNIS                                          ,   ,9    ,1     ,22824,0,22824,22462.99
2016,12.  ,9205 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,   ,9    ,1     ,33841,0,33841,32975.28
2016,12.  ,9205 ,12101  ,COMPLEMENT ESPECÍFIC                              ,   ,9    ,1     ,81882,0,81882,82114.81
2016,12.  ,9205 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,   ,9    ,1     ,52108,0,52108,53077.93
2016,12.  ,9206 ,12000  ,SOUS DEL GRUP A1                                  ,   ,9    ,1     ,44473,0,44473,44472.66
2016,12.  ,9206 ,12001  ,SOUS DEL GRUP A2                                  ,   ,9    ,1     ,13036,0,13036,13132.46
2016,12.  ,9206 ,12003  ,SOUS DEL GRUP C1                                  ,   ,9    ,1     ,39936,0,39936,37529.69
2016,12.  ,9206 ,12004  ,SOUS DEL GRUP C2                                  ,   ,9    ,1     ,33850,0,33850,33173.64
2016,12.  ,9206 ,12006  ,TRIENNIS                                          ,   ,9    ,1     ,40134,0,40134,39379.67
2016,12.  ,9206 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,   ,9    ,1     ,59653,0,59653,58316.19
2016,12.  ,9206 ,12101  ,COMPLEMENT ESPECÍFIC                              ,   ,9    ,1     ,148625,0,148625,149040.54
2016,12.  ,9206 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,   ,9    ,1     ,70653,0,70653,70652.84
2016,12.  ,9206 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,   ,9    ,1     ,2618,0,2618,3475.81
2016,12.  ,9206 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,   ,9    ,1     ,118186,0,118186,118841.46
2016,12.  ,9207 ,12000  ,SOUS DEL GRUP A1                                  ,   ,9    ,1     ,59297,0,59297,25564.2
2016,12.  ,9207 ,12001  ,SOUS DEL GRUP A2                                  ,   ,9    ,1     ,91250,0,91250,75511.75
2016,12.  ,9207 ,12003  ,SOUS DEL GRUP C1                                  ,   ,9    ,1     ,29952,0,29952,29951.46
2016,12.  ,9207 ,12004  ,SOUS DEL GRUP C2                                  ,   ,9    ,1     ,8463,0,8463,8462.46
2016,12.  ,9207 ,12006  ,TRIENNIS                                          ,   ,9    ,1     ,31460,0,31460,30462.74
2016,12.  ,9207 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,   ,9    ,1     ,92274,0,92274,66861.53
2016,12.  ,9207 ,12101  ,COMPLEMENT ESPECÍFIC                              ,   ,9    ,1     ,248423,0,248423,171761.6
2016,12.  ,9207 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,   ,9    ,1     ,76130,0,76130,91051.48
2016,12.  ,9207 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,   ,9    ,1     ,921,0,921,668
2016,12.  ,9207 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,   ,9    ,1     ,159796,0,159796,126603.48
2016,12.  ,9208 ,12000  ,SOUS DEL GRUP A1                                  ,   ,9    ,1     ,29649,0,29649,18017.1
2016,12.  ,9208 ,12003  ,SOUS DEL GRUP C1                                  ,   ,9    ,1     ,9984,0,9984,3173.83
2016,12.  ,9208 ,12004  ,SOUS DEL GRUP C2                                  ,   ,9    ,1     ,8463,0,8463,9206.71
2016,12.  ,9208 ,12006  ,TRIENNIS                                          ,   ,9    ,1     ,10606,0,10606,9368.45
2016,12.  ,9208 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,   ,9    ,1     ,20426,0,20426,12554.55
2016,12.  ,9208 ,12101  ,COMPLEMENT ESPECÍFIC                              ,   ,9    ,1     ,41907,0,41907,36767.38
2016,12.  ,9208 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,   ,9    ,1     ,59477,0,59477,59476.72
2016,12.  ,9208 ,13001  ,HORES EXTRAORDINÀRIES PERSONAL LABORAL FIX        ,   ,9    ,1     ,506,0,506,580.55
2016,12.  ,9208 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,   ,9    ,1     ,47083,0,47083,42502.16
2016,12.  ,9209 ,12004  ,SOUS DEL GRUP C2                                  ,   ,9    ,1     ,8463,0,8463,8462.46
2016,12.  ,9209 ,12005  ,SOUS DEL GRUP E                                   ,   ,9    ,1     ,23267,0,23267,23002.85
2016,12.  ,9209 ,12006  ,TRIENNIS                                          ,   ,9    ,1     ,7089,0,7089,6175.13
2016,12.  ,9209 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,   ,9    ,1     ,12330,0,12330,12164.66
2016,12.  ,9209 ,12101  ,COMPLEMENT ESPECÍFIC                              ,   ,9    ,1     ,33580,0,33580,41583.33
2016,12.  ,9209 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,   ,9    ,1     ,260070,0,260070,255658.75
2016,12.  ,9209 ,13001  ,HORES EXTRAORDINÀRIES PERSONAL LABORAL FIX        ,   ,9    ,1     ,3111,0,3111,4065.4
2016,12.  ,9209 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,   ,9    ,1     ,100661,0,100661,97363.21
2016,12.  ,922  ,466    ,TRANSF FMC                                        ,12.,922  ,466   ,13000,0,13000,10453.96
2016,12.  ,9231 ,12003  ,SOUS DEL GRUP C1                                  ,   ,9    ,1     ,9984,0,9984,9911.1
2016,12.  ,9231 ,12004  ,SOUS DEL GRUP C2                                  ,   ,9    ,1     ,8463,0,8463,8462.46
2016,12.  ,9231 ,12006  ,TRIENNIS                                          ,   ,9    ,1     ,4724,0,4724,4691.31
2016,12.  ,9231 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,   ,9    ,1     ,7991,0,7991,7955.58
2016,12.  ,9231 ,12101  ,COMPLEMENT ESPECÍFIC                              ,   ,9    ,1     ,22304,0,22304,22443.66
2016,12.  ,9231 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,   ,9    ,1     ,14583,0,14583,14607.6
2016,12.  ,924  ,22705  ,DESPESES ELECCIONS                                ,12 ,92   ,22    ,15000,0,15000,7087.11
2016,12.  ,925  ,12004  ,SOUS DEL GRUP C2                                  ,   ,9    ,1     ,67700,0,67700,67057.15
2016,12.  ,925  ,12005  ,SOUS DEL GRUP E                                   ,   ,9    ,1     ,15511,0,15511,15510.88
2016,12.  ,925  ,12006  ,TRIENNIS                                          ,   ,9    ,1     ,15755,0,15755,14792.1
2016,12.  ,925  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,   ,9    ,1     ,35189,0,35189,34773.42
2016,12.  ,925  ,12101  ,COMPLEMENT ESPECÍFIC                              ,   ,9    ,1     ,122343,0,122343,121883.06
2016,12.  ,925  ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,   ,9    ,1     ,66994,0,66994,66994.28
2016,12.  ,925  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,   ,9    ,1     ,85342,0,85342,85445.23
2016,12.  ,929  ,22699  ,"DESP DIVERSES, INDEMNITZACIONS, ETC               ",12 ,92   ,22    ,40000,0,40000,42562.7
2016,12.  ,929  ,226991 ,ALTRES DESPESES GENERALS                          ,12 ,92   ,22    ,100000,-55400,44600,671.37
2016,12.  ,931  ,12000  ,SOUS DEL GRUP A1                                  ,   ,9    ,1     ,44473,0,44473,43500.73
2016,12.  ,931  ,12003  ,SOUS DEL GRUP C1                                  ,   ,9    ,1     ,19968,0,19968,19967.64
2016,12.  ,931  ,12004  ,SOUS DEL GRUP C2                                  ,   ,9    ,1     ,33850,0,33850,31896.25
2016,12.  ,931  ,12006  ,TRIENNIS                                          ,   ,9    ,1     ,29175,0,29175,25784.91
2016,12.  ,931  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,   ,9    ,1     ,50860,0,50860,49041.45
2016,12.  ,931  ,12101  ,COMPLEMENT ESPECÍFIC                              ,   ,9    ,1     ,155311,0,155311,155783.73
2016,12.  ,931  ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,   ,9    ,1     ,726,0,726,519.49
2016,12.  ,931  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,   ,9    ,1     ,71583,0,71583,72608.36
2016,44   ,2312 ,12001  ,SOUS DEL GRUP A2                                  ,   ,2    ,1     ,13036,0,13036,13035.6
2016,44   ,2312 ,12004  ,SOUS DEL GRUP C2                                  ,   ,2    ,1     ,16925,0,16925,17818.78
2016,44   ,2312 ,12006  ,TRIENNIS                                          ,   ,2    ,1     ,1373,0,1373,1332.43
2016,44   ,2312 ,120099 ,RETRIBUCIONS BÀSIQUES SUPLÈNCIES                  ,   ,2    ,1     ,2533,0,2533,13593.8
2016,44   ,2312 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,   ,2    ,1     ,12620,0,12620,12940.91
2016,44   ,2312 ,12101  ,COMPLEMENT ESPECÍFIC                              ,   ,2    ,1     ,28733,0,28733,30897.52
2016,44   ,2312 ,121031 ,ALTRES COMPLEMENTS                                ,   ,2    ,1     ,1622,0,1622,2851.14
2016,44   ,2312 ,121039 ,RETRIBUCIONS COMPLEMENTÀRIES SUPLÈNCIES           ,   ,2    ,1     ,32652,0,32652,22015.94
2016,44   ,2312 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,   ,2    ,1     ,289962,0,289962,317810.85
2016,44   ,2312 ,13001  ,HORES EXTRAORDINÀRIES PERSONAL LABORAL FIX        ,   ,2    ,1     ,1197,0,1197,3194.23
2016,44   ,2312 ,13002  ,ALTRES REMUNERACIONS PERSONAL LABORAL FIX         ,   ,2    ,1     ,23221,0,23221,22797.38
2016,44   ,2312 ,131    ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL            ,   ,2    ,1     ,22337,0,22337,32979.46
2016,44   ,2312 ,13199  ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL-SUPLÈNCIES ,   ,2    ,1     ,30150,0,30150,20850.99
2016,44   ,2312 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,   ,2    ,1     ,897,0,897,921.61
2016,44   ,2312 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,   ,2    ,1     ,155752,0,155752,157778.49
2016,44   ,2312 ,22100  ,ELECTRICITAT HORTS LÚDICS                         ,44 ,23   ,22    ,4000,0,4000,2475.19
2016,44   ,2312 ,22101  ,CONSUM AIGUA HORTS LÚDICS                         ,44 ,23   ,22    ,12718,0,12718,15718
2016,44   ,2312 ,22104  ,VESTUARI RESIDÈNCIA D'AVIS                        ,44 ,23   ,22    ,3150,0,3150,2351.18
2016,44   ,2312 ,22105  ,ALIMENTS RESIDÈNCIA D'AVIS                        ,44 ,23   ,22    ,68000,0,68000,56878.75
2016,44   ,2312 ,22199  ,MATERIAL TÈCNIC RESIDÈNCIA D'AVIS                 ,44 ,23   ,22    ,10000,0,10000,9683.04
2016,44   ,2312 ,221991 ,SUBMINISTRAMENTS DIVERSOS                         ,44 ,23   ,22    ,6,0,6,4318.5
2016,44   ,2312 ,226023 ,PUBLICITAT-DIFUSIÓ GENT GRAN                      ,44 ,23   ,22    ,1800,0,1800,3857.2
2016,44   ,2312 ,226992 ,DESP DIVERSES RESIDÈNCIA D'AVIS                   ,44 ,23   ,22    ,5400,0,5400,3486.56
2016,44   ,2312 ,226994 ,DESP DIVERSES ACTIVITATS GENT GRAN                ,44 ,23   ,22    ,1542,0,1542,685.7
2016,44   ,2312 ,227994 ,GESTIÓ HORTS LÚDICS                               ,44 ,23   ,22    ,30763,0,30763,31612.09
2016,51   ,2412 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,51 ,2412 ,12100 ,48210,10000,58210,56947.09
2016,51   ,2412 ,12101  ,COMPLEMENT ESPECÍFIC                              ,51 ,2412 ,12101 ,80256,20000,100256,98070.06
2016,51   ,2412 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL            ,51 ,2412 ,13000 ,159905,0,159905,132499.58
2016,51   ,2412 ,1431   ,RETRIBUCIONS ALTRE PERSONAL                       ,51 ,2412 ,1431  ,25607,0,25607,2986.36
2016,51   ,2412 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,51 ,2412 ,16000 ,145349,10036.89,155385.89,146979.41
2016,51   ,2412 ,206    ,LLOGUER EQUIPS PROCÉS INFORMACIÓ                  ,51 ,2412 ,206   ,13800,0,13800,6974.9
2016,51   ,2412 ,22199  ,SUBMINISTRAMENT DIVERSOS-FORMACIÓ I OCUPACIÓ      ,51 ,2412 ,22199 ,57899,60749.92,118648.92,69762.99
2016,51   ,2413 ,1430   ,PLANS OCUPACIÓ                                    ,51 ,2413 ,1430  ,30000,1044318.53,1074318.53,686081.18
2016,51   ,2413 ,1431   ,RETRIBUCIONS ALTRE PERSONAL                       ,51 ,2413 ,1431  ,128132,92465.27,220597.27,220597.27
2016,51   ,2413 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,51 ,2413 ,16000 ,41131,313737,354868,306803.39
