#Ejercicio,Org.,Econ.,Denominación (catalán),Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2016,     ,36002  ,VENDA D'ELECTRICITAT                              ,45000,0,45000,46451.52
2016,     ,36003  ,"PRESTACIO SERVEIS MEDI AMBIENT (PAPER, VIDRE, CART",330000,0,330000,415990.45
2016,     ,389    ,REINTEGRAMENTS PRESSUPOSTOS TANCATS               ,5000,0,5000,13039.69
2016,     ,38901  ,REINTEGRAMENTS ANUNCIS                            ,5000,0,5000,10333.68
2016,     ,39100  ,MULTES INFRACCIONS URBANISTIQUES                  ,10000,0,10000,13250
2016,     ,39120  ,MULTES CIRCULACIÓ                                 ,500000,0,500000,1611747.82
2016,     ,39190  ,ALTRES MULTES I SANCIONS                          ,50000,0,50000,193796.28
2016,     ,39200  ,RECÀRREC DECLARACIO EXTEMPORANEA                  ,7000,0,7000,916.99
2016,     ,39211  ,RECÀRREC CONSTRENYIMENT                           ,36000,0,36000,57049.88
2016,     ,393    ,INTERESSOS DE DEMORA                              ,55000,0,55000,64868.53
2016,     ,39700  ,APROFITAMENT URBANÍSTIC                           ,0,0,0,8184372.91
2016,     ,398    ,INDEMNITZACIONS D'ASSEGURANCES NO VIDA            ,90000,0,90000,136882.16
2016,     ,399    ,ALTRES INGRESOS DIVERSOS                          ,70000,16545,86545,173923.35
2016,     ,42000  ,PARTICIPACIÓ EN TRIBUTS DE L'ESTAT                ,13750000,0,13750000,14617651.05
2016,     ,441    ,TRANSFERENCIESD'EMPRESES ENTITAT LOCAL            ,0,9500,9500,9500
2016,     ,45000  ,FONS COOPERACIÓ LOCAL CATALUNYA                   ,388343,0,388343,387375.14
2016,     ,45001  ,ALTRES TRANSFERÈNCIES DE LA GENERALITAT           ,15000,225210.8,240210.8,321710.25
2016,     ,45002  ,SUBV. GENERALITAT SERVEIS SOCIALS/IGUALTAT        ,1850000,0,1850000,1814181.64
2016,     ,45030  ,SUBV. GENERALITAT EDUCACIÓ                        ,62950,0,62950,13500
2016,     ,45050  ,SUBV. GENERALITAT OCUPACIÓ-DESENVOLUPAMENT LOCAL  ,6,896074.08,896080.08,1036457.95
2016,     ,450801 ,SUBV. GENERALITAT SANITAT-CONSUM                  ,12000,0,12000,108679.41
2016,     ,450802 ,SUBVENCIONS GENERALITAT CULTURA-JOVENTUT          ,25600,0,25600,1800
2016,     ,450803 ,SUBVENCIONS GENERALITAT TURISME                   ,25000,0,25000,53535.21
2016,     ,45300  ,"DE SOCIETATS, ENS PUBLICS I ALTRES DEPENENTS CCAA ",10000,0,10000,9135
2016,     ,46100  ,SUBVENCIONS DIPUTACIO                             ,100000,0,100000,123012.19
2016,     ,46101  ,SUBV. DIPUTACIÓ FORMACIÓ-OCUPACIÓ                 ,6,802457.94,802463.94,884825.8
2016,     ,46102  ,SUBV. DIPUTACIÓ SERVEIS SOCIALS                   ,306000,0,306000,372587.98
2016,     ,46103  ,SUBV. DIPUTACIÓ EDUCACIÓ                          ,223512,0,223512,227839.8
2016,     ,46104  ,SUBV. DIPUTACIÓ ESPORTS                           ,3000,0,3000,24048
2016,     ,46105  ,SUBV. DIPUTACIÓ SALUT PUBLICA                     ,87000,0,87000,76068.75
2016,     ,46106  ,"SUBV. DIPUTACIÓ, CULTURA-JOVENTUT                 ",6700,0,6700,8900
2016,     ,46107  ,SUBV. DIPUTACIÓ MEDI AMBIENT                      ,6,0,6,0
2016,     ,46108  ,SUBV DIPUTACIÓ PROMOCIO DONA                      ,33985,0,33985,0
2016,     ,46109  ,SUBV DIPUTACIÓ PROGRAMA COMPLEMENTARI SUPORT      ,158860,0,158860,0
2016,     ,462    ,TRANSFERENCIES CORRENTS D'AJUNTAMENTS             ,6,0,6,21113.63
2016,     ,464    ,TRANSFERENCIES CORRENTS D'AREAS METROPOLITANAS    ,295000,88164.49,383164.49,286779.91
2016,     ,465    ,TRANSFERENCIES CORRENTS ENS COMARCALS             ,6,0,6,0
2016,     ,470    ,SUBVENCIONS D'EMPRESES                            ,5000,67091.15,72091.15,74000
2016,     ,480    ,SUBVENCIONS FORMACIÓ I OCUPACIÓ                   ,6,40968.34,40974.34,40968.34
2016,     ,48001  ,TRANSF. FAMILIES I  INST. SENSE ÀNIM DE LUCRE     ,0,10176.81,10176.81,10176.81
2016,     ,490    ,SUBV. FONS SOCIAL EUROPEU                         ,6,0,6,0
2016,     ,514    ,INTERESSOS DE SOCIETATS MERCANTILS                ,56058,0,56058,56057.16
2016,     ,52     ,INTERESSOS DE DIPÓSITS                            ,200000,0,200000,258047.21
2016,     ,541    ,PRODUCTE ARRENDAMENTS IMMOBLES                    ,14000,0,14000,3602.16
2016,     ,550    ,CONCESSIONS ADMINISTRATIVES                       ,135000,0,135000,340774.24
2016,     ,603    ,PATRIMONI MUNICIPAL DEL SOL                       ,0,4699463.48,4699463.48,0
2016,     ,75080  ,ALTRES TRANSF DE CAPITAL COMUNITAT AUTONOMA       ,0,0,0,-1359.55
2016,     ,764    ,TRANSF CAPITAL AREA METROPOLITANA DE BARCELONA    ,1226663,90759.87,1317422.87,151253.57
2016,     ,82120  ,REINTEGRAMENT PRESTECS SECTOR PUBLIC LOCAL        ,0,0,0,315814.96
2016,     ,830    ,BESTRETES REINTEGRABLES PERSONAL                  ,1000,28000,29000,28692.94
2016,     ,87000  ,ROMANENT TRESORERIA DESPESES GENERALS             ,0,18932554.18,18932554.18,0
