#Ejercicio,Org.,Econ.,Denominación (cast.),Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2019,,31303  ,SERVICIOS DEPORTIVOS                              ,2295225,0,2295225,556067.29
2019,,31905  ,CONTROL SANITARIO PERROS,21422,0,21422,32684.4
2019,,321    ,TASA LICENCIES DE OBRAS                           ,400000,0,400000,292635.96
2019,,323    ,TASA PERMISOS AMBIENTALES                          ,404000,0,404000,135148.86
2019,,325    ,EXPEDICIÓN DE DOCUMENTOS                            ,27543,0,27543,9624.55
2019,,326    ,RETIRADA DE VEHÍCULOS,80800,0,80800,24345.11
2019,,32901  ,MERCADO MUNICIPAL                                  ,32000,0,32000,14116.01
2019,,32902  ,CONTROL SANITARIO DE ESTABLECIMIENTOS                   ,1020,0,1020,966
2019,,32903  ,OTRAS TASAS REALIZACIÓN ACT COMPETENCIA LOCAL,50000,0,50000,64386.79
2019,,331    ,TASAS VADOS                                       ,581457,0,581457,599915.92
2019,,332    ,UTILITZACIÓN PRIVATIVA/APROVECHAMIENTO EMP SUMINISTRA,641350,0,641350,322274.95
2019,,333    ,UTILITZACIÓN PRIVATIVA/APROVECHAMIENTO EMP TELECOMUNIC,17000,0,17000,6614.04
2019,,335    ,TASAS VELADORES Y SILLAS                    ,147915,0,147915,141637.05
2019,,338    ,TASA COMPENSACIÓN TELEFÓNICA ESPAÑA                ,205000,0,205000,55361.85
2019,,339    ,OTRAS UTILITZACIONS PRIVATIVES DEL DOMINI PUBLIC ,135673,0,135673,171323.39
2019,,33901  ,TASAS QUIOSCOS                                    ,66307,0,66307,8928
2019,,33902  ,TASAS PARADAS EN LA VIA PÚBLICA                    ,46925,0,46925,-337
2019,,34901  ,HUERTOS LÚDICOS                                      ,15302,0,15302,8692
2019,,34902  ,SERVICIOS CULTURALES,1020,0,1020,0
2019,,464    ,TRANSFERENCIAS CORRIENTES DE AREAS METROPOLITANAS,0,0,0,-1768.94
