#Ejercicio,Org.,Econ.,Denominación (cast.),Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2019,,399    ,OTROS INGRESOS DIVERSOS                          ,100000,0,100000,90731.31
2019,,39901  ,OTROS INGRESOS EJECUCIONES SUBSIDIARIAS           ,6,28387.91,28393.91,26829.73
2019,,42000  ,PARTICIPACIÓN EN TRIBUTOS DEL ESTADO                ,15323000,0,15323000,14656149.17
2019,,45000  ,FONDO COOPERACIÓN LOCAL CATALUÑA                   ,388410,0,388410,778359.68
2019,,45001  ,OTRAS TRANSFERENCIAS DE LA GENERALITAT           ,133455,12092.13,145547.13,44867.13
2019,,45002  ,SUBV. GENERALITAT SERVICIOS SOCIALES/IGUALDAD        ,2346296,0,2346296,2400929.07
2019,,45030  ,SUBV. GENERALITAT EDUCACIÓN                        ,80790,0,80790,109666.24
2019,,45050  ,SUBV. GENERALITAT OCUPACIÓN-DESARROLLO LOCAL  ,6,1287465.39,1287471.39,1740934.69
2019,,450802 ,SUBVENCIONES GENERALITAT CULTURA-JUVENTUD          ,34000,0,34000,13300
2019,,450803 ,SUBVENCIONES GENERALITAT TURISMO,76347,0,76347,134318.37
2019,,46100  ,SUBVENCIONES DIPUTACIÓN                             ,94360,0,94360,77046
2019,,46101  ,SUBV. DIPUTACIÓN FORMACIÓN-OCUPACIÓN                 ,6,385655.17,385661.17,606502.37
2019,,46102  ,SUBV. DIPUTACIÓN SERVICIOS SOCIALES                   ,574852,0,574852,286431.14
2019,,46103  ,SUBV. DIPUTACIÓN EDUCACIÓN,524901,0,524901,331760.51
2019,,112    ,IMPUESTO BIENES INMUEBLES RÚSTICOS                      ,9000,0,9000,9722.01
2019,,113    ,IMPUESTO BIENES INMUEBLES DE NATURALEZA URBANA         ,17126094,0,17126094,17388253.62
2019,,114    ,IMPUESTO BIENES INMUEBLES CARACTERISTICAS ESPECIALES   ,31126030,0,31126030,30781059.85
2019,,115    ,IMPUESTO VEHICULOS TRACCIÓN MECÁNICA                  ,3000000,0,3000000,3132346.54
2019,,116    ,IMPUESTO INCREMENTO VALOR DE TERRENOS          ,3000359,0,3000359,5006191.08
2019,,130    ,IMPUESTO ACTIVIDADES ECONÓMICAS                    ,7500000,0,7500000,7795011.8
2019,,290    ,"IMPUESTO CONSTRUCCIONES,INSTALACIONES Y OBRAS       ",800000,0,800000,2561377.76
2019,,302    ,TASA RECOGIDA BASURA COMERCIAL                   ,71407,0,71407,64237.5
2019,,30901  ,VIGILANCIA ESPECIAL                               ,15150,0,15150,23716.15
2019,,311    ,RESIDENCIA DE ANCIANOS,160000,0,160000,189828.96
2019,,31101  ,TASA PRESTACIÓN SERVICIOS SOCIALES                    ,30000,0,30000,37958.35
2019,,312    ,GUARDERÍA,190000,0,190000,185955.23
2019,,31301  ,CURSILLOS Y ACTIVIDADES DEPORTIVAS           ,227250,0,227250,263703.31
2019,,31302  ,INSTALACIONES DEPORTIVAS                         ,40804,0,40804,42178.53
2019,,31303  ,SERVICIOS DEPORTIVOS                              ,2295225,0,2295225,2312675.66
2019,,31905  ,CONTROL SANITARIO PERROS,21422,0,21422,34519.2
2019,,321    ,TASA LICENCIES DE OBRAS                           ,400000,0,400000,1127586.48
2019,,323    ,TASA PERMISOS AMBIENTALES                          ,404000,0,404000,374409.29
2019,,325    ,EXPEDICIÓN DE DOCUMENTOS                            ,27543,0,27543,43411.87
2019,,326    ,RETIRADA DE VEHÍCULOS,80800,0,80800,138264.57
2019,,32901  ,MERCADO MUNICIPAL                                  ,32000,0,32000,28440.51
2019,,32902  ,CONTROL SANITARIO DE ESTABLECIMIENTOS                   ,1020,0,1020,2298
2019,,32903  ,OTRAS TASAS REALIZACIÓN ACT COMPETENCIA LOCAL,50000,0,50000,64386.79
2019,,331    ,TASAS VADOS                                       ,581457,0,581457,670588.34
2019,,332    ,UTILITZACIÓN PRIVATIVA/APROVECHAMIENTO EMP SUMINISTRA,641350,0,641350,1265872.92
2019,,333    ,UTILITZACIÓN PRIVATIVA/APROVECHAMIENTO EMP TELECOMUNIC,17000,0,17000,31146.97
2019,,335    ,TASAS VELADORES Y SILLAS                    ,147915,0,147915,162845.01
2019,,338    ,TASA COMPENSACIÓN TELEFÓNICA ESPAÑA                ,205000,0,205000,224818.63
2019,,339    ,OTRAS UTILITZACIONS PRIVATIVES DEL DOMINI PUBLIC ,135673,0,135673,199387.54
2019,,33901  ,TASAS QUIOSCOS                                    ,66307,0,66307,149538.6
2019,,33902  ,TASAS PARADAS EN LA VIA PÚBLICA                    ,46925,0,46925,51745.92
2019,,34901  ,HUERTOS LÚDICOS                                      ,15302,0,15302,19716
2019,,34902  ,SERVICIOS CULTURALES,1020,0,1020,494
2019,,464    ,TRANSFERENCIAS CORRIENTES DE AREAS METROPOLITANAS,0,0,0,11371
2019,,481    ,SUBVENCIONES INSTITUC Y FAMIL SIN ÀNIMO DE LUCRO,0,0,0,20210
