#ejercicio,Org.,Prog.,Econ.,Denominación (cast.),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2019,13.  ,432  ,465    ,TRANSF CORRIENTE TURISMO CONSORCIOS,13,43  ,46    ,29700,0,29700,29617
2019,13.  ,432  ,489    ,"TRANSF CORRIENTE ""ASSOCIACIÓ GASTRONOMIA Y TURISMO""",13,432 ,489   ,57500,0,57500,34500
2019,13.  ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,,9   ,1     ,57476,0,57476,31137.07
2019,13.  ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9   ,1     ,14858,0,14858,7904.77
2019,21   ,150  ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,,1   ,1     ,20511,0,20511,63044.16
2019,21   ,150  ,11001  ,RETRIBUCIONES COMPLEMENTARIAS PERSONAL EVENTUAL,,1   ,1     ,51499,0,51499,26894.02
2019,21   ,150  ,12000  ,SUELDOS DEL GRUPO A1,,1   ,1     ,76174,0,76174,75658.69
2019,21   ,150  ,12003  ,SUELDOS DEL GRUPO C1,,1   ,1     ,30781,0,30781,31403.09
2019,21   ,150  ,12004  ,SUELDOS DEL GRUPO C2,,1   ,1     ,78272,0,78272,70547.24
2019,21   ,150  ,12006  ,TRIENIOS,,1   ,1     ,40386,0,40386,34226.14
2019,21   ,150  ,12100  ,COMPLEMENTO DE DESTINO,,1   ,1     ,90160,0,90160,85839.24
2019,21   ,150  ,12101  ,COMPLEMENTO ESPECÍFICO,,1   ,1     ,241969,0,241969,232782.84
2019,21   ,150  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,1   ,1     ,43456,0,43456,0
2019,21   ,150  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,,1   ,1     ,620,0,620,866.91
2019,21   ,150  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1   ,1     ,165316,0,165316,163624.07
2019,21   ,150  ,22699  ,GASTOS DIVERSOS,21,15  ,22    ,15000,0,15000,5647.26
2019,21   ,150  ,22706  ,ESTUDIOS Y TRABAJOS TÉCNICOS,21,15  ,22    ,70000,50000,120000,42107.64
2019,21   ,150  ,489    ,CUOTAS-APORTACIONES DIVERSAS,21,15  ,48    ,8000,3000,11000,10695
2019,21   ,150  ,609    ,INV NUEVA EN INSTALACIONES,21,150 ,609   ,100000,4327.92,104327.92,44759.97
2019,21   ,150  ,639    ,INV DE MEJORA EN INSTALACIONES,21,150 ,639   ,100000,26203.29,126203.29,65040.79
2019,21   ,150  ,640    ,"REDACCIÓN DE PROYECTOS, ESTUDIOS, DIRECCIONES OBRAS",21,150 ,640   ,50000,847607.71,897607.71,481604.5
2019,21   ,151  ,464    ,APORTACIÓN CONVENIO DISCIPLINA URBANÍSTICA AMB,21,151 ,464   ,11103,0,11103,0
2019,21   ,1511 ,12000  ,SUELDOS DEL GRUPO A1,,1   ,1     ,15235,0,15235,15596.72
2019,21   ,1511 ,12001  ,SUELDOS DEL GRUPO A2,,1   ,1     ,13397,0,13397,13714.82
2019,21   ,1511 ,12006  ,TRIENIOS,,1   ,1     ,5047,0,5047,5167.52
2019,21   ,1511 ,12100  ,COMPLEMENTO DE DESTINO,,1   ,1     ,16942,0,16942,17344.04
2019,21   ,1511 ,12101  ,COMPLEMENTO ESPECÍFICO,,1   ,1     ,55000,0,55000,56469.28
2019,21   ,1511 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,1   ,1     ,26109,0,26109,27752.09
2019,21   ,1512 ,12000  ,SUELDOS DEL GRUPO A1,,1   ,1     ,121879,0,121879,122515.87
2019,21   ,1512 ,12001  ,SUELDOS DEL GRUPO A2,,1   ,1     ,93777,0,93777,104813.66
2019,21   ,1512 ,12003  ,SUELDOS DEL GRUPO C1,,1   ,1     ,20521,0,20521,20473.15
2019,21   ,1512 ,12006  ,TRIENIOS,,1   ,1     ,49262,0,49262,51114.4
2019,21   ,1512 ,12100  ,COMPLEMENTO DE DESTINO,,1   ,1     ,116788,0,116788,122528.86
2019,21   ,1512 ,12101  ,COMPLEMENTO ESPECÍFICO,,1   ,1     ,330568,0,330568,354645.31
2019,21   ,1512 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,1   ,1     ,28908,0,28908,29513.65
2019,12.  ,011  ,31000  ,INTERESES PRÉSTAMOS LARGO PLAZO,12,011 ,31000 ,2000,0,2000,207.78
2019,12.  ,011  ,31001  ,INTERÉSES ENDEUDAMIENTO CORTO PLAZO,12,01  ,31    ,10000,0,10000,0
2019,12.  ,011  ,311    ,COMISIONES-GASTOS OP. CRÉDITO,12,01  ,31    ,6000,0,6000,55.78
2019,12.  ,011  ,359    ,OTROS GASTOS FINANCIEROS,12,01  ,35    ,40000,0,40000,10754.07
2019,12.  ,011  ,913    ,AMORT. PRÉSTAMOS ENTIDADES FINANCIERAS,12,011 ,913   ,152000,12092.13,164092.13,152092.13
2019,12.  ,161  ,467    ,TRANSF CONGIAC                                    ,12,161 ,467   ,1,6800,6801,6800
2019,12.  ,161  ,740    ,TRANSFERENC CAPITAL APSA                               ,12,161 ,740   ,400000,580769.13,980769.13,937837.49
2019,12.  ,221  ,16205  ,SEGURO VIDA Y ACCIDENTES,,2   ,1     ,60000,0,60000,57291.29
2019,12.  ,221  ,164    ,AYUDA FAMILIAR ,,2   ,1     ,24000,0,24000,18649.17
2019,12.  ,419  ,621    ,ADQUISICIÓN DE TERRENOS,12,419 ,621   ,10000,0,10000,10000
2019,12.  ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,,9   ,1     ,160623,0,160623,154838.1
2019,12.  ,912  ,10001  ,OTRAS REMUNERACIONES - ASISTENCIA PLENOS,,9   ,1     ,81114,0,81114,86346.24
2019,12.  ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9   ,1     ,48392,0,48392,45702.62
2019,12.  ,912  ,489    ,TRANSF CORRIENTES GRUPOS MUNICIPALES,12,91  ,48    ,175500,0,175500,162053.74
2019,12.  ,920  ,202    ,ALQUILERES VARIOS,12,92  ,20    ,260000,0,260000,221305.46
2019,12.  ,920  ,209    ,CÁNONES VARIOS,12,92  ,20    ,119539,38479.12,158018.12,183195.98
2019,12.  ,920  ,216    ,MANTENIMIENTO EQUIPOS INFORMÁTICOS/PROGRAMARIO,12,92  ,21    ,420000,60500,480500,339540.52
2019,12.  ,920  ,22000  ,MATERIAL DE OFICINA,12,92  ,22    ,125000,0,125000,98136.29
2019,12.  ,920  ,22002  ,MATERIAL INFORMÁTICO NO INVENTARIABLE,12,92  ,22    ,121000,0,121000,117736.69
2019,12.  ,920  ,22104  ,VESTUARIO,12,92  ,22    ,30000,0,30000,17531.84
2019,12.  ,920  ,22200  ,SERVICIOS COMUNICACIÓN TELECOMUNICACIONES,12,92  ,22    ,180000,0,180000,72149.49
2019,12.  ,920  ,22201  ,SERVICIOS COMUNICACIÓN POSTALES,12,92  ,22    ,150000,0,150000,125730.4
2019,12.  ,920  ,224    ,SEGUROS,12,92  ,22    ,192000,0,192000,149968.31
2019,12.  ,920  ,22500  ,TRIBUTOS ESTATALES (Impuesto producción eléctrica),12,92  ,22    ,1000,0,1000,2002.94
2019,12.  ,920  ,22602  ,"ANUNCIOS, PUBLICACIONES, ETC.",12,92  ,22    ,10000,0,10000,13226.19
2019,12.  ,920  ,22603  ,ANUNCIOS DIARIOS OFICIALES,12,92  ,22    ,20000,0,20000,18026.4
2019,12.  ,920  ,22604  ,GASTOS DEFENSA JURÍDICA Y REGISTRAL,12,92  ,22    ,25000,0,25000,21249.37
2019,12.  ,920  ,227061 ,ESTUDIOS Y TRABAJOS TÉCNICOS,12,92  ,22    ,50000,0,50000,46988.66
2019,12.  ,920  ,227062 ,ESTUDIOS Y TRABAJOS TÉCNICOS TIC,12,92  ,22    ,230000,0,230000,105148.7
2019,12.  ,920  ,22799  ,CONTR PRESTACIÓN DE SERVICIOS,12,92  ,22    ,200000,0,200000,46103.74
2019,12.  ,920  ,23010  ,DIETAS PERSONAL DIRECTIVO,12,92  ,23    ,2658,0,2658,0
2019,12.  ,920  ,23020  ,DIETAS PERSONAL NO DIRECTIVO,12,92  ,23    ,2658,0,2658,7510.93
2019,12.  ,920  ,23110  ,LOCOMOCIÓN PERSONAL DIRECTIVO,12,92  ,23    ,3562,0,3562,381.94
2019,12.  ,920  ,23120  ,LOCOMOCIÓN PERSONAL NO DIRECTIVO,12,92  ,23    ,3606,3500,7106,7770.3
2019,12.  ,920  ,233    ,ASISTENCIA TRIBUNALES,12,92  ,23    ,1800,0,1800,893.48
2019,12.  ,920  ,467    ,ECONOMIA-TRANSF. LOCALRET,12,920 ,467   ,8000,0,8000,7475.95
2019,12.  ,920  ,489    ,BECAS PERSONAL COLABORADOR,12,92  ,48    ,35500,0,35500,31347.04
2019,12.  ,920  ,624    ,INVERSIÓN ELEMENTOS DE TRANSPORTE,12,920 ,624   ,100000,172805.79,272805.79,160125.35
2019,12.  ,920  ,626    ,MATERIAL INVENTARIABLE. EQUIPOS PROCESOS INFORMÁTICOS,12,920 ,626   ,100000,517379.08,617379.08,479887.65
2019,12.  ,920  ,629    ,MATERIAL INVENTARIABLE DIVERSO,12,920 ,629   ,100000,339557.28,439557.28,296179.83
2019,12.  ,920  ,830    ,ANTICIPOS REINTEGRABLES PERSONAL,12,920 ,830   ,1000,35500,36500,36458.99
2019,12.  ,9204 ,10102  ,OTRAS REMUNERACIONES ORGANOS DE GOBIERNO,,9   ,1     ,24795,0,24795,0
2019,12.  ,9204 ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,,9   ,1     ,22855,0,22855,56453.71
2019,12.  ,9204 ,11001  ,RETRIBUCIONES COMPLEMENTARIAS PERSONAL EVENTUAL,,9   ,1     ,51499,0,51499,26894.02
2019,12.  ,9204 ,12004  ,SUELDOS DEL GRUPO C2,,9   ,1     ,8697,0,8697,9035.34
2019,12.  ,9204 ,12006  ,TRIENIOS,,9   ,1     ,2782,0,2782,2841.56
2019,12.  ,9204 ,120099 ,RETRIBUCIONES BÁSICAS SUPLENCIAS,,9   ,1     ,35425,0,35425,25412.63
2019,12.  ,9204 ,12100  ,COMPLEMENTO DE DESTINO,,9   ,1     ,4433,0,4433,4527.17
2019,12.  ,9204 ,12101  ,COMPLEMENTO ESPECÍFICO,,9   ,1     ,10166,0,10166,10463.79
2019,12.  ,9204 ,121039 ,RETRIBUCIONES COMPLEMENTARIAS SUPLENCIAS,,9   ,1     ,48435,0,48435,35636.18
2019,12.  ,9204 ,12104  ,OTRAS REMUNERACIONES PERSONAL FUNCIONARIO,,9   ,1     ,540494,-418612,121882,0
2019,12.  ,9204 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,,9   ,1     ,1609,0,1609,4244.5
2019,12.  ,9204 ,130021 ,INCENTIVO PRODUCTIVIDAD PERSONAL LABORAL FIJO,,9   ,1     ,129463,0,129463,114351.9
2019,12.  ,9204 ,13003  ,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,,9   ,1     ,167473,6628,174101,0
2019,12.  ,9204 ,131    ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,,9   ,1     ,361,0,361,3113.98
2019,12.  ,9204 ,131021 ,INCENTIVO PRODUCTIVIDAD NO ABSENTISMO LABORAL TEMP,,9   ,1     ,3705,0,3705,3911.7
2019,12.  ,9204 ,1319   ,OTRAS REMUNERACIONES PERSONAL LABORAL TEMPORAL,,9   ,1     ,9092,0,9092,0
2019,12.  ,9204 ,13199  ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL-SUPLENCIAS,,9   ,1     ,48412,0,48412,5237.84
2019,12.  ,9204 ,1432   ,INCENTIVO PRODUCTIVIDAD NO ABSENTISMO OTRA PERSONA,,9   ,1     ,7884,0,7884,6223.75
2019,12.  ,9204 ,1439   ,OTRAS REMUNERACIONES OTRO PERSONAL,,9   ,1     ,13807,548,14355,0
2019,12.  ,9204 ,15001  ,INCENTIVO PRODUCTIVIDAD NO ABSENTISMO,,9   ,1     ,367380,0,367380,326923.35
2019,12.  ,9204 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,,9   ,1     ,1479,0,1479,6079.5
2019,12.  ,9204 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9   ,1     ,18371,136558,154929,45053.53
2019,12.  ,9204 ,16104  ,INDEMNIZACIÓN JUBILACIONES ANTICIPADAS,,9   ,1     ,120000,0,120000,101791.54
2019,12.  ,9204 ,16200  ,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,,9   ,1     ,60000,0,60000,61912.78
2019,12.  ,9205 ,12000  ,SUELDOS DEL GRUPO A1,,9   ,1     ,30470,0,30470,46591.75
2019,12.  ,9205 ,12001  ,SUELDOS DEL GRUPO A2,,9   ,1     ,13397,0,13397,0
2019,12.  ,9205 ,12003  ,SUELDOS DEL GRUPO C1,,9   ,1     ,20521,0,20521,18713.63
2019,12.  ,9205 ,12004  ,SUELDOS DEL GRUPO C2,,9   ,1     ,34788,0,34788,35510.93
2019,12.  ,9205 ,12006  ,TRIENIOS,,9   ,1     ,18310,0,18310,18503.51
2019,12.  ,9205 ,12100  ,COMPLEMENTO DE DESTINO,,9   ,1     ,47608,0,47608,47521.27
2019,12.  ,9205 ,12101  ,COMPLEMENTO ESPECÍFICO,,9   ,1     ,114218,0,114218,113408.9
2019,12.  ,9205 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9   ,1     ,72377,0,72377,78348.66
2019,12.  ,9206 ,12000  ,SUELDOS DEL GRUPO A1,,9   ,1     ,45705,0,45705,46728.74
2019,12.  ,9206 ,12001  ,SUELDOS DEL GRUPO A2,,9   ,1     ,26794,0,26794,27386.12
2019,12.  ,9206 ,12003  ,SUELDOS DEL GRUPO C1,,9   ,1     ,61562,0,61562,50722.54
2019,12.  ,9206 ,12004  ,SUELDOS DEL GRUPO C2,,9   ,1     ,34788,0,34788,34088.49
2019,12.  ,9206 ,12006  ,TRIENIOS,,9   ,1     ,44230,0,44230,45214.26
2019,12.  ,9206 ,12100  ,COMPLEMENTO DE DESTINO,,9   ,1     ,78236,0,78236,74381.87
2019,12.  ,9206 ,12101  ,COMPLEMENTO ESPECÍFICO,,9   ,1     ,185463,0,185463,185189.31
2019,12.  ,9206 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,9   ,1     ,67497,0,67497,68357.82
2019,12.  ,9206 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,,9   ,1     ,3184,0,3184,2981.86
2019,12.  ,9206 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9   ,1     ,147964,0,147964,147014.46
2019,12.  ,9207 ,12000  ,SUELDOS DEL GRUPO A1,,9   ,1     ,60940,0,60940,30526.43
2019,12.  ,9207 ,12001  ,SUELDOS DEL GRUPO A2,,9   ,1     ,93777,0,93777,91195.12
2019,12.  ,9207 ,12003  ,SUELDOS DEL GRUPO C1,,9   ,1     ,30781,0,30781,40576.03
2019,12.  ,9207 ,12004  ,SUELDOS DEL GRUPO C2,,9   ,1     ,8697,0,8697,1097.32
2019,12.  ,9207 ,12006  ,TRIENIOS,,9   ,1     ,32695,0,32695,32747.62
2019,12.  ,9207 ,12100  ,COMPLEMENTO DE DESTINO,,9   ,1     ,97480,0,97480,81928.18
2019,12.  ,9207 ,12101  ,COMPLEMENTO ESPECÍFICO,,9   ,1     ,248207,0,248207,209047.28
2019,12.  ,9207 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,9   ,1     ,66948,0,66948,68619.91
2019,12.  ,9207 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9   ,1     ,162773,0,162773,149678.62
2019,12.  ,9208 ,12000  ,SUELDOS DEL GRUPO A1,,9   ,1     ,30470,0,30470,26749.1
2019,12.  ,9208 ,12004  ,SUELDOS DEL GRUPO C2,,9   ,1     ,17394,0,17394,15950.49
2019,12.  ,9208 ,12006  ,TRIENIOS,,9   ,1     ,14433,0,14433,12713.99
2019,12.  ,9208 ,12100  ,COMPLEMENTO DE DESTINO,,9   ,1     ,19687,0,19687,17726.61
2019,12.  ,9208 ,12101  ,COMPLEMENTO ESPECÍFICO,,9   ,1     ,42827,0,42827,55164.79
2019,12.  ,9208 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,9   ,1     ,61809,0,61809,63359.23
2019,12.  ,9208 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,,9   ,1     ,174,0,174,630.48
2019,12.  ,9208 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9   ,1     ,52663,0,52663,43068.6
2019,12.  ,9209 ,12004  ,SUELDOS DEL GRUPO C2,,9   ,1     ,8697,0,8697,8903.45
2019,12.  ,9209 ,12005  ,SUELDOS DEL GRUPO E,,9   ,1     ,23911,0,23911,17327.34
2019,12.  ,9209 ,12006  ,TRIENIOS,,9   ,1     ,6964,0,6964,7198.49
2019,12.  ,9209 ,12100  ,COMPLEMENTO DE DESTINO,,9   ,1     ,13652,0,13652,18286.67
2019,12.  ,9209 ,12101  ,COMPLEMENTO ESPECÍFICO,,9   ,1     ,36606,0,36606,69517.73
2019,12.  ,9209 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,9   ,1     ,274393,0,274393,282760.31
2019,12.  ,9209 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,,9   ,1     ,1613,0,1613,2038.09
2019,12.  ,9209 ,13199  ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL-SUPLENCIAS,,9   ,1     ,12610,0,12610,5396.55
2019,12.  ,9209 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9   ,1     ,111625,0,111625,78141.32
2019,12.  ,922  ,466    ,TRANSF FMC,12,922 ,466   ,13000,0,13000,10639.43
2019,12.  ,9231 ,12003  ,SUELDOS DEL GRUPO C1,,9   ,1     ,10261,0,10261,10478.54
2019,12.  ,9231 ,12004  ,SUELDOS DEL GRUPO C2,,9   ,1     ,17394,0,17394,8897.46
2019,12.  ,9231 ,12006  ,TRIENIOS,,9   ,1     ,5493,0,5493,5611.06
2019,12.  ,9231 ,12100  ,COMPLEMENTO DE DESTINO,,9   ,1     ,12644,0,12644,9726.21
2019,12.  ,9231 ,12101  ,COMPLEMENTO ESPECÍFICO,,9   ,1     ,32762,0,32762,24736.23
2019,12.  ,9231 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,,9   ,1     ,134,0,134,987.52
2019,12.  ,9231 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9   ,1     ,22417,0,22417,17246.13
2019,12.  ,924  ,22705  ,GASTOS ELECCIONES,12,92  ,22    ,15000,15000,30000,20653.29
2019,12.  ,925  ,12004  ,SUELDOS DEL GRUPO C2,,9   ,1     ,78272,0,78272,83278.68
2019,12.  ,925  ,12005  ,SUELDOS DEL GRUPO E,,9   ,1     ,15941,0,15941,16163.82
2019,12.  ,925  ,12006  ,TRIENIOS,,9   ,1     ,18289,0,18289,17209.29
2019,12.  ,925  ,12100  ,COMPLEMENTO DE DESTINO,,9   ,1     ,44843,0,44843,46099.94
2019,12.  ,925  ,12101  ,COMPLEMENTO ESPECÍFICO,,9   ,1     ,137125,0,137125,156361.79
2019,12.  ,925  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,9   ,1     ,70745,0,70745,72433.26
2019,12.  ,925  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,,9   ,1     ,351,0,351,944.16
2019,12.  ,925  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9   ,1     ,97401,0,97401,103450.62
2019,12.  ,929  ,22699  ,"GASTOS DIVERSOS, INDEMNIZACIONES, ETC.",12,92  ,22    ,45000,0,45000,26833.04
