#ejercicio,Org.,Prog.,Econ.,Denominación (CASTELLANO),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2013,01   ,912  ,489    ,TRANSF CORRIENTES ALCALDÍA,01,91   ,48   ,3000,0,3000,1000
2013,01   ,920  ,12000  ,SUELDOS DEL GRUPO A1,  ,9    ,1    ,13309,0,13309,21071.95
2013,01   ,920  ,12003  ,SUELDOS DEL GRUPO C1,  ,9    ,1    ,8640,0,8640,8640.24
2013,01   ,920  ,12004  ,SUELDOS DEL GRUPO C2,  ,9    ,1    ,14382,0,14382,14382
2013,01   ,920  ,12006  ,TRIENIOS,  ,9    ,1    ,12133,0,12133,13625.49
2013,01   ,920  ,120091 ,OTRAS RETRIBUCIONES BÁSICAS,  ,9    ,1    ,10779,0,10779,8595.95
2013,01   ,920  ,12100  ,COMPLEMENTO DE DESTINO,  ,9    ,1    ,21527,0,21527,25607.24
2013,01   ,920  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,9    ,1    ,95699,0,95699,112559.28
2013,01   ,920  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,9    ,1    ,326,0,326,276.5
2013,01   ,920  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1    ,31661,0,31661,39124.72
2013,01   ,925  ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,  ,9    ,1    ,20666,0,20666,20748.65
2013,01   ,925  ,11001  ,RETRIBUCIONES COMPLEMENTARIAS PERSONAL EVENTUAL,  ,9    ,1    ,30834,0,30834,30628.85
2013,01   ,925  ,12001  ,SUELDOS DEL GRUPO A2,  ,9    ,1    ,11508,0,11508,11473.51
2013,01   ,925  ,12003  ,SUELDOS DEL GRUPO C1,  ,9    ,1    ,8640,0,8640,8640.24
2013,01   ,925  ,12006  ,TRIENIOS,  ,9    ,1    ,2097,0,2097,2094.88
2013,01   ,925  ,120091 ,OTRAS RETRIBUCIONES BÁSICAS,  ,9    ,1    ,4293,0,4293,2936.92
2013,01   ,925  ,12100  ,COMPLEMENTO DE DESTINO,  ,9    ,1    ,8128,0,8128,8114.78
2013,01   ,925  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,9    ,1    ,19747,0,19747,21021.59
2013,01   ,925  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,9    ,1    ,25489,0,25489,25428
2013,01   ,925  ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,  ,9    ,1    ,167,0,167,174.57
2013,01   ,925  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,9    ,1    ,293,0,293,425.14
2013,01   ,925  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1    ,35980,0,35980,37568.27
2013,01   ,925  ,226021 ,COMUNICACIÓN SOCIAL-DIFUSIÓN,01,92   ,22   ,145000,0,145000,145071.03
2013,01   ,925  ,226023 ,COMUNICACIÓN INSTITUCIONAL,01,92   ,22   ,75000,0,75000,74095.69
2013,02   ,221  ,164    ,AYUDA FAMILIAR,  ,2    ,1    ,2858,0,2858,2569.53
2013,02   ,330  ,12000  ,SUELDOS DEL GRUPO A1,  ,3    ,1    ,13309,0,13309,13308.6
2013,02   ,330  ,12003  ,SUELDOS DEL GRUPO C1,  ,3    ,1    ,8640,0,8640,8640.24
2013,02   ,330  ,12004  ,SUELDOS DEL GRUPO C2,  ,3    ,1    ,7191,0,7191,4194.75
2013,02   ,330  ,12006  ,TRIENIOS,  ,3    ,1    ,9235,0,9235,8966.82
2013,02   ,330  ,120091 ,OTRAS RETRIBUCIONES BÁSICAS,  ,3    ,1    ,7791,0,7791,4906.26
2013,02   ,330  ,12100  ,COMPLEMENTO DE DESTINO,  ,3    ,1    ,14315,0,14315,12842.88
2013,02   ,330  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,3    ,1    ,39041,0,39041,37087.77
2013,02   ,330  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,3    ,1    ,265,0,265,526.84
2013,02   ,330  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,3    ,1    ,25231,0,25231,25887.36
2013,02   ,330  ,212    ,CONSERV-REP EDIFICIOS-INSTAL CULTURA-JUVENTUD,02,33   ,21   ,342884,0,342884,316413.7
2013,02   ,330  ,22100  ,ELECTRICIDAD EDIFICIOS CULTURA-JUVENTUD,02,33   ,22   ,384173,0,384173,307622.15
2013,02   ,330  ,22101  ,CONSUMO AGUA EDIFICIOS CULTURA-JUVENTUD,02,33   ,22   ,13151,0,13151,12218.43
2013,02   ,330  ,22102  ,CONSUMO GAS EDIFICIOS CULTURA-JUVENTUD,02,33   ,22   ,70977,0,70977,55801.05
2013,02   ,330  ,22199  ,OTROS SUMINISTROS,02,33   ,22   ,1000,0,1000,11399.11
2013,02   ,330  ,226022 ,COMUNICACIÓN - OFERTA FORMATIVA,02,33   ,22   ,9000,0,9000,17940.78
2013,02   ,330  ,226991 ,GASTOS DIVERSOS ACTIVIDADES CULTURALES,02,33   ,22   ,3500,0,3500,1431.27
2013,02   ,330  ,22700  ,LIMPIEZA EDIFICIOS CULTURA Y JUVENTUD,02,33   ,22   ,572565,0,572565,572565
2013,02   ,330  ,22706  ,ESTUDIOS NUEVOS PROG Y EQUIPAMIENTOS-CULTURA,02,33   ,22   ,2700,0,2700,0
2013,02   ,330  ,227991 ,COMUNICACIÓN-CULTURA DIGITAL,02,33   ,22   ,10000,0,10000,4986.23
2013,02   ,330  ,227992 ,CONTR PREST SERVICIOS LA CAPSA,02,33   ,22   ,212871,0,212871,210965.14
2013,02   ,330  ,227993 ,CONTR PREST SERVICIOS CC S JORDI-RIBERA B,02,33   ,22   ,323371,0,323371,320988.41
2013,02   ,330  ,227994 ,CONTR PREST SERVICIOS CC JARDINS DE LA PAU,02,33   ,22   ,244779,0,244779,242586.9
2013,02   ,330  ,227996 ,PROYECTO INTERVENCIÓN SANT COSME,02,33   ,22   ,900,0,900,0
2013,02   ,330  ,227997 ,CONTR PREST SERVICIOS CÈNTRIC,02,33   ,22   ,170000,0,170000,154271.23
2013,02   ,330  ,227998 ,ESCUELA MUNICIPAL DE MÚSICA,02,33   ,22   ,20000,-16955,3045,0
2013,02   ,330  ,467    ,CONSORCIO NORMALIZACIÓN LINGÜÍSTICA,02,330  ,467  ,90000,0,90000,82974.5
2013,02   ,332  ,12004  ,SUELDOS DEL GRUPO C2,  ,3    ,1    ,7191,0,7191,7191
2013,02   ,332  ,12006  ,TRIENIOS,  ,3    ,1    ,54,0,54,53.7
2013,02   ,332  ,120091 ,OTRAS RETRIBUCIONES BÁSICAS,  ,3    ,1    ,1636,0,1636,1205.31
2013,02   ,332  ,12100  ,COMPLEMENTO DE DESTINO,  ,3    ,1    ,2582,0,2582,2582.28
2013,02   ,332  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,3    ,1    ,8100,0,8100,8483.51
2013,02   ,332  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,3    ,1    ,114048,0,114048,113735.26
2013,02   ,332  ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,  ,3    ,1    ,448,0,448,1011.57
2013,02   ,332  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,3    ,1    ,41371,0,41371,43292.5
2013,02   ,332  ,22609  ,CONSERVACIÓN Y RESTAURACIÓN DOCUMENTACIÓN,02,33   ,22   ,6300,0,6300,4504.99
2013,02   ,332  ,489    ,BECA INVESTIGACIÓN HISTÓRICA JAUME CODINA,02,332  ,489  ,3000,0,3000,3000
2013,02   ,333  ,12005  ,SUELDOS DEL GRUPO E,  ,3    ,1    ,33502,0,33502,32890.51
2013,02   ,333  ,12006  ,TRIENIOS,  ,3    ,1    ,2586,0,2586,2653.59
2013,02   ,333  ,120091 ,OTRAS RETRIBUCIONES BÁSICAS,  ,3    ,1    ,8058,0,8058,6097.25
2013,02   ,333  ,120099 ,RETRIBUCIONES BÁSICAS SUPLENCIAS,  ,3    ,1    ,328,0,328,546.88
2013,02   ,333  ,12100  ,COMPLEMENTO DE DESTINO,  ,3    ,1    ,12459,0,12459,12231.62
2013,02   ,333  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,3    ,1    ,44074,0,44074,45469.78
2013,02   ,333  ,121039 ,RETRIBUCIONES COMPLEMENTARIAS SUPLENCIAS,  ,3    ,1    ,500,0,500,832.51
2013,02   ,333  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,3    ,1    ,19842,0,19842,18974.34
2013,02   ,333  ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,  ,3    ,1    ,196,0,196,0
2013,02   ,333  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,3    ,1    ,353,0,353,500.44
2013,02   ,333  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,3    ,1    ,33083,0,33083,36265.1
2013,02   ,333  ,227991 ,ARTES VISUALES,02,33   ,22   ,22000,0,22000,22933.98
2013,02   ,333  ,227993 ,ACTIVIDADES HISTORIA LOCAL,02,33   ,22   ,20000,0,20000,17876.76
2013,02   ,334  ,12001  ,SUELDOS DEL GRUPO A2,  ,3    ,1    ,92062,0,92062,87564.11
2013,02   ,334  ,12003  ,SUELDOS DEL GRUPO C1,  ,3    ,1    ,77762,0,77762,77005.75
2013,02   ,334  ,12004  ,SUELDOS DEL GRUPO C2,  ,3    ,1    ,7191,0,7191,7191
2013,02   ,334  ,12006  ,TRIENIOS,  ,3    ,1    ,16832,0,16832,15856.05
2013,02   ,334  ,120091 ,OTRAS RETRIBUCIONES BÁSICAS,  ,3    ,1    ,38949,0,38949,27047.75
2013,02   ,334  ,120099 ,RETRIBUCIONES BÁSICAS SUPLENCIAS,  ,3    ,1    ,5211,0,5211,5504.13
2013,02   ,334  ,12100  ,COMPLEMENTO DE DESTINO,  ,3    ,1    ,72075,0,72075,69854.36
2013,02   ,334  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,3    ,1    ,179882,0,179882,195745.85
2013,02   ,334  ,121039 ,RETRIBUCIONES COMPLEMENTARIAS SUPLENCIAS,  ,3    ,1    ,6911,0,6911,7299.95
2013,02   ,334  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,3    ,1    ,61215,0,61215,60834.89
2013,02   ,334  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,3    ,1    ,10309,0,10309,12306.1
2013,02   ,334  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,3    ,1    ,163675,0,163675,163946.61
2013,02   ,334  ,227991 ,BIBLIOTECA - FOMENTO DE LA LECTURA,02,33   ,22   ,30000,0,30000,33388.99
2013,02   ,334  ,48901  ,TRASNF CORRIENTES DINAMIZACIÓN MOV ASOCIATIVO,02,33   ,48   ,116100,0,116100,116098.44
2013,02   ,334  ,48902  ,TRANSF CORRIENTES AMICS DE L'ART DEL PRAT,02,334  ,48902,90250,0,90250,90250
2013,02   ,334  ,48903  ,TRANSF CORRIENTES ANIVERSARIOS ENTIDADES,02,33   ,48   ,4500,0,4500,15455
2013,02   ,334  ,48904  ,TRANSF CORRIENTES ENTIDADES MUSICALES,02,33   ,48   ,59295,10955,70250,59295
2013,02   ,334  ,625    ,INV MOBILIARIO TORRE BALCELLS Y CC REMOLAR,02,334  ,625  ,513000,0,513000,245830.68
2013,02   ,335  ,227991 ,ARTES ESCÉNICAS Y MÚSICA,02,33   ,22   ,170000,0,170000,144885.5
2013,02   ,335  ,227992 ,GASTOS DIVERSOS TEATRE MODERN,02,335  ,22799,6,25239.73,25245.73,14148.74
2013,02   ,335  ,227993 ,CONTR PREST SERVICIOS CINE CAPRI,02,33   ,22   ,12000,0,12000,9794.22
2013,02   ,335  ,48902  ,TRANSF CORRIENTES TEATRE KADDISH,02,335  ,48902,10198,0,10198,9660
2013,02   ,338  ,226991 ,"CALENDARIO FESTIVO, GASTOS DIVERSOS",02,33   ,22   ,16200,0,16200,12077.62
2013,02   ,338  ,22799  ,"CALENDARIO FESTIVO, CONTR PREST SERVICIOS",02,33   ,22   ,250000,0,250000,250993.04
2013,02   ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,  ,9    ,1    ,52500,0,52500,52375
2013,02   ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1    ,13381,0,13381,13380.84
2013,02   ,922  ,12004  ,SUELDOS DEL GRUPO C2,  ,9    ,1    ,7191,0,7191,6765.73
2013,02   ,922  ,12006  ,TRIENIOS,  ,9    ,1    ,286,0,286,262.15
2013,02   ,922  ,120091 ,OTRAS RETRIBUCIONES BÁSICAS,  ,9    ,1    ,1671,0,1671,1240.77
2013,02   ,922  ,12100  ,COMPLEMENTO DE DESTINO,  ,9    ,1    ,2582,0,2582,2669.89
2013,02   ,922  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,9    ,1    ,8828,0,8828,10295.95
2013,02   ,922  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1    ,5179,0,5179,5219.84
2013,03   ,3201 ,22199  ,OTROS SUMINISTROS,03,32   ,22   ,1000,0,1000,4120.54
2013,04   ,3421 ,12000  ,SUELDOS DEL GRUPO A1,  ,3    ,1    ,13309,0,13309,13308.6
2013,04   ,3421 ,12001  ,SUELDOS DEL GRUPO A2,  ,3    ,1    ,11508,0,11508,11507.76
2013,04   ,3421 ,12003  ,SUELDOS DEL GRUPO C1,  ,3    ,1    ,17280,0,17280,17280.48
2013,04   ,3421 ,12004  ,SUELDOS DEL GRUPO C2,  ,3    ,1    ,7191,0,7191,6881.71
2013,04   ,3421 ,12005  ,SUELDOS DEL GRUPO E,  ,3    ,1    ,20104,0,20104,20504.47
2013,04   ,3421 ,12006  ,TRIENIOS,  ,3    ,1    ,11291,0,11291,11336.6
2013,04   ,3421 ,120091 ,OTRAS RETRIBUCIONES BÁSICAS,  ,3    ,1    ,16986,0,16986,12145.82
2013,04   ,3421 ,120099 ,RETRIBUCIONES BÁSICAS SUPLENCIAS,  ,3    ,1    ,6748,0,6748,9126.59
2013,04   ,3421 ,12100  ,COMPLEMENTO DE DESTINO,  ,3    ,1    ,29043,0,29043,29055.86
2013,04   ,3421 ,12101  ,COMPLEMENTO ESPECÍFICO,  ,3    ,1    ,84385,0,84385,91663.24
2013,04   ,3421 ,121031 ,OTROS COMPLEMENTOS,  ,3    ,1    ,6256,0,6256,7600.55
2013,04   ,3421 ,121039 ,RETRIBUCIONES COMPLEMENTARIAS SUPLENCIAS,  ,3    ,1    ,11520,0,11520,15355.53
2013,04   ,3421 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,3    ,1    ,190754,0,190754,164123.01
2013,04   ,3421 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,  ,3    ,1    ,7559,0,7559,3589.29
2013,04   ,3421 ,13002  ,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,  ,3    ,1    ,16718,0,16718,15632.95
2013,04   ,3421 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,3    ,1    ,6564,0,6564,6213.2
2013,04   ,3421 ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,3    ,1    ,147388,0,147388,148809.25
2013,04   ,3421 ,212    ,CEMS CONSERVACIÓN Y REPARACIÓN,04,34   ,21   ,265860,25000,290860,279541.7
2013,04   ,3421 ,22100  ,ELECTRICIDAD CEMS,04,34   ,22   ,165616,0,165616,152073.73
2013,04   ,3421 ,22102  ,CONSUMO GAS CEMS,04,34   ,22   ,127911,0,127911,123931.2
2013,04   ,3421 ,22700  ,LIMPIEZA CEMS,04,34   ,22   ,586197,0,586197,586197
2013,04   ,3423 ,12001  ,SUELDOS DEL GRUPO A2,  ,3    ,1    ,23016,0,23016,23015.52
2013,04   ,3423 ,12005  ,SUELDOS DEL GRUPO E,  ,3    ,1    ,47936,0,47936,48045.18
2013,04   ,3423 ,12006  ,TRIENIOS,  ,3    ,1    ,4283,0,4283,4389.9
2013,04   ,3423 ,120091 ,OTRAS RETRIBUCIONES BÁSICAS,  ,3    ,1    ,15772,0,15772,11312.4
2013,04   ,3423 ,120099 ,RETRIBUCIONES BÁSICAS SUPLENCIAS,  ,3    ,1    ,8103,0,8103,9696.48
2013,04   ,3423 ,12100  ,COMPLEMENTO DE DESTINO,  ,3    ,1    ,26627,0,26627,26667.88
2013,04   ,3423 ,12101  ,COMPLEMENTO ESPECÍFICO,  ,3    ,1    ,86640,0,86640,90815.29
2013,04   ,3423 ,121031 ,OTROS COMPLEMENTOS,  ,3    ,1    ,8942,0,8942,8508.7
2013,04   ,3423 ,121039 ,RETRIBUCIONES COMPLEMENTARIAS SUPLENCIAS,  ,3    ,1    ,13511,0,13511,16284.2
2013,04   ,3423 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,3    ,1    ,136375,0,136375,162302.85
2013,04   ,3423 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,  ,3    ,1    ,5224,0,5224,6839.34
2013,04   ,3423 ,13002  ,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,  ,3    ,1    ,13505,0,13505,12106.97
2013,04   ,3423 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,3    ,1    ,5116,0,5116,6344.59
2013,04   ,3423 ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,3    ,1    ,128638,0,128638,144127.47
2013,04   ,3423 ,212    ,"CEM ESTRUCH, CONSERVACIÓN Y REPARACIÓN",04,34   ,21   ,143686,70000,213686,182615.71
2013,04   ,3423 ,22100  ,ELECTRICIDAD CEM ESTRUCH,04,34   ,22   ,130855,0,130855,130855
2013,04   ,3423 ,22102  ,CONSUMO GAS CEM ESTRUCH,04,34   ,22   ,99455,0,99455,99455
2013,04   ,3423 ,22700  ,LIMPIEZA CEM ESTRUCH,04,34   ,22   ,490770,0,490770,489608.24
2013,04   ,3424 ,22100  ,ELECTRICIDAD CEM JULIO MÉNDEZ,04,34   ,22   ,18500,0,18500,6677.67
2013,04   ,3424 ,22102  ,CONSUMO GAS CEM JULIO MÉNDEZ,04,34   ,22   ,7500,0,7500,764.62
2013,04   ,3424 ,227991 ,CONSERV Y GEST CEM JULIO MÉNDEZ,04,34   ,22   ,494000,0,494000,484932.38
2013,04   ,3425 ,22100  ,ELECTRICIDAD CEM FONDO D'EN PEIXO,04,34   ,22   ,46000,0,46000,23391.14
2013,04   ,3425 ,22102  ,CONSUMO GAS CEM FONDO D'EN PEIXO,04,34   ,22   ,44500,0,44500,0
2013,04   ,3425 ,227991 ,CONTR PREST SERVICIOS FONDO D'EN PEIXO,04,34   ,22   ,856875,0,856875,849480.01
2013,04   ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,  ,9    ,1    ,55400,0,55400,55268.19
2013,04   ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1    ,13381,0,13381,13380.84
2013,04   ,922  ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,  ,9    ,1    ,21309,0,21309,21308.6
2013,04   ,922  ,11001  ,RETRIBUCIONES COMPLEMENTARIAS PERSONAL EVENTUAL,  ,9    ,1    ,34691,0,34691,34558.07
2013,03   ,3201 ,22602  ,PUBLICIDAD DIFUSIÓN DIRECCIÓN PROM ESCUELA PUBL,03,32   ,22   ,9720,0,9720,11469.12
2013,03   ,3201 ,22699  ,GASTOS DIVERSOS,03,32   ,22   ,2463,0,2463,1446.32
2013,03   ,3202 ,12000  ,SUELDOS DEL GRUPO A1,  ,3    ,1    ,13309,0,13309,0
2013,03   ,3202 ,12001  ,SUELDOS DEL GRUPO A2,  ,3    ,1    ,69047,0,69047,69015.63
2013,03   ,3202 ,12003  ,SUELDOS DEL GRUPO C1,  ,3    ,1    ,17280,0,17280,16948.95
2013,03   ,3202 ,12004  ,SUELDOS DEL GRUPO C2,  ,3    ,1    ,14382,0,14382,15030.87
2013,03   ,3202 ,12006  ,TRIENIOS,  ,3    ,1    ,25639,0,25639,25317.18
2013,03   ,3202 ,120091 ,OTRAS RETRIBUCIONES BÁSICAS,  ,3    ,1    ,28815,0,28815,18866.23
2013,03   ,3202 ,12100  ,COMPLEMENTO DE DESTINO,  ,3    ,1    ,48982,0,48982,42003.27
2013,03   ,3202 ,12101  ,COMPLEMENTO ESPECÍFICO,  ,3    ,1    ,130379,0,130379,131880.38
2013,03   ,3202 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,3    ,1    ,30657,0,30657,36615.57
2013,03   ,3202 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,  ,3    ,1    ,490,0,490,140.07
2013,03   ,3202 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,3    ,1    ,2603,0,2603,2190.29
2013,03   ,3202 ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,3    ,1    ,109061,0,109061,109080.18
2013,03   ,3202 ,226991 ,GASTOS DIVERSOS MEJORA ENSEÑANZA PÚBLICA,03,32   ,22   ,11746,0,11746,2884.37
2013,03   ,3202 ,227991 ,PREST SERV PROYECTOS SOCIOEDUCATIVOS,03,32   ,22   ,65000,0,65000,72522.37
2013,03   ,3202 ,227992 ,PREST SERVICIOS ESCUELAS BARRIO SANT COSME,03,32   ,22   ,29280,0,29280,29280
2013,03   ,3203 ,12001  ,SUELDOS DEL GRUPO A2,  ,3    ,1    ,5754,0,5754,5753.88
2013,03   ,3203 ,12006  ,TRIENIOS,  ,3    ,1    ,1043,0,1043,1043.1
2013,03   ,3203 ,120091 ,OTRAS RETRIBUCIONES BÁSICAS,  ,3    ,1    ,1176,0,1176,1241.45
2013,03   ,3203 ,12100  ,COMPLEMENTO DE DESTINO,  ,3    ,1    ,2100,0,2100,2099.58
2013,03   ,3203 ,12101  ,COMPLEMENTO ESPECÍFICO,  ,3    ,1    ,3773,0,3773,4570.35
2013,03   ,3203 ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,3    ,1    ,4251,0,4251,4370.52
2013,03   ,3206 ,22699  ,GASTOS DIVERSOS,03,32   ,22   ,2147,0,2147,0
2013,03   ,3206 ,22799  ,PREST SERV CIUDAD DE LA INFANCIA,03,32   ,22   ,10260,0,10260,10317.46
2013,03   ,321  ,489    ,TRANSF CORRIENTES AMPAS,03,32   ,48   ,24300,0,24300,23171.06
2013,03   ,3211 ,12001  ,SUELDOS DEL GRUPO A2,  ,3    ,1    ,11508,0,11508,11439.26
2013,03   ,3211 ,12003  ,SUELDOS DEL GRUPO C1,  ,3    ,1    ,44471,0,44471,42962.64
2013,03   ,3211 ,12005  ,SUELDOS DEL GRUPO E,  ,3    ,1    ,13773,0,13773,13163.28
2013,03   ,3211 ,12006  ,TRIENIOS,  ,3    ,1    ,15196,0,15196,14357.8
2013,03   ,3211 ,120091 ,OTRAS RETRIBUCIONES BÁSICAS,  ,3    ,1    ,18299,0,18299,13409.97
2013,03   ,3211 ,120099 ,RETRIBUCIONES BÁSICAS SUPLENCIAS,  ,3    ,1    ,1123,0,1123,4413.77
2013,03   ,3211 ,12100  ,COMPLEMENTO DE DESTINO,  ,3    ,1    ,28829,0,28829,27468.9
2013,03   ,3211 ,12101  ,COMPLEMENTO ESPECÍFICO,  ,3    ,1    ,77466,0,77466,86416.76
2013,03   ,3211 ,121039 ,RETRIBUCIONES COMPLEMENTARIAS SUPLENCIAS,  ,3    ,1    ,1489,0,1489,5901.83
2013,03   ,3211 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,3    ,1    ,75077,0,75077,75076.98
2013,03   ,3211 ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,3    ,1    ,85393,0,85393,86678.57
2013,03   ,3211 ,212    ,GUARDERÍA-CONSERV. Y REPARACIÓN,03,32   ,21   ,20200,0,20200,23473.67
2013,03   ,3211 ,221001 ,ELECTRICIDAD GUARDERÍAS,03,32   ,22   ,5394,0,5394,4502.04
2013,03   ,3211 ,221011 ,CONSUMO AGUA GUARDERÍA,03,32   ,22   ,1332,0,1332,1431.9
2013,03   ,3211 ,221021 ,SUMINISTRO GAS-GUARDERÍA,03,32   ,22   ,12156,0,12156,4762.24
