#ejercicio,Org.,Prog.,Econ.,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2019,11.  ,9201 ,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,,9    ,1     ,21683,0,21683,48409.53
2019,11.  ,9201 ,11001  ,RETRIBUCIONS COMPLEMENTÀRIES PERSONAL EVENTUAL    ,,9    ,1     ,42988,0,42988,22455.91
2019,11.  ,9201 ,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,7618,0,7618,0
2019,11.  ,9201 ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,10261,0,10261,10478.61
2019,11.  ,9201 ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,26091,0,26091,26195.48
2019,11.  ,9201 ,12006  ,TRIENNIS                                          ,,9    ,1     ,10882,0,10882,10928.1
2019,11.  ,9201 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,22619,0,22619,18545.54
2019,11.  ,9201 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,70023,0,70023,62101.14
2019,11.  ,9201 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,9    ,1     ,36169,0,36169,37084.57
2019,11.  ,9201 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,62190,0,62190,60536.26
2019,11.  ,9201 ,226011 ,ATENCIONS PROTOCOL·LÀRIES                         ,11,92   ,22    ,50000,0,50000,38026.75
2019,11.  ,9201 ,226012 ,ATENCIONS AGERMANAMENTS                           ,11,92   ,22    ,15000,0,15000,0
2019,11.  ,9201 ,22699  ,DESP DIVERSES ALCALDIA                            ,11,92   ,22    ,11000,0,11000,9025.39
2019,11.  ,9201 ,489    ,TRANSF CORRENTS ALCALDIA                          ,11,92   ,48    ,3000,0,3000,0
2019,11.  ,9202 ,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,,9    ,1     ,15235,0,15235,34917.52
2019,11.  ,9202 ,11001  ,RETRIBUCIONS COMPLEMENTÀRIES PERSONAL EVENTUAL    ,,9    ,1     ,38317,0,38317,19927.24
2019,11.  ,9202 ,12001  ,SOUS DEL GRUP A2                                  ,,9    ,1     ,40190,0,40190,40771.02
2019,11.  ,9202 ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,10261,0,10261,10146.59
2019,11.  ,9202 ,12006  ,TRIENNIS                                          ,,9    ,1     ,4694,0,4694,4694.35
2019,11.  ,9202 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,22297,0,22297,22711.48
2019,11.  ,9202 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,45424,0,45424,46824.69
2019,11.  ,9202 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,9    ,1     ,31193,0,31193,31785.82
2019,11.  ,9202 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,,9    ,1     ,327,0,327,326.08
2019,11.  ,9202 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,61447,0,61447,65911.53
2019,11.  ,9202 ,226021 ,COMUNICACIÓ SOCIAL-DIFUSIÓ                        ,11,92   ,22    ,141800,0,141800,150703.54
2019,11.  ,9202 ,226023 ,COMUNICACIÓ INSTITUCIONAL                         ,11,92   ,22    ,200000,0,200000,157995.16
2019,11.  ,9203 ,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,15235,0,15235,15596.72
2019,11.  ,9203 ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,10261,0,10261,10121.05
2019,11.  ,9203 ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,17394,0,17394,17752.47
2019,11.  ,9203 ,12006  ,TRIENNIS                                          ,,9    ,1     ,7582,0,7582,7862.77
2019,11.  ,9203 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,26070,0,26070,26583.1
2019,11.  ,9203 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,100389,0,100389,103963.42
2019,11.  ,9203 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,32424,0,32424,35319.18
2019,13.  ,432  ,12003  ,SOUS DEL GRUP C1                                  ,,4    ,1     ,20521,0,20521,18657.63
2019,13.  ,432  ,12006  ,TRIENNIS                                          ,,4    ,1     ,5178,0,5178,4987.39
2019,13.  ,432  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,4    ,1     ,14929,0,14929,14242.41
2019,13.  ,432  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,4    ,1     ,30332,0,30332,30593.5
2019,13.  ,432  ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,4    ,1     ,30402,0,30402,31206.09
2019,13.  ,432  ,13001  ,HORES EXTRAORDINÀRIES PERSONAL LABORAL FIX        ,,4    ,1     ,262,0,262,0
2019,13.  ,432  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,4    ,1     ,34351,0,34351,35124.25
2019,13.  ,432  ,22199  ,SUBMINISTRAMENTS DIVERSOS TURISME                 ,13,43   ,22    ,15000,0,15000,0
2019,13.  ,432  ,22602  ,PUBLICITAT I COMUNICACIÓ TURISME                  ,13,43   ,22    ,36100,0,36100,18265.76
2019,13.  ,432  ,22799  ,CONTR PREST SERV OFICINA PORTA DEL DELTA          ,13,43   ,22    ,93144,0,93144,92213.93
2019,13.  ,432  ,227991 ,CONTRACTES PRESTACIÓ SERVEIS TURISME              ,13,43   ,22    ,55000,0,55000,57781.7
2019,13.  ,432  ,465    ,TRANSF CORRENT TURISME CONSORCIS                  ,13,43   ,46    ,29700,0,29700,29617
2019,13.  ,432  ,489    ,TRANSF CORRENT ASSOCIACIÓ GASTRONOMIA I TURISME   ,13,432  ,489   ,57500,0,57500,57500
2019,13.  ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,,9    ,1     ,57476,0,57476,31137.07
2019,13.  ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,14858,0,14858,7904.77
2019,21   ,150  ,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,,1    ,1     ,20511,0,20511,63044.16
2019,21   ,150  ,11001  ,RETRIBUCIONS COMPLEMENTÀRIES PERSONAL EVENTUAL    ,,1    ,1     ,51499,0,51499,26894.02
2019,21   ,150  ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,76174,0,76174,75658.69
2019,21   ,150  ,12003  ,SOUS DEL GRUP C1                                  ,,1    ,1     ,30781,0,30781,31403.09
2019,21   ,150  ,12004  ,SOUS DEL GRUP C2                                  ,,1    ,1     ,78272,0,78272,70547.24
2019,21   ,150  ,12006  ,TRIENNIS                                          ,,1    ,1     ,40386,0,40386,34226.14
2019,21   ,150  ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,90160,0,90160,85839.24
2019,21   ,150  ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,241969,0,241969,232782.84
2019,21   ,150  ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,43456,0,43456,0
2019,21   ,150  ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,,1    ,1     ,620,0,620,866.91
2019,21   ,150  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,165316,0,165316,163624.07
2019,21   ,150  ,22699  ,DESP DIVERSES                                     ,21,15   ,22    ,15000,0,15000,5647.26
2019,21   ,150  ,22706  ,ESTUDIS I TREBALLS TÈCNICS                        ,21,15   ,22    ,70000,50000,120000,50577.64
2019,21   ,150  ,489    ,QUOTES-APORTACIONS DIVERSES                       ,21,15   ,48    ,8000,3000,11000,10695
2019,21   ,150  ,609    ,INV NOVA EN INSTAL LACIONS                        ,21,150  ,609   ,100000,4327.92,104327.92,44759.97
2019,21   ,150  ,639    ,INV DE MILLORA EN INSTAL LACIONS                  ,21,150  ,639   ,100000,26203.29,126203.29,68114.67
2019,21   ,150  ,640    ,"REDACCIÓ DE PROJECTES, ESTUDIS, DIRECCIONS OBRES  ",21,150  ,640   ,50000,847607.71,897607.71,485557.87
2019,21   ,151  ,464    ,APORTACIÓ CONVENI DISCIPLINA URBANÍSTICA AMB      ,21,151  ,464   ,11103,0,11103,6000
2019,21   ,1511 ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,15235,0,15235,15596.72
2019,21   ,1511 ,12001  ,SOUS DEL GRUP A2                                  ,,1    ,1     ,13397,0,13397,13714.82
2019,21   ,1511 ,12006  ,TRIENNIS                                          ,,1    ,1     ,5047,0,5047,5167.52
2019,21   ,1511 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,16942,0,16942,17344.04
2019,21   ,1511 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,55000,0,55000,56469.28
2019,21   ,1511 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,26109,0,26109,27752.09
2019,21   ,1512 ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,121879,0,121879,122515.87
2019,21   ,1512 ,12001  ,SOUS DEL GRUP A2                                  ,,1    ,1     ,93777,0,93777,104813.66
2019,21   ,1512 ,12003  ,SOUS DEL GRUP C1                                  ,,1    ,1     ,20521,0,20521,20473.15
2019,21   ,1512 ,12006  ,TRIENNIS                                          ,,1    ,1     ,49262,0,49262,51114.4
2019,21   ,1512 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,116788,0,116788,122528.86
2019,21   ,1512 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,330568,0,330568,354645.31
2019,21   ,1512 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,28908,0,28908,29513.65
2019,12.  ,011  ,31000  ,INTERESSOS PRÉSTECS LLARG TERMINI                 ,12,011  ,31000 ,2000,0,2000,207.78
2019,12.  ,011  ,31001  ,INTERESSOS ENDEUTAMENT CURT TERMINI               ,12,01   ,31    ,10000,0,10000,0
2019,12.  ,011  ,311    ,COMISSIONS-DESPESES OP. CRÈDIT                    ,12,01   ,31    ,6000,0,6000,55.78
2019,12.  ,011  ,359    ,ALTRES DESPESES FINANCERES                        ,12,01   ,35    ,40000,0,40000,12439.22
2019,12.  ,011  ,913    ,AMORT. PRÉSTECS ENTITATS FINANCERES               ,12,011  ,913   ,152000,12092.13,164092.13,152092.13
2019,12.  ,161  ,467    ,TRANSF CONGIAC                                    ,12,161  ,467   ,1,6800,6801,6800
2019,12.  ,161  ,740    ,TRANSFERENC CAPITAL APSA                          ,12,161  ,740   ,400000,580769.13,980769.13,937837.49
2019,12.  ,221  ,16205  ,ASSEGURANÇA VIDA I ACCIDENTS                      ,,2    ,1     ,60000,0,60000,57291.29
2019,12.  ,221  ,164    ,AJUDA FAMILIAR                                    ,,2    ,1     ,24000,0,24000,18649.17
2019,12.  ,419  ,621    ,ADQUISICIÓ DE TERRENYS                            ,12,419  ,621   ,10000,0,10000,10000
2019,12.  ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,,9    ,1     ,160623,0,160623,154838.1
2019,12.  ,912  ,10001  ,ALTRES REMUNERACIONS - ASSISTÈNCIA PLENS          ,,9    ,1     ,81114,0,81114,86346.24
2019,12.  ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,48392,0,48392,45702.62
2019,12.  ,912  ,489    ,TRANSF CORRENTS GRUPS MUNICIPALS                  ,12,91   ,48    ,175500,0,175500,162053.74
2019,12.  ,920  ,202    ,ARRENDAMENTS VARIS                                ,12,92   ,20    ,260000,0,260000,222946.57
2019,12.  ,920  ,209    ,CÀNONS VARIS                                      ,12,92   ,20    ,119539,38479.12,158018.12,183512.19
2019,12.  ,920  ,216    ,MANTENIMENT EQUIPS INFORMÀTICS/PROGRAMARI         ,12,92   ,21    ,420000,60500,480500,352644.19
2019,12.  ,920  ,22000  ,MATERIAL D'OFICINA                                ,12,92   ,22    ,125000,0,125000,99140.4
2019,12.  ,920  ,22002  ,MATERIAL INFORMÀTIC NO INVENTARIABLE              ,12,92   ,22    ,121000,0,121000,124404.56
2019,12.  ,920  ,22104  ,VESTUARI                                          ,12,92   ,22    ,30000,0,30000,17531.84
2019,12.  ,920  ,22200  ,SERVEIS COMUNICACIÓ TELECOMUNICACIONS             ,12,92   ,22    ,180000,0,180000,74219.11
2019,12.  ,920  ,22201  ,SERVEIS COMUNICACIÓ POSTALS                       ,12,92   ,22    ,150000,0,150000,125730.4
2019,12.  ,920  ,224    ,ASSEGURANCES                                      ,12,92   ,22    ,192000,0,192000,149968.31
2019,12.  ,920  ,22500  ,TRIBUTS ESTATALS (Impost producció elèctrica)     ,12,92   ,22    ,1000,0,1000,2002.94
2019,12.  ,920  ,22602  ,"ANUNCIS, PUBLICACIONS, ETC.                       ",12,92   ,22    ,10000,0,10000,13226.19
2019,12.  ,920  ,22603  ,ANUNCIS DIARIS OFICIALS                           ,12,92   ,22    ,20000,0,20000,19336.8
2019,12.  ,920  ,22604  ,DESP DEFENSA JURÍDICA I REGISTRAL                 ,12,92   ,22    ,25000,0,25000,21351.17
2019,12.  ,920  ,227061 ,ESTUDIS I TREBALLS TÈCNICS                        ,12,92   ,22    ,50000,0,50000,46988.66
2019,12.  ,920  ,227062 ,ESTUDIS I TREBALLS TÈCNICS TIC                    ,12,92   ,22    ,230000,0,230000,120317.73
2019,12.  ,920  ,22799  ,CONTR PRESTACIÓ DE SERVEIS                        ,12,92   ,22    ,200000,0,200000,46863.44
2019,12.  ,920  ,23010  ,DIETES PERSONAL DIRECTIU                          ,12,92   ,23    ,2658,0,2658,0
2019,12.  ,920  ,23020  ,DIETES PERSONAL NO DIRECTIU                       ,12,92   ,23    ,2658,0,2658,7510.93
2019,12.  ,920  ,23110  ,LOCOMOCIÓ PERSONAL DIRECTIU                       ,12,92   ,23    ,3562,0,3562,888.37
2019,12.  ,920  ,23120  ,LOCOMOCIÓ PERSONAL NO DIRECTIU                    ,12,92   ,23    ,3606,3500,7106,8435.16
2019,12.  ,920  ,233    ,ASSISTÈNCIA TRIBUNALS                             ,12,92   ,23    ,1800,0,1800,893.48
2019,12.  ,920  ,467    ,ECONOMIA-TRANSF.LOCALRET                          ,12,920  ,467   ,8000,0,8000,7475.95
2019,12.  ,920  ,489    ,BEQUES PERSONAL COL·LABORADOR                     ,12,92   ,48    ,35500,0,35500,31347.04
2019,12.  ,920  ,624    ,INVERSIÓ ELEMENTS DE TRANSPORT                    ,12,920  ,624   ,100000,172805.79,272805.79,160125.35
2019,12.  ,920  ,626    ,MATERIAL INVENTARIABLE. EQUIPS PROCESOS INFORMÀTIC,12,920  ,626   ,100000,517379.08,617379.08,490642.87
2019,12.  ,920  ,629    ,MATERIAL INVENTARIABLE DIVERS                     ,12,920  ,629   ,100000,339557.28,439557.28,296179.83
2019,12.  ,920  ,830    ,BESTRETES REINTEGRABLES PERSONAL                  ,12,920  ,830   ,1000,35500,36500,36458.99
2019,12.  ,9204 ,10102  ,ALTRES REMUNERACIONS ORGANS DE GOVERN             ,,9    ,1     ,24795,0,24795,0
2019,12.  ,9204 ,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,,9    ,1     ,22855,0,22855,56453.71
2019,12.  ,9204 ,11001  ,RETRIBUCIONS COMPLEMENTÀRIES PERSONAL EVENTUAL    ,,9    ,1     ,51499,0,51499,26894.02
2019,12.  ,9204 ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,8697,0,8697,9035.34
2019,12.  ,9204 ,12006  ,TRIENNIS                                          ,,9    ,1     ,2782,0,2782,2841.56
2019,12.  ,9204 ,120099 ,RETRIBUCIONS BÀSIQUES SUPLÈNCIES                  ,,9    ,1     ,35425,0,35425,25412.63
2019,12.  ,9204 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,4433,0,4433,4527.17
2019,12.  ,9204 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,10166,0,10166,10463.79
2019,12.  ,9204 ,121039 ,RETRIBUCIONS COMPLEMENTÀRIES SUPLÈNCIES           ,,9    ,1     ,48435,0,48435,35636.18
2019,12.  ,9204 ,12104  ,ALTRES REMUNERACIONS PERSONAL FUNCIONARI          ,,9    ,1     ,540494,-418612,121882,0
2019,12.  ,9204 ,13001  ,HORES EXTRAORDINÀRIES PERSONAL LABORAL FIX        ,,9    ,1     ,1609,0,1609,4244.5
2019,12.  ,9204 ,130021 ,INCENTIU PRODUCTIVITAT PERSONAL LABORAL FIX       ,,9    ,1     ,129463,0,129463,114351.9
2019,12.  ,9204 ,13003  ,ALTRES REMUNERACIONS PERSONAL LABORAL FIX         ,,9    ,1     ,167473,6628,174101,0
2019,12.  ,9204 ,131    ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL            ,,9    ,1     ,361,0,361,3113.98
2019,12.  ,9204 ,131021 ,INCENTIU PRODUCTIVITAT NO ABSENTISME LABORAL TEMP ,,9    ,1     ,3705,0,3705,3911.7
2019,12.  ,9204 ,1319   ,ALTRES REMUNERACIONS PERSONAL LABORAL TEMPORAL    ,,9    ,1     ,9092,0,9092,0
2019,12.  ,9204 ,13199  ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL-SUPLÈNCIES ,,9    ,1     ,48412,0,48412,5237.84
2019,12.  ,9204 ,1432   ,INCENTIU PRODUCTIVITAT NO ABSENTISME ALTRE PERSONA,,9    ,1     ,7884,0,7884,6223.75
2019,12.  ,9204 ,1439   ,ALTRES REMUNERACIONS ALTRE PERSONAL               ,,9    ,1     ,13807,548,14355,0
2019,12.  ,9204 ,15001  ,INCENTIU PRODUCTIVITAT NO ABSENTISME              ,,9    ,1     ,367380,0,367380,326923.35
2019,12.  ,9204 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,,9    ,1     ,1479,0,1479,6079.5
2019,12.  ,9204 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,18371,136558,154929,45053.53
2019,12.  ,9204 ,16104  ,INDEMNITZACIÓ JUBILACIONS ANTICIPADES             ,,9    ,1     ,120000,0,120000,101791.54
2019,12.  ,9204 ,16200  ,FORMACIÓ I PERFECCIONAMENT DEL PERSONAL           ,,9    ,1     ,60000,0,60000,69074.76
2019,12.  ,9205 ,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,30470,0,30470,46591.75
2019,12.  ,9205 ,12001  ,SOUS DEL GRUP A2                                  ,,9    ,1     ,13397,0,13397,0
2019,12.  ,9205 ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,20521,0,20521,18713.63
2019,12.  ,9205 ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,34788,0,34788,35510.93
2019,12.  ,9205 ,12006  ,TRIENNIS                                          ,,9    ,1     ,18310,0,18310,18503.51
2019,12.  ,9205 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,47608,0,47608,47521.27
2019,12.  ,9205 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,114218,0,114218,113408.9
2019,12.  ,9205 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,72377,0,72377,78348.66
2019,12.  ,9206 ,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,45705,0,45705,46728.74
2019,12.  ,9206 ,12001  ,SOUS DEL GRUP A2                                  ,,9    ,1     ,26794,0,26794,27386.12
2019,12.  ,9206 ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,61562,0,61562,50722.54
2019,12.  ,9206 ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,34788,0,34788,34088.49
2019,12.  ,9206 ,12006  ,TRIENNIS                                          ,,9    ,1     ,44230,0,44230,45214.26
2019,12.  ,9206 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,78236,0,78236,74381.87
2019,12.  ,9206 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,185463,0,185463,185189.31
2019,12.  ,9206 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,9    ,1     ,67497,0,67497,68357.82
2019,12.  ,9206 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,,9    ,1     ,3184,0,3184,2981.86
2019,12.  ,9206 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,147964,0,147964,147014.46
2019,12.  ,9207 ,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,60940,0,60940,30526.43
2019,12.  ,9207 ,12001  ,SOUS DEL GRUP A2                                  ,,9    ,1     ,93777,0,93777,91195.12
2019,12.  ,9207 ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,30781,0,30781,40576.03
2019,12.  ,9207 ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,8697,0,8697,1097.32
2019,12.  ,9207 ,12006  ,TRIENNIS                                          ,,9    ,1     ,32695,0,32695,32747.62
2019,12.  ,9207 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,97480,0,97480,81928.18
2019,12.  ,9207 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,248207,0,248207,209047.28
2019,12.  ,9207 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,9    ,1     ,66948,0,66948,68619.91
2019,12.  ,9207 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,162773,0,162773,149678.62
2019,12.  ,9208 ,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,30470,0,30470,26749.1
2019,12.  ,9208 ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,17394,0,17394,15950.49
2019,12.  ,9208 ,12006  ,TRIENNIS                                          ,,9    ,1     ,14433,0,14433,12713.99
2019,12.  ,9208 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,19687,0,19687,17726.61
2019,12.  ,9208 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,42827,0,42827,55164.79
2019,12.  ,9208 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,9    ,1     ,61809,0,61809,63359.23
2019,12.  ,9208 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,,9    ,1     ,174,0,174,630.48
2019,12.  ,9208 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,52663,0,52663,43068.6
2019,12.  ,9209 ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,8697,0,8697,8903.45
2019,12.  ,9209 ,12005  ,SOUS DEL GRUP E                                   ,,9    ,1     ,23911,0,23911,17327.34
2019,12.  ,9209 ,12006  ,TRIENNIS                                          ,,9    ,1     ,6964,0,6964,7198.49
2019,12.  ,9209 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,13652,0,13652,18286.67
2019,12.  ,9209 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,36606,0,36606,69517.73
2019,12.  ,9209 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,9    ,1     ,274393,0,274393,282760.31
2019,12.  ,9209 ,13001  ,HORES EXTRAORDINÀRIES PERSONAL LABORAL FIX        ,,9    ,1     ,1613,0,1613,2038.09
2019,12.  ,9209 ,13199  ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL-SUPLÈNCIES ,,9    ,1     ,12610,0,12610,5396.55
2019,12.  ,9209 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,111625,0,111625,78141.32
2019,12.  ,922  ,466    ,TRANSF FMC                                        ,12,922  ,466   ,13000,0,13000,10639.43
2019,12.  ,9231 ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,10261,0,10261,10478.54
2019,12.  ,9231 ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,17394,0,17394,8897.46
2019,12.  ,9231 ,12006  ,TRIENNIS                                          ,,9    ,1     ,5493,0,5493,5611.06
2019,12.  ,9231 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,12644,0,12644,9726.21
2019,12.  ,9231 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,32762,0,32762,24736.23
2019,12.  ,9231 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,,9    ,1     ,134,0,134,987.52
2019,12.  ,9231 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,22417,0,22417,17246.13
2019,12.  ,924  ,22705  ,DESPESES ELECCIONS                                ,12,92   ,22    ,15000,15000,30000,20653.29
2019,12.  ,925  ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,78272,0,78272,83278.68
2019,12.  ,925  ,12005  ,SOUS DEL GRUP E                                   ,,9    ,1     ,15941,0,15941,16163.82
