#ejercicio,Org.,Prog.,Econ.,Denominación (cat),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2019,41   ,3300 ,11000   ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,,3    ,1     ,22269,,,
2019,51   ,2411 ,11000   ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,,2    ,1     ,18752,,,
2019,11.  ,9201 ,11001   ,RETRIBUCIONS COMPLEMENTÀRIES PERSONAL EVENTUAL    ,,9    ,1     ,42988,,,
2019,11.  ,9202 ,11001   ,RETRIBUCIONS COMPLEMENTÀRIES PERSONAL EVENTUAL    ,,9    ,1     ,38317,,,
2019,12.  ,9204 ,11001   ,RETRIBUCIONS COMPLEMENTÀRIES PERSONAL EVENTUAL    ,,9    ,1     ,51499,,,
2019,21   ,150  ,11001   ,RETRIBUCIONS COMPLEMENTÀRIES PERSONAL EVENTUAL    ,,1    ,1     ,51499,,,
2019,31   ,3400 ,11001   ,RETRIBUCIONS COMPLEMENTÀRIES PERSONAL EVENTUAL    ,,3    ,1     ,51499,,,
2019,41   ,2315 ,11001   ,RETRIBUCIONS COMPLEMENTÀRIES PERSONAL EVENTUAL    ,,2    ,1     ,38317,,,
2019,41   ,3300 ,11001   ,RETRIBUCIONS COMPLEMENTÀRIES PERSONAL EVENTUAL    ,,3    ,1     ,51499,,,
2019,51   ,2411 ,11001   ,RETRIBUCIONS COMPLEMENTÀRIES PERSONAL EVENTUAL    ,,2    ,1     ,51499,,,
2019,12.  ,9204 ,11003   ,ALTRES REMUNERACIONS PERSONAL EVENTUAL            ,,9    ,1     ,15335,,,
2019,11.  ,9201 ,12000   ,SOUS DEL GRUP A1                                  ,,9    ,1     ,7618,,,
2019,11.  ,9203 ,12000   ,SOUS DEL GRUP A1                                  ,,9    ,1     ,15235,,,
2019,12.  ,9205 ,12000   ,SOUS DEL GRUP A1                                  ,,9    ,1     ,30470,,,
2019,12.  ,9206 ,12000   ,SOUS DEL GRUP A1                                  ,,9    ,1     ,45705,,,
2019,12.  ,9207 ,12000   ,SOUS DEL GRUP A1                                  ,,9    ,1     ,60940,,,
2019,12.  ,9208 ,12000   ,SOUS DEL GRUP A1                                  ,,9    ,1     ,30470,,,
2019,12.  ,931  ,12000   ,SOUS DEL GRUP A1                                  ,,9    ,1     ,60940,,,
2019,12.  ,932  ,12000   ,SOUS DEL GRUP A1                                  ,,9    ,1     ,53322,,,
2019,12.  ,934  ,12000   ,SOUS DEL GRUP A1                                  ,,9    ,1     ,15235,,,
2019,21   ,150  ,12000   ,SOUS DEL GRUP A1                                  ,,1    ,1     ,76174,,,
2019,21   ,1511 ,12000   ,SOUS DEL GRUP A1                                  ,,1    ,1     ,15235,,,
2019,21   ,1512 ,12000   ,SOUS DEL GRUP A1                                  ,,1    ,1     ,121879,,,
2019,21   ,1513 ,12000   ,SOUS DEL GRUP A1                                  ,,1    ,1     ,60940,,,
2019,21   ,170  ,12000   ,SOUS DEL GRUP A1                                  ,,1    ,1     ,30470,,,
2019,21   ,1721 ,12000   ,SOUS DEL GRUP A1                                  ,,1    ,1     ,15235,,,
2019,31   ,3401 ,12000   ,SOUS DEL GRUP A1                                  ,,3    ,1     ,15235,,,
2019,31   ,3421 ,12000   ,SOUS DEL GRUP A1                                  ,,3    ,1     ,15235,,,
2019,32   ,3111 ,12000   ,SOUS DEL GRUP A1                                  ,,3    ,1     ,15235,,,
2019,41   ,3300 ,12000   ,SOUS DEL GRUP A2                                  ,,3    ,1     ,15235,,,
2019,41   ,3301 ,12000   ,SOUS DEL GRUP A1                                  ,,3    ,1     ,15235,,,
2019,44   ,2310 ,12000   ,SOUS DEL GRUP A1                                  ,,2    ,1     ,15235,,,
2019,51   ,2411 ,12000   ,SOUS DEL GRUP A1                                  ,,2    ,1     ,15235,,,
2019,61   ,1320 ,12000   ,SOUS DEL GRUP A1                                  ,,1    ,1     ,22853,,,
2019,61   ,1321 ,12000   ,SOUS DEL GRUP A1                                  ,,1    ,1     ,30470,,,
2019,62   ,1500 ,12000   ,SOUS DEL GRUP A1                                  ,,1    ,1     ,15235,,,
2019,11.  ,9202 ,12001   ,SOUS DEL GRUP A2                                  ,,9    ,1     ,40190,,,
2019,12.  ,9205 ,12001   ,SOUS DEL GRUP A2                                  ,,9    ,1     ,13397,,,
2019,12.  ,9206 ,12001   ,SOUS DEL GRUP A2                                  ,,9    ,1     ,26794,,,
2019,12.  ,9207 ,12001   ,SOUS DEL GRUP A2                                  ,,9    ,1     ,93777,,,
2019,12.  ,931  ,12001   ,SOUS DEL GRUP A2                                  ,,9    ,1     ,13397,,,
2019,12.  ,932  ,12001   ,SOUS DEL GRUP A2                                  ,,9    ,1     ,13397,,,
2019,13.  ,432  ,12001   ,SOUS DEL GRUP A2                                  ,,4    ,1     ,13397,,,
2019,21   ,1511 ,12001   ,SOUS DEL GRUP A2                                  ,,1    ,1     ,13397,,,
2019,21   ,1512 ,12001   ,SOUS DEL GRUP A2                                  ,,1    ,1     ,93777,,,
2019,21   ,1513 ,12001   ,SOUS DEL GRUP A2                                  ,,1    ,1     ,26794,,,
2019,21   ,170  ,12001   ,SOUS DEL GRUP A2                                  ,,1    ,1     ,13397,,,
2019,21   ,440  ,12001   ,SOUS DEL GRUP A2                                  ,,4    ,1     ,13397,,,
2019,31   ,3421 ,12001   ,SOUS DEL GRUP A2                                  ,,3    ,1     ,26794,,,
2019,31   ,3423 ,12001   ,SOUS DEL GRUP A2                                  ,,3    ,1     ,13397,,,
2019,32   ,3112 ,12001   ,SOUS DEL GRUP A2                                  ,,3    ,1     ,13397,,,
2019,32   ,3113 ,12001   ,SOUS DEL GRUP A2                                  ,,3    ,1     ,26794,,,
2019,32   ,493  ,12001   ,SOUS DEL GRUP A2                                  ,,4    ,1     ,13397,,,
2019,41   ,2315 ,12001   ,SOUS DEL GRUP A2                                  ,,2    ,1     ,13397,,,
2019,41   ,3300 ,12001   ,SOUS DEL GRUP A2                                  ,,3    ,1     ,40190,,,
2019,41   ,334  ,12001   ,SOUS DEL GRUP A2                                  ,,3    ,1     ,93777,,,
2019,41   ,924  ,12001   ,SOUS DEL GRUP A2                                  ,,9    ,1     ,40314,,,
2019,42   ,2317 ,12001   ,SOUS DEL GRUP A2                                  ,,2    ,1     ,53587,,,
2019,42   ,3302 ,12001   ,SOUS DEL GRUP A2                                  ,,3    ,1     ,13397,,,
2019,43   ,3200 ,12001   ,SOUS DEL GRUP A2                                  ,,3    ,1     ,26794,,,
2019,43   ,3202 ,12001   ,SOUS DEL GRUP A2                                  ,,3    ,1     ,66983,,,
2019,43   ,3231 ,12001   ,SOUS DEL GRUP A2                                  ,,3    ,1     ,53587,,,
2019,44   ,2310 ,12001   ,SOUS DEL GRUP A2                                  ,,2    ,1     ,67478,,,
2019,44   ,2311 ,12001   ,SOUS DEL GRUP A2                                  ,,2    ,1     ,250181,,,
2019,44   ,2312 ,12001   ,SOUS DEL GRUP A2                                  ,,2    ,1     ,26794,,,
2019,51   ,2411 ,12001   ,SOUS DEL GRUP A2                                  ,,2    ,1     ,13397,,,
2019,51   ,2412 ,12001   ,SOUS DEL GRUP A2                                  ,51,2412 ,12001 ,187553,,,
2019,51   ,433  ,12001   ,SOUS DEL GRUP A2                                  ,,4    ,1     ,66983,,,
2019,61   ,1320 ,12001   ,SOUS DEL GRUP A2                                  ,,1    ,1     ,13397,,,
2019,61   ,135  ,12001   ,SOUS DEL GRUP A2                                  ,,1    ,1     ,13397,,,
2019,62   ,1532 ,12001   ,SOUS DEL GRUP A2                                  ,,1    ,1     ,36442,,,
2019,11.  ,9201 ,12003   ,SOUS DEL GRUP C1                                  ,,9    ,1     ,10261,,,
2019,11.  ,9202 ,12003   ,SOUS DEL GRUP C1                                  ,,9    ,1     ,10261,,,
2019,11.  ,9203 ,12003   ,SOUS DEL GRUP C1                                  ,,9    ,1     ,10261,,,
2019,12.  ,9205 ,12003   ,SOUS DEL GRUP C1                                  ,,9    ,1     ,20521,,,
2019,12.  ,9206 ,12003   ,SOUS DEL GRUP C1                                  ,,9    ,1     ,61562,,,
2019,12.  ,9207 ,12003   ,SOUS DEL GRUP C1                                  ,,9    ,1     ,30781,,,
2019,12.  ,9231 ,12003   ,SOUS DEL GRUP C1                                  ,,9    ,1     ,10261,,,
2019,12.  ,931  ,12003   ,SOUS DEL GRUP C1                                  ,,9    ,1     ,20521,,,
2019,12.  ,932  ,12003   ,SOUS DEL GRUP C1                                  ,,9    ,1     ,51302,,,
2019,12.  ,934  ,12003   ,SOUS DEL GRUP C1                                  ,,9    ,1     ,10261,,,
2019,13.  ,432  ,12003   ,SOUS DEL GRUP C1                                  ,,4    ,1     ,20521,,,
2019,21   ,150  ,12003   ,SOUS DEL GRUP C1                                  ,,1    ,1     ,30781,,,
2019,21   ,1512 ,12003   ,SOUS DEL GRUP C1                                  ,,1    ,1     ,20521,,,
2019,21   ,1513 ,12003   ,SOUS DEL GRUP C1                                  ,,1    ,1     ,30781,,,
2019,21   ,170  ,12003   ,SOUS DEL GRUP C1                                  ,,1    ,1     ,10261,,,
2019,31   ,3401 ,12003   ,SOUS DEL GRUP C1                                  ,,3    ,1     ,20521,,,
2019,31   ,3421 ,12003   ,SOUS DEL GRUP C1                                  ,,3    ,1     ,20521,,,
2019,32   ,3111 ,12003   ,SOUS DEL GRUP C1                                  ,,3    ,1     ,30781,,,
2019,41   ,3300 ,12003   ,SOUS DEL GRUP C1                                  ,,3    ,1     ,20521,,,
2019,41   ,3301 ,12003   ,SOUS DEL GRUP C1                                  ,,3    ,1     ,10261,,,
2019,41   ,334  ,12003   ,SOUS DEL GRUP C1                                  ,,3    ,1     ,82083,,,
2019,42   ,2317 ,12003   ,SOUS DEL GRUP C1                                  ,,2    ,1     ,20521,,,
2019,43   ,3200 ,12003   ,SOUS DEL GRUP C1                                  ,,3    ,1     ,10261,,,
2019,43   ,3231 ,12003   ,SOUS DEL GRUP C1                                  ,,3    ,1     ,20521,,,
2019,44   ,2310 ,12003   ,SOUS DEL GRUP C1                                  ,,2    ,1     ,30781,,,
2019,44   ,2311 ,12003   ,SOUS DEL GRUP C1                                  ,,2    ,1     ,10261,,,
2019,51   ,2411 ,12003   ,SOUS DEL GRUP C1                                  ,,2    ,1     ,10261,,,
2019,51   ,433  ,12003   ,SOUS DEL GRUP C1                                  ,,4    ,1     ,30781,,,
2019,61   ,1320 ,12003   ,SOUS DEL GRUP C1                                  ,,1    ,1     ,1079908,,,
2019,61   ,1321 ,12003   ,SOUS DEL GRUP C1                                  ,,1    ,1     ,10261,,,
2019,62   ,1500 ,12003   ,SOUS DEL GRUP C1                                  ,,1    ,1     ,35912,,,
2019,62   ,1532 ,12003   ,SOUS DEL GRUP C1                                  ,,1    ,1     ,10261,,,
2019,11.  ,9201 ,12004   ,SOUS DEL GRUP C2                                  ,,9    ,1     ,26091,,,
2019,11.  ,9203 ,12004   ,SOUS DEL GRUP C2                                  ,,9    ,1     ,17394,,,
2019,12.  ,9204 ,12004   ,SOUS DEL GRUP C2                                  ,,9    ,1     ,8697,,,
2019,12.  ,9205 ,12004   ,SOUS DEL GRUP C2                                  ,,9    ,1     ,34788,,,
2019,12.  ,9206 ,12004   ,SOUS DEL GRUP C2                                  ,,9    ,1     ,34788,,,
2019,12.  ,9207 ,12004   ,SOUS DEL GRUP C2                                  ,,9    ,1     ,8697,,,
2019,12.  ,9208 ,12004   ,SOUS DEL GRUP C2                                  ,,9    ,1     ,17394,,,
2019,12.  ,9209 ,12004   ,SOUS DEL GRUP C2                                  ,,9    ,1     ,8697,,,
2019,12.  ,9231 ,12004   ,SOUS DEL GRUP C2                                  ,,9    ,1     ,17394,,,
2019,12.  ,925  ,12004   ,SOUS DEL GRUP C2                                  ,,9    ,1     ,78272,,,
2019,12.  ,931  ,12004   ,SOUS DEL GRUP C2                                  ,,9    ,1     ,52181,,,
2019,12.  ,932  ,12004   ,SOUS DEL GRUP C2                                  ,,9    ,1     ,52181,,,
2019,12.  ,934  ,12004   ,SOUS DEL GRUP C2                                  ,,9    ,1     ,17394,,,
2019,21   ,150  ,12004   ,SOUS DEL GRUP C2                                  ,,1    ,1     ,78272,,,
2019,21   ,1513 ,12004   ,SOUS DEL GRUP C2                                  ,,1    ,1     ,43484,,,
2019,21   ,170  ,12004   ,SOUS DEL GRUP C2                                  ,,1    ,1     ,17394,,,
2019,31   ,3400 ,12004   ,SOUS DEL GRUP C2                                  ,,3    ,1     ,8697,,,
2019,31   ,3401 ,12004   ,SOUS DEL GRUP C2                                  ,,3    ,1     ,8697,,,
2019,31   ,3411 ,12004   ,SOUS DEL GRUP C2                                  ,,3    ,1     ,17394,,,
2019,31   ,3421 ,12004   ,SOUS DEL GRUP C2                                  ,,3    ,1     ,8697,,,
2019,32   ,3111 ,12004   ,SOUS DEL GRUP C2                                  ,,3    ,1     ,17394,,,
2019,32   ,493  ,12004   ,SOUS DEL GRUP C2                                  ,,4    ,1     ,8697,,,
2019,41   ,2315 ,12004   ,SOUS DEL GRUP C2                                  ,,2    ,1     ,8697,,,
2019,41   ,3301 ,12004   ,SOUS DEL GRUP C2                                  ,,3    ,1     ,8697,,,
2019,41   ,3322 ,12004   ,SOUS DEL GRUP C2                                  ,,3    ,1     ,8697,,,
2019,41   ,334  ,12004   ,SOUS DEL GRUP C2                                  ,,3    ,1     ,8697,,,
2019,42   ,2317 ,12004   ,SOUS DEL GRUP C2                                  ,,2    ,1     ,26091,,,
2019,43   ,3200 ,12004   ,SOUS DEL GRUP C2                                  ,,3    ,1     ,26091,,,
2019,44   ,2310 ,12004   ,SOUS DEL GRUP C2                                  ,,2    ,1     ,43589,,,
2019,44   ,2311 ,12004   ,SOUS DEL GRUP C2                                  ,,2    ,1     ,34893,,,
2019,44   ,2312 ,12004   ,SOUS DEL GRUP C2                                  ,,2    ,1     ,17394,,,
2019,51   ,2411 ,12004   ,SOUS DEL GRUP C2                                  ,,2    ,1     ,34788,,,
2019,51   ,2412 ,12004   ,SOUS DEL GRUP C2                                  ,51,2412 ,12004 ,8697,,,
2019,51   ,433  ,12004   ,SOUS DEL GRUP C2                                  ,,4    ,1     ,8697,,,
2019,61   ,1320 ,12004   ,SOUS DEL GRUP C2                                  ,,1    ,1     ,51628,,,
2019,61   ,1321 ,12004   ,SOUS DEL GRUP C2                                  ,,1    ,1     ,43484,,,
2019,62   ,1500 ,12004   ,SOUS DEL GRUP C2                                  ,,1    ,1     ,60878,,,
2019,62   ,1501 ,12004   ,SOUS DEL GRUP C2                                  ,,1    ,1     ,34788,,,
2019,62   ,1532 ,12004   ,SOUS DEL GRUP C2                                  ,,1    ,1     ,95665,,,
2019,12.  ,9209 ,12005   ,SOUS DEL GRUP E                                   ,,9    ,1     ,23911,,,
2019,12.  ,925  ,12005   ,SOUS DEL GRUP E                                   ,,9    ,1     ,15941,,,
2019,31   ,3421 ,12005   ,SOUS DEL GRUP E                                   ,,3    ,1     ,39851,,,
2019,31   ,3423 ,12005   ,SOUS DEL GRUP E                                   ,,3    ,1     ,47822,,,
2019,41   ,333  ,12005   ,SOUS DEL GRUP E                                   ,,3    ,1     ,31881,,,
2019,43   ,3231 ,12005   ,SOUS DEL GRUP E                                   ,,3    ,1     ,15941,,,
2019,43   ,3232 ,12005   ,SOUS DEL GRUP E                                   ,,3    ,1     ,31881,,,
2019,51   ,2411 ,12005   ,SOUS DEL GRUP E                                   ,,2    ,1     ,7971,,,
2019,62   ,1500 ,12005   ,SOUS DEL GRUP E                                   ,,1    ,1     ,7971,,,
2019,62   ,1501 ,12005   ,SOUS DEL GRUP E                                   ,,1    ,1     ,15941,,,
2019,62   ,1532 ,12005   ,SOUS DEL GRUP E                                   ,,1    ,1     ,23911,,,
2019,11.  ,9201 ,12006   ,TRIENNIS                                          ,,9    ,1     ,10882,,,
2019,11.  ,9202 ,12006   ,TRIENNIS                                          ,,9    ,1     ,4694,,,
2019,11.  ,9203 ,12006   ,TRIENNIS                                          ,,9    ,1     ,7582,,,
2019,12.  ,9204 ,12006   ,TRIENNIS                                          ,,9    ,1     ,2782,,,
2019,12.  ,9205 ,12006   ,TRIENNIS                                          ,,9    ,1     ,18310,,,
2019,12.  ,9206 ,12006   ,TRIENNIS                                          ,,9    ,1     ,44230,,,
2019,12.  ,9207 ,12006   ,TRIENNIS                                          ,,9    ,1     ,32695,,,
2019,12.  ,9208 ,12006   ,TRIENNIS                                          ,,9    ,1     ,14433,,,
2019,12.  ,9209 ,12006   ,TRIENNIS                                          ,,9    ,1     ,6964,,,
2019,12.  ,9231 ,12006   ,TRIENNIS                                          ,,9    ,1     ,5493,,,
2019,12.  ,925  ,12006   ,TRIENNIS                                          ,,9    ,1     ,18289,,,
2019,12.  ,931  ,12006   ,TRIENNIS                                          ,,9    ,1     ,19433,,,
2019,12.  ,932  ,12006   ,TRIENNIS                                          ,,9    ,1     ,41657,,,
2019,12.  ,934  ,12006   ,TRIENNIS                                          ,,9    ,1     ,9590,,,
2019,13.  ,432  ,12006   ,TRIENNIS                                          ,,4    ,1     ,5178,,,
2019,21   ,150  ,12006   ,TRIENNIS                                          ,,1    ,1     ,40386,,,
2019,21   ,1511 ,12006   ,TRIENNIS                                          ,,1    ,1     ,5047,,,
2019,21   ,1512 ,12006   ,TRIENNIS                                          ,,1    ,1     ,49262,,,
2019,21   ,1513 ,12006   ,TRIENNIS                                          ,,1    ,1     ,23538,,,
2019,21   ,170  ,12006   ,TRIENNIS                                          ,,1    ,1     ,10648,,,
2019,21   ,1721 ,12006   ,TRIENNIS                                          ,,1    ,1     ,4189,,,
2019,21   ,440  ,12006   ,TRIENNIS                                          ,,4    ,1     ,2445,,,
2019,31   ,3400 ,12006   ,TRIENNIS                                          ,,3    ,1     ,1133,,,
2019,31   ,3401 ,12006   ,TRIENNIS                                          ,,3    ,1     ,9595,,,
2019,31   ,3411 ,12006   ,TRIENNIS                                          ,,3    ,1     ,2464,,,
2019,31   ,3421 ,12006   ,TRIENNIS                                          ,,3    ,1     ,21685,,,
2019,31   ,3423 ,12006   ,TRIENNIS                                          ,,3    ,1     ,7713,,,
2019,32   ,3111 ,12006   ,TRIENNIS                                          ,,3    ,1     ,16768,,,
2019,32   ,3112 ,12006   ,TRIENNIS                                          ,,3    ,1     ,6485,,,
2019,32   ,3113 ,12006   ,TRIENNIS                                          ,,3    ,1     ,4924,,,
2019,32   ,493  ,12006   ,TRIENNIS                                          ,,4    ,1     ,6280,,,
2019,41   ,2315 ,12006   ,TRIENNIS                                          ,,2    ,1     ,781,,,
2019,41   ,3300 ,12006   ,TRIENNIS                                          ,,3    ,1     ,12672,,,
2019,41   ,3301 ,12006   ,TRIENNIS                                          ,,3    ,1     ,13701,,,
2019,41   ,3322 ,12006   ,TRIENNIS                                          ,,3    ,1     ,595,,,
2019,41   ,333  ,12006   ,TRIENNIS                                          ,,3    ,1     ,4037,,,
2019,41   ,334  ,12006   ,TRIENNIS                                          ,,3    ,1     ,23004,,,
2019,41   ,924  ,12006   ,TRIENNIS                                          ,,9    ,1     ,4595,,,
2019,42   ,2317 ,12006   ,TRIENNIS                                          ,,2    ,1     ,28915,,,
2019,43   ,3200 ,12006   ,TRIENNIS                                          ,,3    ,1     ,14069,,,
2019,43   ,3202 ,12006   ,TRIENNIS                                          ,,3    ,1     ,11088,,,
2019,43   ,3231 ,12006   ,TRIENNIS                                          ,,3    ,1     ,19496,,,
2019,43   ,3232 ,12006   ,TRIENNIS                                          ,,3    ,1     ,3855,,,
2019,44   ,2310 ,12006   ,TRIENNIS                                          ,,2    ,1     ,20296,,,
2019,44   ,2311 ,12006   ,TRIENNIS                                          ,,2    ,1     ,23717,,,
2019,44   ,2312 ,12006   ,TRIENNIS                                          ,,2    ,1     ,3876,,,
2019,51   ,2411 ,12006   ,TRIENNIS                                          ,,2    ,1     ,19437,,,
2019,51   ,2412 ,12006   ,TRIENNIS                                          ,51,2412 ,12006 ,32079,,,
2019,51   ,433  ,12006   ,TRIENNIS                                          ,,4    ,1     ,9575,,,
2019,61   ,1320 ,12006   ,TRIENNIS                                          ,,1    ,1     ,252144,,,
2019,61   ,1321 ,12006   ,TRIENNIS                                          ,,1    ,1     ,13116,,,
2019,61   ,135  ,12006   ,TRIENNIS                                          ,,1    ,1     ,5710,,,
2019,62   ,1500 ,12006   ,TRIENNIS                                          ,,1    ,1     ,22186,,,
2019,62   ,1501 ,12006   ,TRIENNIS                                          ,,1    ,1     ,4565,,,
2019,62   ,1532 ,12006   ,TRIENNIS                                          ,,1    ,1     ,11305,,,
2019,12.  ,9204 ,120099  ,RETRIBUCIONS BÀSIQUES SUPLÈNCIES                  ,,9    ,1     ,35425,,,
2019,31   ,3421 ,120099  ,RETRIBUCIONS BÀSIQUES SUPLÈNCIES                  ,,3    ,1     ,13972,,,
2019,31   ,3423 ,120099  ,RETRIBUCIONS BÀSIQUES SUPLÈNCIES                  ,,3    ,1     ,9752,,,
2019,43   ,3231 ,120099  ,RETRIBUCIONS BÀSIQUES SUPLÈNCIES                  ,,3    ,1     ,1053,,,
2019,43   ,3232 ,120099  ,RETRIBUCIONS BÀSIQUES SUPLÈNCIES                  ,,3    ,1     ,1304,,,
2019,44   ,2311 ,120099  ,RETRIBUCIONS BÀSIQUES SUPLÈNCIES                  ,,2    ,1     ,18991,,,
2019,44   ,2312 ,120099  ,RETRIBUCIONS BÀSIQUES SUPLÈNCIES                  ,,2    ,1     ,20777,,,
2019,11.  ,9201 ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,22619,,,
2019,11.  ,9202 ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,22297,,,
2019,11.  ,9203 ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,26070,,,
2019,12.  ,9204 ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,4433,,,
2019,12.  ,9205 ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,47608,,,
2019,12.  ,9206 ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,78236,,,
2019,12.  ,9207 ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,97480,,,
2019,12.  ,9208 ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,19687,,,
2019,12.  ,9209 ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,13652,,,
2019,12.  ,9231 ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,12644,,,
2019,12.  ,925  ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,44843,,,
2019,12.  ,931  ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,71303,,,
2019,12.  ,932  ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,82898,,,
2019,12.  ,934  ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,23444,,,
2019,13.  ,432  ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,4    ,1     ,14929,,,
2019,21   ,150  ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,90160,,,
2019,21   ,1511 ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,16942,,,
2019,21   ,1512 ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,116788,,,
2019,21   ,1513 ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,74289,,,
2019,21   ,170  ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,33921,,,
2019,21   ,1721 ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,7409,,,
2019,21   ,440  ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,4    ,1     ,6390,,,
2019,31   ,3400 ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,4433,,,
2019,31   ,3401 ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,22421,,,
2019,31   ,3411 ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,7560,,,
2019,31   ,3421 ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,49775,,,
2019,31   ,3423 ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,25154,,,
2019,32   ,3111 ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,30634,,,
2019,32   ,3112 ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,5738,,,
2019,32   ,3113 ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,11148,,,
2019,32   ,493  ,12100   ,COMPLEMENT DE DESTINACIÓ                          ,,4    ,1     ,9517,,,
