#Ejercicio,Org.,Econ.,Denominació (cat),Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2025,,470    ,SUBVENCIONS D'EMPRESES                            ,5000,0,5000,0
2025,,480    ,SUBVENCIONS FORMACIÓ I OCUPACIÓ                   ,6,12000,12006,112818.53
2025,,490    ,SUBV. FONS SOCIAL EUROPEU                         ,6,0,6,0
2025,,514    ,INTERESSOS DE SOCIETATS MERCANTILS                ,56801,0,56801,29211.96
2025,,52     ,INTERESSOS DE DIPÓSITS                            ,1400000,0,1400000,708077.37
2025,,550    ,CONCESSIONS ADMINISTRATIVES                       ,241440,0,241440,295918.82
2025,,559    ,ALTRES CONCESSIONS I APROFITAMENTS                ,65032,0,65032,55121.29
2025,,601    ,VENDA DE FINQUES RÚSTIQUES                        ,1093496.08,0,1093496.08,0
2025,,764    ,TRANSF CAPITAL AREA METROPOLITANA DE BARCELONA    ,1526168,14800,1540968,1608516.34
2025,,7973   ,FONS NEXT GENERATION EU. LINIA 1 GDS - RESIDÈNCIA ,3055150.11,0,3055150.11,0
2025,,82120  ,REINTREGRAMENT PRESTECS SECTOR PUBLIC LOCAL       ,503713,0,503713,251856.77
2025,,830    ,BESTRETES REINTEGRABLES PERSONAL                  ,35000,0,35000,6444.63
2025,,87010  ,ROMANENT TRESORERIA DESPESES FINANÇAMENT AFECTAT  ,3649495.08,1033663.88,4683158.96,0
2025,,91301  ,PRESTECS REBUTS A LLARG TERMINI FORA DEL SECTOR PÚ,11498972.06,0,11498972.06,0
2025,,39210  ,RECÀRREC EXECUTIU                                 ,60,0,60,6.8
2025,,75060  ,"OTRAS TRANSF DE CAPITAL (ACCESIBILITAT, DIGITAL   ",0,0,0,0
2025,,45103  ,SUB. DE L'AGÈNCIA DE RESIDUS DE CATALUNYA         ,340720,0,340720,0
2025,,46112  ,SUBV. DIPUTACIÓ TURISME                           ,18517,12871,31388,12871
2025,,4642   ,TRANSF CORRENTS D'ÀREA METROPOLITANA POLITIQ SOCIA,140000,0,140000,287180.46
2025,,75100  ,TRANSFERÈNCIA DE CAPITAL AGENCIA CATALANA DE L'AIG,300000,0,300000,299616.73
2025,,76103  ,TRANSF DE CAPITAL DIPUTACIÓ DE BARCELONA - TURISME,205537.26,0,205537.26,0
2025,,76104  ,TRANSF DE CAPITAL DIPUTACIÓ DE BARCELONA - MILLORA,137750,0,137750,137750
2025,,30201  ,TAXA DE RECOLLIDA RESIDUS DOMÈSTICS               ,1254400,0,1254400,0
2025,,39902  ,ALTRES INGRESSOS DIVERSOS D'EDUCACIÓ              ,100,0,100,0
2025,,4500208,"SUBV. GENERALITAT BENESTAR, POLÍTIQUES D'IGUALTAT ",25600,0,25600,2375
2025,,45011  ,SUBV. GENERALITAT IGUALTAT I FEMINISMES - CURES   ,202899.27,0,202899.27,0
2025,,45012  ,SUBV. GENERALITAT IGUALTAT I FEMINISMES - PROMOCIÓ,151154.63,0,151154.63,0
2025,,549    ,ALTRES RENDES DE BENS IMMOBLES                    ,0,0,0,29149.13
2025,,87000  ,ROMANENT TRESORERIA DESPESES GENERALS             ,0,11605190.41,11605190.41,0
2025,,391901 ,ALTRES MULTES I SANCIONS HABITATGE                ,0,0,0,121875.96
2025,,46100  ,SUBVENCIONS DIPUTACIO                             ,568476,0,568476,229477.98
2025,,75002  ,SERVEIS SOCIALS I POLITIQUES D'IGUALTAT           ,0,0,0,0
2025,,740    ,TRANSFERÈNCIA DE CAPITAL PRAT NORD                ,671486.12,0,671486.12,0
2025,,750301 ,ALTRES SUBVENCIONS DE LA GENERALITAT              ,0,0,0,0
2025,,771    ,TRANSF DE CAPITAL JTES COMPENSACIÓ ARE EIX SUD 1 2,0,0,0,28511.94
2025,,39710  ,ALTRES INGRESSOS PER APROFITAMENTS URBANISTICS    ,0,0,0,149551.33
