#a,Org.,Prog.,Econ.,Denominación (cat),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de crècido,l,Obligaciones reconegudes
2024,041  ,3231 ,227992 ,CONTR PREST SERVEIS AUX ESCOLA BRESSOL            ,041,32   ,22    ,145000,6705.16,,99855.71
2024,042  ,338  ,226991 ,"CALENDARI FESTIU, DESPESES DIVERSES               ",042,33   ,22    ,140500,51759,,36937
2024,031  ,1500 ,224    ,ASSEGURANCES VEHICLES                             ,031,15   ,22    ,15544,0,,15164.61
2024,041  ,3232 ,221022 ,ESCOLES-SUBM. GAS                                 ,,3    ,221   ,665533,60500,,129028.14
2024,061  ,3421 ,22102  ,CONSUM GAS CEMS                                   ,,3    ,221   ,469240,48534.1,,90072.7
2024,041  ,326  ,48911  ,TRANSF CORRENTS ESCOLA PEPA COLOMER               ,041,326  ,48911 ,5040,0,,0
2024,041  ,326  ,48909  ,TRANSF CORRENTS INSTITUT ESCOLA                   ,041,326  ,48909 ,22985,0,,0
2024,031  ,165  ,22100  ,CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC                 ,,1    ,221   ,1158683,79214.37,,279459.86
2024,041  ,3232 ,227002 ,NETEJA ESCOLES                                    ,041,32   ,22    ,2308952,0,,1280098.89
2024,061  ,3411 ,22199  ,FOMENT ASSOC.ESPORTIU-MATERIAL-TROFEUS            ,061,34   ,22    ,15670,9642.88,,11722.23
2024,061  ,342  ,203    ,RENTING MAQUINARIA FITNESS                        ,061,34   ,20    ,170000,0,,89507.74
2024,012  ,9206 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,306429,0,,154176.49
2024,061  ,342  ,227991 ,CONTR PREST SERVEIS ESPORTS                       ,061,34   ,22    ,1013000,0,,697399.23
2024,041  ,3231 ,227996 ,CONTR PREST SERV ESCOLA BRESSOL LA BLAVETA        ,041,32   ,22    ,615903,0,,410106.08
2024,021  ,1521 ,209    ,CÀNONS CONVENIS HABITATGE                         ,021,1521 ,209   ,82000,0,,1656.24
2024,051  ,241  ,22700  ,NETEJA CPE                                        ,051,24   ,22    ,154216,0,,87280.48
2024,062  ,493  ,22699  ,CONSUM-DESP.V.AULA CONSUMIDOR I ED.ESC            ,062,49   ,22    ,5000,0,,0
2024,041  ,323  ,227992 ,PREST. SERVEIS ESCOLES BARRI SANT COSME           ,041,32   ,22    ,33272,2721.83,,24496.47
2024,042  ,333  ,227998 ,CONTR PREST SERVEIS CC PALMIRA                    ,042,33   ,22    ,332588,0,,221096.89
2024,042  ,334  ,227992 ,DESP DIVERSES ARTS EN VIU                         ,042,334  ,227992,6,197013.1,,75917.72
2024,044  ,2311 ,2279904,PRESTACIÓ SERVEIS TEMPS PER CURES                 ,044,23   ,22    ,0,76200,,0
2024,041  ,3231 ,221041 ,VESTUARI ESCOLA BRESSOL                           ,041,32   ,22    ,2420,0,,2303.24
2024,012  ,920  ,224    ,ASSEGURANCES                                      ,012,92   ,22    ,401470,0,,263351.01
2024,051  ,433  ,22799  ,CONTR PREST SERVEIS-ACTIV.ECONÒMICA               ,051,43   ,22    ,40000,0,,10866.6
2024,032  ,170  ,609    ,MILLORA RESILIÈNCIA SERV MPALS CONSUM AIGUA/SEQUER,032,170  ,609   ,0,180000,,0
2024,032  ,170  ,227993 ,ESTUDIS I TREBALLS TÈCNICS                        ,032,17   ,22    ,36000,0,,0
2024,021  ,933  ,7641   ,CAL TUDELA APORTA ADDICIONAL PROJECTE PSG         ,021,933  ,7641  ,82276,0,,0
2024,051  ,433  ,22699  ,DESP VÀRIES ACTIVITAT ECONÒMICA                   ,051,43   ,22    ,1000,0,,150
2024,051  ,433  ,227991 ,CONTR PREST SERVEIS DESENV SECTORS ESTRATÈGICS    ,051,43   ,22    ,50000,0,,424.05
2024,051  ,433  ,46601  ,QUOTA MEMBRE ASSOC PACTE INDUST REGIO METROP  BARC,051,433  ,46601 ,4000,0,,3856.09
2024,051  ,433  ,46602  ,QUOTA MEMBRE XARXA EL PERFIL DE LA CIUTAT AJ TERRA,051,433  ,46602 ,1000,0,,0
2024,051  ,433  ,47901  ,QUOTA MEMBRE SOCI  C BARCELONA CENTRE LOGISTIC CAT,051,433  ,47901 ,1300,0,,1210
2024,051  ,433  ,48907  ,"TRANSF CORRENTS, AJUTS EMPRENEDORIA               ",051,433  ,48907 ,160000,0,,0
2024,051  ,433  ,48914  ,EL PRAT EMPREN MARTA MAYORDOMO                    ,051,433  ,48914 ,12000,0,,12000
2024,061  ,3412 ,227993 ,CAMPANYA NATACIÓ ESCOLAR AMB EDUCACIÓ             ,061,34   ,22    ,18000,0,,8204.45
2024,012  ,9204 ,12006  ,TRIENNIS                                          ,,9    ,1     ,3580,0,,3156.57
2024,012  ,9204 ,120099 ,RETRIBUCIONS BÀSIQUES SUPLÈNCIES                  ,,9    ,1     ,149332,0,,49034.76
2024,012  ,9204 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,5871,0,,3672.45
2024,032  ,170  ,227992 ,CONTR PREST SERVEIS EDUCACIÓ AMBIENTAL            ,032,17   ,22    ,136400,0,,52785.08
2024,051  ,433  ,48916  ,QUOTA MEMBRE ASSOCIACIO INNOBAIX                  ,051,433  ,48916 ,4000,1000,,0
2024,051  ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,,9    ,1     ,66266,0,,47852.55
2024,051  ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,17829,0,,14075.1
2024,052  ,430  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,4    ,1     ,11007,0,,5343.22
2024,052  ,430  ,22199  ,SUBM DIVERSOS DINAMITZACIÓ COMERCIAL              ,052,43   ,22    ,10000,0,,0
2024,052  ,430  ,489    ,TRANSF CORRENTS COMERÇ                            ,052,430  ,489   ,18000,2280,,2280
2024,021  ,150  ,22706  ,ESTUDIS I TREBALLS TÈCNICS                        ,021,15   ,22    ,20000,12193.9,,20086
2024,032  ,134  ,22799  ,CONT. SERVEIS VEHICLE ELECTRIC COMPARTIT          ,032,13   ,22    ,89500,0,,47790.82
2024,041  ,326  ,2279904,PRESTACIÓ SERVEIS ACTIV EXTRAESCOLARS ANGLES      ,041,326  ,227990,59994,0,,0
2024,061  ,3401 ,12006  ,TRIENNIS                                          ,,3    ,1     ,14249,0,,10863.18
2024,061  ,3401 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,37449,0,,22247.31
2024,061  ,3401 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,3    ,1     ,66261,0,,51875.77
2024,061  ,3401 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,3    ,1     ,53494,0,,39217.5
2024,061  ,3411 ,12004  ,SOUS DEL GRUP C2                                  ,,3    ,1     ,9858,0,,0
2024,061  ,3411 ,12006  ,TRIENNIS                                          ,,3    ,1     ,590,0,,0
2024,061  ,3411 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,5179,0,,0
2024,061  ,3411 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,3    ,1     ,11483,0,,0
2024,061  ,3411 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,3    ,1     ,8697,0,,0
2024,061  ,3411 ,227993 ,DESP DIVERSES ACTIVITATS ESTIU                    ,061,34   ,22    ,10720,0,,0
2024,012  ,9204 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,10870,93924.74,,8564.56
2024,012  ,9204 ,121015 ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,400000,0,,0
2024,012  ,9204 ,121039 ,RETRIBUCIONS COMPLEMENTÀRIES SUPLÈNCIES           ,,9    ,1     ,118578,-12000,,67925.05
2024,012  ,9204 ,13000  ,RETRIBUCIONS BÀSIQUES LABORAL FIX                 ,,9    ,1     ,22327,0,,0
2024,012  ,9204 ,13001  ,HORES EXTRAORDINÀRIES PERSONAL LABORAL FIX        ,,9    ,1     ,9385,0,,17888.41
2024,012  ,9204 ,130021 ,INCENTIU PRODUCTIVITAT PERSONAL LABORAL FIX       ,,9    ,1     ,172116,0,,112216
2024,012  ,9204 ,131021 ,INCENTIU PRODUCTIVITAT NO ABSENTISME LABORAL TEMP ,,9    ,1     ,7795,0,,4775
2024,012  ,9204 ,13199  ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL-SUPLÈNCIES ,,9    ,1     ,96808,-20000,,22635.2
2024,012  ,9204 ,1432   ,INCENTIU PRODUCTIVITAT NO ABSENTISME ALTRE PERSONA,,9    ,1     ,8419,0,,2645
2024,012  ,9204 ,15001  ,INCENTIU PRODUCTIVITAT NO ABSENTISME              ,,9    ,1     ,467375,0,,419001
2024,052  ,430  ,48902  ,TRANSF CORRENTS MILLORA COMERÇ QUALITAT           ,052,430  ,48902 ,55000,19771.44,,19547.26
2024,052  ,430  ,48903  ,TRANSF CORRENTS CONVENI PRAT GRAN COMERÇ          ,052,430  ,48903 ,30000,12000,,30000
2024,052  ,912  ,10000  ,RETRIBUCIONS BÀSIQUES ÒRGANS DE GOVERN            ,,9    ,1     ,62815,0,,45359.58
2024,061  ,3411 ,48901  ,TRANSF CORRENTS ASSOC. ESPORTIU                   ,061,3411 ,48901 ,35000,15812.95,,30446.9
2024,061  ,3411 ,48905  ,CONVENI PRATENC AA                                ,061,3411 ,48905 ,60000,24000,,60000
2024,061  ,3411 ,48908  ,CONVENI CB TERLENKA                               ,061,3411 ,48908 ,35000,14000,,21000
2024,061  ,3411 ,48910  ,CONVENI CLUB NATACIÓ PRAT                         ,061,3411 ,48910 ,9000,0,,5400
2024,061  ,3411 ,48911  ,CONVENI A.E. RITMICA PRAT COR BLAU                ,061,3411 ,48911 ,15000,6000,,15000
2024,061  ,3411 ,48912  ,CONVENI CLUB VOLEI PRAT                           ,061,3411 ,48912 ,25000,26800,,35000
2024,061  ,3411 ,48913  ,CONVENI CLUB TRIATLÓ                              ,061,3411 ,48913 ,6000,2400,,0
2024,061  ,3411 ,48914  ,CONVENI AE BASQUET PRATENC                        ,061,3411 ,48914 ,11000,4400,,6600
2024,012  ,9204 ,151    ,GRATIFICACIÓ SERVEIS FUNCIONARIS                  ,,9    ,1     ,61340,0,,46502.64
2024,012  ,9204 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,9682,0,,65719.33
2024,012  ,9204 ,16104  ,INDEMNITZACIÓ JUBILACIONS ANTICIPADES             ,,9    ,1     ,90000,0,,0
2024,012  ,9204 ,16200  ,FORMACIÓ I PERFECCIONAMENT DEL PERSONAL           ,,9    ,1     ,68611,17689,,37710.77
2024,012  ,9205 ,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,74214,0,,50571.78
2024,012  ,9205 ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,29117,0,,17101.36
2024,012  ,9205 ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,29574,0,,21623.7
2024,012  ,9205 ,12006  ,TRIENNIS                                          ,,9    ,1     ,12985,0,,9313.32
2024,012  ,9205 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,75977,0,,42605.76
2024,012  ,9205 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,149994,0,,108909.01
2024,032  ,170  ,226021 ,DESP DIFUSIÓ PLATJA                               ,032,17   ,22    ,3500,0,,0
2024,032  ,170  ,22699  ,DESP DIVERSES QUALITAT AMBIENTAL                  ,032,17   ,22    ,810,0,,0
2024,032  ,170  ,227991 ,CONTR PREST SERV PLATJA                           ,032,17   ,22    ,24000,0,,1977.9
2024,032  ,170  ,46602  ,QUOTA MEMBRE ASSOC RED CLIMA I RED BIODIVERSITAT  ,032,170  ,46602 ,1000,0,,1000
2024,032  ,170  ,46603  ,QUOTA MEMBRE ASSOCIACIO MUNICIPIS ENERGIA PUBLICA ,032,170  ,46603 ,3277,3270.45,,3251.5
2024,032  ,170  ,48904  ,TRANSF CORRENT CRAM                               ,032,170  ,48904 ,30000,12000,,30000
2024,032  ,170  ,48905  ,TRANSF CORRENTS ACCIÓO AMBIENTAL  AGRUP FOTOGRAF  ,032,170  ,48905 ,2500,1000,,2080.76
2024,032  ,1721 ,12000  ,SOUS DEL GRUP A1                                  ,,1    ,1     ,17340,0,,12840.72
2024,032  ,1721 ,12006  ,TRIENNIS                                          ,,1    ,1     ,6038,0,,4446.97
2024,032  ,1721 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,1    ,1     ,9441,0,,6137.96
2024,032  ,1721 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,1    ,1     ,13380,0,,10542.09
2024,032  ,1721 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,1    ,1     ,29647,0,,22177.99
2024,032  ,1721 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,1    ,1     ,26267,0,,18640.93
2024,032  ,1721 ,22199  ,GESTIÓ-ESPAIS NATURALS                            ,032,17   ,22    ,23000,-49.34,,877.13
2024,032  ,1721 ,227991 ,PREST SERVEIS -ESPAIS NATURALS-PLATJA             ,032,17   ,22    ,24250,0,,0
2024,032  ,1722 ,22601  ,DESPESES DIVERSES                                 ,032,17   ,22    ,450,0,,185.8
2024,032  ,1722 ,22701  ,ESTUDIS I TREBALLS TÈCNICS                        ,032,17   ,22    ,30650,2214.3,,6192.18
2024,052  ,912  ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,17829,0,,14075.1
2024,061  ,3400 ,11000  ,RETRIBUCIONS BÀSIQUES PERSONAL EVENTUAL           ,,3    ,1     ,76748,0,,55420.76
2024,061  ,3400 ,12004  ,SOUS DEL GRUP C2                                  ,,3    ,1     ,9858,0,,7207.91
2024,061  ,3400 ,12006  ,TRIENNIS                                          ,,3    ,1     ,3041,0,,2222.37
2024,061  ,3400 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,5871,0,,3672.45
2024,061  ,3400 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,3    ,1     ,10870,0,,8564.56
2024,061  ,3400 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,3    ,1     ,27338,0,,20314.37
2024,061  ,3401 ,12000  ,SOUS DEL GRUP A1                                  ,,3    ,1     ,17340,0,,12840.72
2024,061  ,3401 ,12001  ,SOUS DEL GRUP A2                                  ,,3    ,1     ,15229,0,,0
2024,061  ,3401 ,12003  ,SOUS DEL GRUP C1                                  ,,3    ,1     ,23292,0,,17101.36
2024,061  ,3401 ,12004  ,SOUS DEL GRUP C2                                  ,,3    ,1     ,9858,0,,14415.8
2024,061  ,3411 ,48917  ,CONVENI JJEE BASQUET CB PRAT                      ,061,3411 ,48917 ,0,5760,,5445.02
2024,061  ,3411 ,48918  ,CONVENI CONSELL ESPORTIU (JJEE+SC)                ,061,3411 ,48918 ,40000,66398,,70917.49
2024,061  ,3411 ,48919  ,CONVENI ADEQUACIÓ INS. CLUB AGILITY BAIX LLOBREGAT,061,3411 ,48919 ,4000,4000,,6400
2024,061  ,3411 ,48920  ,CONVENI AGRUPACIÓ CICLISTA                        ,061,3411 ,48920 ,5000,2000,,2000
2024,061  ,3411 ,48921  ,CONVENI UNIO EXCURSIONISTA DE CATALUNYA (UEC)     ,061,3411 ,48921 ,5000,-5000,,0
2024,061  ,3411 ,48922  ,CONVENI CLUB PATI VELOCITAT EL PRAT               ,061,3411 ,48922 ,12000,4800,,4800
2024,061  ,3411 ,48923  ,CONVENI FEDERACIÓ CATALANA  DE VELA               ,061,3411 ,48923 ,44500,27900,,10400
2024,061  ,3412 ,227991 ,DESP CURSA POPULAR                                ,061,34   ,22    ,14000,0,,0
2024,061  ,342  ,22101  ,CONSUM AIGUA ESPORTS                              ,,3    ,221   ,129058,0,,52796.18
2024,061  ,342  ,22104  ,VESTUARI PERSONAL ESPORTS                         ,061,34   ,22    ,14520,4230.78,,4230.78
2024,061  ,342  ,227993 ,CONTR PREST SERVEIS CM VELA                       ,061,34   ,22    ,10000,0,,0
2024,012  ,9205 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,113295,0,,79817.03
2024,012  ,9206 ,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,73695,0,,14296.96
2024,012  ,9206 ,12001  ,SOUS DEL GRUP A2                                  ,,9    ,1     ,47666,0,,40735.92
2024,012  ,9206 ,12003  ,SOUS DEL GRUP C1                                  ,,9    ,1     ,93168,0,,54891.18
2024,012  ,9206 ,12006  ,TRIENNIS                                          ,,9    ,1     ,33992,0,,19065.88
2024,012  ,9206 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,9    ,1     ,130705,0,,98138.62
2024,032  ,1722 ,467    ,APORT. CONSORCI ESPAIS NATURALS DEL DELTA         ,032,1722 ,467   ,60000,15000,,45000
2024,032  ,1722 ,479    ,LÍNIA AJUTS MOBILITAT DESCARBONITZADA EMPRESA     ,032,1722 ,479   ,1,0,,0
2024,032  ,2311 ,4892   ,LÍNIA AJUTS VULNERABILITAT ENERGÈTICA             ,032,2311 ,4892  ,1,0,,0
2024,032  ,2311 ,4893   ,LINIA AJUTS ARRANJAMENTS ENERGIA DOMICILIS VULNERA,032,2311 ,4893  ,1,0,,0
2024,032  ,2311 ,4894   ,LÍNIA AJUTS REHABILITACIO ENERGETICA FAMÍLIES VULN,032,2311 ,4894  ,1,0,,0
2024,032  ,419  ,22199  ,SUBMINISTRAMENTS DIVERSOS AGRICULTURA             ,032,41   ,22    ,14000,0,,0
2024,032  ,419  ,22602  ,PUBLICITAT I DIFUSIÓ AGRICULTURA                  ,032,41   ,22    ,4000,0,,0
2024,061  ,342  ,48904  ,"CONVENI CP PRAT, GESTIÓ PISTA JARDINS RIB         ",061,342  ,48904 ,17000,6800,,16873.08
2024,042  ,333  ,22102  ,CONSUM GAS EDIFICIS CULTURA                       ,,3    ,221   ,279369,13174.52,,49224.53
2024,012  ,9208 ,12000  ,SOUS DEL GRUP A1                                  ,,9    ,1     ,43350,0,,25681.44
2024,012  ,9208 ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,19716,0,,14463.32
2024,012  ,9208 ,12006  ,TRIENNIS                                          ,,9    ,1     ,19639,0,,14407.3
2024,012  ,9208 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,33866,0,,17411.77
2024,012  ,9208 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,67662,0,,48237.15
2024,012  ,9208 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,9    ,1     ,69630,0,,52169.66
2024,012  ,9208 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,76416,0,,15999.9
2024,012  ,9209 ,12001  ,SOUS DEL GRUP A2                                  ,,9    ,1     ,15229,0,,11232.73
2024,012  ,9209 ,12004  ,SOUS DEL GRUP C2                                  ,,9    ,1     ,9858,0,,7210.04
2024,012  ,9209 ,12005  ,SOUS DEL GRUP E                                   ,,9    ,1     ,36136,0,,27164.99
2024,012  ,9209 ,12006  ,TRIENNIS                                          ,,9    ,1     ,7983,0,,5844.75
2024,012  ,9209 ,120099 ,RETRIBUCIONS BÀSIQUES SUPLÈNCIES                  ,,9    ,1     ,6056,0,,1438.86
2024,012  ,9209 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,9    ,1     ,34387,0,,20978.87
2024,012  ,9209 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,9    ,1     ,74001,0,,59527.94
2024,012  ,9209 ,121039 ,RETRIBUCIONS COMPLEMENTÀRIES SUPLÈNCIES           ,,9    ,1     ,10834,0,,2052.16
2024,012  ,9209 ,13000  ,RETRIBUCIONS BÀSIQUES PERSONAL LABORAL FIX        ,,9    ,1     ,250032,0,,155401
2024,032  ,419  ,22799  ,PRESTACIÓ SERVEIS AGRIGULTURA                     ,032,41   ,22    ,25500,0,,643.45
2024,032  ,419  ,2279901,ESTRATÈGIA ALIMENTACIÓ SOSTENIBLE                 ,032,41   ,22    ,7000,0,,0
2024,032  ,419  ,46601  ,QUOTA MEMBRE ASSOC RED DE CIUDADES POR LA AGRC    ,032,419  ,46601 ,1000,0,,1000
2024,032  ,419  ,48901  ,TRANSF CORRENT PARC AGRARI                        ,032,419  ,48901 ,21000,0,,21000
2024,032  ,419  ,48902  ,TRANSF CORRENT ESPIGOLADORS                       ,032,419  ,48902 ,12000,4800,,12000
2024,032  ,419  ,48904  ,CONVENI FUNDESPLAI EXPOSICIÓ ALIMENTACIÓ          ,032,419  ,48904 ,7500,6000,,10500
2024,032  ,419  ,48905  ,TRANSF CORRENTS AMICS DEL CAVALL (AMICS DEL PRAT) ,032,419  ,48905 ,15000,0,,15000
2024,032  ,419  ,48906  ,TRANSF CORRENTS AMICS DEL PRAT  APLEC DE LA TARTAN,032,419  ,48906 ,4000,0,,2400
2024,041  ,3200 ,12000  ,SOUS DEL GRUP A1                                  ,,3    ,1     ,15229,0,,0
2024,051  ,241  ,22100  ,ELECTRICITAT CPE                                  ,,2    ,221   ,77637,11030.05,,13305.63
2024,041  ,326  ,227999 ,PROJECTE D'IMPULS DE L'ANGLÈS                     ,041,32   ,22    ,313450,0,,172396
2024,012  ,9209 ,13199  ,RETRIBUCIONS PERSONAL LABORAL TEMPORAL-SUPLÈNCIES ,,9    ,1     ,17501,0,,37738.02
2024,012  ,9209 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,9    ,1     ,137971,0,,79327.88
2024,012  ,922  ,466    ,TRANSF FMC                                        ,012,922  ,466   ,13000,0,,11983.14
2024,012  ,922  ,46602  ,TRANSF FEMP QUOTA RED EELL ODS                    ,012,922  ,46602 ,4000,0,,2000
2024,012  ,922  ,4661   ,TRANSF ASSOCIACIÓ CATALANA DE MUNICIPIS           ,012,922  ,4661  ,9904,0,,9904
2024,012  ,924  ,22705  ,DESPESES ELECCIONS                                ,012,92   ,22    ,40000,31390,,50154.09
2024,041  ,3200 ,12001  ,SOUS DEL GRUP A2                                  ,,3    ,1     ,38072,0,,33687.95
2024,041  ,3200 ,12003  ,SOUS DEL GRUP C1                                  ,,3    ,1     ,11646,0,,4278.26
2024,041  ,3200 ,12004  ,SOUS DEL GRUP C2                                  ,,3    ,1     ,39432,0,,28606.42
2024,041  ,3200 ,12006  ,TRIENNIS                                          ,,3    ,1     ,20368,0,,13582.45
2024,041  ,3200 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,58009,0,,30682.18
2024,041  ,3200 ,12101  ,COMPLEMENT ESPECÍFIC                              ,,3    ,1     ,118688,0,,82103.41
2024,041  ,3200 ,16000  ,QUOTES SEGURETAT SOCIAL                           ,,3    ,1     ,88689,0,,60358.43
2024,041  ,3202 ,12000  ,SOUS DEL GRUP A1                                  ,,3    ,1     ,17340,0,,12707.57
2024,041  ,3202 ,12001  ,SOUS DEL GRUP A2                                  ,,3    ,1     ,60916,0,,39549.99
2024,041  ,3202 ,12006  ,TRIENNIS                                          ,,3    ,1     ,8053,0,,5835.42
2024,041  ,3202 ,12100  ,COMPLEMENT DE DESTINACIÓ                          ,,3    ,1     ,38635,0,,21826.69
