#ejercicio,Org.,Prog.,Econ.,Denominación (CASTELLANO),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2017,11.  ,9202 ,11001  ,RETRIBUCIONES COMPLEMENTARIAS PERSONAL EVENTUAL,   ,9    ,1     ,37192,0,37192,17887.17
2017,11.  ,9202 ,12001  ,SUELDOS DEL GRUPO A2,   ,9    ,1     ,39107,0,39107,12874.17
2017,11.  ,9202 ,12003  ,SUELDOS DEL GRUPO C1,   ,9    ,1     ,9984,0,9984,4991.91
2017,11.  ,9202 ,12006  ,TRIENIOS,   ,9    ,1     ,3622,0,3622,1757.08
2017,11.  ,9202 ,12100  ,COMPLEMENTO DE DESTINO,   ,9    ,1     ,21061,0,21061,7823.34
2017,11.  ,9202 ,12101  ,COMPLEMENTO ESPECÍFICO,   ,9    ,1     ,41794,0,41794,15740.83
2017,11.  ,9202 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,   ,9    ,1     ,29899,0,29899,14949.2
2017,11.  ,9202 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,   ,9    ,1     ,142,0,142,454.95
2017,11.  ,9202 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,   ,9    ,1     ,209,0,209,957.12
2017,11.  ,9202 ,16000  ,CUOTAS SEGURIDAD SOCIAL,   ,9    ,1     ,58431,0,58431,25535.06
2017,11.  ,9202 ,226021 ,COMUNICACIÓN SOCIAL-DIFUSIÓN,11 ,92   ,22    ,141800,0,141800,57082.02
2017,11.  ,9202 ,226023 ,COMUNICACIÓN INSTITUCIONAL,11 ,92   ,22    ,200000,0,200000,41802.63
2017,11.  ,9203 ,12000  ,SUELDOS DEL GRUPO A1,   ,9    ,1     ,29649,0,29649,14824.22
2017,11.  ,9203 ,12003  ,SUELDOS DEL GRUPO C1,   ,9    ,1     ,9984,0,9984,4991.91
2017,11.  ,9203 ,12004  ,SUELDOS DEL GRUPO C2,   ,9    ,1     ,16925,0,16925,8462.46
2017,11.  ,9203 ,12006  ,TRIENIOS,   ,9    ,1     ,15478,0,15478,7693.64
2017,11.  ,9203 ,12100  ,COMPLEMENTO DE DESTINO,   ,9    ,1     ,34244,0,34244,17106.43
2017,11.  ,9203 ,12101  ,COMPLEMENTO ESPECÍFICO,   ,9    ,1     ,118481,0,118481,59223.96
2017,11.  ,9203 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,   ,9    ,1     ,1032,0,1032,98.42
2017,11.  ,9203 ,16000  ,CUOTAS SEGURIDAD SOCIAL,   ,9    ,1     ,42470,0,42470,22382.71
2017,12.  ,011  ,31000  ,INTERESES PRÉSTAMOS LARGO PLAZO,12.,011  ,31000 ,95000,0,95000,26263.04
2017,12.  ,011  ,31001  ,INTERÉSES ENDEUDAMIENTO CORTO PLAZO,12 ,01   ,31    ,1000,0,1000,0
2017,12.  ,011  ,311    ,COMISIONES-GASTOS OP. CRÉDITO,12 ,01   ,31    ,1000,0,1000,7.3
2017,12.  ,011  ,359    ,OTROS GASTOS FINANCIEROS,12 ,01   ,35    ,15000,0,15000,2299.32
2017,12.  ,011  ,913    ,AMORT. PRÉSTAMOS ENTIDADES FINANCIERAS,12.,011  ,913   ,2255000,224408.53,2479408.53,1198361.37
2017,12.  ,133  ,82120  ,PRÉSTAMIS EMPRESA MUNICIPAL PRAT ESPAIS,12.,133  ,82120 ,1000000,14000000,15000000,0
2017,12.  ,160  ,740    ,TRANSF CAPITAL APSA                               ,12.,160  ,740   ,350000,0,350000,100000
2017,12.  ,161  ,467    ,TRANSF CONGIAC                                    ,12.,161  ,467   ,1,6800,6801,6800
2017,12.  ,221  ,16205  ,SEGURO VIDA Y ACCIDENTES,   ,2    ,1     ,45000,0,45000,0
2017,12.  ,221  ,164    ,AYUDA FAMILIAR ,   ,2    ,1     ,14081,0,14081,7526.82
2017,12.  ,419  ,621    ,ADQUISICIÓN DE TERRENOS,12.,419  ,621   ,100000,0,100000,50000
2017,12.  ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,   ,9    ,1     ,55955,0,55955,55247.29
2017,12.  ,912  ,10001  ,OTRAS REMUNERACIONES - ASISTENCIA PLENOS,   ,9    ,1     ,82416,0,82416,40703
2017,12.  ,912  ,10002  ,RETRIBUCIONES BÁSICAS REG. DEDICACIÓN PARCIAL,   ,9    ,1     ,54541,0,54541,0
2017,12.  ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,   ,9    ,1     ,31979,0,31979,16202.58
2017,12.  ,912  ,489    ,TRANSF CORRIENTES GRUPOS MUNICIPALES,12 ,91   ,48    ,175500,0,175500,82650
2017,12.  ,920  ,202    ,ALQUILERES VARIOS,12 ,92   ,20    ,155000,0,155000,82599.13
2017,12.  ,920  ,209    ,CÁNONES VARIOS,12 ,92   ,20    ,65000,0,65000,41805.66
2017,12.  ,920  ,216    ,MANTENIMIENTO EQUIPOS INFORMÁTICOS/PROGRAMARIO,12 ,92   ,21    ,390000,0,390000,126883.48
2017,12.  ,920  ,22000  ,MATERIAL DE OFICINA,12 ,92   ,22    ,125000,0,125000,51996.14
2017,12.  ,920  ,22002  ,MATERIAL INFORMÁTICO NO INVENTARIABLE,12 ,92   ,22    ,110000,0,110000,27141.9
2017,12.  ,920  ,22104  ,VESTUARIO,12 ,92   ,22    ,30000,0,30000,4596.03
2017,12.  ,920  ,22200  ,SERVICIOS COMUNICACIÓN TELECOMUNICACIONES,12 ,92   ,22    ,200000,0,200000,38294.75
2017,12.  ,920  ,22201  ,SERVICIOS COMUNICACIÓN POSTALES,12 ,92   ,22    ,150000,0,150000,38984.62
2017,12.  ,920  ,224    ,SEGUROS,12 ,92   ,22    ,192000,0,192000,68847.99
2017,12.  ,920  ,22500  ,TRIBUTOS ESTATALES (Impuesto producción eléctrica),12 ,92   ,22    ,1000,0,1000,0
2017,12.  ,920  ,22602  ,"ANUNCIOS, PUBLICACIONES, ETC.",12 ,92   ,22    ,10000,0,10000,6157.4
2017,12.  ,920  ,22603  ,ANUNCIOS DIARIOS OFICIALES,12 ,92   ,22    ,20000,0,20000,17021.76
2017,12.  ,920  ,22604  ,GASTOS DEFENSA JURÍDICA Y REGISTRAL,12 ,92   ,22    ,27000,0,27000,7846.84
2017,12.  ,920  ,227061 ,ESTUDIOS Y TRABAJOS TÉCNICOS,12 ,92   ,22    ,50000,0,50000,5505.5
2017,12.  ,920  ,227062 ,ESTUDIOS Y TRABAJOS TÉCNICOS TIC,12 ,92   ,22    ,230000,0,230000,34369.52
2017,12.  ,920  ,22799  ,CONTR PRESTACIÓN DE SERVICIOS,12 ,92   ,22    ,200000,0,200000,16044.05
2017,12.  ,920  ,23010  ,DIETAS PERSONAL DIRECTIVO,12 ,92   ,23    ,2658,0,2658,0
2017,12.  ,920  ,23020  ,DIETAS PERSONAL NO DIRECTIVO,12 ,92   ,23    ,2658,0,2658,604.71
2017,12.  ,920  ,23110  ,LOCOMOCIÓN PERSONAL DIRECTIVO,12 ,92   ,23    ,3562,0,3562,314.21
2017,12.  ,920  ,23120  ,LOCOMOCIÓN PERSONAL NO DIRECTIVO,12 ,92   ,23    ,3606,0,3606,1837.81
2017,12.  ,920  ,233    ,ASISTENCIA TRIBUNALES,12 ,92   ,23    ,900,0,900,1563.63
2017,12.  ,920  ,467    ,ECONOMIA-TRANSF. LOCALRET,12.,920  ,467   ,8000,0,8000,7372.64
2017,12.  ,920  ,489    ,BECAS PERSONAL COLABORADOR,12 ,92   ,48    ,32000,0,32000,12541.89
2017,12.  ,920  ,624    ,INVERSIÓN ELEMENTOS DE TRANSPORTE,12.,920  ,624   ,50000,88906.48,138906.48,25767.33
2017,12.  ,920  ,626    ,MATERIAL INVENTARIABLE. EQUIPOS PROCESOS INFORMÁTICOS,12.,920  ,626   ,200000,191978.09,391978.09,203598.93
2017,12.  ,920  ,629    ,MATERIAL INVENTARIABLE DIVERSO,12.,920  ,629   ,100000,89864.11,189864.11,88890.88
2017,12.  ,920  ,830    ,ANTICIPOS REINTEGRABLES PERSONAL,12.,920  ,830   ,1000,8000,9000,7531.51
2017,12.  ,9204 ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,   ,9    ,1     ,21666,0,21666,10832.83
2017,12.  ,9204 ,11001  ,RETRIBUCIONES COMPLEMENTARIAS PERSONAL EVENTUAL,   ,9    ,1     ,50019,0,50019,25009.04
2017,12.  ,9204 ,12003  ,SUELDOS DEL GRUPO C1,   ,9    ,1     ,49920,0,49920,89.71
2017,12.  ,9204 ,12004  ,SUELDOS DEL GRUPO C2,   ,9    ,1     ,8463,0,8463,4190.88
2017,12.  ,9204 ,12006  ,TRIENIOS,   ,9    ,1     ,2452,0,2452,1213.82
2017,12.  ,9204 ,120099 ,RETRIBUCIONES BÁSICAS SUPLENCIAS,   ,9    ,1     ,12396,0,12396,2279.65
2017,12.  ,9204 ,12100  ,COMPLEMENTO DE DESTINO,   ,9    ,1     ,25878,0,25878,2167.11
2017,12.  ,9204 ,12101  ,COMPLEMENTO ESPECÍFICO,   ,9    ,1     ,55748,0,55748,5053.76
2017,12.  ,9204 ,121039 ,RETRIBUCIONES COMPLEMENTARIAS SUPLENCIAS,   ,9    ,1     ,17718,0,17718,3646.25
2017,12.  ,9204 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,   ,9    ,1     ,19896,0,19896,0
2017,12.  ,9204 ,130021 ,INCENTIVO PRODUCTIVIDAD PERSONAL LABORAL FIJO,   ,9    ,1     ,102751,0,102751,79399.45
2017,12.  ,9204 ,131    ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,   ,9    ,1     ,24000,0,24000,0
2017,12.  ,9204 ,131021 ,INCENTIVO PRODUCTIVIDAD NO ABSENTISMO LABORAL TEMP,   ,9    ,1     ,4306,0,4306,3883.75
2017,12.  ,9204 ,13199  ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL-SUPLENCIAS,   ,9    ,1     ,1362,0,1362,3110.55
2017,12.  ,9204 ,1432   ,INCENTIVO PRODUCTIVIDAD NO ABSENTISMO OTRA PERSONA,   ,9    ,1     ,2307,0,2307,7361.25
2017,12.  ,9204 ,15001  ,INCENTIVO PRODUCTIVIDAD NO ABSENTISMO,   ,9    ,1     ,297060,0,297060,221685.1
2017,12.  ,9204 ,16000  ,CUOTAS SEGURIDAD SOCIAL,   ,9    ,1     ,64175,0,64175,13514.48
2017,12.  ,9204 ,16104  ,INDEMNIZACIÓN JUBILACIONES ANTICIPADAS,   ,9    ,1     ,126000,0,126000,49743.43
2017,12.  ,9204 ,16200  ,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,   ,9    ,1     ,60000,0,60000,10272.03
2017,12.  ,9205 ,12000  ,SUELDOS DEL GRUPO A1,   ,9    ,1     ,29649,0,29649,7412.11
2017,12.  ,9205 ,12001  ,SUELDOS DEL GRUPO A2,   ,9    ,1     ,13036,0,13036,6517.8
2017,12.  ,9205 ,12003  ,SUELDOS DEL GRUPO C1,   ,9    ,1     ,9984,0,9984,4991.91
2017,12.  ,9205 ,12004  ,SUELDOS DEL GRUPO C2,   ,9    ,1     ,33850,0,33850,15122.14
2017,12.  ,9205 ,12006  ,TRIENIOS,   ,9    ,1     ,23764,0,23764,11611.85
2017,12.  ,9205 ,12100  ,COMPLEMENTO DE DESTINO,   ,9    ,1     ,42599,0,42599,17275.65
2017,12.  ,9205 ,12101  ,COMPLEMENTO ESPECÍFICO,   ,9    ,1     ,96213,0,96213,41288.41
2017,12.  ,9205 ,16000  ,CUOTAS SEGURIDAD SOCIAL,   ,9    ,1     ,61941,0,61941,27249.05
2017,12.  ,9206 ,12000  ,SUELDOS DEL GRUPO A1,   ,9    ,1     ,44473,0,44473,22049.64
2017,12.  ,9206 ,12001  ,SUELDOS DEL GRUPO A2,   ,9    ,1     ,26072,0,26072,12977.38
2017,12.  ,9206 ,12003  ,SUELDOS DEL GRUPO C1,   ,9    ,1     ,49920,0,49920,13928.84
2017,12.  ,9206 ,12004  ,SUELDOS DEL GRUPO C2,   ,9    ,1     ,33850,0,33850,22060.72
2017,12.  ,9206 ,12006  ,TRIENIOS,   ,9    ,1     ,40991,0,40991,20441.93
2017,12.  ,9206 ,12100  ,COMPLEMENTO DE DESTINO,   ,9    ,1     ,74353,0,74353,33703.89
2017,12.  ,9206 ,12101  ,COMPLEMENTO ESPECÍFICO,   ,9    ,1     ,169232,0,169232,79983.49
2017,12.  ,9206 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,   ,9    ,1     ,71111,0,71111,35555.11
2017,12.  ,9206 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,   ,9    ,1     ,2555,0,2555,849.68
2017,12.  ,9206 ,16000  ,CUOTAS SEGURIDAD SOCIAL,   ,9    ,1     ,133318,0,133318,69788.21
2017,12.  ,9207 ,12000  ,SUELDOS DEL GRUPO A1,   ,9    ,1     ,57915,0,57915,7412.11
2017,12.  ,9207 ,12001  ,SUELDOS DEL GRUPO A2,   ,9    ,1     ,92632,0,92632,36447.26
2017,12.  ,9207 ,12003  ,SUELDOS DEL GRUPO C1,   ,9    ,1     ,29952,0,29952,14975.73
2017,12.  ,9207 ,12004  ,SUELDOS DEL GRUPO C2,   ,9    ,1     ,8463,0,8463,4231.23
2017,12.  ,9207 ,12006  ,TRIENIOS,   ,9    ,1     ,30942,0,30942,14814.48
2017,12.  ,9207 ,12100  ,COMPLEMENTO DE DESTINO,   ,9    ,1     ,96246,0,96246,31704.21
2017,12.  ,9207 ,12101  ,COMPLEMENTO ESPECÍFICO,   ,9    ,1     ,255322,0,255322,80332.44
2017,12.  ,9207 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,   ,9    ,1     ,92216,0,92216,46050.04
2017,12.  ,9207 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,   ,9    ,1     ,608,0,608,0
2017,12.  ,9207 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,   ,9    ,1     ,802,0,802,0
2017,12.  ,9207 ,16000  ,CUOTAS SEGURIDAD SOCIAL,   ,9    ,1     ,161233,0,161233,60561.36
2017,12.  ,9208 ,12000  ,SUELDOS DEL GRUPO A1,   ,9    ,1     ,29649,0,29649,14824.22
2017,12.  ,9208 ,12004  ,SUELDOS DEL GRUPO C2,   ,9    ,1     ,17028,0,17028,8058.96
2017,12.  ,9208 ,12006  ,TRIENIOS,   ,9    ,1     ,12891,0,12891,6331.28
2017,12.  ,9208 ,12100  ,COMPLEMENTO DE DESTINO,   ,9    ,1     ,19193,0,19193,9394.77
2017,12.  ,9208 ,12101  ,COMPLEMENTO ESPECÍFICO,   ,9    ,1     ,41403,0,41403,21256.75
2017,12.  ,9208 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,   ,9    ,1     ,59606,0,59606,29802.98
2017,12.  ,9208 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,   ,9    ,1     ,608,0,608,0
2017,12.  ,9208 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,   ,9    ,1     ,201,0,201,181.72
2017,12.  ,9208 ,16000  ,CUOTAS SEGURIDAD SOCIAL,   ,9    ,1     ,50801,0,50801,26381.78
2017,12.  ,9209 ,12004  ,SUELDOS DEL GRUPO C2,   ,9    ,1     ,8463,0,8463,4231.23
2017,12.  ,9209 ,12005  ,SUELDOS DEL GRUPO E,   ,9    ,1     ,23267,0,23267,8309.4
2017,12.  ,9209 ,12006  ,TRIENIOS,   ,9    ,1     ,7311,0,7311,2591.83
2017,12.  ,9209 ,12100  ,COMPLEMENTO DE DESTINO,   ,9    ,1     ,13442,0,13442,5403.22
2017,12.  ,9209 ,12101  ,COMPLEMENTO ESPECÍFICO,   ,9    ,1     ,36101,0,36101,23663.32
2017,12.  ,9209 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,   ,9    ,1     ,267538,0,267538,143124.72
2017,12.  ,9209 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,   ,9    ,1     ,3945,0,3945,1049.33
2017,12.  ,9209 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,   ,9    ,1     ,18,0,18,0
2017,12.  ,9209 ,16000  ,CUOTAS SEGURIDAD SOCIAL,   ,9    ,1     ,114558,0,114558,48828.98
2017,12.  ,922  ,466    ,TRANSF FMC,12.,922  ,466   ,13000,0,13000,10527.45
2017,12.  ,9231 ,12003  ,SUELDOS DEL GRUPO C1,   ,9    ,1     ,9984,0,9984,4991.91
2017,12.  ,9231 ,12004  ,SUELDOS DEL GRUPO C2,   ,9    ,1     ,8463,0,8463,4231.23
2017,12.  ,9231 ,12006  ,TRIENIOS,   ,9    ,1     ,5132,0,5132,2538.41
2017,12.  ,9231 ,12100  ,COMPLEMENTO DE DESTINO,   ,9    ,1     ,8626,0,8626,4614.5
2017,12.  ,9231 ,12101  ,COMPLEMENTO ESPECÍFICO,   ,9    ,1     ,23844,0,23844,11595.99
2017,12.  ,9231 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,   ,9    ,1     ,56,0,56,0
2017,12.  ,9231 ,16000  ,CUOTAS SEGURIDAD SOCIAL,   ,9    ,1     ,15343,0,15343,8273.14
2017,12.  ,924  ,22705  ,GASTOS ELECCIONES,12 ,92   ,22    ,15000,0,15000,0
2017,12.  ,925  ,12004  ,SUELDOS DEL GRUPO C2,   ,9    ,1     ,74352,0,74352,36043.12
2017,12.  ,925  ,12005  ,SUELDOS DEL GRUPO E,   ,9    ,1     ,15511,0,15511,7644.65
2017,12.  ,925  ,12006  ,TRIENIOS,   ,9    ,1     ,16115,0,16115,7605.53
2017,12.  ,925  ,12100  ,COMPLEMENTO DE DESTINO,   ,9    ,1     ,42982,0,42982,20644.86
2017,12.  ,925  ,12101  ,COMPLEMENTO ESPECÍFICO,   ,9    ,1     ,130622,0,130622,66784.81
2017,12.  ,925  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,   ,9    ,1     ,68054,0,68054,33960.57
2017,12.  ,925  ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,   ,9    ,1     ,359,0,359,0
2017,12.  ,925  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,   ,9    ,1     ,128,0,128,39.75
2017,12.  ,925  ,16000  ,CUOTAS SEGURIDAD SOCIAL,   ,9    ,1     ,92468,0,92468,47871.63
2017,12.  ,929  ,22699  ,"GASTOS DIVERSOS, INDEMNIZACIONES, ETC.",12 ,92   ,22    ,45000,0,45000,5692.4
2017,12.  ,929  ,226991 ,OTROS GASTOS GENERALES,12 ,92   ,22    ,100000,0,100000,9451.7
2017,12.  ,931  ,12000  ,SUELDOS DEL GRUPO A1,   ,9    ,1     ,29649,0,29649,14712.2
2017,31   ,3411 ,12004  ,SUELDOS DEL GRUPO C2,   ,3    ,1     ,8463,0,8463,7060.14
2017,31   ,3411 ,12006  ,TRIENIOS,   ,3    ,1     ,2142,0,2142,151.8
2017,31   ,3411 ,12100  ,COMPLEMENTO DE DESTINO,   ,3    ,1     ,4313,0,4313,2623.36
2017,31   ,3411 ,12101  ,COMPLEMENTO ESPECÍFICO,   ,3    ,1     ,9062,0,9062,17807.65
2017,31   ,3411 ,16000  ,CUOTAS SEGURIDAD SOCIAL,   ,3    ,1     ,6043,0,6043,-734.15
2017,31   ,3411 ,22199  ,FOMENTO ASOC.DEPORTIVA-MATERIAL-TROFEOS,31 ,34   ,22    ,12000,0,12000,8899.82
