#ejercicio,Org.,Prog.,Econ.,Denominación (cast.),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2017,11.  ,9202 ,11001  ,RETRIBUCIONES COMPLEMENTARIAS PERSONAL EVENTUAL,  ,9    ,1    ,37192,0,37192,36847.49
2017,11.  ,9202 ,12001  ,SUELDOS DEL GRUPO A2,  ,9    ,1    ,39107,0,39107,29718.36
2017,11.  ,9202 ,12003  ,SUELDOS DEL GRUPO C1,  ,9    ,1    ,9984,0,9984,9545.12
2017,11.  ,9202 ,12006  ,TRIENIOS,  ,9    ,1    ,3622,0,3622,3553.79
2017,11.  ,9202 ,12100  ,COMPLEMENTO DE DESTINO,  ,9    ,1    ,21061,0,21061,17405.41
2017,11.  ,9202 ,12101  ,COMPLEMENTO ESPECÍFICO,  ,9    ,1    ,41794,0,41794,36386.82
2017,11.  ,9202 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,9    ,1    ,29899,0,29899,30144.51
2017,11.  ,9202 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,  ,9    ,1    ,142,0,142,459.63
2017,11.  ,9202 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,9    ,1    ,209,0,209,1291.44
2017,11.  ,9202 ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1    ,58431,0,58431,53816.33
2017,11.  ,9202 ,226021 ,COMUNICACIÓN SOCIAL-DIFUSIÓN,11,92   ,22   ,141800,0,141800,125596.14
2017,11.  ,9202 ,226023 ,COMUNICACIÓN INSTITUCIONAL,11,92   ,22   ,200000,75313,275313,152906.02
2017,11.  ,9203 ,12000  ,SUELDOS DEL GRUPO A1,  ,9    ,1    ,29649,0,29649,29945.16
2017,11.  ,9203 ,12003  ,SUELDOS DEL GRUPO C1,  ,9    ,1    ,9984,0,9984,10059.28
2017,11.  ,9203 ,12004  ,SUELDOS DEL GRUPO C2,  ,9    ,1    ,16925,0,16925,17094.36
2017,11.  ,9203 ,12006  ,TRIENIOS,  ,9    ,1    ,15478,0,15478,15628.28
2017,11.  ,9203 ,12100  ,COMPLEMENTO DE DESTINO,  ,9    ,1    ,34244,0,34244,34558.94
2017,11.  ,9203 ,12101  ,COMPLEMENTO ESPECÍFICO,  ,9    ,1    ,118481,0,118481,119505.04
2017,11.  ,9203 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,9    ,1    ,1032,0,1032,98.42
2017,11.  ,9203 ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1    ,42470,0,42470,44326.86
2017,12.  ,011  ,31000  ,INTERESES PRÉSTAMOS LARGO PLAZO,12,011  ,31000,95000,0,95000,47774.83
2017,12.  ,011  ,31001  ,INTERÉSES ENDEUDAMIENTO CORTO PLAZO,12,01   ,31   ,1000,0,1000,0
2017,12.  ,011  ,311    ,COMISIONES-GASTOS OP. CRÉDITO,12,01   ,31   ,1000,0,1000,243.4
2017,12.  ,011  ,359    ,OTROS GASTOS FINANCIEROS,12,01   ,35   ,15000,0,15000,7623.01
2017,12.  ,011  ,913    ,AMORT. PRÉSTAMOS ENTIDADES FINANCIERAS,12,011  ,913  ,2255000,1194408.53,3449408.53,3359694.91
2017,12.  ,133  ,82120  ,PRÉSTAMIS EMPRESA MUNICIPAL PRAT ESPAIS,12,133  ,82120,1000000,14000000,15000000,4100000
2017,12.  ,160  ,740    ,TRANSF CAPITAL APSA                               ,12,160  ,740  ,350000,96800,446800,426423.65
2017,12.  ,161  ,467    ,TRANSF CONGIAC                                    ,12,161  ,467  ,1,6800,6801,6800
2017,12.  ,221  ,16205  ,SEGURO VIDA Y ACCIDENTES,  ,2    ,1    ,45000,0,45000,22927.16
2017,12.  ,221  ,164    ,AYUDA FAMILIAR ,  ,2    ,1    ,14081,0,14081,14638.37
2017,12.  ,419  ,621    ,ADQUISICIÓN DE TERRENOS,12,419  ,621  ,100000,0,100000,50000
2017,12.  ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,  ,9    ,1    ,55955,0,55955,117916.66
2017,12.  ,912  ,10001  ,OTRAS REMUNERACIONES - ASISTENCIA PLENOS,  ,9    ,1    ,82416,0,82416,94044.69
2017,12.  ,912  ,10002  ,RETRIBUCIONES BÁSICAS REG. DEDICACIÓN PARCIAL,  ,9    ,1    ,54541,0,54541,0
2017,12.  ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1    ,31979,0,31979,34483.51
2017,12.  ,912  ,489    ,TRANSF CORRIENTES GRUPOS MUNICIPALES,12,91   ,48   ,175500,0,175500,165300
2017,12.  ,920  ,202    ,ALQUILERES VARIOS,12,92   ,20   ,155000,0,155000,156463.69
2017,12.  ,920  ,209    ,CÁNONES VARIOS,12,92   ,20   ,65000,0,65000,41805.66
2017,12.  ,920  ,216    ,MANTENIMIENTO EQUIPOS INFORMÁTICOS/PROGRAMARIO,12,92   ,21   ,390000,0,390000,295393.65
2017,12.  ,920  ,22000  ,MATERIAL DE OFICINA,12,92   ,22   ,125000,0,125000,115884.17
2017,12.  ,920  ,22002  ,MATERIAL INFORMÁTICO NO INVENTARIABLE,12,92   ,22   ,110000,0,110000,101654.53
2017,12.  ,920  ,22104  ,VESTUARIO,12,92   ,22   ,30000,0,30000,19138.14
2017,12.  ,920  ,22200  ,SERVICIOS COMUNICACIÓN TELECOMUNICACIONES,12,92   ,22   ,200000,0,200000,73766.84
2017,12.  ,920  ,22201  ,SERVICIOS COMUNICACIÓN POSTALES,12,92   ,22   ,150000,0,150000,82922.56
2017,12.  ,920  ,224    ,SEGUROS,12,92   ,22   ,192000,0,192000,131675.77
2017,12.  ,920  ,22500  ,TRIBUTOS ESTATALES (Impuesto producción eléctrica),12,92   ,22   ,1000,0,1000,2360.55
2017,12.  ,920  ,22602  ,"ANUNCIOS, PUBLICACIONES, ETC.",12,92   ,22   ,10000,0,10000,14588.68
2017,12.  ,920  ,22603  ,ANUNCIOS DIARIOS OFICIALES,12,92   ,22   ,20000,0,20000,31292.78
2017,12.  ,920  ,22604  ,GASTOS DEFENSA JURÍDICA Y REGISTRAL,12,92   ,22   ,27000,0,27000,14189.64
2017,12.  ,920  ,227061 ,ESTUDIOS Y TRABAJOS TÉCNICOS,12,92   ,22   ,50000,0,50000,16320.48
2017,12.  ,920  ,227062 ,ESTUDIOS Y TRABAJOS TÉCNICOS TIC,12,92   ,22   ,230000,0,230000,126879.21
2017,12.  ,920  ,22799  ,CONTR PRESTACIÓN DE SERVICIOS,12,92   ,22   ,200000,0,200000,96857.53
2017,12.  ,920  ,23010  ,DIETAS PERSONAL DIRECTIVO,12,92   ,23   ,2658,0,2658,0
2017,12.  ,920  ,23020  ,DIETAS PERSONAL NO DIRECTIVO,12,92   ,23   ,2658,0,2658,1507.37
2017,12.  ,920  ,23110  ,LOCOMOCIÓN PERSONAL DIRECTIVO,12,92   ,23   ,3562,0,3562,372.96
2017,12.  ,920  ,23120  ,LOCOMOCIÓN PERSONAL NO DIRECTIVO,12,92   ,23   ,3606,0,3606,3265.2
2017,12.  ,920  ,233    ,ASISTENCIA TRIBUNALES,12,92   ,23   ,900,0,900,3123.83
2017,12.  ,920  ,467    ,ECONOMIA-TRANSF. LOCALRET,12,920  ,467  ,8000,0,8000,7372.64
2017,12.  ,920  ,489    ,BECAS PERSONAL COLABORADOR,12,92   ,48   ,32000,0,32000,23128.78
2017,12.  ,920  ,624    ,INVERSIÓN ELEMENTOS DE TRANSPORTE,12,920  ,624  ,50000,88906.48,138906.48,38906.47
2017,12.  ,920  ,626    ,MATERIAL INVENTARIABLE. EQUIPOS PROCESOS INFORMÁTICOS,12,920  ,626  ,200000,388978.09,588978.09,262706.37
2017,12.  ,920  ,629    ,MATERIAL INVENTARIABLE DIVERSO,12,920  ,629  ,100000,206002.11,306002.11,197563.11
2017,12.  ,920  ,830    ,ANTICIPOS REINTEGRABLES PERSONAL,12,920  ,830  ,1000,16000,17000,16008.91
2017,12.  ,9204 ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,  ,9    ,1    ,21666,0,21666,21883.86
2017,12.  ,9204 ,11001  ,RETRIBUCIONES COMPLEMENTARIAS PERSONAL EVENTUAL,  ,9    ,1    ,50019,0,50019,50518.16
2017,12.  ,9204 ,12003  ,SUELDOS DEL GRUPO C1,  ,9    ,1    ,49920,0,49920,89.71
2017,12.  ,9204 ,12004  ,SUELDOS DEL GRUPO C2,  ,9    ,1    ,8463,0,8463,10571.5
2017,12.  ,9204 ,12006  ,TRIENIOS,  ,9    ,1    ,2452,0,2452,2464.97
2017,12.  ,9204 ,120099 ,RETRIBUCIONES BÁSICAS SUPLENCIAS,  ,9    ,1    ,12396,0,12396,21373.94
2017,12.  ,9204 ,12100  ,COMPLEMENTO DE DESTINO,  ,9    ,1    ,25878,0,25878,5108.74
2017,12.  ,9204 ,12101  ,COMPLEMENTO ESPECÍFICO,  ,9    ,1    ,55748,0,55748,12131.9
2017,12.  ,9204 ,121039 ,RETRIBUCIONES COMPLEMENTARIAS SUPLENCIAS,  ,9    ,1    ,17718,0,17718,30497.59
2017,12.  ,9204 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,9    ,1    ,19896,0,19896,1238.4
2017,12.  ,9204 ,130021 ,INCENTIVO PRODUCTIVIDAD PERSONAL LABORAL FIJO,  ,9    ,1    ,102751,0,102751,143330.85
2017,12.  ,9204 ,131    ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,  ,9    ,1    ,24000,0,24000,117.82
2017,12.  ,9204 ,131021 ,INCENTIVO PRODUCTIVIDAD NO ABSENTISMO LABORAL TEMP,  ,9    ,1    ,4306,0,4306,7605
2017,12.  ,9204 ,13199  ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL-SUPLENCIAS,  ,9    ,1    ,1362,0,1362,14176.43
2017,12.  ,9204 ,1432   ,INCENTIVO PRODUCTIVIDAD NO ABSENTISMO OTRA PERSONA,  ,9    ,1    ,2307,0,2307,12593.75
2017,12.  ,9204 ,15001  ,INCENTIVO PRODUCTIVIDAD NO ABSENTISMO,  ,9    ,1    ,297060,0,297060,404414.4
2017,12.  ,9204 ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1    ,64175,0,64175,44741.23
2017,12.  ,9204 ,16104  ,INDEMNIZACIÓN JUBILACIONES ANTICIPADAS,  ,9    ,1    ,126000,0,126000,115302.19
2017,12.  ,9204 ,16200  ,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,  ,9    ,1    ,60000,0,60000,49231.55
2017,12.  ,9205 ,12000  ,SUELDOS DEL GRUPO A1,  ,9    ,1    ,29649,0,29649,14934.86
2017,12.  ,9205 ,12001  ,SUELDOS DEL GRUPO A2,  ,9    ,1    ,13036,0,13036,13166.02
2017,12.  ,9205 ,12003  ,SUELDOS DEL GRUPO C1,  ,9    ,1    ,9984,0,9984,10083.76
2017,12.  ,9205 ,12004  ,SUELDOS DEL GRUPO C2,  ,9    ,1    ,33850,0,33850,31232.12
2017,12.  ,9205 ,12006  ,TRIENIOS,  ,9    ,1    ,23764,0,23764,23722.06
2017,12.  ,9205 ,12100  ,COMPLEMENTO DE DESTINO,  ,9    ,1    ,42599,0,42599,36027.11
2017,12.  ,9205 ,12101  ,COMPLEMENTO ESPECÍFICO,  ,9    ,1    ,96213,0,96213,86683.67
2017,12.  ,9205 ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1    ,61941,0,61941,54450.89
2017,12.  ,9206 ,12000  ,SUELDOS DEL GRUPO A1,  ,9    ,1    ,44473,0,44473,43861.79
2017,12.  ,9206 ,12001  ,SUELDOS DEL GRUPO A2,  ,9    ,1    ,26072,0,26072,26273.24
2017,12.  ,9206 ,12003  ,SUELDOS DEL GRUPO C1,  ,9    ,1    ,49920,0,49920,25761.72
2017,12.  ,9206 ,12004  ,SUELDOS DEL GRUPO C2,  ,9    ,1    ,33850,0,33850,41822.23
2017,12.  ,9206 ,12006  ,TRIENIOS,  ,9    ,1    ,40991,0,40991,40299.07
2017,12.  ,9206 ,12100  ,COMPLEMENTO DE DESTINO,  ,9    ,1    ,74353,0,74353,65573.07
2017,12.  ,9206 ,12101  ,COMPLEMENTO ESPECÍFICO,  ,9    ,1    ,169232,0,169232,164595
2017,12.  ,9206 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,9    ,1    ,71111,0,71111,71765.96
2017,12.  ,9206 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,9    ,1    ,2555,0,2555,3697.22
2017,12.  ,9206 ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1    ,133318,0,133318,132808.1
2017,12.  ,9207 ,12000  ,SUELDOS DEL GRUPO A1,  ,9    ,1    ,57915,0,57915,14897.14
2017,12.  ,9207 ,12001  ,SUELDOS DEL GRUPO A2,  ,9    ,1    ,92632,0,92632,73702.06
2017,12.  ,9207 ,12003  ,SUELDOS DEL GRUPO C1,  ,9    ,1    ,29952,0,29952,30226.8
2017,12.  ,9207 ,12004  ,SUELDOS DEL GRUPO C2,  ,9    ,1    ,8463,0,8463,8547.18
2017,12.  ,9207 ,12006  ,TRIENIOS,  ,9    ,1    ,30942,0,30942,30492.16
2017,12.  ,9207 ,12100  ,COMPLEMENTO DE DESTINO,  ,9    ,1    ,96246,0,96246,64065.37
2017,12.  ,9207 ,12101  ,COMPLEMENTO ESPECÍFICO,  ,9    ,1    ,255322,0,255322,161829.38
2017,12.  ,9207 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,9    ,1    ,92216,0,92216,93115.85
2017,12.  ,9207 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,  ,9    ,1    ,608,0,608,0
2017,12.  ,9207 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,9    ,1    ,802,0,802,0
2017,12.  ,9207 ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1    ,161233,0,161233,107952.87
2017,12.  ,9208 ,12000  ,SUELDOS DEL GRUPO A1,  ,9    ,1    ,29649,0,29649,29945.16
2017,12.  ,9208 ,12004  ,SUELDOS DEL GRUPO C2,  ,9    ,1    ,17028,0,17028,16686.82
2017,12.  ,9208 ,12006  ,TRIENIOS,  ,9    ,1    ,12891,0,12891,12985.81
2017,12.  ,9208 ,12100  ,COMPLEMENTO DE DESTINO,  ,9    ,1    ,19193,0,19193,19162.49
2017,12.  ,9208 ,12101  ,COMPLEMENTO ESPECÍFICO,  ,9    ,1    ,41403,0,41403,42323.16
2017,12.  ,9208 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,9    ,1    ,59606,0,59606,60203.18
2017,12.  ,9208 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,  ,9    ,1    ,608,0,608,0
2017,12.  ,9208 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,9    ,1    ,201,0,201,355.32
2017,12.  ,9208 ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1    ,50801,0,50801,52768.88
2017,12.  ,9209 ,12004  ,SUELDOS DEL GRUPO C2,  ,9    ,1    ,8463,0,8463,8547.18
2017,12.  ,9209 ,12005  ,SUELDOS DEL GRUPO E,  ,9    ,1    ,23267,0,23267,17937.91
2017,12.  ,9209 ,12006  ,TRIENIOS,  ,9    ,1    ,7311,0,7311,5634.3
2017,12.  ,9209 ,12100  ,COMPLEMENTO DE DESTINO,  ,9    ,1    ,13442,0,13442,11381.05
2017,12.  ,9209 ,12101  ,COMPLEMENTO ESPECÍFICO,  ,9    ,1    ,36101,0,36101,45954.83
2017,12.  ,9209 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,9    ,1    ,267538,0,267538,284648.61
2017,12.  ,9209 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,  ,9    ,1    ,3945,0,3945,2352.52
2017,12.  ,9209 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,9    ,1    ,18,0,18,59.5
2017,12.  ,9209 ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1    ,114558,0,114558,85706.14
2017,12.  ,922  ,466    ,TRANSF FMC,12,922  ,466  ,13000,0,13000,10527.45
2017,12.  ,9231 ,12003  ,SUELDOS DEL GRUPO C1,  ,9    ,1    ,9984,0,9984,9985.83
2017,12.  ,9231 ,12004  ,SUELDOS DEL GRUPO C2,  ,9    ,1    ,8463,0,8463,8547.18
2017,12.  ,9231 ,12006  ,TRIENIOS,  ,9    ,1    ,5132,0,5132,5139.96
2017,12.  ,9231 ,12100  ,COMPLEMENTO DE DESTINO,  ,9    ,1    ,8626,0,8626,9283.28
2017,12.  ,9231 ,12101  ,COMPLEMENTO ESPECÍFICO,  ,9    ,1    ,23844,0,23844,23573.76
2017,12.  ,9231 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,9    ,1    ,56,0,56,133.9
2017,12.  ,9231 ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1    ,15343,0,15343,16325.11
2017,12.  ,924  ,22705  ,GASTOS ELECCIONES,12,92   ,22   ,15000,0,15000,2878.47
2017,12.  ,925  ,12004  ,SUELDOS DEL GRUPO C2,  ,9    ,1    ,74352,0,74352,74408.44
2017,12.  ,925  ,12005  ,SUELDOS DEL GRUPO E,  ,9    ,1    ,15511,0,15511,15535.45
2017,12.  ,925  ,12006  ,TRIENIOS,  ,9    ,1    ,16115,0,16115,16003.21
2017,12.  ,925  ,12100  ,COMPLEMENTO DE DESTINO,  ,9    ,1    ,42982,0,42982,42443.28
2017,12.  ,925  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,9    ,1    ,130622,0,130622,132960.9
2017,12.  ,925  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,9    ,1    ,68054,0,68054,68500.44
2017,12.  ,925  ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,  ,9    ,1    ,359,0,359,0
2017,12.  ,925  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,9    ,1    ,128,0,128,390.27
2017,12.  ,925  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1    ,92468,0,92468,96405.2
2017,12.  ,929  ,22699  ,"GASTOS DIVERSOS, INDEMNIZACIONES, ETC.",12,92   ,22   ,45000,0,45000,18146.94
2017,12.  ,929  ,226991 ,OTROS GASTOS GENERALES,12,92   ,22   ,100000,-13313,86687,9805.44
2017,12.  ,931  ,12000  ,SUELDOS DEL GRUPO A1,  ,9    ,1    ,29649,0,29649,29568.03
2017,31   ,3411 ,12004  ,SUELDOS DEL GRUPO C2,  ,3    ,1    ,8463,0,8463,12132.76
2017,31   ,3411 ,12006  ,TRIENIOS,  ,3    ,1    ,2142,0,2142,1178.53
2017,31   ,3411 ,12100  ,COMPLEMENTO DE DESTINO,  ,3    ,1    ,4313,0,4313,5056.16
2017,31   ,3411 ,12101  ,COMPLEMENTO ESPECÍFICO,  ,3    ,1    ,9062,0,9062,23465.9
2017,31   ,3411 ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,3    ,1    ,6043,0,6043,3322.32
2017,31   ,3411 ,22199  ,FOMENTO ASOC.DEPORTIVA-MATERIAL-TROFEOS,31,34   ,22   ,12000,0,12000,13276.13
2017,31   ,3411 ,227991 ,PREST. SERVICIOS COMPETICIÓN JJEE FUTBOL-BALONCESTO,31,34   ,22   ,45000,0,45000,30967.13
