#Ejercicio,Org.,Econ.,Denominación (cast.),Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2023,,82120  ,REINTEGRO PRÉSTAMOS SECTOR PÚBLICO LOCAL,700026,0,700026,0
2023,,112    ,IMPUESTO BIENES INMUEBLES RÚSTICOS                      ,9833,0,9833,0
2023,,113    ,IMPUESTO BIENES INMUEBLES DE NATURALEZA URBANA         ,18700000,0,18700000,-344.33
2023,,114    ,IMPUESTO BIENES INMUEBLES CARACTERISTICAS ESPECIALES   ,40927369,0,40927369,0
2023,,115    ,IMPUESTO VEHICULOS TRACCIÓN MECÁNICA                  ,2876035,0,2876035,34183.86
2023,,116    ,IMPUESTO INCREMENTO VALOR DE TERRENOS          ,1700000,0,1700000,-1039591.35
2023,,130    ,IMPUESTO ACTIVIDADES ECONÓMICAS                    ,7600000,0,7600000,-54.04
2023,,290    ,"IMPUESTO CONSTRUCCIONES,INSTALACIONES Y OBRAS       ",1500000,0,1500000,370277.39
2023,,302    ,TASA RECOGIDA BASURA COMERCIAL                   ,64200,0,64200,0
2023,,30901  ,VIGILANCIA ESPECIAL                               ,4271,0,4271,2692.25
2023,,311    ,RESIDENCIA DE ANCIANOS,166000,0,166000,52470.37
2023,,31101  ,TASA PRESTACIÓN SERVICIOS SOCIALES                    ,140000,0,140000,34239.32
2023,,312    ,GUARDERÍA,156000,0,156000,39386.79
2023,,31301  ,CURSILLOS Y ACTIVIDADES DEPORTIVAS           ,160000,0,160000,-50
2023,,31302  ,INSTALACIONES DEPORTIVAS                         ,20000,0,20000,199.8
2023,,31303  ,SERVICIOS DEPORTIVOS                              ,2000000,0,2000000,-2225.22
2023,,31905  ,CONTROL SANITARIO PERROS,45000,0,45000,799.2
2023,,321    ,TASA LICENCIES DE OBRAS                           ,800000,0,800000,160823.87
2023,,323    ,TASA PERMISOS AMBIENTALES                          ,288809,0,288809,96055.12
2023,,325    ,EXPEDICIÓN DE DOCUMENTOS                            ,22868,0,22868,9982.28
2023,,326    ,RETIRADA DE VEHÍCULOS,85000,0,85000,26758
2023,,32901  ,MERCADO MUNICIPAL                                  ,28924,0,28924,13131.75
2023,,32902  ,CONTROL SANITARIO DE ESTABLECIMIENTOS                   ,1300,0,1300,1332
2023,,331    ,TASAS VADOS                                       ,660000,0,660000,37849.94
2023,,332    ,UTILITZACIÓN PRIVATIVA/APROVECHAMIENTO EMP SUMINISTRA,1120000,0,1120000,122069.66
2023,,333    ,UTILITZACIÓN PRIVATIVA/APROVECHAMIENTO EMP TELECOMUNIC,36000,0,36000,0
2023,,335    ,TASAS VELADORES Y SILLAS                    ,95000,0,95000,110477.41
2023,,338    ,TASA COMPENSACIÓN TELEFÓNICA ESPAÑA                ,196000,0,196000,50627.36
2023,,339    ,OTRAS UTILITZACIONS PRIVATIVES DEL DOMINI PUBLIC ,185017,0,185017,3920.8
2023,,33901  ,TASAS QUIOSCOS                                    ,47000,0,47000,8965.4
2023,,33902  ,TASAS PARADAS EN LA VIA PÚBLICA                    ,25000,0,25000,1911
2023,,34901  ,HUERTOS LÚDICOS                                      ,20000,0,20000,12048.67
2023,,34902  ,SERVICIOS CULTURALES,6,0,6,0
2023,,34903  ,SERVICIOS CULTURALES TEATRE MODERN                   ,6,0,6,1400.8
2023,,34904  ,SERVICIOS PROMOCIÓN ECONÓMICA                        ,9000,0,9000,0
2023,,34905  ,SERVICIOS/ACTIVIDADES MEDIO AMBIENTE (ACTIVIDADES)      ,18800,0,18800,4800
